Objects
100
,,Global Angle phil_tag_0:phil_tag_0,,,,,,Global Angle phil_tag_14:phil_tag_14,,,,,,Global Angle phil_tag_16:phil_tag_16,,,,,,Global Angle phil_tag_20:phil_tag_20,,,,,,Global Angle phil_tag_24:phil_tag_24,,,,,,Global Angle phil_tag_30:phil_tag_30,,,,,,Global Angle phil_tag_32:phil_tag_32,,,,,,Global Angle phil_tag_36:phil_tag_36,,,,,,Global Angle phil_tag_40:phil_tag_40,,,,,,Global Angle phil_tag_44:phil_tag_44,,,,,,Global Angle phil_tag_4:phil_tag_4,,,,,,Global Angle phil_tag_8:phil_tag_8,,,,,,Global Angle phil_turtlebot:phil_turtlebot,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
10,0,-0.0170984,0.00594935,0.00456912,921.371,-1222.16,244.663,0.000842239,0.00204348,0.00141333,-1329.61,-54.4819,125.186,0.00596562,0.0147411,0.00348606,-1297.74,454.904,218.841,0.00058489,-0.00123027,0.0025322,-1174.12,1195.82,101.493,0.00316391,-0.000544056,-0.00231738,-659.706,1901.67,116.078,0.004018,-7.60532e-005,0.00508789,285.92,1891.45,185.62,0.0016112,-0.00145374,-0.0023002,951.136,1852.55,157.661,0.000557719,0.000774858,0.00148562,1657.03,1145.99,127.339,-0.00215573,0.000450738,-0.00435428,1598.68,272.882,141.224,0.00241282,0.00293155,0.00353435,1462.86,-696.735,160.347,0.000722816,0.000246441,0.000942299,96.6784,-1065.41,194.198,-0.00317462,0.0102333,0.000527395,-886.452,-883.866,141.87,-0.0316099,0.0546463,2.63423,-710.879,525.564,447.083
11,0,-0.0170814,0.00616499,0.00440349,921.352,-1222.15,244.661,0.000937018,0.00206706,0.00125217,-1329.62,-54.476,125.169,0.00598587,0.0145294,0.0036085,-1297.7,454.906,218.797,0.000693071,-0.00441556,0.00248785,-1174.14,1195.8,101.413,0.0026486,-0.00101717,-0.00219151,-659.898,1901.73,116.113,0.00415137,3.32144e-005,0.0052868,285.869,1891.49,185.564,0.00178422,-0.00152081,-0.00248105,951.167,1852.58,157.563,6.51593e-005,0.000575919,0.00170064,1656.99,1146.09,127.28,-0.00226026,0.000364321,-0.00437067,1598.66,272.875,141.164,0.00230199,0.00288197,0.00358905,1462.85,-696.719,160.265,0.000745603,0.000504693,0.000897836,96.6113,-1065.41,194.132,-0.00327966,0.0095327,0.000215754,-886.659,-883.85,141.985,-0.0315355,0.0544886,2.63422,-710.9,525.586,447.051
12,0,-0.0164717,0.00394081,0.00424141,921.144,-1222.16,244.394,0.00104273,0.00208563,0.00109463,-1329.61,-54.4581,125.152,0.00610792,0.0146888,0.00345049,-1297.72,454.93,218.788,8.34306e-005,-0.0024615,0.00322018,-1174,1195.83,101.47,0.00311972,-0.000372476,-0.00207304,-659.768,1901.71,116.048,0.00378791,4.26357e-005,0.00524733,285.863,1891.46,185.536,0.00169206,-0.00136419,-0.00219096,951.152,1852.57,157.586,0.000105098,0.000636562,0.00162619,1657.01,1146.08,127.266,-0.00215191,0.000542692,-0.00426838,1598.65,272.907,141.142,0.00248506,0.00296389,0.00360401,1462.85,-696.699,160.261,0.000724945,0.000482728,0.000823203,96.598,-1065.42,194.096,-0.00338488,0.00948101,0.000259019,-886.651,-883.859,141.978,-0.0314665,0.0541963,2.63422,-710.91,525.588,447.032
13,0,-0.0168302,0.00581253,0.00450958,921.183,-1222.13,244.588,0.000979915,0.00190101,0.00115419,-1329.61,-54.4527,125.148,0.00621778,0.0147962,0.00321518,-1297.75,454.942,218.783,0.0001065,-0.00250091,0.00320002,-1173.99,1195.85,101.47,0.00267385,-0.00120184,-0.00226892,-659.862,1901.74,116.16,0.00361481,-0.000131772,0.00413132,285.99,1891.36,185.638,0.00172587,-0.00158459,-0.00245336,951.16,1852.58,157.614,0.000183354,0.00076057,0.00181097,1656.99,1146.1,127.296,-0.00217427,0.000620317,-0.00428165,1598.66,272.918,141.154,0.00239193,0.00295489,0.00356353,1462.87,-696.69,160.276,0.000785357,0.000275155,0.000920588,96.6377,-1065.41,194.142,-0.00351655,0.00941664,0.000262817,-886.59,-883.853,142,-0.0314791,0.0542352,2.63426,-710.892,525.586,447.047
14,0,-0.0170667,0.00596452,0.00446573,921.34,-1222.16,244.657,0.000992575,0.00215466,0.00118298,-1329.6,-54.4679,125.166,0.00600824,0.0147627,0.00362955,-1297.75,454.921,218.798,0.000630976,-0.00138124,0.00230841,-1174.09,1195.88,101.48,0.0029617,-0.00033454,-0.00219875,-659.753,1901.7,116.061,0.0038742,2.39357e-005,0.00534989,285.871,1891.46,185.555,0.00177267,-0.00166829,-0.002683,951.145,1852.58,157.593,-0.000746473,-0.000671635,0.00185703,1656.89,1146.2,127.3,-0.00216839,0.000469625,-0.00444582,1598.65,272.903,141.173,0.00237108,0.00284435,0.0035507,1462.87,-696.711,160.288,0.000732358,0.00032524,0.000986198,96.622,-1065.41,194.166,-0.00336298,0.00948172,0.000202162,-886.615,-883.848,142.023,-0.0315198,0.0544127,2.63418,-710.894,525.588,447.056
15,0,-0.0169269,0.00550087,0.00433339,921.436,-1222.14,244.673,0.000902053,0.00214065,0.00126782,-1329.6,-54.5104,125.216,0.00604613,0.014787,0.00338059,-1297.72,454.888,218.858,0.000523166,-0.00450428,0.00258999,-1174.18,1195.74,101.432,0.00121065,0.000577553,-0.000740366,-659.781,1901.57,116.176,0.00394198,-7.56725e-005,0.00378475,286,1891.37,185.663,0.00159581,-0.00143821,-0.00213164,951.149,1852.55,157.615,8.58831e-006,0.00054039,0.00162667,1656.99,1146.03,127.345,-0.00228717,0.000437602,-0.00437707,1598.66,272.858,141.214,0.00266322,0.00273766,0.00343303,1462.85,-696.799,160.418,0.000817354,0.000283441,0.000866337,96.6248,-1065.41,194.179,-0.00337252,0.00907005,0.000323764,-886.628,-883.876,142.042,-0.0314897,0.0542881,2.63427,-710.907,525.56,447.073
16,0,-0.0170007,0.00609226,0.00441246,921.355,-1222.15,244.668,0.000926359,0.00204629,0.00133424,-1329.61,-54.4695,125.181,0.00585771,0.0148102,0.00196137,-1297.61,455.089,218.787,6.09756e-005,-0.00256673,0.00326899,-1173.99,1195.85,101.521,0.00316858,-0.000541082,-0.00229428,-659.727,1901.7,116.08,0.00403894,-8.6767e-006,0.00522773,285.878,1891.49,185.593,0.00158267,-0.00149095,-0.00215321,951.164,1852.56,157.616,0.00014118,0.000628984,0.00167195,1657,1146.09,127.315,-0.00223197,0.000507726,-0.004308,1598.67,272.884,141.183,0.00220918,0.00305595,0.00361565,1462.86,-696.66,160.233,0.000770932,0.000322576,0.000912143,96.6439,-1065.4,194.16,-0.00333165,0.00933712,0.00016323,-886.598,-883.85,142,-0.031449,0.0546678,2.63431,-710.899,525.58,447.064
17,0,-0.0171065,0.00616386,0.00447812,921.348,-1222.15,244.663,0.00118694,0.00200679,0.000924654,-1329.63,-54.4369,125.146,0.00601647,0.0143853,0.00349218,-1297.71,454.939,218.779,0.00058928,-0.00439426,0.00251059,-1174.14,1195.82,101.398,0.00297961,-0.000411457,-0.00208583,-659.746,1901.7,116.057,0.00389649,-0.000112109,0.00355647,286.023,1891.37,185.674,0.00185589,-0.00163341,-0.00248454,951.151,1852.59,157.599,0.00115075,0.00109392,0.00156956,1657.08,1145.98,127.274,-0.00212359,0.000398632,-0.0043817,1598.64,272.928,141.147,0.00207876,0.0030386,0.00366483,1462.87,-696.62,160.171,0.00069937,0.000939869,0.00104644,96.5746,-1065.43,194.186,-0.0033774,0.00953911,0.000265872,-886.629,-883.856,142.01,-0.0315225,0.0543338,2.63425,-710.885,525.597,447.042
18,0,-0.0165395,0.00405832,0.00418812,921.141,-1222.17,244.393,0.000955485,0.00198505,0.00126423,-1329.6,-54.4795,125.184,0.00596119,0.014917,0.00355664,-1297.73,454.903,218.8,8.50585e-005,-0.00225221,0.00320756,-1174.01,1195.82,101.498,0.00308042,-0.000558273,-0.00206568,-659.737,1901.7,116.044,0.0038198,-0.000141274,0.00418384,285.986,1891.37,185.608,0.00147239,-0.00142947,-0.00198634,951.159,1852.55,157.616,0.000232325,0.00111345,0.00224991,1657.02,1145.96,127.352,-0.00225815,0.000545638,-0.00437857,1598.66,272.891,141.163,0.0023566,0.00294296,0.00359653,1462.87,-696.697,160.297,0.000776119,0.000288262,0.00076789,96.6112,-1065.41,194.141,-0.00309996,0.0104717,0.000614035,-886.481,-883.867,141.831,-0.0314868,0.0542104,2.63428,-710.897,525.585,447.047
19,0,-0.0170636,0.00594793,0.00451279,921.343,-1222.16,244.666,0.00117245,0.0019496,0.00111758,-1329.62,-54.4614,125.161,0.00605623,0.0145524,0.003367,-1297.72,454.925,218.815,0.000539561,-0.00435376,0.00251417,-1174.16,1195.8,101.414,0.00306509,-0.000236629,-0.00212442,-659.751,1901.7,116.047,0.00377237,-0.000162333,0.00381135,286.002,1891.37,185.625,0.00177374,-0.00159699,-0.00230794,951.135,1852.56,157.614,0.000777635,0.00144998,0.00210167,1657.05,1145.88,127.334,-0.00213239,0.000542285,-0.00437162,1598.65,272.901,141.142,0.00223255,0.00290544,0.00346356,1462.85,-696.717,160.255,0.000716269,0.000411412,0.000963773,96.6061,-1065.4,194.144,-0.0033497,0.00929284,0.00028853,-886.631,-883.861,142.012,-0.031583,0.0543906,2.63424,-710.893,525.591,447.043
20,0,-0.017238,0.00605572,0.00448348,921.355,-1222.16,244.666,0.00111128,0.00196168,0.00103821,-1329.61,-54.467,125.171,0.00600565,0.0145992,0.00348317,-1297.72,454.924,218.817,0.000557855,-0.00444723,0.00253069,-1174.15,1195.81,101.437,0.00303597,-0.000550257,-0.0022714,-659.713,1901.69,116.058,0.00389937,4.63419e-005,0.00543986,285.894,1891.46,185.569,0.00159328,-0.00158248,-0.00256641,951.154,1852.56,157.616,0.000709117,0.00107373,0.00213493,1656.97,1146.04,127.336,-0.00222715,0.000454925,-0.00424589,1598.65,272.894,141.192,0.00243764,0.00282376,0.00344697,1462.86,-696.735,160.305,0.000745797,0.000737465,0.00107544,96.6124,-1065.42,194.248,-0.00338054,0.00927241,5.9645e-005,-886.591,-883.847,142.013,-0.03157,0.0544616,2.6343,-710.874,525.589,447.073
21,0,-0.017164,0.00591261,0.00457789,921.365,-1222.16,244.684,0.000836817,0.00238221,0.00133074,-1329.6,-54.4945,125.222,0.00609701,0.0149191,0.00349778,-1297.73,454.888,218.842,0.000634058,-0.00446315,0.00257507,-1174.19,1195.75,101.44,0.00328844,-0.000600469,-0.00224675,-659.725,1901.68,116.095,0.003746,-1.1972e-005,0.00520586,285.888,1891.43,185.58,0.00139302,-0.0014428,-0.00212365,951.128,1852.51,157.654,0.000245277,0.00100972,0.00210344,1656.99,1145.95,127.385,-0.00230648,0.00051767,-0.00428837,1598.67,272.859,141.232,0.00254055,0.00306351,0.003564,1462.87,-696.751,160.358,0.000848747,0.000312196,0.000854594,96.6564,-1065.41,194.206,-0.00310582,0.0105486,0.000538926,-886.486,-883.843,141.857,-0.0313487,0.0548663,2.63423,-710.884,525.568,447.083
22,0,-0.0169243,0.00603351,0.0044824,921.339,-1222.16,244.642,0.00104437,0.00211927,0.0012919,-1329.62,-54.4745,125.145,0.006048,0.0145057,0.00353315,-1297.72,454.905,218.802,0.000649016,-0.00120017,0.00247517,-1174.09,1195.86,101.469,0.00300843,-0.000387426,-0.00223233,-659.76,1901.7,116.015,0.00390777,7.96955e-005,0.00529745,285.841,1891.46,185.516,0.00152138,-0.00142898,-0.00222069,951.156,1852.56,157.568,0.000850055,0.0011949,0.00200033,1657.03,1145.92,127.278,-0.00233624,0.00050912,-0.00436307,1598.66,272.886,141.133,0.00241629,0.00291858,0.00361858,1462.85,-696.709,160.245,0.000685001,0.000367987,0.000862744,96.5969,-1065.41,194.101,-0.00365942,0.00402247,0.00062116,-887.796,-883.703,141.422,-0.0315047,0.0544366,2.63423,-710.906,525.588,447.024
23,0,-0.0171019,0.00612587,0.00438297,921.345,-1222.15,244.668,0.00108144,0.00176677,0.0010602,-1329.61,-54.4414,125.134,0.00613191,0.0147108,0.00339412,-1297.72,454.953,218.766,0.000652465,-0.00446124,0.00248464,-1174.15,1195.82,101.392,0.00254867,-0.00113043,-0.00220352,-659.899,1901.76,116.119,0.00388663,5.93066e-005,0.00524328,285.865,1891.46,185.549,0.00172387,-0.00158206,-0.00232814,951.156,1852.59,157.598,0.000768963,0.00132649,0.00216385,1657.04,1145.97,127.297,-0.00216813,0.000603905,-0.00417758,1598.65,272.907,141.131,0.00246265,0.00282006,0.00356187,1462.85,-696.68,160.24,0.000783857,0.000908595,0.00108729,96.5648,-1065.43,194.176,-0.00354413,0.0038827,0.000780892,-887.769,-883.697,141.445,-0.0314447,0.0544681,2.63428,-710.893,525.592,447.031
24,0,-0.017122,0.00602541,0.00443741,921.378,-1222.15,244.7,0.000851688,0.00221259,0.00135397,-1329.59,-54.4624,125.184,0.00580948,0.0147156,0.00193771,-1297.58,455.108,218.797,0.00062787,-0.00446551,0.00261284,-1174.16,1195.75,101.407,0.0031981,-0.000612431,-0.00223759,-659.708,1901.69,116.076,0.00374288,-0.000228299,0.00383676,286.023,1891.34,185.659,0.00162916,-0.00158025,-0.00236119,951.139,1852.54,157.653,0.000751429,0.0014071,0.002186,1657,1145.95,127.337,-0.00230795,0.000460646,-0.00443314,1598.66,272.892,141.195,0.00260804,0.00275157,0.003375,1462.87,-696.755,160.38,0.000822413,0.000169721,0.00084461,96.6481,-1065.4,194.17,-0.00326702,0.00476956,0.000919959,-887.596,-883.699,141.317,-0.0314805,0.0544101,2.63427,-710.875,525.58,447.069
25,0,-0.0169792,0.00605911,0.00441222,921.356,-1222.16,244.68,0.000828273,0.00221564,0.00145195,-1329.62,-54.5123,125.198,0.0059383,0.0146174,0.00356947,-1297.7,454.884,218.824,0.000586579,-0.00443709,0.00252664,-1174.16,1195.77,101.415,0.00298147,-0.000212226,-0.00201492,-659.77,1901.68,116.016,0.00376788,-0.000112294,0.00377288,286.001,1891.34,185.606,0.00150775,-0.0015381,-0.002414,951.172,1852.58,157.575,0.0004159,0.00147764,0.00249727,1656.96,1146,127.334,-0.00233075,0.000499068,-0.00437135,1598.66,272.877,141.175,0.00227788,0.00309224,0.0037428,1462.85,-696.7,160.237,0.000750638,0.000345176,0.000875831,96.6106,-1065.42,194.175,-0.00369725,0.00398183,0.000812611,-887.767,-883.731,141.462,-0.0315109,0.0544166,2.63423,-710.896,525.572,447.054
26,0,-0.017262,0.00610878,0.00443346,921.339,-1222.16,244.658,0.00103586,0.00179317,0.00107049,-1329.59,-54.459,125.178,0.00602575,0.014646,0.00352954,-1297.72,454.923,218.809,0.00111475,-0.00316169,0.00171448,-1174.29,1195.8,101.376,0.00303801,-0.000453752,-0.00219307,-659.749,1901.71,116.057,0.00394749,-2.39743e-005,0.00358803,286.021,1891.37,185.667,0.0017736,-0.00149729,-0.0023828,951.134,1852.56,157.601,0.000194361,0.000237703,0.00268553,1656.81,1146.19,127.298,-0.00216977,0.000503985,-0.00426418,1598.64,272.908,141.175,0.0020712,0.00296324,0.00359781,1462.86,-696.649,160.227,0.000801314,0.000565863,0.000872111,96.6252,-1065.4,194.155,-0.00357391,0.0038127,0.000482643,-887.769,-883.675,141.482,-0.0314649,0.0541798,2.63426,-710.899,525.587,447.067
27,0,-0.0170231,0.00595611,0.00447112,921.375,-1222.15,244.671,0.00103766,0.00211361,0.00120373,-1329.62,-54.4539,125.166,0.00612684,0.0145228,0.00335749,-1297.72,454.944,218.815,0.000560399,-0.00462258,0.00263731,-1174.15,1195.79,101.413,0.00274536,-0.00140289,-0.00237976,-659.828,1901.75,116.164,0.00373895,-0.000108199,0.0051751,285.912,1891.44,185.582,0.00171767,-0.00161017,-0.00249581,951.15,1852.58,157.621,0.000877477,0.00149551,0.00243167,1656.99,1145.97,127.345,-0.00229814,0.000406114,-0.0043949,1598.68,272.888,141.209,0.00244863,0.0029919,0.00358708,1462.85,-696.712,160.309,0.000824969,0.000179663,0.000883306,96.6707,-1065.4,194.17,-0.00365527,0.00393403,0.000638728,-887.718,-883.681,141.492,-0.0314779,0.0545273,2.63433,-710.879,525.591,447.07
28,0,-0.0168297,0.00613583,0.00438034,921.351,-1222.14,244.665,0.00114474,0.00199816,0.00098199,-1329.64,-54.4442,125.116,0.00602742,0.0144123,0.00358218,-1297.71,454.914,218.793,0.000148748,-0.00258366,0.00317152,-1173.98,1195.83,101.488,0.00305226,-0.000372674,-0.00215741,-659.743,1901.7,116.024,0.00394971,6.46314e-005,0.00539961,285.854,1891.47,185.525,0.00157759,-0.00143901,-0.00221614,951.176,1852.59,157.58,0.000418301,0.00131304,0.00252822,1656.96,1146.03,127.302,-0.00226857,0.00042097,-0.00424143,1598.66,272.909,141.123,0.00251954,0.00295635,0.00365915,1462.86,-696.703,160.255,0.000770385,0.000336239,0.00074653,96.6096,-1065.4,194.134,-0.00368069,0.00412107,0.000563313,-887.761,-883.684,141.451,-0.0314845,0.0541948,2.63427,-710.9,525.589,447.033
29,0,-0.0171644,0.00594084,0.00453128,921.33,-1222.16,244.657,0.000900806,0.00208287,0.00116785,-1329.6,-54.4503,125.183,0.00614714,0.0148266,0.00347755,-1297.74,454.947,218.787,0.000632561,-0.0044871,0.00253099,-1174.16,1195.8,101.405,0.00267622,-0.0010785,-0.00206857,-659.903,1901.76,116.126,0.00406942,-4.44965e-005,0.00376956,285.977,1891.4,185.65,0.00167536,-0.00138167,-0.00208532,951.148,1852.57,157.58,0.000440713,0.00129091,0.00251655,1656.95,1146.03,127.314,-0.00227153,0.000484277,-0.0042618,1598.65,272.901,141.139,0.0022329,0.00315582,0.00373488,1462.85,-696.661,160.212,0.000706531,0.00044989,0.000933439,96.5927,-1065.4,194.128,-0.00359332,0.00403089,0.000553154,-887.778,-883.679,141.44,-0.0315093,0.0540481,2.6341,-710.916,525.589,447.044
