Objects,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,
,,Global Angle PHIL_ROBOT_01:PHIL_ROBOT_01,,,,,,Global Angle TAG_07:TAG_07,,,,,,Global Angle TAG_11:TAG_11,,,,,,Global Angle TAG_12:TAG_12,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
486,0,0.027016,0.00975106,0.96454,362.501,-507.115,258.154,-0.27311,0.00560792,0.00720122,-16.4082,2366.87,1273.12,-0.0158622,0.00269237,0.0373405,991.336,-1215.49,734.265,-0.681032,1.8146,1.4313,-1195.96,-1246.41,552.003
487,0,0.0305383,0.00335811,0.963395,360.118,-504.702,258.573,-0.267939,0.00573752,0.00768388,-16.4533,2367.05,1273.09,-0.0182157,-0.00394107,0.0304473,990.844,-1215.28,734.032,-0.680834,1.8139,1.43212,-1195.97,-1246.39,552.009
488,0,0.0271601,0.00983619,0.955989,357.963,-502.703,258.246,-0.268211,0.00546277,0.0072194,-16.4486,2366.98,1273.13,-0.0174765,0.0017413,0.0366462,991.302,-1215.48,734.314,-0.679228,1.8131,1.43156,-1195.94,-1246.36,552.051
489,0,0.0240238,0.0102818,0.9514,355.736,-500.389,258.231,-0.271146,0.00565389,0.00725634,-16.4543,2366.91,1273.17,-0.0177109,0.00214058,0.0367288,991.293,-1215.5,734.339,-0.682988,1.81481,1.43184,-1195.98,-1246.38,552.032
490,0,0.0313091,0.00267001,0.945407,353.547,-497.862,258.515,-0.271246,0.00577926,0.00732057,-16.4334,2366.87,1273.17,-0.015176,0.00172085,0.0367203,991.462,-1215.21,734.429,-0.67958,1.81355,1.43135,-1195.95,-1246.4,552.015
491,0,0.0287848,0.00121479,0.939992,351.343,-495.311,258.467,-0.271537,0.00600141,0.00721664,-16.4333,2366.86,1273.17,-0.0153795,0.001712,0.0364382,991.462,-1215.22,734.438,-0.68187,1.81538,1.43129,-1195.97,-1246.41,551.985
492,0,0.0309405,0.00436444,0.934054,349.227,-492.797,258.409,-0.26975,0.0054719,0.00740526,-16.4374,2366.98,1273.1,-0.0159166,0.0027161,0.0374099,991.337,-1215.48,734.234,-0.681251,1.8143,1.43204,-1195.99,-1246.42,551.974
493,0,0.0270762,0.00371728,0.927316,346.983,-490.186,258.606,-0.267507,0.00530404,0.00716299,-16.4378,2367.02,1273.14,-0.0197703,-0.0068478,0.0352051,991.824,-1214.99,734.159,-0.680223,1.81307,1.43177,-1195.93,-1246.39,552.092
494,0,0.0310249,0.00142065,0.920638,344.79,-487.366,258.526,-0.268606,0.00545953,0.00703912,-16.4294,2367.03,1273.09,-0.0183711,-0.00363374,0.0304769,990.855,-1215.29,734.056,-0.680245,1.81416,1.43026,-1195.92,-1246.4,552.059
495,0,0.0278985,0.00285446,0.913521,342.693,-484.57,258.473,-0.27259,0.00569201,0.00749619,-16.4398,2366.84,1273.15,-0.0196198,-0.0380673,0.0875456,997.832,-1217.5,733.383,-0.68175,1.81416,1.4321,-1195.99,-1246.41,552.001
496,0,0.0294866,0.000611429,0.905913,341.705,-481.747,259.393,-0.273017,0.0060044,0.00786862,-16.4335,2366.81,1273.18,-0.0180724,-0.00355611,0.0301306,990.843,-1215.24,734.093,-0.680456,1.81345,1.43181,-1195.96,-1246.39,552.012
497,0,0.029178,-0.00123478,0.898633,339.599,-478.739,259.226,-0.272955,0.00587305,0.00758823,-16.4216,2366.85,1273.1,-0.0164256,0.00277932,0.0370186,991.328,-1215.45,734.256,-0.681924,1.81451,1.43116,-1195.97,-1246.41,551.971
498,0,0.0250902,0.00658066,0.889937,337.28,-475.599,259.22,-0.271406,0.00556033,0.00737254,-16.4498,2366.86,1273.15,-0.0227248,-0.00909109,0.03709,991.856,-1215.49,734.285,-0.68297,1.81473,1.43268,-1195.97,-1246.42,552.083
499,0,0.0244813,0.00528876,0.884191,335.007,-472.158,259.139,-0.268236,0.00570128,0.00758389,-16.4563,2367.06,1273.08,-0.0265509,-0.0134871,0.0362867,991.959,-1215.58,734.334,-0.681606,1.81402,1.43285,-1195.96,-1246.36,552.076
500,0,0.0197917,0.0130972,0.875192,332.991,-468.68,259.165,-0.271522,0.00560922,0.00744975,-16.4451,2366.96,1273.15,-0.030009,-0.0221358,0.035741,992.449,-1215.38,733.932,-0.680141,1.81391,1.43246,-1195.97,-1246.4,551.983
501,0,0.0255139,0.00437769,0.86537,330.743,-465.122,259.171,-0.274352,0.00568686,0.00718735,-16.4116,2366.81,1273.19,-0.0318634,-0.0356957,0.0299385,992.347,-1215.27,733.125,-0.682537,1.81439,1.43145,-1195.98,-1246.41,552.009
502,0,0.0248289,0.00637376,0.857141,328.672,-461.358,259.076,-0.271634,0.00599462,0.00770843,-16.4463,2366.92,1273.11,,,,,,,-0.681704,1.81413,1.43149,-1195.97,-1246.4,552.01
503,0,0.0213268,0.00927435,0.849551,326.535,-457.57,259.058,-0.270205,0.00579299,0.00759136,-16.4258,2366.95,1273.14,,,,,,,-0.683034,1.81378,1.43153,-1195.98,-1246.44,552.006
504,0,0.0226859,0.00823778,0.840276,324.48,-453.529,258.968,-0.269355,0.0056517,0.00748354,-16.4602,2367,1273.1,,,,,,,-0.680194,1.81332,1.4311,-1195.94,-1246.39,552.065
505,0,0.0216414,0.00794111,0.831294,322.283,-449.36,259.091,-0.270866,0.00559428,0.0067564,-16.4602,2366.89,1273.15,,,,,,,-0.682077,1.81427,1.43177,-1195.97,-1246.41,552
506,0,0.0192983,0.010516,0.821751,320.176,-445.162,258.875,-0.271165,0.00590946,0.00740783,-16.4598,2366.92,1273.14,,,,,,,-0.681691,1.81361,1.43035,-1195.95,-1246.41,552.032
507,0,0.021947,0.00541413,0.812341,318.083,-440.786,258.946,-0.272391,0.00596082,0.00733614,-16.4538,2366.91,1273.18,,,,,,,-0.6798,1.81275,1.43212,-1195.96,-1246.39,552.033
508,0,0.0194875,0.0112216,0.802185,316.101,-436.098,258.961,-0.270264,0.00560647,0.00718099,-16.4405,2366.98,1273.13,,,,,,,-0.682974,1.81455,1.43189,-1195.97,-1246.4,552.012
509,0,0.020888,0.00491549,0.791502,313.992,-431.549,258.926,-0.270923,0.00569936,0.00728004,-16.4368,2366.88,1273.1,,,,,,,-0.681332,1.81353,1.43201,-1195.95,-1246.38,552.065
510,0,0.0197444,0.0103161,0.779843,311.988,-426.751,258.901,-0.269445,0.00569979,0.00728174,-16.4583,2366.9,1273.14,,,,,,,-0.680511,1.8136,1.43229,-1195.98,-1246.4,552.035
511,0,0.0196364,0.00679858,0.770735,309.828,-421.816,258.862,-0.272794,0.00557075,0.00767335,-16.4243,2366.84,1273.13,-0.0166969,0.00269503,0.0369669,991.285,-1215.49,734.334,-0.681421,1.81399,1.43124,-1195.96,-1246.4,552.029
512,0,0.0191733,0.0106894,0.7603,307.852,-416.766,258.646,-0.273059,0.00580626,0.00736485,-16.4412,2366.83,1273.17,-0.0199145,-0.00792864,0.035397,991.896,-1215.04,734.04,-0.681986,1.81427,1.43143,-1195.98,-1246.39,551.996
513,0,0.0220172,0.0080357,0.74836,305.775,-411.476,258.556,-0.269901,0.00594618,0.00772742,-16.4486,2366.92,1273.14,-0.0266784,-0.0155972,0.0374399,992.166,-1215.68,734.143,-0.679007,1.81348,1.43164,-1195.96,-1246.39,552.024
514,0,0.0201001,0.0092979,0.737751,303.846,-406.098,258.558,-0.273792,0.00567495,0.00757837,-16.4507,2366.87,1273.13,-0.029223,-0.0479395,-0.00458674,988.343,-1213.31,731.772,-0.682512,1.81433,1.43228,-1195.97,-1246.39,552.003
515,0,0.0187105,0.00798362,0.726631,301.694,-400.553,258.698,-0.269264,0.00572685,0.00724907,-16.4589,2366.96,1273.16,,,,,,,-0.679796,1.81306,1.43331,-1195.96,-1246.34,552.077
516,0,0.0200527,0.0071061,0.716415,299.745,-394.942,258.51,-0.269668,0.0057843,0.00734587,-16.4288,2366.97,1273.12,,,,,,,-0.680527,1.81474,1.43172,-1195.94,-1246.4,552.061
517,0,0.0217131,0.00624911,0.702775,297.637,-389.195,258.481,-0.273716,0.00593601,0.00719567,-16.4468,2366.81,1273.13,,,,,,,-0.682001,1.81401,1.43188,-1195.98,-1246.43,551.979
518,0,0.0195285,0.00694171,0.69256,295.87,-383.125,258.475,-0.272749,0.00573228,0.00755387,-16.421,2366.82,1273.17,,,,,,,-0.682942,1.81424,1.43265,-1196,-1246.39,552.013
519,0,0.0197028,0.00433598,0.6797,293.892,-377.169,258.456,-0.271167,0.00549458,0.00674124,-16.4493,2366.88,1273.14,,,,,,,-0.680391,1.81377,1.43135,-1195.95,-1246.39,552.013
520,0,0.0196465,0.00658094,0.668068,291.978,-371.001,258.573,-0.268814,0.00580416,0.00741704,-16.4418,2367.03,1273.13,,,,,,,-0.681994,1.81376,1.43222,-1195.97,-1246.39,552.01
521,0,0.0204525,0.00409825,0.656659,290.368,-364.506,258.503,-0.269858,0.00583693,0.00740238,-16.4615,2366.94,1273.18,,,,,,,-0.682361,1.81412,1.43235,-1195.98,-1246.38,552.06
522,0,0.0194746,0.00537162,0.644818,288.678,-357.98,258.571,-0.270114,0.00575395,0.00720549,-16.4231,2366.91,1273.12,,,,,,,-0.682628,1.81537,1.43252,-1195.96,-1246.41,552.02
523,0,0.0184029,0.00409867,0.631209,286.985,-351.402,258.407,-0.271598,0.0059744,0.00760028,-16.4204,2366.91,1273.12,,,,,,,-0.681834,1.8134,1.43175,-1195.96,-1246.41,552.024
524,0,0.0183755,0.00617274,0.619246,285.395,-344.454,258.382,-0.271773,0.00570483,0.00772024,-16.4666,2366.87,1273.14,,,,,,,-0.681478,1.81425,1.43203,-1195.99,-1246.42,552.017
525,0,0.0208457,0.00152404,0.607106,283.78,-337.6,258.378,-0.270029,0.00553922,0.0068817,-16.4593,2366.92,1273.12,,,,,,,-0.68034,1.81392,1.43143,-1195.94,-1246.39,552.058
526,0,0.0173692,0.00548524,0.59517,282.209,-330.523,258.33,-0.271905,0.0056155,0.0069092,-16.4191,2366.81,1273.16,,,,,,,-0.680783,1.81384,1.43068,-1195.96,-1246.4,552.032
527,0,0.0169922,0.00278881,0.581988,280.769,-323.494,258.406,-0.269609,0.00589739,0.00727081,-16.4458,2366.95,1273.17,,,,,,,-0.680963,1.81397,1.43232,-1195.99,-1246.35,552.008
528,0,0.0197364,0.00101551,0.570685,279.409,-316.254,258.179,-0.273251,0.00590978,0.00776332,-16.4288,2366.89,1273.14,,,,,,,-0.681496,1.81435,1.43214,-1195.96,-1246.39,551.976
529,0,0.0163515,0.00431067,0.557524,278.234,-308.954,258.175,-0.273551,0.00572054,0.00713537,-16.447,2366.89,1273.12,,,,,,,-0.683449,1.81471,1.4316,-1195.99,-1246.41,552.002
530,0,0.0155663,0.00366313,0.546001,277.02,-301.386,258.15,-0.267687,0.00553391,0.00764725,-16.4665,2367.07,1273.11,,,,,,,-0.682867,1.81434,1.43253,-1195.99,-1246.38,552.02
531,0,0.0169513,0.000448431,0.53291,276.003,-293.832,258.101,-0.269694,0.00566409,0.00659937,-16.4624,2366.93,1273.14,,,,,,,-0.679754,1.81371,1.43274,-1195.98,-1246.4,552.026
532,0,0.0171069,0.00304304,0.52019,274.978,-286.431,258.183,-0.272265,0.00587701,0.00763388,-16.4364,2366.84,1273.18,,,,,,,-0.680725,1.81446,1.43209,-1195.97,-1246.38,552.039
533,0,0.0153159,0.00344405,0.507878,274.151,-278.835,258.075,-0.273109,0.00560473,0.00731732,-16.4212,2366.82,1273.18,,,,,,,-0.68078,1.81368,1.43155,-1195.95,-1246.4,551.993
534,0,0.0162576,0.00271556,0.495457,273.259,-271.047,258.017,-0.273733,0.00584676,0.0071398,-16.4706,2366.93,1273.11,,,,,,,-0.683744,1.81578,1.43174,-1195.99,-1246.46,551.964
535,0,0.0153266,0.00235918,0.482353,272.452,-263.285,258.08,-0.267591,0.0055792,0.00764646,-16.4639,2367.04,1273.14,,,,,,,-0.681719,1.81427,1.43249,-1195.97,-1246.36,552.068
536,0,0.0139216,0.00131583,0.470268,271.73,-255.636,257.896,-0.271419,0.00544512,0.00710058,-16.4437,2366.89,1273.17,,,,,,,-0.680649,1.81324,1.43107,-1195.95,-1246.35,552.033
537,0,0.0151074,0.000856396,0.458624,271.139,-247.972,257.964,-0.269383,0.00558177,0.00684303,-16.434,2366.96,1273.13,,,,,,,-0.683981,1.81459,1.43297,-1195.99,-1246.41,552.022
538,0,0.0150388,-0.000795804,0.446801,270.668,-240.276,257.805,-0.27133,0.00572164,0.00749864,-16.3968,2366.84,1273.16,,,,,,,-0.680955,1.81444,1.43175,-1195.96,-1246.38,552.02
539,0,0.0138014,0.00104673,0.434068,270.205,-232.705,257.673,-0.274455,0.00582913,0.00735964,-16.447,2366.79,1273.13,,,,,,,-0.681809,1.81394,1.4311,-1195.97,-1246.4,551.965
540,0,0.0137025,-0.00126242,0.423358,269.898,-225.041,257.753,-0.267293,0.00564158,0.00707292,-16.4425,2366.99,1273.16,,,,,,,-0.682035,1.81431,1.43157,-1195.96,-1246.44,552.034
541,0,0.0153583,-0.00150012,0.411091,269.64,-217.678,257.622,-0.270296,0.00567949,0.00727024,-16.4478,2366.92,1273.13,-0.0189708,-0.00409735,0.029982,990.837,-1215.23,734.119,-0.68043,1.814,1.43148,-1195.97,-1246.38,552.023
542,0,0.0144388,-0.00182971,0.399964,269.516,-210.45,257.594,-0.268265,0.0054081,0.00719256,-16.4476,2367.01,1273.14,-0.0206839,-0.0390432,0.0872442,997.836,-1217.48,733.369,-0.679279,1.81321,1.43139,-1195.93,-1246.37,552.071
543,0,0.014272,-0.00380486,0.388494,269.25,-203.152,257.698,-0.27398,0.00556472,0.00694838,-16.4096,2366.81,1273.19,-0.0146185,-0.0295927,0.106521,998.665,-1219.3,732.176,-0.679719,1.81357,1.42996,-1195.92,-1246.39,552.015
544,0,0.013149,0.000915406,0.378962,269.279,-195.832,257.508,-0.271019,0.00582723,0.00719416,-16.4292,2366.9,1273.14,,,,,,,-0.683202,1.81485,1.43224,-1195.98,-1246.41,551.997
545,0,0.0159815,-0.00445375,0.367339,269.133,-188.865,257.509,-0.272517,0.00600167,0.00764953,-16.4273,2366.84,1273.13,,,,,,,-0.681585,1.81382,1.43145,-1195.97,-1246.41,551.978
546,0,0.0123993,0.000405712,0.357722,269.075,-181.67,257.708,-0.268701,0.00556426,0.00672315,-16.4847,2366.99,1273.1,,,,,,,-0.681535,1.81416,1.43171,-1195.96,-1246.38,552.053
547,0,0.0145942,-0.00268644,0.345958,269.096,-174.892,257.533,-0.269089,0.00560162,0.00746945,-16.4553,2366.96,1273.18,,,,,,,-0.678685,1.81249,1.43188,-1195.92,-1246.37,552.072
548,0,0.0131211,0.00182667,0.337933,269.336,-168.101,257.407,-0.273447,0.00588198,0.00783412,-16.4277,2366.9,1273.11,,,,,,,-0.682563,1.81546,1.43086,-1195.98,-1246.42,551.987
549,0,0.013513,-0.00136606,0.327787,269.288,-161.548,257.41,-0.272041,0.00563588,0.00767624,-16.4313,2366.91,1273.15,,,,,,,-0.680029,1.81412,1.43159,-1195.95,-1246.4,552.027
550,0,0.0134671,-0.000792914,0.318586,269.535,-155.129,257.229,-0.272875,0.00579587,0.00715033,-16.4003,2366.85,1273.14,,,,,,,-0.683784,1.81513,1.43162,-1195.99,-1246.39,551.964
551,0,0.0099663,-0.000240579,0.310464,269.72,-148.807,257.338,-0.271085,0.00584255,0.00725671,-16.4944,2366.94,1273.12,,,,,,,-0.682061,1.81373,1.43226,-1195.97,-1246.43,552.002
552,0,0.0124961,8.13E-05,0.302223,269.847,-143.116,257.473,-0.278264,0.00262498,0.0063303,-16.2359,2366.53,1272.95,,,,,,,-0.680434,1.81413,1.43268,-1195.96,-1246.37,552.076
553,0,0.0122991,-0.000777351,0.294493,270.139,-137.776,257.36,-0.266407,0.00562051,0.0075148,-16.4467,2367.1,1273.06,,,,,,,-0.677844,1.81193,1.4309,-1195.92,-1246.37,552.043
554,0,0.0115132,0.000422409,0.287072,270.549,-132.708,257.414,-0.27247,0.00569482,0.00709144,-16.4307,2366.86,1273.15,,,,,,,-0.682983,1.81459,1.43088,-1195.98,-1246.41,551.956
555,0,0.0104331,0.000398698,0.279816,270.77,-127.617,257.375,-0.271568,0.00582761,0.00720191,-16.4294,2366.93,1273.14,,,,,,,-0.683081,1.81589,1.43249,-1196.01,-1246.39,551.947
556,0,0.0124247,0.000703899,0.272395,270.86,-122.606,257.415,-0.269735,0.0055973,0.00721072,-16.4294,2366.99,1273.12,,,,,,,-0.680653,1.81462,1.43109,-1195.94,-1246.39,552.036
557,0,0.0132628,-0.00160641,0.26675,270.982,-117.778,257.461,-0.267757,0.0056384,0.0071147,-16.4304,2367.04,1273.11,,,,,,,-0.679517,1.81314,1.43123,-1195.95,-1246.4,552.059
558,0,0.0126988,-0.00120494,0.259987,271.301,-113.216,257.428,-0.271279,0.00574041,0.0068123,-16.4517,2366.93,1273.13,,,,,,,-0.680915,1.81472,1.4317,-1195.96,-1246.4,552.029
559,0,0.0124401,-0.000163364,0.254156,271.644,-108.778,257.444,-0.27264,0.00571583,0.00718436,-16.4504,2366.82,1273.16,,,,,,,-0.681417,1.81424,1.43122,-1195.98,-1246.41,552.009
560,0,0.0135176,-0.000580549,0.248943,271.895,-104.281,257.301,-0.273349,0.00581108,0.00764796,-16.4277,2366.83,1273.15,,,,,,,-0.681466,1.81432,1.43148,-1195.98,-1246.4,551.996
561,0,0.0136072,-0.000992222,0.242528,272.117,-99.9673,257.185,-0.271189,0.00556251,0.00693731,-16.448,2366.9,1273.11,,,,,,,-0.682356,1.81534,1.432,-1195.99,-1246.42,551.988
562,0,0.0120856,4.48E-05,0.236706,272.456,-95.8302,257.28,-0.269305,0.00567623,0.00713126,-16.4576,2366.97,1273.12,,,,,,,-0.680753,1.81407,1.43186,-1195.94,-1246.37,552.054
563,0,0.0128573,-0.00265326,0.231445,272.732,-91.8635,257.339,-0.269425,0.00554731,0.00742182,-16.4475,2366.97,1273.16,,,,,,,-0.68015,1.8131,1.43219,-1195.95,-1246.35,552.077
564,0,0.0118948,-0.00148385,0.227315,272.954,-88.0202,257.401,-0.271256,0.0055897,0.00680076,-16.4263,2366.92,1273.19,,,,,,,-0.680233,1.8135,1.43164,-1195.95,-1246.38,552.039
565,0,0.0125625,-0.0013803,0.222783,273.227,-84.269,257.314,-0.272005,0.0058206,0.00743599,-16.4186,2366.89,1273.12,-0.0185488,0.00255237,0.0362999,991.263,-1215.54,734.436,-0.681622,1.81419,1.43147,-1195.98,-1246.42,551.967
566,0,0.0126936,1.47E-05,0.216757,273.358,-80.6594,257.289,-0.270291,0.00553163,0.0068949,-16.4303,2366.97,1273.14,-0.020014,-0.00973322,0.0367499,992.038,-1215.14,733.939,-0.682307,1.81448,1.43329,-1196,-1246.39,551.999
567,0,0.0127593,-0.00124705,0.213357,273.521,-77.1295,257.286,-0.269983,0.00566609,0.0076217,-16.452,2366.95,1273.1,-0.0260271,-0.0132496,0.0358544,991.971,-1215.52,734.267,-0.680853,1.81476,1.43204,-1195.96,-1246.38,552.004
568,0,0.0133087,-0.00358948,0.208825,273.761,-73.6378,257.298,-0.270127,0.00533897,0.00700463,-16.4355,2366.97,1273.13,-0.0270361,-0.0272018,0.0295853,992.015,-1215.02,733.326,-0.681676,1.81388,1.43131,-1195.96,-1246.38,552.02
569,0,0.0113783,-0.00165912,0.204564,273.892,-70.4928,257.373,-0.2692,0.00572901,0.00687541,-16.4273,2366.92,1273.17,-0.0380236,-0.0345879,0.0310603,992.213,-1215.83,733.858,-0.682899,1.81428,1.43289,-1195.98,-1246.39,552.067
570,0,0.0113419,-7.60E-05,0.200108,274.088,-67.4756,257.4,-0.270804,0.00554767,0.00735912,-16.4078,2366.92,1273.11,-0.0292378,-0.0158324,0.036108,992.091,-1215.67,734.339,-0.679634,1.81284,1.43144,-1195.95,-1246.39,551.993
571,0,0.0134781,-0.004317,0.196921,274.267,-64.4902,257.381,-0.272509,0.00571566,0.00739264,-16.4426,2366.89,1273.13,-0.0170969,0.00270588,0.0366831,991.276,-1215.48,734.384,-0.68182,1.81398,1.43145,-1195.97,-1246.39,551.977
572,0,0.0131892,-0.001452,0.193966,274.321,-61.7068,257.343,-0.270929,0.00562581,0.00689408,-16.4229,2366.93,1273.11,-0.00912421,0.0106,0.0489092,991.991,-1215.74,734.166,-0.679131,1.81367,1.43095,-1195.95,-1246.4,552.013
573,0,0.0125839,-0.000340303,0.191575,274.417,-58.9085,257.527,-0.267948,0.00542093,0.00688118,-16.4588,2367.02,1273.13,-0.00222856,0.0164067,0.0580808,992.578,-1216.07,734.022,-0.682809,1.81401,1.43287,-1195.98,-1246.39,552.083
574,0,0.0136315,-0.00267491,0.18893,274.499,-56.3752,257.368,-0.270878,0.00559415,0.00741913,-16.4491,2366.95,1273.14,-0.00101449,0.00382324,0.0820421,995.193,-1217.33,733.372,-1.71617,2.27142,1.3559,-1205.22,-1253.41,548.362
575,0,0.0126678,-0.000260387,0.186287,274.537,-53.9769,257.506,-0.272842,0.00567378,0.00704122,-16.411,2366.82,1273.17,-0.00258111,-0.00438356,0.0979996,996.907,-1218.4,732.838,-1.72301,2.23632,1.39647,-1205.52,-1252.38,547.844
576,0,0.0137953,-0.00229592,0.184414,274.56,-51.7084,257.461,-0.271183,0.00567528,0.00676497,-16.4274,2366.9,1273.12,,,,,,,-1.72504,2.23441,1.39774,-1205.51,-1252.33,547.805
577,0,0.0131784,-0.00017063,0.182629,274.508,-49.5121,257.46,-0.273639,0.0055353,0.00710342,-16.4323,2366.87,1273.14,,,,,,,-1.72549,2.23439,1.39621,-1205.49,-1252.34,547.868
578,0,0.0137005,-0.000361912,0.181087,274.38,-47.6204,257.341,-0.270264,0.00575275,0.00753625,-16.4518,2367.01,1273.09,,,,,,,-1.72352,2.23371,1.39795,-1205.51,-1252.34,547.829
579,0,0.0150226,-0.00170993,0.178889,274.238,-45.8562,257.512,-0.268918,0.00565691,0.00749277,-16.4496,2366.96,1273.14,,,,,,,-1.72446,2.23442,1.39826,-1205.5,-1252.32,547.853
580,0,0.0152739,-0.000964685,0.179134,274.094,-44.25,257.418,-0.270016,0.00575416,0.00690407,-16.4501,2366.9,1273.2,-0.018144,-0.00431273,0.0303148,990.83,-1215.28,734.065,-1.72368,2.23447,1.40073,-1205.53,-1252.29,547.868
581,0,0.015793,-0.00237114,0.178374,273.914,-42.9642,257.369,-0.274426,0.00602616,0.00733918,-16.4102,2366.8,1273.11,-0.0196475,-0.0373852,0.0872609,997.849,-1217.45,733.389,-1.72279,2.23407,1.3969,-1205.49,-1252.37,547.81
582,0,0.0150942,-0.00189007,0.178489,273.549,-41.5471,257.505,-0.269351,0.00563269,0.0069125,-16.4421,2366.9,1273.16,-0.0120272,-0.031148,0.0990472,998.553,-1218.04,732.899,-1.72419,2.23265,1.40063,-1205.51,-1252.35,547.884
583,0,0.0161534,0.00409375,0.184746,272.501,-40.4747,257.609,-0.268315,0.00540941,0.00716434,-16.4405,2367.06,1273.1,-0.00609025,-0.0270311,0.108269,999.218,-1218.44,732.668,-1.72468,2.23501,1.39631,-1205.53,-1252.33,547.859
584,0,0.0152455,0.00559082,0.184525,271.984,-39.4798,257.585,-0.268623,0.00563608,0.00712609,-16.4272,2366.94,1273.14,,,,,,,-1.72499,2.23514,1.39636,-1205.5,-1252.31,547.857
585,0,0.01577,0.00417637,0.183444,271.694,-38.5637,257.628,-0.270124,0.00566174,0.00670917,-16.4489,2366.98,1273.13,,,,,,,-1.72416,2.23366,1.39772,-1205.5,-1252.32,547.874
586,0,0.0155912,0.00324891,0.183749,271.393,-37.599,257.576,-0.269704,0.00565778,0.00700929,-16.4541,2366.92,1273.12,-0.0163304,0.00307612,0.0369678,991.273,-1215.47,734.352,-1.72395,2.23401,1.39909,-1205.54,-1252.37,547.825
587,0,0.0145502,0.004445,0.184203,271.193,-36.691,257.61,-0.274282,0.00601348,0.00736117,-16.4288,2366.82,1273.13,-0.0217323,-0.00700558,0.0368818,991.782,-1215.46,734.275,-1.72421,2.23397,1.39773,-1205.51,-1252.34,547.814
588,0,0.0154868,0.00340852,0.18434,270.922,-35.9366,257.695,-0.281466,0.00285811,0.00663913,-16.1945,2366.38,1272.93,-0.0302776,-0.0241526,0.0309584,991.734,-1215.53,733.877,-1.72735,2.2358,1.39575,-1205.51,-1252.32,547.876
589,0,0.0167535,0.00426773,0.184334,270.67,-35.1606,257.639,-0.265312,0.0058033,0.00740959,-16.4281,2367.1,1273.13,-0.0275126,-0.0215126,0.0527804,993.638,-1216.4,733.857,-1.72338,2.23243,1.40089,-1205.54,-1252.31,547.877
590,0,0.018014,0.00392276,0.184923,270.482,-34.5217,257.55,-0.274005,0.00600994,0.00736767,-16.4375,2366.82,1273.12,,,,,,,-1.72264,2.23412,1.39774,-1205.51,-1252.31,547.815
591,0,0.0185952,0.00233774,0.184702,270.208,-33.9102,257.618,-0.27124,0.00556797,0.00728413,-16.434,2366.88,1273.16,,,,,,,-1.72529,2.23488,1.39744,-1205.51,-1252.32,547.87
592,0,0.0183821,0.00142014,0.18448,270.009,-33.2591,257.591,-0.272081,0.00576114,0.00758012,-16.4303,2366.89,1273.15,,,,,,,-1.72242,2.23328,1.39846,-1205.53,-1252.35,547.817
593,0,0.0180921,0.000855488,0.184591,269.819,-32.6613,257.587,-0.270239,0.00528116,0.00765473,-16.4359,2366.95,1273.09,,,,,,,-1.72359,2.23402,1.39919,-1205.5,-1252.34,547.82
594,0,0.0173873,0.00137003,0.185319,269.586,-32.1503,257.698,-0.269737,0.00523996,0.00716876,-16.4252,2366.96,1273.15,,,,,,,-1.72501,2.23434,1.39649,-1205.5,-1252.29,547.884
595,0,0.0171568,0.00205699,0.185179,269.457,-31.7862,257.632,-0.269227,0.00559245,0.00745103,-16.4448,2366.97,1273.14,-0.0167355,0.00301893,0.0365301,991.288,-1215.41,734.376,-1.72419,2.23509,1.39709,-1205.52,-1252.34,547.856
596,0,0.0168525,0.00271091,0.184573,269.321,-31.4362,257.588,-0.273749,0.00575731,0.00702647,-16.4254,2366.77,1273.17,-0.02142,-0.00825781,0.0378279,991.798,-1215.58,734.18,-1.72358,2.23371,1.39888,-1205.5,-1252.37,547.831
597,0,0.0164223,0.0033541,0.184098,269.161,-31.1299,257.615,-0.272798,0.00580412,0.00726729,-16.4349,2366.87,1273.14,-0.0308143,-0.0246749,0.0308761,991.734,-1215.57,733.823,-1.72534,2.23524,1.39669,-1205.51,-1252.33,547.884
598,0,0.0164866,0.00342795,0.184134,269.082,-30.8577,257.591,-0.268164,0.00547553,0.00693663,-16.4427,2366.99,1273.12,,,,,,,-1.72321,2.23291,1.39982,-1205.52,-1252.35,547.863
599,0,0.0165905,0.00363576,0.184331,269.099,-30.6231,257.545,-0.270716,0.00562769,0.0077254,-16.4187,2366.92,1273.15,,,,,,,-1.72366,2.23451,1.39798,-1205.51,-1252.32,547.846
600,0,0.0166169,0.00336782,0.184356,269.053,-30.5223,257.598,-0.267519,0.00540029,0.00677488,-16.415,2367.03,1273.12,,,,,,,-1.72382,2.23433,1.39766,-1205.51,-1252.32,547.896
601,0,0.0167691,0.00371056,0.1844,269.075,-30.5177,257.579,-0.270507,0.00583899,0.00726729,-16.4203,2366.92,1273.15,-0.0182105,-0.00355937,0.030031,990.839,-1215.24,734.084,-1.72382,2.23403,1.39645,-1205.5,-1252.32,547.821
