Objects,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,
,,Global Angle PHIL_ROBOT_01:PHIL_ROBOT_01,,,,,,Global Angle TAG_07:TAG_07,,,,,,Global Angle TAG_11:TAG_11,,,,,,Global Angle TAG_12:TAG_12,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1924,0,0.177445,0.155632,5.36535,-249.715,-693.416,269.142,-0.272453,0.0055783,0.00732198,-16.4308,2366.84,1273.17,-0.016588,0.00300201,0.0366203,991.287,-1215.43,734.357,-1.72252,2.23332,1.39853,-1205.51,-1252.33,547.845
1925,0,0.183705,0.163331,5.37465,-252.47,-691.647,268.971,-0.270124,0.00580726,0.00737443,-16.4223,2366.96,1273.12,-0.0182673,0.00167299,0.0370936,991.313,-1215.6,734.284,-1.7226,2.23227,1.39914,-1205.51,-1252.33,547.844
1926,0,0.171598,0.148246,5.38702,-255.089,-689.638,269.094,-0.270755,0.00565237,0.00712891,-16.4166,2366.95,1273.18,-0.0217897,-0.00779307,0.0340099,991.742,-1214.98,734.184,-1.72496,2.23361,1.39589,-1205.48,-1252.29,547.9
1927,0,0.187015,0.16383,5.39486,-257.969,-687.489,269.118,-0.272917,0.00567493,0.0073589,-16.4412,2366.85,1273.21,-0.0162964,0.000570797,0.0357615,991.414,-1215.2,734.5,-1.72468,2.23512,1.39535,-1205.48,-1252.3,547.889
1928,0,0.181871,0.167644,5.40697,-260.636,-685.518,268.938,-0.269797,0.00564077,0.00742995,-16.4532,2366.94,1273.16,,,,,,,-1.72193,2.23309,1.39936,-1205.51,-1252.33,547.853
1929,0,0.182081,0.151909,5.41742,-263.454,-683.274,269.119,-0.271121,0.00560252,0.00707058,-16.4184,2367.03,1273.02,,,,,,,-1.72571,2.2346,1.3934,-1205.48,-1252.31,547.876
1930,0,0.174216,0.174215,5.43072,-266.346,-681.092,269.154,-0.270803,0.00542892,0.00702688,-16.4231,2366.89,1273.17,,,,,,,-1.72389,2.2331,1.39968,-1205.51,-1252.33,547.871
1931,0,0.185436,0.164715,5.44252,-269.343,-678.835,269.248,-0.270149,0.00571143,0.0072134,-16.4414,2366.94,1273.11,,,,,,,-1.72236,2.23374,1.39674,-1205.51,-1252.35,547.818
1932,0,0.183064,0.165071,5.45487,-272.136,-676.548,269.256,-0.270763,0.00563264,0.00665465,-16.4132,2366.81,1273.28,,,,,,,-1.72441,2.23427,1.3969,-1205.5,-1252.3,547.902
1933,0,0.195046,0.182435,5.46613,-274.997,-674.224,269.348,-0.269848,0.0055612,0.00696781,-16.4305,2366.95,1273.16,,,,,,,-1.7245,2.23345,1.39603,-1205.5,-1252.28,547.885
1934,0,0.194146,0.184973,5.47776,-277.832,-671.618,269.292,-0.270545,0.005793,0.00707021,-16.4461,2366.91,1273.12,,,,,,,-1.72347,2.23566,1.39575,-1205.5,-1252.31,547.841
1935,0,0.187847,0.171813,5.49155,-280.907,-669.044,269.289,-0.270663,0.00592822,0.0073556,-16.4687,2366.99,1273.11,,,,,,,-1.72542,2.23475,1.39824,-1205.51,-1252.33,547.863
1936,0,0.191814,0.180522,5.50431,-283.979,-666.563,269.353,-0.272213,0.00567693,0.00740734,-16.4285,2366.94,1273.1,-0.0183547,-0.00417437,0.030063,990.826,-1215.28,734.015,-1.72334,2.23482,1.39568,-1205.48,-1252.32,547.846
1937,0,0.18918,0.187712,5.516,-286.982,-663.923,269.396,-0.271783,0.00564067,0.00676317,-16.4297,2366.81,1273.22,-0.0184046,-0.00413212,0.0301606,990.828,-1215.27,734.036,-1.72324,2.2334,1.39792,-1205.5,-1252.3,547.856
1938,0,0.195602,0.195796,5.52916,-290.031,-661.2,269.402,-0.270548,0.00579176,0.00750426,-16.4115,2366.93,1273.18,,,,,,,-1.72217,2.23408,1.39662,-1205.49,-1252.31,547.877
1939,0,0.204789,0.211197,5.54148,-293.144,-658.597,269.402,-0.271245,0.00560909,0.00741073,-16.4382,2366.95,1273.17,-0.0199179,-0.0053797,0.0300283,990.853,-1215.37,733.996,-1.72251,2.23439,1.39813,-1205.5,-1252.33,547.839
1940,0,0.191821,0.190373,5.55643,-296.334,-656.051,269.509,-0.272188,0.00555277,0.00745538,-16.4235,2366.92,1273.11,-0.0565768,-0.083803,-0.00352583,990.122,-1213.88,731.769,-1.72402,2.234,1.39556,-1205.5,-1252.32,547.85
1941,0,0.200169,0.204958,5.56847,-299.626,-653.329,269.554,-0.27387,0.00570457,0.00742504,-16.4434,2366.84,1273.17,,,,,,,-1.72373,2.23538,1.39547,-1205.49,-1252.33,547.876
1942,0,0.151513,-0.141004,5.58617,-303.64,-649.949,268.465,-0.270394,0.00578591,0.00742441,-16.4667,2366.93,1273.14,-0.0151924,0.00158248,0.0365895,991.461,-1215.22,734.387,-1.72431,2.23358,1.39762,-1205.49,-1252.34,547.848
1943,0,0.139106,-0.15888,5.5982,-306.822,-647.242,268.654,-0.269097,0.00552977,0.00692591,-16.4328,2366.94,1273.19,-0.020963,-0.0067395,0.03729,991.754,-1215.47,734.264,-1.72492,2.23449,1.39511,-1205.48,-1252.29,547.88
1944,0,0.150755,-0.132925,5.61353,-310.178,-644.563,268.74,-0.271538,0.0055669,0.00677803,-16.4118,2366.87,1273.17,-0.0265863,-0.0200032,0.0369096,992.446,-1215.32,733.805,-1.72531,2.23406,1.39688,-1205.5,-1252.29,547.889
1945,0,0.0104106,0.0920094,5.61858,-315.099,-610.155,287.089,-0.26901,0.00581134,0.00745294,-16.4335,2367.01,1273.07,-0.0153605,0.00307983,0.0372288,991.324,-1215.47,734.225,-1.72138,2.23324,1.39829,-1205.5,-1252.38,547.831
1946,0,0.00764424,0.0872969,5.63096,-318.569,-607.184,287.23,-0.270971,0.00567243,0.00723483,-16.4414,2366.97,1273.12,-0.0171188,0.00266914,0.0367599,991.296,-1215.44,734.364,-1.72304,2.23426,1.39609,-1205.48,-1252.3,547.84
1947,0,0.0088573,0.109626,5.64399,-321.983,-603.864,287.617,-0.268304,0.00543321,0.0073948,-16.4558,2367.08,1273.09,-0.0174615,0.00211963,0.0370019,991.297,-1215.52,734.287,-1.72463,2.2336,1.39712,-1205.51,-1252.29,547.871
1948,0,-0.0253946,0.0704039,5.66127,-325.326,-601.928,287.007,-0.272222,0.00559384,0.00734317,-16.4499,2366.89,1273.19,-0.0227828,-0.0085332,0.0372821,991.802,-1215.56,734.233,-1.72324,2.23354,1.39694,-1205.49,-1252.33,547.864
1949,0,-0.0242774,0.0974577,5.67359,-328.881,-598.548,287.715,-0.281968,0.00299651,0.00667139,-16.1763,2366.3,1273.02,-0.0305863,-0.0259674,0.0370689,992.656,-1215.44,733.713,-1.72418,2.2334,1.39616,-1205.48,-1252.27,547.901
1950,0,-0.0227687,0.0886672,5.68825,-332.651,-596.182,287.509,-0.268456,0.00567739,0.00700367,-16.4,2366.98,1273.11,,,,,,,-1.72315,2.23511,1.39625,-1205.48,-1252.33,547.871
1951,0,-0.01776,0.064618,5.70202,-335.926,-593.068,287.867,-0.270584,0.00571264,0.00730855,-16.4405,2366.97,1273.11,,,,,,,-1.72272,2.2335,1.39734,-1205.48,-1252.36,547.808
1952,0,-0.03635,0.0711024,5.71896,-339.778,-590.722,287.993,-0.269617,0.00541039,0.00720278,-16.463,2366.98,1273.11,,,,,,,-1.72325,2.23435,1.39835,-1205.49,-1252.32,547.87
1953,0,-0.0239129,0.0406385,5.73142,-343.32,-587.926,288.042,-0.270258,0.00568932,0.00749847,-16.4553,2367,1273.12,,,,,,,-1.72326,2.23347,1.39671,-1205.49,-1252.3,547.858
1954,0,-0.022082,0.17743,5.74878,-347.317,-584.348,288.474,-0.271152,0.00555737,0.00706027,-16.4208,2366.92,1273.2,,,,,,,-1.72171,2.23397,1.39785,-1205.48,-1252.3,547.857
1955,0,-0.051322,0.0541178,5.75904,-350.977,-582.284,288.315,-0.272781,0.00570851,0.00714959,-16.4226,2366.85,1273.18,,,,,,,-1.72318,2.23477,1.39771,-1205.49,-1252.3,547.876
1956,0,-0.0655426,0.0583072,5.77271,-354.716,-579.489,288.518,-0.272489,0.00554857,0.00758906,-16.4104,2366.87,1273.16,,,,,,,-1.72321,2.23455,1.39738,-1205.51,-1252.35,547.8
1957,0,-0.0627302,0.101083,5.78682,-358.428,-577.75,287.976,-0.270753,0.00556721,0.00668224,-16.4275,2366.92,1273.12,,,,,,,-1.72296,2.2337,1.39742,-1205.49,-1252.38,547.843
1958,0,-0.0833599,0.0776486,5.8006,-362.18,-574.66,288.356,-0.281955,0.00279693,0.00613075,-16.2152,2366.37,1272.99,,,,,,,-1.72498,2.23467,1.39421,-1205.49,-1252.3,547.873
1959,0,-0.0794565,0.0596936,5.81485,-365.886,-572.366,288.282,-0.267248,0.00545646,0.00698326,-16.4647,2367,1273.11,,,,,,,-1.72364,2.23296,1.39909,-1205.5,-1252.34,547.904
1960,0,-0.0667002,0.151449,5.82519,-369.585,-570.176,288.316,-0.270796,0.00558027,0.00719137,-16.4326,2366.89,1273.17,,,,,,,-1.72237,2.23441,1.39583,-1205.49,-1252.33,547.861
1961,0,-0.0768105,-0.121589,5.83938,-373.475,-567.182,288.338,-0.272841,0.00536813,0.00722373,-16.4215,2366.88,1273.15,,,,,,,-1.72487,2.23449,1.39457,-1205.46,-1252.3,547.899
1962,0,-0.0711416,0.0441942,5.85157,-377.011,-565.756,288.292,-0.273637,0.00577156,0.00715433,-16.4213,2366.85,1273.1,,,,,,,-1.72215,2.2339,1.3968,-1205.5,-1252.36,547.81
1963,0,-0.0651042,0.154333,5.86496,-380.629,-563.486,288.393,-0.271995,0.00574205,0.0074709,-16.4322,2366.83,1273.17,-0.0182859,-0.00361071,0.0307593,990.86,-1215.3,734.08,-1.72214,2.23286,1.39907,-1205.51,-1252.3,547.853
1964,0,-0.0601651,0.0820017,5.87718,-384.211,-561.225,288.583,-0.281156,0.00292995,0.00694558,-16.2068,2366.44,1272.92,-0.0201007,-0.0373614,0.0878436,997.868,-1217.49,733.458,-1.72378,2.23355,1.39599,-1205.49,-1252.27,547.908
1965,0,-0.082545,0.0567039,5.89012,-387.8,-559.437,288.426,-0.270526,0.00587191,0.00736308,-16.4569,2366.93,1273.12,-0.00203757,-0.0246056,0.137645,1001.15,-1220.63,731.43,-1.72342,2.23317,1.39725,-1205.48,-1252.36,547.861
1966,0,-0.102139,0.148877,5.89819,-391.095,-557.316,288.488,-0.270501,0.00572597,0.0073884,-16.4417,2366.89,1273.15,,,,,,,-1.72328,2.23352,1.39682,-1205.49,-1252.31,547.868
1967,0,-0.110048,0.0935395,5.91059,-394.73,-554.934,288.781,-0.274,0.00570869,0.00703483,-16.4161,2366.91,1273.08,,,,,,,-1.72391,2.23537,1.39472,-1205.49,-1252.29,547.819
1968,0,-0.144214,-0.279253,5.91591,-397.939,-553.01,288.208,-0.270702,0.00544587,0.00696654,-16.4084,2366.82,1273.21,,,,,,,-1.72311,2.23468,1.39673,-1205.49,-1252.31,547.852
1969,0,-0.144669,0.174899,5.9315,-401.114,-550.604,288.841,-0.269164,0.00579795,0.00738671,-16.4022,2366.95,1273.16,-0.016081,0.00270297,0.0373117,991.314,-1215.51,734.308,-1.72288,2.23347,1.39757,-1205.5,-1252.29,547.863
1970,0,-0.152173,0.100981,5.94378,-404.434,-548.78,288.533,-0.270103,0.005484,0.00681298,-16.445,2366.96,1273.16,-0.00594259,-0.0184375,0.0998292,997.935,-1217.71,733.07,-1.72199,2.23372,1.39689,-1205.48,-1252.29,547.891
1971,0,-0.147767,0.11941,5.95163,-407.327,-546.783,288.47,-0.272314,0.00580843,0.00724813,-16.4548,2366.86,1273.15,-0.000563206,-0.0267276,0.146487,1001.87,-1220.91,731.199,-1.72119,2.23288,1.39849,-1205.5,-1252.33,547.829
1972,0,-0.142018,-0.203009,5.96092,-410.336,-544.825,288.184,-0.270923,0.00556001,0.00729385,-16.4489,2366.94,1273.14,,,,,,,-1.72043,2.23375,1.39844,-1205.5,-1252.32,547.822
1973,0,-0.160712,0.0208482,5.97267,-413.493,-542.235,288.729,-0.270899,0.00578897,0.00728442,-16.4225,2366.96,1273.12,,,,,,,-1.72298,2.23413,1.39615,-1205.47,-1252.33,547.849
1974,0,-0.16251,0.0554744,5.9857,-416.434,-540.391,288.602,-0.273619,0.00569917,0.00738976,-16.4221,2366.77,1273.19,,,,,,,-1.72415,2.23403,1.39539,-1205.48,-1252.34,547.855
1975,0,-0.13182,0.0722419,5.99526,-419.184,-538.247,288.593,-0.268147,0.00571672,0.0073833,-16.4449,2366.97,1273.19,,,,,,,-1.72462,2.23431,1.39621,-1205.48,-1252.27,547.923
1976,0,-0.169354,0.173692,6.00015,-422.156,-535.964,288.875,-0.271986,0.00547129,0.00737328,-16.4305,2366.92,1273.14,,,,,,,-1.7262,2.2347,1.39585,-1205.48,-1252.32,547.881
1977,0,-0.192832,0.0534554,6.01176,-424.681,-533.914,288.735,-0.273685,0.00583561,0.00751657,-16.4531,2366.93,1273.07,,,,,,,-1.72236,2.23345,1.39722,-1205.49,-1252.34,547.823
1978,0,-0.202259,0.0876888,6.02101,-427.598,-532.524,288.511,-0.268409,0.00545759,0.00712585,-16.4124,2367.01,1273.12,,,,,,,-1.72423,2.23526,1.39762,-1205.48,-1252.3,547.902
1979,0,-0.225153,0.114976,6.02752,-430.215,-530.264,288.648,-0.273311,0.00572749,0.00723632,-16.4097,2366.78,1273.16,,,,,,,-1.72422,2.23471,1.39548,-1205.51,-1252.33,547.821
1980,0,-0.247466,0.0640886,6.03704,-432.841,-528.267,288.776,-0.268086,0.00576005,0.00750494,-16.4344,2366.96,1273.17,,,,,,,-1.7205,2.23286,1.39939,-1205.48,-1252.34,547.858
1981,0,-0.258494,0.0402823,6.04498,-435.45,-526.513,288.768,-0.272743,0.00567377,0.00728662,-16.4099,2366.81,1273.2,,,,,,,-1.72516,2.2345,1.39467,-1205.48,-1252.3,547.896
1982,0,-0.273661,0.0137943,6.05211,-437.794,-524.527,288.882,-0.273006,0.00572223,0.00747277,-16.4669,2366.92,1273.1,,,,,,,-1.72359,2.23531,1.39545,-1205.49,-1252.33,547.841
1983,0,-0.311927,0.0697935,6.05779,-440.279,-522.609,288.853,-0.272248,0.00582128,0.00727605,-16.4505,2366.87,1273.13,,,,,,,-1.72409,2.2335,1.39812,-1205.48,-1252.36,547.852
1984,0,-0.288027,-0.0455838,6.06664,-442.522,-520.869,288.442,-0.271507,0.00558284,0.00759238,-16.4335,2366.9,1273.14,,,,,,,-1.72383,2.23441,1.39479,-1205.47,-1252.31,547.856
1985,0,-0.32686,0.0956539,6.07253,-444.85,-518.664,288.908,-0.26871,0.00546407,0.0069971,-16.4565,2366.93,1273.17,,,,,,,-1.72416,2.23459,1.39643,-1205.5,-1252.31,547.879
1986,0,-0.42378,0.0606827,6.0752,-447.257,-516.737,288.666,-0.267803,0.00550089,0.006977,-16.4178,2367.02,1273.19,,,,,,,-1.72392,2.23319,1.39669,-1205.5,-1252.29,547.889
1987,0,-0.403024,0.110681,6.08413,-449.501,-514.158,289.055,-0.270817,0.00549208,0.00711189,-16.4361,2366.92,1273.15,,,,,,,-1.72356,2.23472,1.39576,-1205.5,-1252.3,547.822
1988,0,-0.3609,-0.0282251,6.09232,-451.78,-512.386,289.049,-0.27456,0.00582692,0.00684106,-16.4076,2366.79,1273.15,,,,,,,-1.72443,2.23486,1.39591,-1205.49,-1252.37,547.823
1989,0,-0.360144,-0.353461,6.09109,-453.844,-510.44,288.642,-0.270887,0.00554047,0.00689419,-16.443,2366.94,1273.11,,,,,,,-1.72249,2.23421,1.39742,-1205.49,-1252.32,547.857
1990,0,-0.384887,-0.195183,6.10071,-456.102,-508.366,288.812,-0.270574,0.00577336,0.00732794,-16.4393,2366.94,1273.14,-0.0160712,0.00283136,0.0369305,991.301,-1215.43,734.312,-1.72323,2.23397,1.39587,-1205.46,-1252.31,547.859
1991,0,-0.459943,0.0249753,6.10549,-458.044,-506.258,288.954,-0.271551,0.00549497,0.00675115,-16.433,2366.85,1273.17,-0.0175398,0.000933816,0.0361677,991.449,-1215.24,734.138,-1.72132,2.23337,1.39679,-1205.48,-1252.31,547.885
1992,0,-0.505862,-0.0472786,6.10771,-460.307,-504.074,288.906,-0.267352,0.00546915,0.00716333,-16.4113,2366.97,1273.15,-0.0278621,-0.0146828,0.035627,991.956,-1215.56,734.329,-1.72373,2.23357,1.39827,-1205.48,-1252.29,547.89
1993,0,-0.556053,-0.00720648,6.11299,-462.408,-501.776,288.929,-0.27094,0.005574,0.00727341,-16.3868,2366.93,1273.12,-0.0176572,0.0019498,0.0356123,991.248,-1215.38,734.323,-1.72356,2.23404,1.39497,-1205.47,-1252.35,547.84
1994,0,-0.637077,0.0121402,6.11203,-464.69,-499.385,289.09,-0.268978,0.00577394,0.00717413,-16.4307,2367.04,1273.09,-0.0236411,-0.0109534,0.0374247,991.958,-1215.57,734.198,-1.72197,2.23407,1.39634,-1205.49,-1252.31,547.834
1995,0,-0.581652,0.0264436,6.12389,-466.604,-496.819,289.114,-0.269176,0.00552369,0.00721855,-16.4345,2366.99,1273.14,-0.0280051,-0.0209361,0.036519,992.464,-1215.34,733.892,-1.72355,2.23362,1.39563,-1205.49,-1252.26,547.855
1996,0,-0.577045,-0.0727584,6.12773,-468.621,-494.864,288.8,-0.272122,0.00552087,0.00688379,-16.4313,2366.85,1273.15,-0.0180913,0.00177814,0.0367077,991.302,-1215.52,734.298,-1.72298,2.23198,1.39592,-1205.49,-1252.28,547.845
1997,0,-0.675156,0.185627,6.12234,-470.699,-492.189,289.036,-0.268828,0.00583082,0.00705617,-16.4391,2366.96,1273.19,-0.00602546,-0.0199466,0.0993926,997.919,-1217.65,733.005,-1.7228,2.23237,1.39947,-1205.49,-1252.29,547.895
1998,0,-0.556534,0.126577,6.14399,-472.9,-489.022,289.013,-0.271907,0.00558982,0.0069559,-16.4156,2366.88,1273.16,,,,,,,-1.72315,2.23406,1.39581,-1205.49,-1252.3,547.855
1999,0,-0.839866,0.00997763,6.11742,-474.743,-487.389,288.896,-0.27011,0.00561522,0.00705967,-16.4204,2366.97,1273.11,-0.0191271,-0.00492561,0.0309651,990.899,-1215.4,733.939,-1.72127,2.23217,1.39848,-1205.51,-1252.32,547.82
2000,0,-0.848193,-0.126142,6.12005,-476.767,-484.435,289.038,-0.270917,0.00591685,0.00740206,-16.4243,2366.92,1273.18,-0.0190031,-0.0371521,0.0879122,997.899,-1217.48,733.386,-1.7232,2.23389,1.39852,-1205.49,-1252.3,547.868
2001,0,-0.785749,-1.12819,6.03164,-478.635,-481.36,288.82,-0.270383,0.00545118,0.00676107,-16.4438,2366.94,1273.13,,,,,,,-1.72265,2.23286,1.39687,-1205.49,-1252.32,547.88
2002,0,-0.967302,-0.068492,6.1152,-480.661,-478.74,288.831,-0.270408,0.00560697,0.00711871,-16.4308,2366.93,1273.17,,,,,,,-1.72348,2.23334,1.39651,-1205.49,-1252.29,547.864
2003,0,-1.03775,-0.222449,6.10678,-482.487,-475.651,289.208,-0.27029,0.0053531,0.00669899,-16.4,2366.94,1273.18,,,,,,,-1.72533,2.23449,1.39743,-1205.47,-1252.3,547.877
2004,0,-1.11617,-0.145444,6.09796,-484.313,-473.135,288.758,-0.270523,0.00544214,0.00703741,-16.4377,2366.94,1273.13,,,,,,,-1.72243,2.23433,1.3971,-1205.49,-1252.32,547.82
2005,0,-1.23169,-0.10841,6.08253,-486.148,-469.83,288.864,-0.271466,0.00564743,0.0073783,-16.4254,2366.87,1273.13,-0.0148542,0.00170528,0.0369291,991.504,-1215.2,734.384,-1.72373,2.23462,1.39667,-1205.49,-1252.3,547.845
2006,0,-1.18882,-0.421805,6.0807,-488.278,-466.649,288.969,-0.268363,0.00522352,0.00642201,-16.4402,2366.98,1273.15,-0.0200227,-0.00408768,0.0370182,991.639,-1215.43,734.357,-1.72359,2.23309,1.39739,-1205.49,-1252.3,547.89
2007,0,-1.48851,-0.210615,6.03366,-490.036,-463.108,289.073,-0.270514,0.00576769,0.00744397,-16.4337,2366.81,1273.17,-0.0180412,0.00113224,0.0350802,991.362,-1215.17,734.24,-1.7236,2.23347,1.39649,-1205.49,-1252.3,547.842
2008,0,-1.69429,-0.233832,5.98399,-492.013,-459.43,289.203,-0.269792,0.00555404,0.0072111,-16.4277,2366.94,1273.13,-0.0217195,-0.0090108,0.0353781,991.915,-1215.09,734.115,-1.72382,2.23404,1.39622,-1205.48,-1252.35,547.861
2009,0,-1.73127,-0.23542,5.97888,-493.913,-456.235,289.105,-0.269921,0.00555447,0.00703428,-16.4432,2366.96,1273.16,-0.0185026,0.00138164,0.0356936,991.244,-1215.42,734.323,-1.72364,2.23423,1.39805,-1205.5,-1252.31,547.864
2010,0,-1.9224,-0.0875403,5.92851,-495.875,-453.184,288.829,-0.274238,0.00570624,0.00726295,-16.4032,2366.83,1273.12,-0.0184996,0.00147109,0.036693,991.315,-1215.54,734.274,-1.72164,2.23424,1.39677,-1205.47,-1252.35,547.83
2011,0,-2.24748,-0.608884,5.78533,-497.639,-449.207,289.118,-0.270664,0.0057034,0.00725958,-16.4299,2366.98,1273.11,-0.0262621,-0.0151746,0.037502,992.146,-1215.66,734.213,-1.72416,2.23325,1.39647,-1205.49,-1252.29,547.876
2012,0,-2.18128,0.152329,5.84653,-499.22,-445.563,288.889,-0.26956,0.00535918,0.0068377,-16.4427,2366.95,1273.18,-0.0386358,-0.0367857,0.0312906,992.297,-1215.89,733.754,-1.72443,2.23423,1.39661,-1205.49,-1252.28,547.872
2013,0,-2.51778,-0.6767,5.67478,-501.204,-442.059,288.87,-0.269927,0.00591889,0.0070524,-16.4451,2367,1273.11,,,,,,,-1.7219,2.23391,1.39694,-1205.49,-1252.34,547.86
2014,0,-2.90357,-0.790732,5.47691,-502.897,-438.208,288.912,-0.269713,0.00564419,0.00705792,-16.4355,2366.94,1273.17,,,,,,,-1.72401,2.23341,1.39676,-1205.51,-1252.28,547.839
2015,0,-3.16959,-0.557614,5.36036,-504.682,-434.183,288.952,-0.269727,0.00581706,0.00719086,-16.4296,2366.97,1273.13,,,,,,,-1.72381,2.23398,1.39588,-1205.49,-1252.34,547.864
2016,0,-3.25329,0.735173,5.29782,-506.625,-429.654,289.033,-0.269889,0.00574289,0.00731904,-16.4398,2366.99,1273.14,,,,,,,-1.72307,2.2336,1.39707,-1205.48,-1252.34,547.857
2017,0,-4.04642,-1.12443,4.64075,-508.253,-426.286,289.022,-0.000542811,-0.00141725,0.000322571,-16.4826,2378.07,1270.53,,,,,,,-1.72481,2.23442,1.39615,-1205.49,-1252.32,547.883
2018,0,-5.16111,-1.21147,3.33444,-510.109,-422.377,288.903,-0.000420943,0.000620833,6.34E-05,-16.7247,2378.25,1270.68,,,,,,,-1.72443,2.23439,1.39599,-1205.48,-1252.34,547.863
2019,0,-5.69106,-0.217114,2.60749,-512.002,-418.059,289.295,-0.000584334,0.00107352,0.00051481,-16.7349,2378.29,1270.68,,,,,,,-1.72117,2.23257,1.39995,-1205.51,-1252.3,547.826
2020,0,-5.86332,-1.96304,1.0128,-513.833,-414.092,289.092,-0.0153715,0.000925279,0.000633035,-16.6329,2377.33,1270.67,-0.0156553,0.00143254,0.0364407,991.444,-1215.19,734.432,-1.72383,2.23306,1.39838,-1205.52,-1252.3,547.857
2021,0,-6.11802,0.832106,-1.08844,-515.874,-409.383,289.214,-0.0297058,0.00154229,0.00110986,-16.6462,2376.73,1270.77,-0.0175223,0.00181051,0.036671,991.308,-1215.46,734.248,-1.72363,2.23365,1.39474,-1205.49,-1252.34,547.805
2022,0,-5.99391,-0.573961,-1.72895,-517.708,-405.949,289.194,-0.0417791,0.00148592,0.00104563,-16.5884,2376.17,1270.93,-0.0096663,0.0104042,0.0485446,991.987,-1215.68,734.155,-1.72457,2.23445,1.39619,-1205.48,-1252.32,547.865
2023,0,-5.04809,-2.05776,-3.08228,-519.498,-401.809,289.136,-0.0537422,0.00170223,0.00134603,-16.5832,2375.64,1271.07,-0.00622984,-0.0253502,0.104811,998.879,-1218.03,733.053,-1.7242,2.23402,1.39595,-1205.49,-1252.32,547.919
2024,0,-4.19711,1.32317,-4.45647,-521.627,-397.33,289.141,-0.0655919,0.00226806,0.001522,-16.5481,2375.18,1271.11,-0.00124336,-0.0222699,0.115467,999.671,-1218.75,732.586,-1.72482,2.23527,1.39578,-1205.51,-1252.32,547.851
2025,0,-4.08513,-1.54901,-4.48092,-523.605,-393.678,289.176,-0.0773404,0.00241721,0.00191832,-16.5422,2374.67,1271.24,0.00164691,-0.0199568,0.12013,999.979,-1218.97,732.447,-1.72324,2.23437,1.39698,-1205.49,-1252.33,547.859
2026,0,-3.53547,-1.61933,-4.89864,-525.529,-389.354,289.34,-0.0926644,0.0029358,0.00309897,-16.5086,2374.04,1271.31,-0.00875158,-0.0180257,0.103159,997.976,-1218.88,732.467,-1.72267,2.23355,1.39723,-1205.48,-1252.31,547.855
2027,0,-2.78775,0.256912,-5.58947,-527.759,-384.633,289.372,-0.108012,0.00299485,0.00272035,-16.4799,2373.43,1271.42,-0.00845385,-0.0227086,0.111903,998.891,-1219.47,732.089,-1.72243,2.23274,1.39636,-1205.49,-1252.31,547.835
2028,0,-3.00065,-0.738185,-5.42812,-529.798,-381.272,289.272,-0.123277,0.00308511,0.0028611,-16.4992,2372.65,1271.69,,,,,,,-1.72404,2.23267,1.39929,-1205.51,-1252.29,547.895
2029,0,-2.41012,-1.13545,-5.64634,-529.404,-408.259,272.63,-0.138563,0.00349551,0.00363526,-16.4568,2372.06,1271.76,-0.0179155,0.00211894,0.0356987,991.217,-1215.43,734.41,-1.72395,2.23378,1.39616,-1205.49,-1252.32,547.847
2030,0,-2.04136,-1.48688,-5.70607,-531.733,-404.04,272.721,-0.153819,0.00384147,0.00409454,-16.4537,2371.39,1271.94,-0.0236553,-0.01079,0.037421,991.939,-1215.56,734.221,-1.72193,2.23327,1.39716,-1205.51,-1252.31,547.846
2031,0,-1.8111,-1.38248,-5.80386,-533.687,-399.694,272.656,-0.165541,0.00385125,0.00446678,-16.4318,2370.96,1272.02,-0.0278495,-0.0173217,0.037661,992.245,-1215.7,734.171,-1.72511,2.23499,1.39594,-1205.5,-1252.29,547.871
2032,0,-2.15946,-0.647698,-5.80883,-538.453,-364.752,288.988,-0.175308,0.00406751,0.00464313,-16.4303,2370.54,1272.1,-0.0269401,-0.0142247,0.0358944,991.988,-1215.58,734.269,-1.72256,2.2336,1.39713,-1205.51,-1252.31,547.831
2033,0,-2.06691,-0.58952,-5.84551,-540.557,-360.234,289.192,-0.185013,0.00439228,0.00485683,-16.4361,2370.13,1272.24,-0.0188416,0.00174644,0.036471,991.294,-1215.51,734.351,-1.72317,2.2337,1.39753,-1205.49,-1252.31,547.867
2034,0,-1.83171,-0.153279,-5.9463,-542.688,-355.837,289.16,-0.206501,0.00158804,0.00427707,-16.1643,2369.15,1272.18,-0.024618,-0.0109308,0.0371112,991.891,-1215.55,734.286,-1.72474,2.23484,1.39622,-1205.48,-1252.3,547.911
2035,0,-1.90733,-0.620822,-5.8855,-545.107,-351.713,289.311,-0.216419,0.00525634,0.00590286,-16.4117,2368.93,1272.52,-0.0194541,-0.00472393,0.0304098,990.859,-1215.4,733.988,-1.72078,2.23358,1.39532,-1205.48,-1252.34,547.818
