accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,x,y,z,left_encoder_rate,right_encoder_rate,left_input,right_input,fpga time,navx time
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.4499,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.4662,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.4851,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.5051,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.5251,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.5672,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.5859,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.6062,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.6261,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.6503,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.6651,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.6851,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.7053,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.7258,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.7455,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.7655,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.7854,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.8056,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.8255,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.8452,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.866,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.8856,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.9057,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.9257,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.9455,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.9656,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,45.9858,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.006,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.0262,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.0456,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.0653,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.0865,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.1061,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.1254,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.1455,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.1656,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.1864,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.2062,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.2262,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.2449,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.2652,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.2853,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.305,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.3251,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.3456,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.3654,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.3854,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.4054,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.4252,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.4455,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.4656,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.4856,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.5057,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.5257,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.5456,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.5657,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.585,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.6051,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.6261,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.6452,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.6656,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.6855,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.7054,0
     0,0,0,0,0,0,0,0,0,0,0,-0.0078125,-0.00787402,46.7251,0
     0,0,0,0,0,0,0,0,0,143.191,-163.255,-0.0078125,-0.00787402,46.7456,0
     0,0,0,0,0,0,0,0,0,153.221,-133.617,-0.0078125,-0.00787402,46.7656,0
     0,0,0,0,0,0,0,0,0,151.388,-136.511,-0.0078125,-0.00787402,46.7855,0
     0,0,0,0,0,0,0,0,0,209.475,-178.758,-0.0078125,-0.00787402,46.8056,0
     0,0,0,0,0,0,0,0,0,224.248,-182.939,-0.0078125,-0.00787402,46.826,0
     0,0,0,0,0,0,0,0,0,222.68,-213.639,-0.0078125,-0.00787402,46.8461,0
     0,0,0,0,0,0,0,0,0,247.767,-280.986,-0.0078125,-0.00787402,46.8668,0
     0,0,0,0,0,0,0,0,0,264.075,-264.715,-0.0078125,-0.00787402,46.8863,0
     0,0,0,0,0,0,0,0,0,260.715,-242.657,-0.0078125,-0.00787402,46.9051,0
     0,0,0,0,0,0,0,0,0,304.025,-379.269,-0.0078125,-0.00787402,46.9261,0
     0,0,0,0,0,0,0,0,0,317.319,-220.826,-0.0078125,-0.00787402,46.9452,0
     0,0,0,0,0,0,0,0,0,311.658,-332.005,-0.0078125,-0.00787402,46.9652,0
     0,0,0,0,0,0,0,0,0,336.581,-374.834,-0.0078125,-0.00787402,46.9852,0
     0,0,0,0,0,0,0,0,0,332.121,-477.27,-0.0078125,-0.00787402,47.0053,0
     0,0,0,0,0,0,0,0,0,338.535,-398.176,-0.0078125,-0.00787402,47.0251,0
     0,0,0,0,0,0,0,0,0,365.831,-397.433,-0.0078125,-0.00787402,47.0464,0
     0,0,0,0,0,0,0,0,0,348.931,-378.465,-0.0078125,-0.00787402,47.0658,0
     0,0,0,0,0,0,0,0,0,376.166,-414.989,-0.0078125,-0.00787402,47.0856,0
     0,0,0,0,0,0,0,0,0,380.178,-401.429,-0.0078125,-0.00787402,47.1057,0
     0,0,0,0,0,0,0,0,0,419.701,-393.67,-0.0078125,-0.00787402,47.1379,0
     0,0,0,0,0,0,0,0,0,384.697,-377.145,-0.0078125,-0.00787402,47.1456,0
     0,0,0,0,0,0,0,0,0,434.452,-424.845,-0.0078125,-0.00787402,47.1652,0
     0,0,0,0,0,0,0,0,0,369.911,-387.372,-0.0078125,-0.00787402,47.1851,0
     0,0,0,0,0,0,0,0,0,357.942,-446.04,-0.0078125,-0.00787402,47.2053,0
     0,0,0,0,0,0,0,0,0,402.787,-370.672,-0.0078125,-0.00787402,47.2251,0
     0,0,0,0,0,0,0,0,0,400.858,-370.151,-0.0078125,-0.00787402,47.2454,0
     0,0,0,0,0,0,0,0,0,429.978,-376.315,-0.0078125,-0.00787402,47.2656,0
     0,0,0,0,0,0,0,0,0,434.461,-360.588,-0.0078125,-0.00787402,47.2858,0
     0,0,0,0,0,0,0,0,0,398.081,-413.291,-0.0078125,-0.00787402,47.3063,0
     0,0,0,0,0,0,0,0,0,387.522,-392.619,-0.0078125,-0.00787402,47.3263,0
     0,0,0,0,0,0,0,0,0,376.294,-373.065,-0.0078125,-0.00787402,47.3463,0
     0,0,0,0,0,0,0,0,0,373.797,-417.397,-0.0078125,-0.00787402,47.3661,0
     0,0,0,0,0,0,0,0,0,411.811,-354.843,-0.0078125,-0.00787402,47.3851,0
     0,0,0,0,0,0,0,0,0,415.05,-475.059,-0.0078125,-0.00787402,47.4052,0
     0,0,0,0,0,0,0,0,0,466.723,-369.44,-0.0078125,-0.00787402,47.4262,0
     0,0,0,0,0,0,0,0,0,427.917,-400.721,-0.0078125,-0.00787402,47.4452,0
     0,0,0,0,0,0,0,0,0,464.576,-454.143,-0.0078125,-0.00787402,47.4665,0
     0,0,0,0,0,0,0,0,0,414.654,-436.767,-0.0078125,-0.00787402,47.4853,0
     0,0,0,0,0,0,0,0,0,419.191,-401.937,-0.0078125,-0.00787402,47.5055,0
     0,0,0,0,0,0,0,0,0,387.079,-432.563,-0.0078125,-0.00787402,47.5253,0
     0,0,0,0,0,0,0,0,0,365.143,-405.54,-0.0078125,-0.00787402,47.5453,0
     0,0,0,0,0,0,0,0,0,408.172,-416.198,-0.0078125,-0.00787402,47.5663,0
     0,0,0,0,0,0,0,0,0,443.341,-299.253,-0.0078125,-0.00787402,47.5864,0
     0,0,0,0,0,0,0,0,0,415.377,-376.223,-0.0078125,-0.00787402,47.6063,0
     0,0,0,0,0,0,0,0,0,425.767,-488.926,-0.0078125,-0.00787402,47.6261,0
     0,0,0,0,0,0,0,0,0,409.249,-434.056,-0.0078125,-0.00787402,47.6458,0
     0,0,0,0,0,0,0,0,0,414.345,-428.192,-0.0078125,-0.00787402,47.6753,0
     0,0,0,0,0,0,0,0,0,390.885,-414.903,-0.0078125,-0.00787402,47.6859,0
     0,0,0,0,0,0,0,0,0,440.878,-469.109,-0.0078125,-0.00787402,47.7059,0
     0,0,0,0,0,0,0,0,0,416.649,-418.498,-0.0078125,-0.00787402,47.7259,0
     0,0,0,0,0,0,0,0,0,442.733,-406.785,-0.0078125,-0.00787402,47.7579,0
     0,0,0,0,0,0,0,0,0,467.039,-430.209,-0.0078125,-0.00787402,47.7828,0
     0,0,0,0,0,0,0,0,0,441.872,-423.406,-0.0078125,-0.00787402,47.7857,0
     0,0,0,0,0,0,0,0,0,419.34,-432.554,-0.0078125,-0.00787402,47.805,0
     0,0,0,0,0,0,0,0,0,373.03,-371.775,-0.0078125,-0.00787402,47.8253,0
     0,0,0,0,0,0,0,0,0,436.834,-481.209,-0.0078125,-0.00787402,47.8458,0
     0,0,0,0,0,0,0,0,0,433.802,-383.848,-0.0078125,-0.00787402,47.8667,0
     0,0,0,0,0,0,0,0,0,441.462,-520.888,-0.0078125,-0.00787402,47.8851,0
     0,0,0,0,0,0,0,0,0,426.776,-382.621,-0.0078125,-0.00787402,47.9054,0
     0,0,0,0,0,0,0,0,0,411.879,-491.364,-0.0078125,-0.00787402,47.9262,0
