1518962343979133,27,-999999,-999999,-999999,-999999,-999999,-999999
1518962343979133,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962344043079,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962344111148,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962344179074,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962344243082,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962344311139,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962344379072,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962344443083,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962344511142,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962344579107,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962344643084,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962344711079,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962344779077,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962345243080,27,-999999,-999999,-999999,-999999,-999999,-999999
1518962345243080,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962345311103,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962346111085,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962346179080,27,-999999,-999999,-999999,-999999,-999999,-999999
1518962346179080,48,-999999,-999999,-999999,-999999,-999999,-999999
1518962346375102,27,-999999,-999999,-999999,-999999,-999999,-999999
1518962346375102,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962346511128,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962346579100,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962346643123,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962346711112,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962347175113,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962347375117,9,-999999,-999999,-999999,-999999,-999999,-999999
1518962348375087,28,-999999,-999999,-999999,-999999,-999999,-999999
1518962348439097,5,-0.598909,0.164432,3.78675,2.46264,0.00904341,1.8822
1518962348439097,28,-0.852199,0.173867,2.81829,-2.44599,0.0223465,-1.96826
1518962348439097,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962348508022,5,-0.603475,0.162294,3.70214,2.46264,0.00991789,1.88779
1518962348508022,28,-0.850666,0.171912,2.70781,-2.43231,0.0173857,-1.98773
1518962348508022,31,-0.380707,0.187414,4.63828,-2.47096,0.138284,-1.91523
1518962348508022,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962348575094,5,-0.66797,0.177558,3.93266,2.51256,0.004087,1.81653
1518962348575094,28,-0.910166,0.182438,2.75907,-2.45242,0.0367962,-1.95924
1518962348575094,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962348643103,28,-0.869514,0.166545,2.51401,-2.42655,0.0374004,-1.98231
1518962348707095,28,-0.866893,0.181899,2.37484,-2.40503,-0.00536852,-1.9703
1518962348775088,5,-0.645581,0.182334,3.33932,2.46762,0.0182421,1.86116
1518962348839090,28,-0.884524,0.177132,2.12831,-2.3798,0.00010497,-2.04517
1518962348839090,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962348907131,5,-0.650989,0.169543,2.98014,2.44016,0.0191017,1.91929
1518962348907131,31,-0.432742,0.195409,3.88225,-2.45572,0.116472,-1.94295
1518962348975127,5,-0.660394,0.172102,2.84258,2.44598,0.0148925,1.91564
1518962348975127,31,-0.442892,0.198322,3.72208,-2.45215,0.11754,-1.94368
1518962349043084,5,-0.695863,0.170626,2.78857,2.42318,0.045173,1.94951
1518962349107096,31,-0.493233,0.178664,3.43598,-2.41406,0.106242,-1.9819
1518962349639479,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962349707096,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962349775084,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962349839099,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962349907091,6,-0.950577,0.173213,2.96755,2.31169,-0.0427699,2.12658
1518962349907091,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962349975095,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962350043105,6,-0.9552,0.168046,2.7316,2.30537,-0.0355091,2.13677
1518962350043105,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962350107098,6,-0.953015,0.166818,2.60874,2.30464,-0.0299855,2.15069
1518962350107098,36,-999999,-999999,-999999,-999999,-999999,-999999
1518962350239104,6,-0.992351,0.17736,2.4079,2.31534,-0.045677,2.12408
1518962350239104,7,-999999,-999999,-999999,-999999,-999999,-999999
1518962350239104,9,-999999,-999999,-999999,-999999,-999999,-999999
1518962350239104,11,-999999,-999999,-999999,-999999,-999999,-999999
1518962350239104,43,-999999,-999999,-999999,-999999,-999999,-999999
1518962350239104,50,-999999,-999999,-999999,-999999,-999999,-999999
1518962350311094,6,-0.983548,0.170855,2.2484,2.30983,-0.0225549,2.14211
1518962350311094,7,-999999,-999999,-999999,-999999,-999999,-999999
1518962350311094,9,-999999,-999999,-999999,-999999,-999999,-999999
1518962350311094,11,-999999,-999999,-999999,-999999,-999999,-999999
1518962350311094,43,-999999,-999999,-999999,-999999,-999999,-999999
1518962350311094,44,-999999,-999999,-999999,-999999,-999999,-999999
1518962350311094,50,-0.909401,0.182217,3.19069,-2.27691,0.00435453,-2.15715
1518962350375148,9,-999999,-999999,-999999,-999999,-999999,-999999
1518962350375148,43,-999999,-999999,-999999,-999999,-999999,-999999
1518962350375148,44,-999999,-999999,-999999,-999999,-999999,-999999
1518962350375148,50,-0.93352,0.193701,3.09502,-2.27854,-0.0015699,-2.13532
1518962350443079,7,-999999,-999999,-999999,-999999,-999999,-999999
1518962350443079,9,-999999,-999999,-999999,-999999,-999999,-999999
1518962350443079,11,-999999,-999999,-999999,-999999,-999999,-999999
1518962350443079,23,-999999,-999999,-999999,-999999,-999999,-999999
1518962350443079,43,-999999,-999999,-999999,-999999,-999999,-999999
1518962350443079,44,-999999,-999999,-999999,-999999,-999999,-999999
1518962350443079,50,-0.942805,0.192701,2.95162,-2.28039,-0.000570044,-2.1635
1518962350507125,9,-999999,-999999,-999999,-999999,-999999,-999999
1518962350507125,11,-999999,-999999,-999999,-999999,-999999,-999999
1518962350507125,43,-999999,-999999,-999999,-999999,-999999,-999999
1518962350507125,50,-0.963433,0.184036,2.86228,-2.28765,-0.00645607,-2.13637
1518962350575093,7,-0.891176,0.178577,3.64467,-2.29664,0.0814279,-2.06089
1518962350575093,9,-999999,-999999,-999999,-999999,-999999,-999999
1518962350575093,11,-999999,-999999,-999999,-999999,-999999,-999999
1518962350575093,38,-999999,-999999,-999999,-999999,-999999,-999999
