Objects
100
,,Global Angle phil_tag_0:phil_tag_0,,,,,,Global Angle phil_tag_14:phil_tag_14,,,,,,Global Angle phil_tag_16:phil_tag_16,,,,,,Global Angle phil_tag_20:phil_tag_20,,,,,,Global Angle phil_tag_24:phil_tag_24,,,,,,Global Angle phil_tag_30:phil_tag_30,,,,,,Global Angle phil_tag_32:phil_tag_32,,,,,,Global Angle phil_tag_36:phil_tag_36,,,,,,Global Angle phil_tag_40:phil_tag_40,,,,,,Global Angle phil_tag_44:phil_tag_44,,,,,,Global Angle phil_tag_4:phil_tag_4,,,,,,Global Angle phil_tag_8:phil_tag_8,,,,,,Global Angle phil_turtlebot:phil_turtlebot,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
10,0,-0.0164355,0.00357576,0.00428673,920.948,-1222.12,244.255,0.000313711,0.000964841,0.00110828,-1329.53,-54.5565,125.141,0.00559644,0.0149225,0.00282435,-1297.54,455.162,218.826,0.00072645,-0.00313366,0.0014367,-1174.32,1195.79,101.403,0.00477244,-0.00084236,4.17967e-005,-659.636,1902.04,115.93,0.00210609,-0.000747384,0.00550524,285.659,1891.81,185.627,0.00149739,-0.00136981,-0.0022293,951.154,1852.57,157.592,0.000705617,0.00135219,0.00285647,1657.64,1145.41,126.975,-0.00229803,0.000680862,-0.00429482,1598.66,272.923,141.125,0.0022023,0.00313209,0.00370776,1462.86,-696.65,160.19,0.000705574,0.000955799,0.00110471,96.567,-1065.44,194.155,-0.00372506,0.00414991,0.000607585,-887.731,-883.695,141.41,-0.0311304,0.0479156,2.73066,-481.84,1158.53,444.836
11,0,-0.0164944,0.00358391,0.00428886,920.954,-1222.13,244.278,0.000298933,0.00123067,0.00135714,-1329.54,-54.5779,125.16,0.00563233,0.0148953,0.00274205,-1297.55,455.141,218.837,0.00086658,-0.00309684,0.00141263,-1174.33,1195.76,101.404,0.00485693,-0.00106395,-5.35985e-005,-659.611,1902.02,115.967,0.00226703,-0.000506129,0.00842735,285.479,1892.06,185.582,0.00133473,-0.00144496,-0.00228212,951.146,1852.57,157.635,0.00157276,0.00172541,0.00272623,1657.69,1145.28,126.967,-0.00235658,0.000345429,-0.00438493,1598.64,272.909,141.174,0.00245128,0.00302808,0.00363358,1462.85,-696.686,160.286,0.000830756,0.000804661,0.000965108,96.5755,-1065.45,194.185,-0.00349645,0.00484246,0.000283835,-887.781,-883.649,141.61,-0.0315092,0.0494036,2.73161,-481.723,1158.48,444.857
12,0,-0.0165897,0.00350976,0.00432373,920.926,-1222.13,244.275,0.000274657,0.00118353,0.00136646,-1329.53,-54.5979,125.189,0.005632,0.0146298,0.00288392,-1297.51,455.123,218.854,0.000687046,-0.00299874,0.00150014,-1174.29,1195.78,101.434,0.00477694,-0.000779739,0.000181149,-659.634,1902.02,115.909,0.0024425,-0.000800665,0.00556606,285.657,1891.84,185.652,0.0015422,-0.00141284,-0.00232096,951.145,1852.56,157.563,0.000706619,0.00147997,0.00295433,1657.66,1145.39,126.969,-0.00224745,0.000270869,-0.00443429,1598.66,272.885,141.159,0.00236619,0.00294907,0.00362172,1462.85,-696.723,160.274,0.000831283,0.0009421,0.000942855,96.5356,-1065.45,194.188,-0.00383208,0.00401437,0.000763415,-887.737,-883.702,141.435,-0.0312329,0.0491606,2.73167,-481.736,1158.48,444.85
13,0,-0.016687,0.00354161,0.00429446,920.949,-1222.14,244.293,0.000232178,0.00113208,0.00114189,-1329.51,-54.591,125.23,0.00551164,0.0152331,0.00298864,-1297.54,455.114,218.871,0.000598823,-0.00317221,0.00154017,-1174.32,1195.74,101.453,0.00438777,-0.00172388,-2.92068e-005,-659.786,1902.05,116.043,0.00235081,-0.000564659,0.00837991,285.478,1892.04,185.575,0.00130341,-0.00142026,-0.00218909,951.128,1852.53,157.651,0.000787651,0.00138795,0.00297228,1657.65,1145.38,127.033,-0.00219828,0.000108685,-0.00450188,1598.66,272.863,141.214,0.00266756,0.00269374,0.00341289,1462.86,-696.781,160.378,0.000870457,0.000406655,0.000823619,96.64,-1065.42,194.177,-0.00320338,0.00485588,0.00113695,-887.61,-883.719,141.297,-0.0311817,0.048345,2.73067,-481.822,1158.5,444.888
14,0,-0.0164888,0.00346637,0.00431115,920.959,-1222.13,244.305,0.000124107,0.00112627,0.00142372,-1329.5,-54.605,125.209,0.00561004,0.0148308,0.0028248,-1297.54,455.131,218.872,0.000808564,-0.00315061,0.00137086,-1174.31,1195.78,101.455,0.00488051,-0.00125952,-6.80452e-005,-659.574,1902.02,115.959,0.0023139,-0.000537182,0.00839988,285.507,1892.04,185.622,0.00152383,-0.00152097,-0.00242745,951.157,1852.56,157.643,0.000705119,0.00139868,0.00282727,1657.66,1145.39,127.036,-0.00219009,4.21747e-005,-0.00440817,1598.65,272.868,141.211,0.00222656,0.00290073,0.00350317,1462.87,-696.719,160.317,0.000893009,0.000802383,0.000945803,96.592,-1065.43,194.229,-0.00386206,0.00394364,0.000724619,-887.692,-883.686,141.508,-0.0313289,0.0491101,2.73163,-481.717,1158.46,444.909
15,0,-0.0171662,0.00617575,0.00436852,921.349,-1222.14,244.656,0.000298558,0.00093413,0.0010958,-1329.54,-54.5729,125.136,0.00557006,0.0148702,0.00286442,-1297.53,455.158,218.804,0.000791906,-0.00298202,0.00127562,-1174.29,1195.83,101.39,0.00461787,-0.000616078,0.000278888,-659.632,1902.05,115.917,0.00226041,-0.000306644,0.00888737,285.43,1892.07,185.486,0.0016534,-0.00158284,-0.00252973,951.158,1852.59,157.565,0.000789288,0.00142719,0.0028673,1657.65,1145.39,126.954,-0.00211289,0.000290046,-0.00433343,1598.63,272.891,141.11,0.00237378,0.00284625,0.00356472,1462.86,-696.69,160.205,0.000696115,0.00103286,0.00105866,96.546,-1065.44,194.163,-0.00367485,0.00422836,0.000605254,-887.763,-883.669,141.416,-0.0312763,0.048712,2.73179,-481.732,1158.49,444.84
16,0,-0.0165493,0.00352317,0.00428497,920.938,-1222.12,244.279,0.000303386,0.00105662,0.00115137,-1329.53,-54.5676,125.154,0.00558342,0.0150464,0.00301467,-1297.57,455.142,218.818,0.000743363,-0.00306749,0.00145114,-1174.33,1195.78,101.389,0.00485646,-0.00239246,-0.00289288,-659.53,1901.81,115.933,0.00223695,-0.000281777,0.00869845,285.422,1892.07,185.499,0.00169641,-0.00136209,-0.0019771,951.145,1852.55,157.598,0.000838411,0.00144098,0.00289626,1657.66,1145.41,126.968,-0.00207363,0.000181354,-0.00437602,1598.64,272.887,141.118,0.00241813,0.00291421,0.00360354,1462.85,-696.677,160.22,0.000795656,0.000911305,0.000938699,96.544,-1065.44,194.154,-0.00368044,0.00415569,0.000664576,-887.76,-883.704,141.421,-0.03103,0.0483315,2.73062,-481.837,1158.52,444.837
17,0,-0.0165427,0.00352339,0.00426458,920.939,-1222.12,244.265,0.000278182,0.00114388,0.0012162,-1329.51,-54.5839,125.204,0.00564231,0.0146983,0.00273755,-1297.53,455.134,218.855,0.000678348,-0.00301851,0.00139587,-1174.31,1195.79,101.435,0.00460273,-0.00336352,-0.00320995,-659.62,1901.83,116.045,0.00224671,-0.00083072,0.0053383,285.69,1891.83,185.704,0.00146194,-0.00165361,-0.00248029,951.144,1852.57,157.633,0.00158462,0.00157879,0.00255515,1657.69,1145.27,126.971,-0.00226491,5.20729e-005,-0.00473036,1598.66,272.91,141.12,0.00232087,0.00295774,0.00364184,1462.86,-696.71,160.314,0.000889823,0.000420104,0.00076688,96.6443,-1065.4,194.121,-0.00324839,0.00489638,0.000941747,-887.588,-883.709,141.265,-0.0312322,0.0482845,2.73065,-481.806,1158.52,444.866
18,0,-0.0171691,0.00625907,0.00441812,921.377,-1222.13,244.667,0.00033079,0.0010636,0.00106973,-1329.52,-54.6036,125.207,0.00541151,0.0149736,0.00302784,-1297.54,455.113,218.865,0.00131932,-0.00169629,0.000543309,-1174.43,1195.81,101.423,0.00486254,-0.00254864,-0.0031951,-659.493,1901.79,115.975,0.00199553,-0.000380808,0.00853474,285.452,1892.03,185.537,0.00123601,-0.00147676,-0.0024821,951.15,1852.57,157.632,0.000664613,0.00129385,0.00285396,1657.64,1145.39,127.025,-0.00228617,-0.000253578,-0.00484793,1598.68,272.915,141.129,0.0026954,0.00281326,0.00343653,1462.85,-696.766,160.358,0.000870383,0.000736952,0.00101531,96.5842,-1065.45,194.224,-0.00387205,0.00403001,0.000705038,-887.706,-883.705,141.478,-0.0314793,0.0496052,2.73145,-481.72,1158.45,444.892
19,0,-0.0165856,0.00360773,0.0042909,920.941,-1222.13,244.267,0.000119081,0.00133922,0.00150424,-1329.48,-54.6421,125.25,0.00556512,0.0150729,0.00291624,-1297.55,455.108,218.877,0.000272633,-0.00107758,0.00217091,-1174.16,1195.77,101.546,0.00496497,-0.00251516,-0.0030648,-659.535,1901.75,115.937,0.00215024,-0.000466607,0.00841855,285.451,1892.05,185.576,0.00126795,-0.00132083,-0.00192306,951.119,1852.51,157.645,0.000792367,0.00146754,0.00290555,1657.64,1145.38,127.027,-0.00246573,-0.000226806,-0.004928,1598.69,272.909,141.158,0.00277459,0.00281586,0.00348264,1462.86,-696.793,160.426,0.000853364,0.000829471,0.000932494,96.559,-1065.46,194.225,-0.0032688,0.00488905,0.000918314,-887.615,-883.736,141.284,-0.031371,0.0487243,2.73049,-481.831,1158.48,444.889
20,0,-0.0170934,0.00624341,0.00450097,921.357,-1222.14,244.632,0.000308398,0.00105802,0.00126344,-1329.53,-54.6034,125.18,0.00559876,0.0148386,0.00290105,-1297.54,455.135,218.837,0.000598523,-0.00305927,0.00127578,-1174.3,1195.8,101.408,0.00486042,-0.00248823,-0.00302415,-659.5,1901.81,115.921,0.00228009,-0.000884188,0.00539598,285.672,1891.84,185.658,0.00171735,-0.00151691,-0.00243131,951.152,1852.59,157.595,0.00070114,0.00129351,0.00278342,1657.66,1145.4,126.982,-0.00237972,-0.000167219,-0.00503382,1598.69,272.935,141.117,0.00217342,0.00323481,0.00369176,1462.87,-696.638,160.173,0.000775213,0.000906068,0.000955412,96.5676,-1065.44,194.163,-0.00377969,0.0040143,0.00051911,-887.699,-883.705,141.417,-0.0316428,0.049336,2.73155,-481.72,1158.47,444.844
21,0,-0.0169691,0.00615769,0.00439538,921.345,-1222.13,244.634,0.000507666,0.000778476,0.000971541,-1329.53,-54.5506,125.127,0.00558345,0.0146846,0.00281656,-1297.52,455.174,218.817,0.000258619,-0.0011397,0.00210015,-1174.13,1195.86,101.474,0.00478356,-0.00249452,-0.00314865,-659.499,1901.81,115.929,0.00197004,-0.000778706,0.00554744,285.646,1891.83,185.633,0.00157398,-0.00146593,-0.00253629,951.162,1852.61,157.59,0.000769065,0.00136571,0.00288341,1657.64,1145.43,126.97,-0.0022886,-5.41828e-005,-0.00487592,1598.67,272.971,141.057,0.00211237,0.00308761,0.0036757,1462.87,-696.614,160.142,0.000826035,0.000803495,0.000937367,96.5536,-1065.44,194.139,-0.00391728,0.00412647,0.000813898,-887.728,-883.678,141.404,-0.0314763,0.0484501,2.73062,-481.816,1158.53,444.815
22,0,-0.0166635,0.00349398,0.00434976,920.926,-1222.15,244.273,0.000238389,0.00131629,0.00135683,-1329.51,-54.5929,125.224,0.00573396,0.0153063,0.00290594,-1297.57,455.137,218.838,0.00027307,-0.00114467,0.00220368,-1174.15,1195.81,101.528,0.00499742,-0.00261907,-0.00301889,-659.508,1901.79,115.939,0.00216967,-0.000481919,0.00846173,285.456,1892.04,185.575,0.00129277,-0.00141635,-0.0023317,951.125,1852.55,157.636,0.000740514,0.00152125,0.00299094,1657.65,1145.39,126.99,-0.00221635,0.000174171,-0.00462289,1598.67,272.926,141.142,0.00272258,0.00293438,0.00352705,1462.86,-696.749,160.357,0.000867553,0.000396306,0.000745917,96.6106,-1065.42,194.122,-0.00324744,0.0049896,0.000849682,-887.607,-883.702,141.277,-0.0315455,0.0486058,2.73044,-481.83,1158.5,444.853
23,0,-0.0171822,0.006169,0.00446033,921.349,-1222.16,244.646,0.000336392,0.00104599,0.00126288,-1329.51,-54.6095,125.207,0.00553162,0.0149107,0.00288108,-1297.55,455.1,218.859,0.000300852,-0.00095199,0.00214344,-1174.12,1195.82,101.523,0.00495644,-0.00267015,-0.00319721,-659.501,1901.79,115.942,0.00236235,-0.000975469,0.00543634,285.674,1891.83,185.676,0.00148786,-0.00152565,-0.0024289,951.16,1852.55,157.596,0.00148555,0.00166992,0.00251766,1657.68,1145.24,126.988,-0.00219842,0.000238737,-0.00439907,1598.65,272.858,141.185,0.002467,0.00289514,0.00361212,1462.85,-696.739,160.29,0.000881223,0.000294307,0.00066828,96.6235,-1065.42,194.155,-0.00333397,0.00477916,0.000950831,-887.604,-883.699,141.288,-0.031771,0.0491968,2.7313,-481.729,1158.43,444.887
24,0,-0.0172674,0.00614534,0.00442986,921.351,-1222.14,244.641,0.000254323,0.00111992,0.00132727,-1329.48,-54.5926,125.222,0.00555059,0.0150416,0.00282885,-1297.53,455.131,218.849,0.000671212,-0.00309573,0.00138954,-1174.3,1195.79,101.447,0.00488042,-0.00275541,-0.00323696,-659.472,1901.8,115.961,0.00242028,-0.000863032,0.00538861,285.695,1891.84,185.696,0.00143732,-0.00151044,-0.00243019,951.149,1852.56,157.627,0.000630786,0.00126274,0.0028072,1657.64,1145.4,127.021,-0.00213364,0.000340292,-0.00427515,1598.64,272.893,141.184,0.00262806,0.00266402,0.00335606,1462.88,-696.747,160.351,0.00081253,0.000615327,0.00103,96.5864,-1065.44,194.234,-0.00368229,0.00389745,0.000661347,-887.715,-883.686,141.495,-0.0316764,0.0491371,2.73129,-481.724,1158.45,444.896
25,0,-0.0164943,0.00359878,0.00431442,920.939,-1222.12,244.271,0.000257436,0.00104155,0.00128792,-1329.51,-54.5902,125.196,0.00557524,0.0149777,0.00282058,-1297.53,455.137,218.865,0.000714011,-0.00286299,0.00129428,-1174.31,1195.78,101.444,0.0049593,-0.00275294,-0.00320298,-659.475,1901.79,115.946,0.00235537,-0.000492182,0.0086911,285.481,1892.08,185.572,0.00144799,-0.00158661,-0.00244725,951.152,1852.56,157.64,0.00149329,0.00174313,0.00262416,1657.68,1145.26,126.996,-0.00233087,0.00023711,-0.00445177,1598.66,272.872,141.188,0.00229868,0.00298782,0.00363253,1462.86,-696.7,160.299,0.000868025,0.000674194,0.000887339,96.5702,-1065.44,194.196,-0.00390276,0.0039099,0.000686986,-887.702,-883.7,141.465,-0.0318185,0.0490207,2.73127,-481.731,1158.45,444.882
26,0,-0.0162759,0.00353537,0.00421858,920.921,-1222.13,244.254,0.000311731,0.00111889,0.00126428,-1329.54,-54.6173,125.172,0.00568843,0.0146572,0.00271205,-1297.52,455.146,218.828,0.000691191,-0.00297245,0.0015285,-1174.31,1195.78,101.412,0.00441206,-0.00313776,-0.002906,-659.671,1901.83,115.992,0.00229881,-0.000283879,0.008727,285.423,1892.07,185.492,0.00155306,-0.00146282,-0.00229973,951.148,1852.57,157.574,0.000894433,0.00153058,0.00301483,1657.66,1145.39,126.947,-0.00229683,0.000263726,-0.004523,1598.64,272.883,141.105,0.00208101,0.00323445,0.00378937,1462.86,-696.676,160.186,0.000729431,0.000494809,0.000767673,96.5965,-1065.42,194.082,-0.00326028,0.00508854,0.000831102,-887.671,-883.702,141.222,-0.0314979,0.048054,2.7303,-481.844,1158.5,444.843
27,0,-0.0166354,0.00354846,0.00434741,920.927,-1222.13,244.264,0.000276571,0.000809926,0.00111141,-1329.53,-54.5441,125.149,0.00558138,0.0148517,0.0027781,-1297.55,455.162,218.815,0.000680402,-0.00306374,0.00152654,-1174.3,1195.79,101.417,0.00493943,-0.00266391,-0.00323336,-659.521,1901.8,115.934,0.00222356,-0.000678348,0.00598593,285.65,1891.84,185.623,0.00148026,-0.00141267,-0.00255956,951.141,1852.6,157.594,0.000661326,0.00135161,0.00267595,1657.64,1145.42,126.982,-0.00219274,0.000443996,-0.0042816,1598.64,272.904,141.132,0.00214688,0.0030523,0.00362569,1462.86,-696.633,160.151,0.000763151,0.00110852,0.00105255,96.5602,-1065.44,194.164,-0.00358428,0.00418024,0.00076846,-887.737,-883.676,141.397,-0.0314812,0.0477328,2.7303,-481.837,1158.53,444.848
28,0,-0.0166192,0.00353621,0.00434906,920.953,-1222.13,244.302,0.000162298,0.00141085,0.00132411,-1329.52,-54.6122,125.222,0.0055858,0.0151295,0.00302952,-1297.55,455.128,218.865,0.000628602,-0.00308243,0.00138545,-1174.33,1195.76,101.447,0.00456636,-0.00334351,-0.00309116,-659.611,1901.83,116.056,0.00201413,-0.000498124,0.00849718,285.481,1892.01,185.568,0.00129506,-0.00149381,-0.00242758,951.131,1852.53,157.674,0.0015397,0.00172306,0.00254317,1657.68,1145.26,127.022,-0.00226891,0.000270202,-0.00444059,1598.67,272.855,141.229,0.002676,0.0027779,0.00345139,1462.86,-696.786,160.406,0.000903506,0.000212029,0.000778218,96.6678,-1065.42,194.201,-0.00396362,0.00767493,0.00284162,-886.808,-883.88,141.598,-0.0315841,0.0479936,2.73045,-481.814,1158.49,444.903
29,0,-0.0173109,0.00618035,0.00438494,921.364,-1222.15,244.662,0.000158421,0.000981728,0.00132343,-1329.49,-54.6202,125.232,0.00552973,0.0146666,0.00296582,-1297.54,455.096,218.873,0.000723455,-0.00307075,0.00142857,-1174.3,1195.75,101.458,0.00502336,-0.00251969,-0.00316406,-659.528,1901.78,115.957,0.00218972,-0.00136737,0.00704592,285.408,1891.98,185.638,0.00129846,-0.00134203,-0.0023831,951.156,1852.57,157.6,0.000764117,0.00136813,0.00300066,1657.64,1145.36,126.997,-0.00224388,0.000337526,-0.00439084,1598.66,272.852,141.191,0.00262758,0.00280706,0.00343476,1462.86,-696.791,160.381,0.000787765,0.000885386,0.00096569,96.5442,-1065.46,194.224,-0.00406687,0.00779223,0.00297963,-886.866,-883.891,141.581,-0.0317316,0.0487832,2.73105,-481.74,1158.42,444.907
