Objects
100
,,Global Angle phil_tag_0:phil_tag_0,,,,,,Global Angle phil_tag_14:phil_tag_14,,,,,,Global Angle phil_tag_16:phil_tag_16,,,,,,Global Angle phil_tag_20:phil_tag_20,,,,,,Global Angle phil_tag_24:phil_tag_24,,,,,,Global Angle phil_tag_30:phil_tag_30,,,,,,Global Angle phil_tag_32:phil_tag_32,,,,,,Global Angle phil_tag_36:phil_tag_36,,,,,,Global Angle phil_tag_40:phil_tag_40,,,,,,Global Angle phil_tag_44:phil_tag_44,,,,,,Global Angle phil_tag_4:phil_tag_4,,,,,,Global Angle phil_tag_8:phil_tag_8,,,,,,Global Angle phil_turtlebot:phil_turtlebot,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
698,0,-0.0170855,0.00427325,0.00405703,921.141,-1222.12,244.422,0.000199278,0.00124504,0.00134441,-1329.54,-54.6155,125.232,0.00553479,0.0153639,0.0027967,-1297.49,455.114,218.911,0.000157399,-0.00371927,0.0017129,-1174.33,1195.62,101.397,0.00332648,-0.000591853,-0.00220313,-659.738,1901.66,116.086,0.00292294,-0.000683587,0.00379511,286.077,1891.28,185.647,0.00128245,-0.000981878,-0.00257855,950.968,1852.48,157.628,-0.000716532,0.000860632,0.00150641,1657.54,1145.24,127.109,-0.000965153,0.00025276,-0.000520823,1598.91,272.731,141.1,-0.000197947,0.000457184,0.000808909,1463.07,-696.804,160.226,0.000924537,0.000762419,0.000965191,96.5718,-1065.43,194.264,-0.0033776,0.00931882,0.000374723,-886.618,-883.857,142.074,0.00670864,0.0171023,1.17592,624.68,1260.58,461.629
699,0,-0.0169241,0.00415004,0.00401857,921.151,-1222.11,244.412,0.000206096,0.00127935,0.00159512,-1329.54,-54.6216,125.232,0.00564285,0.0154343,0.00265581,-1297.5,455.083,218.891,0.0007381,-0.00230514,0.000825871,-1174.42,1195.64,101.349,0.00340636,-0.000579532,-0.00213386,-659.732,1901.67,116.061,0.00280651,-0.000592436,0.00406373,286.074,1891.26,185.624,0.00128669,-0.00079432,-0.00239644,951.006,1852.51,157.557,-0.000676732,0.000947386,0.00152658,1657.54,1145.23,127.077,-0.00103787,0.000289394,-0.000463052,1598.91,272.724,141.083,-0.00013023,0.000574686,0.000734764,1463.07,-696.841,160.223,0.000832145,0.000894708,0.000970777,96.5396,-1065.43,194.211,-0.00328578,0.010614,0.000703345,-886.511,-883.869,141.831,0.00681934,0.0186533,1.17532,626.826,1260.48,461.761
700,0,-0.0167365,0.00369478,0.0041414,920.938,-1222.09,244.289,0.000393884,0.0010781,0.00111576,-1329.54,-54.5801,125.179,0.00557241,0.0153046,0.00268272,-1297.49,455.116,218.859,-0.000213974,-0.00170353,0.0023616,-1174.15,1195.72,101.437,0.00310707,-0.000347861,-0.00225629,-659.75,1901.7,116.078,0.00313183,-0.000659035,0.00413653,286.066,1891.31,185.619,0.00174768,-0.00107843,-0.00267004,950.99,1852.55,157.542,0.000535093,0.00130871,0.00179977,1657.59,1145.21,126.99,-0.000897954,0.000337948,-0.000621995,1598.89,272.753,141.027,-4.42842e-005,0.000509847,0.000663002,1463.08,-696.752,160.123,0.00072841,0.000900921,0.00101562,96.5695,-1065.43,194.15,-0.00348276,0.00954953,0.000199856,-886.64,-883.881,141.978,0.00737386,0.0186402,1.17394,629.145,1260.15,461.782
701,0,-0.0170723,0.00424897,0.0041064,921.151,-1222.12,244.415,0.000459712,0.00120702,0.00107326,-1329.56,-54.5796,125.168,0.00551157,0.0155867,0.00291442,-1297.49,455.138,218.872,-0.000202693,-0.00154558,0.00231245,-1174.14,1195.7,101.468,0.00278492,-0.00118033,-0.00225089,-659.899,1901.71,116.162,0.00283951,-0.000555492,0.00408254,286.046,1891.28,185.643,0.00142542,-0.00101091,-0.00257794,950.994,1852.53,157.59,-0.000688269,0.000785925,0.0016287,1657.54,1145.28,127.06,-0.0010098,0.000184634,-0.000587277,1598.9,272.766,141.03,0.000163657,0.000190416,0.000585884,1463.09,-696.805,160.206,0.000854958,0.000407281,0.000786936,96.6047,-1065.43,194.134,-0.00339556,0.00989594,0.00011742,-886.757,-883.822,142.063,0.00619032,0.0181699,1.1747,631.403,1259.88,461.799
702,0,-0.0174844,0.00633879,0.00431086,921.342,-1222.1,244.681,0.00031508,0.00132238,0.00128422,-1329.53,-54.6139,125.23,0.00552285,0.0153633,0.00277011,-1297.49,455.092,218.89,-0.000174892,-0.00150504,0.00232796,-1174.14,1195.68,101.47,0.00285582,-0.00120053,-0.00226702,-659.903,1901.72,116.164,0.00273429,-0.00054309,0.0038736,286.033,1891.26,185.635,0.00144141,-0.00106996,-0.00264086,951.003,1852.54,157.58,-0.000637758,0.00103044,0.00162329,1657.54,1145.25,127.064,-0.000877578,0.000218779,-0.000481968,1598.89,272.737,141.062,0.000187531,0.000435708,0.000640548,1463.08,-696.84,160.241,0.000843615,0.000883426,0.00101441,96.535,-1065.45,194.21,-0.00301025,0.0106549,0.000496175,-886.478,-883.882,141.84,0.00696221,0.0197005,1.17378,633.548,1259.57,461.812
703,0,-0.0170747,0.00418369,0.0040975,921.146,-1222.12,244.409,0.000290702,0.00117326,0.00129212,-1329.53,-54.6107,125.202,0.00557826,0.0155807,0.00287154,-1297.52,455.099,218.872,-0.00035203,-0.00162366,0.00234304,-1174.14,1195.69,101.486,0.00270632,-0.00130077,-0.00233545,-659.895,1901.72,116.121,0.00286151,-0.000649395,0.00396494,286.046,1891.27,185.634,0.00167736,-0.00111464,-0.00276984,950.999,1852.53,157.559,-0.000490627,0.000933516,0.00177222,1657.55,1145.28,127.086,-0.000909842,0.000347149,-0.00054775,1598.9,272.754,141.084,-0.000130626,0.000425326,0.000703573,1463.08,-696.767,160.196,0.0008663,0.000808495,0.000948546,96.5663,-1065.46,194.218,-0.00375528,0.00386514,0.000649735,-887.753,-883.697,141.501,0.0066804,0.0182994,1.17471,635.673,1259.21,461.88
704,0,-0.0170262,0.00418075,0.00404574,921.158,-1222.12,244.412,0.000349684,0.00143333,0.001276,-1329.53,-54.6087,125.232,0.00564614,0.015438,0.0028438,-1297.5,455.113,218.901,0.000231237,-0.00360044,0.00164172,-1174.32,1195.63,101.379,0.00285363,-0.00122171,-0.00232096,-659.859,1901.71,116.158,0.00287236,-0.000756842,0.0039241,286.076,1891.27,185.649,0.00130655,-0.00105529,-0.00264146,950.988,1852.52,157.611,-0.000580896,0.000909,0.00157752,1657.53,1145.27,127.114,-0.000853254,0.000234822,-0.000436525,1598.91,272.74,141.094,-0.00022857,0.000536309,0.000747444,1463.07,-696.785,160.224,0.000887139,0.000885494,0.0009733,96.571,-1065.45,194.231,-0.00382692,0.00384472,0.0006925,-887.733,-883.695,141.502,0.0056655,0.0171486,1.17415,637.917,1258.82,461.966
705,0,-0.0171566,0.00642087,0.00421943,921.355,-1222.09,244.681,0.000447386,0.00121918,0.00125272,-1329.54,-54.6025,125.205,0.00556861,0.0154555,0.00277649,-1297.49,455.12,218.872,-0.000261483,-0.00151855,0.00238148,-1174.13,1195.68,101.463,0.00315471,-0.000520298,-0.00233643,-659.758,1901.67,116.056,0.00246336,-1.89454e-005,0.00538116,285.872,1891.35,185.578,0.00174576,-0.00136301,0.000169517,950.837,1852.85,157.83,0.000227654,0.00135243,0.00148963,1657.58,1145.14,127.028,-0.000914812,0.000320393,-0.000494102,1598.91,272.745,141.052,0.000204142,0.000300281,0.000655358,1463.08,-696.812,160.216,0.000827821,0.00095118,0.00100187,96.5446,-1065.46,194.191,-0.00337146,0.00499427,0.000972035,-887.622,-883.719,141.284,0.00585574,0.0181156,1.1745,640.125,1258.43,461.981
706,0,-0.0167571,0.00374911,0.00408386,920.91,-1222.09,244.28,0.000354988,0.00104301,0.00117833,-1329.54,-54.5585,125.167,0.0057161,0.0154205,0.00286985,-1297.5,455.141,218.851,0.00042957,-0.000243022,0.00145274,-1174.25,1195.73,101.402,0.00316793,-0.000324477,-0.00208907,-659.792,1901.69,116.059,0.00250097,0.000139411,0.00530298,285.839,1891.36,185.555,0.00203078,-0.0027978,-0.00182998,950.896,1852.65,157.864,-0.000229444,0.000980164,0.00200838,1657.58,1145.32,127.009,-0.00105487,0.000374136,-0.00053345,1598.89,272.775,141.014,-0.000361035,0.000714606,0.000909256,1463.06,-696.722,160.057,0.00079566,0.000970574,0.000995936,96.5164,-1065.44,194.147,-0.00364093,0.00415731,0.000638355,-887.778,-883.689,141.442,0.00589804,0.0177162,1.17412,642.441,1258.17,461.907
707,0,-0.0169948,0.00416537,0.00401091,921.129,-1222.11,244.413,0.000342695,0.00111329,0.00120599,-1329.55,-54.5995,125.227,0.00555565,0.0154424,0.00288009,-1297.5,455.117,218.89,-0.000195349,-0.00172924,0.00225467,-1174.12,1195.72,101.49,0.00278635,-0.00131218,-0.00235183,-659.872,1901.74,116.172,0.00462421,-0.00309289,0.0060094,286.214,1891.47,185.331,0.00133948,-0.00382743,-0.0032066,950.968,1852.5,158.026,-0.00078071,0.000839389,0.00158358,1657.53,1145.29,127.099,-0.00100444,0.00018791,-0.000606238,1598.9,272.749,141.07,-8.30473e-005,0.000620307,0.000864634,1463.08,-696.757,160.181,0.000949409,0.000377467,0.00077543,96.6004,-1065.41,194.146,-0.00311119,0.00489279,0.0010204,-887.634,-883.691,141.316,0.00492996,0.0168599,1.17558,644.538,1257.69,461.988
708,0,-0.0166635,0.00361622,0.00404225,920.927,-1222.08,244.32,0.000337708,0.00139146,0.00122172,-1329.54,-54.6109,125.224,0.00564097,0.0153818,0.00278102,-1297.5,455.103,218.928,-0.00031764,-0.00166676,0.0023265,-1174.13,1195.68,101.495,0.0032251,-0.000539922,-0.00227898,-659.744,1901.67,116.114,0.00441359,-0.00162661,0.00582731,286.086,1891.48,185.469,0.00131829,-0.000930938,-0.00243489,950.992,1852.5,157.586,0.000152839,0.00123196,0.0013772,1657.56,1145.11,127.063,-0.00103523,0.000192064,-0.000602278,1598.91,272.715,141.108,0.000233928,0.000364326,0.000601378,1463.09,-696.853,160.264,0.000912241,0.000745089,0.00100324,96.5467,-1065.45,194.258,-0.00315014,0.00483708,0.000938289,-887.636,-883.686,141.333,0.00794241,0.0177208,1.17463,646.651,1257.31,462.122
709,0,-0.0175295,0.00624869,0.00434041,921.33,-1222.11,244.677,0.000375167,0.00103191,0.00117242,-1329.52,-54.5855,125.205,0.00550002,0.0153191,0.00282734,-1297.49,455.092,218.916,0.000254382,-0.00370307,0.00168469,-1174.33,1195.62,101.383,0.00271674,-0.00115235,-0.00216788,-659.903,1901.73,116.156,0.003905,-0.00226044,0.00436079,286.229,1891.33,185.447,0.00157573,-0.00104934,-0.00251884,950.977,1852.51,157.583,-0.000721266,0.000935296,0.0019449,1657.56,1145.27,127.121,-0.000950975,0.000135351,-0.000509882,1598.91,272.724,141.079,0.000168439,0.000284608,0.000478523,1463.06,-696.841,160.255,0.000839886,0.000887537,0.00105727,96.5419,-1065.46,194.217,-0.00364038,0.00394757,0.000699358,-887.739,-883.709,141.493,0.00553037,0.0165124,1.175,648.843,1256.82,462.128
710,0,-0.0173225,0.0063707,0.00422024,921.358,-1222.09,244.678,0.000350653,0.00105719,0.00112812,-1329.53,-54.5802,125.17,0.00560807,0.0153965,0.00291979,-1297.5,455.116,218.86,-0.000181464,-0.00170116,0.00228118,-1174.13,1195.71,101.462,0.00283065,-0.00110395,-0.0022567,-659.906,1901.73,116.132,0.00551333,-0.00305527,0.00585309,286.21,1891.56,185.354,0.00157184,-0.0010701,-0.00254584,950.998,1852.53,157.574,-0.000493853,0.000587603,0.00171199,1657.58,1145.3,127.08,-0.000928316,0.000298476,-0.000436362,1598.89,272.744,141.055,-0.000359274,0.0008382,0.000983522,1463.08,-696.737,160.103,0.000756846,0.00103249,0.000996474,96.5516,-1065.44,194.183,-0.00373214,0.00397165,0.000698597,-887.752,-883.703,141.485,0.00782115,0.0180848,1.17357,651.167,1256.6,462.049
711,0,-0.0167311,0.00375846,0.00405762,920.94,-1222.09,244.295,0.000512779,0.000969411,0.000992343,-1329.56,-54.5789,125.15,0.00564325,0.0155167,0.00280657,-1297.5,455.126,218.835,-0.000228412,-0.00157302,0.00238841,-1174.12,1195.71,101.452,0.00317663,-0.000466731,-0.00227826,-659.754,1901.67,116.071,0.00565708,-0.00357098,0.00447269,286.376,1891.48,185.437,0.00165272,-0.00108091,-0.0026814,951.018,1852.57,157.551,-0.000341414,0.000308765,0.00127484,1657.63,1145.34,127.011,-0.000908568,0.000306006,-0.00058642,1598.9,272.763,141.032,-0.000393361,0.000803729,0.000843284,1463.07,-696.719,160.076,0.000783923,0.000966613,0.00101454,96.5446,-1065.43,194.168,-0.00359476,0.0040469,0.000736494,-887.747,-883.699,141.462,0.00801255,0.0187241,1.17518,653.402,1256.13,462.102
712,0,-0.0170591,0.00417463,0.00406634,921.143,-1222.12,244.421,0.000433416,0.00128706,0.00105768,-1329.53,-54.5873,125.182,0.00565241,0.015412,0.00277776,-1297.5,455.127,218.854,-0.000226637,-0.00165909,0.00226584,-1174.12,1195.72,101.45,0.00264401,-0.00115515,-0.00209679,-659.912,1901.72,116.151,0.00484099,-0.0025885,0.00566591,286.136,1891.51,185.395,0.00156419,-0.000994714,-0.00245146,950.994,1852.52,157.575,0.000462807,0.00062355,0.00147202,1657.7,1145.26,126.993,-0.00102802,0.00021095,-0.000592238,1598.9,272.767,141.014,-0.000396255,0.000722575,0.000834363,1463.07,-696.707,160.072,0.000746733,0.00101497,0.0009947,96.5413,-1065.44,194.176,-0.0036662,0.0040887,0.000599325,-887.759,-883.701,141.474,0.00652707,0.0162306,1.17571,655.401,1255.77,462.215
713,0,-0.0168842,0.0038187,0.00420589,920.941,-1222.09,244.317,0.000316341,0.00127918,0.00132197,-1329.54,-54.605,125.217,0.00556459,0.0155153,0.00297842,-1297.47,455.085,218.922,-0.000300492,-0.00148756,0.00228708,-1174.12,1195.69,101.493,0.00320784,-0.000440543,-0.00225982,-659.762,1901.66,116.081,-0.00293342,0.00582991,0.00310352,285.326,1890.88,186.047,0.00110253,-0.000846211,-0.00253016,951.006,1852.54,157.586,-0.000226208,0.000170288,0.00133619,1657.62,1145.32,127.045,-0.00101708,0.000217813,-0.000629309,1598.9,272.732,141.08,0.000282289,0.00033489,0.00065279,1463.08,-696.85,160.292,0.000844433,0.000476135,0.0008701,96.595,-1065.43,194.186,-0.00327767,0.00494922,0.000898168,-887.624,-883.721,141.314,0.00728126,0.0172012,1.17619,657.568,1255.4,462.278
714,0,-0.0168001,0.00371526,0.00417645,920.948,-1222.09,244.314,0.000218232,0.001245,0.00136791,-1329.53,-54.6434,125.231,0.00552317,0.0155865,0.00287768,-1297.5,455.075,218.908,0.000214924,-0.00378359,0.00181402,-1174.34,1195.61,101.39,0.00290333,-0.00121343,-0.00213558,-659.891,1901.7,116.157,-0.00245982,0.00483833,0.00468264,285.323,1890.98,185.852,0.00147887,-0.0010974,-0.00248278,950.982,1852.51,157.639,0.000395978,0.00132492,0.00261021,1657.57,1145.27,127.063,-0.00102858,0.000292994,-0.000511277,1598.91,272.727,141.108,0.000190872,0.000407749,0.000608632,1463.07,-696.839,160.261,0.000875922,0.000271218,0.000783954,96.6248,-1065.42,194.18,-0.00325659,0.00496495,0.000906651,-887.582,-883.72,141.325,0.00642567,0.0171853,1.17572,659.73,1255.11,462.3
715,0,-0.0171706,0.00611161,0.00430103,921.162,-1222.07,244.581,0.000296037,0.00131513,0.00143969,-1329.52,-54.5927,125.189,0.00560625,0.0155504,0.00285354,-1297.5,455.111,218.859,-0.000272992,-0.00141601,0.00222832,-1174.13,1195.7,101.45,0.00279438,-0.00123134,-0.00228146,-659.881,1901.72,116.122,-0.00233417,0.00464567,0.00470705,285.329,1891,185.809,0.0016519,-0.00103637,-0.00257106,951.015,1852.55,157.559,0.000958739,0.00137712,0.00302823,1657.6,1145.33,126.997,-0.000184352,0.000264816,-0.000797458,1598.92,272.625,141.062,-0.000192775,0.000496204,0.000667376,1463.09,-696.762,160.177,0.000808707,0.000969859,0.000935669,96.5284,-1065.45,194.188,-0.00336322,0.0050836,0.000911621,-887.615,-883.724,141.275,0.00689549,0.0177181,1.17481,662.034,1255,462.269
716,0,-0.0166771,0.00378012,0.00408684,920.908,-1222.1,244.281,0.000395814,0.00124585,0.00126277,-1329.54,-54.5693,125.19,0.00578481,0.0151822,0.00282249,-1297.48,455.135,218.859,-4.69595e-005,-0.00164322,0.00217627,-1174.13,1195.7,101.448,0.00328268,-0.000338505,-0.00218583,-659.792,1901.7,116.067,-0.00208093,0.00422996,0.00322047,285.488,1890.92,185.876,0.00148051,-0.000994994,-0.00265159,951.004,1852.55,157.521,0.00105817,0.00136886,0.00231952,1657.61,1145.2,126.94,-0.000890541,0.000335626,-0.000534742,1598.89,272.756,141.014,-0.000400789,0.000778437,0.000978068,1463.06,-696.737,160.081,0.00082028,0.000484524,0.000712828,96.5609,-1065.42,194.089,-0.00343214,0.00513134,0.000368461,-887.867,-883.655,141.595,0.00715417,0.0175018,1.1745,664.157,1254.7,462.347
717,0,-0.0166396,0.00366046,0.00404584,920.944,-1222.08,244.325,0.000289504,0.0011397,0.00121367,-1329.54,-54.5977,125.184,0.00559545,0.0155011,0.00275266,-1297.5,455.112,218.87,0.000241848,-0.00377001,0.00163863,-1174.32,1195.64,101.358,0.00312762,-0.000589979,-0.00221189,-659.745,1901.68,116.089,-0.00202081,0.00418931,0.00337498,285.538,1890.92,185.914,0.00159881,-0.00104106,-0.00254004,950.984,1852.51,157.599,0.000976581,0.00127365,0.00220256,1657.62,1145.21,126.973,-0.00092609,0.000192869,-0.000573899,1598.9,272.745,141.044,-0.00015842,0.00056619,0.000852741,1463.08,-696.772,160.166,0.000842641,0.000294243,0.000882242,96.6239,-1065.4,194.147,-0.0032489,0.00504119,0.000894968,-887.613,-883.706,141.311,0.00510507,0.0170467,1.17461,666.339,1254.5,462.479
718,0,-0.0168165,0.00365122,0.00411545,920.931,-1222.08,244.315,0.000332092,0.00106651,0.00114423,-1329.53,-54.5654,125.185,0.00545027,0.0154273,0.00297882,-1297.49,455.119,218.886,-0.000341212,-0.00160556,0.00245002,-1174.13,1195.71,101.476,0.00329921,-0.000685106,-0.0024069,-659.727,1901.69,116.08,-0.00214901,0.00426315,0.00366706,285.513,1890.94,185.913,0.00167404,-0.00126954,-0.00271534,951,1852.52,157.602,0.00139489,0.00135321,0.00261508,1657.63,1145.25,126.975,-0.000991938,0.000350405,-0.0005818,1598.91,272.754,141.083,-0.000180367,0.000536132,0.000699829,1463.09,-696.761,160.198,0.000855181,0.000399298,0.000786851,96.6196,-1065.4,194.162,-0.00371066,0.00400725,0.000558117,-887.716,-883.674,141.511,0.00516622,0.0163927,1.17451,668.328,1254.31,462.345
719,0,-0.0169282,0.00362468,0.00415245,920.927,-1222.09,244.31,0.000418074,0.00140266,0.00124944,-1329.53,-54.6125,125.222,0.00548071,0.0155328,0.00312944,-1297.5,455.101,218.897,-0.00029632,-0.00172037,0.00241397,-1174.13,1195.69,101.495,0.00317322,-0.000355012,-0.00213097,-659.75,1901.68,116.091,-0.00137016,0.00327556,0.00328988,285.643,1890.96,185.924,0.00156824,-0.00111173,-0.00258406,950.998,1852.53,157.593,0.000309691,0.00102969,0.00240469,1657.59,1145.29,127.02,-0.00102852,0.000317756,-0.000576413,1598.91,272.711,141.085,0.000175916,0.000319456,0.00052942,1463.09,-696.846,160.279,0.000794057,0.000773436,0.000992221,96.5344,-1065.44,194.238,-0.00321593,0.00488613,0.00102463,-887.642,-883.711,141.326,0.0051869,0.0170378,1.17475,670.545,1254.05,462.392
720,0,-0.0166774,0.00371879,0.00410261,920.925,-1222.08,244.288,0.000367187,0.0011935,0.00125786,-1329.52,-54.5897,125.21,0.00557049,0.0154475,0.00272331,-1297.5,455.115,218.885,-0.000280376,-0.00159388,0.00232965,-1174.15,1195.67,101.451,0.00318046,-0.000583762,-0.00216337,-659.761,1901.69,116.056,-0.00226562,0.00470654,0.00489295,285.339,1891,185.808,0.0015952,-0.000970006,-0.00246395,950.985,1852.53,157.578,0.000309435,0.000985751,0.00238722,1657.59,1145.31,127.001,-0.000255928,0.000316113,-0.000865441,1598.9,272.613,141.08,9.31984e-005,0.000503215,0.00074674,1463.08,-696.786,160.169,0.000784723,0.000570218,0.000772483,96.6056,-1065.42,194.143,-0.00346558,0.00479203,0.00103382,-887.641,-883.726,141.288,0.00418675,0.0159414,1.17521,672.749,1253.82,462.407
721,0,-0.0175015,0.00636316,0.004258,921.344,-1222.09,244.677,0.000444416,0.000968774,0.00108569,-1329.55,-54.5796,125.178,0.0055307,0.015291,0.00282527,-1297.49,455.123,218.863,-0.000136266,-0.00166867,0.002259,-1174.13,1195.74,101.463,0.00317885,-0.000644173,-0.00235874,-659.761,1901.68,116.086,-0.00205467,0.004172,0.00338724,285.499,1890.92,185.898,0.00183046,-0.00126002,-0.00299546,950.98,1852.54,157.586,-0.000262574,-0.000483068,0.00121792,1657.7,1145.4,126.844,-0.000867388,0.000244602,-0.000521672,1598.88,272.777,141.038,-0.000154087,0.000462753,0.000720217,1463.08,-696.752,160.14,0.000829821,0.000971458,0.000990313,96.5593,-1065.45,194.175,-0.00357779,0.00416163,0.000624715,-887.724,-883.704,141.468,0.0057564,0.0175449,1.17424,675.01,1253.57,462.48
722,0,-0.0174103,0.00631788,0.00426482,921.347,-1222.09,244.679,0.000396705,0.00125931,0.00126825,-1329.57,-54.6148,125.208,0.00557968,0.0155168,0.00277557,-1297.5,455.105,218.864,-0.000160545,-0.00166087,0.00231051,-1174.13,1195.69,101.454,0.00324548,-0.000423456,-0.00216463,-659.785,1901.66,116.065,-0.00138082,0.00336338,0.00331779,285.634,1890.96,185.902,0.00132458,-0.000956115,-0.00248494,951.014,1852.53,157.56,0.0023028,0.00369573,0.00424245,1657.44,1145.47,127.05,-0.000905571,0.000344252,-0.000388854,1598.91,272.747,141.037,0.000269101,0.000359566,0.000605744,1463.09,-696.837,160.229,0.00082235,0.00093243,0.00099207,96.529,-1065.46,194.191,-0.00327832,0.00488513,0.000933832,-887.645,-883.716,141.297,0.00396682,0.0161485,1.17465,677.226,1253.28,462.449
723,0,-0.0167241,0.00359813,0.00416978,920.941,-1222.09,244.308,0.000382197,0.00128236,0.00129433,-1329.53,-54.6208,125.202,0.00571147,0.0155663,0.0027466,-1297.5,455.095,218.877,0.000176479,-0.0037472,0.00159721,-1174.32,1195.61,101.377,0.00316748,-0.000389267,-0.00217792,-659.779,1901.67,116.061,-0.00128963,0.00322498,0.00318433,285.634,1890.98,185.91,0.00133658,-0.00111951,-0.00202787,951.041,1852.47,157.458,0.000413486,-0.000575635,0.00184874,1657.54,1145.19,127.012,-0.00101625,0.000244382,-0.000539017,1598.91,272.727,141.066,-0.000428753,0.000777785,0.000800792,1463.08,-696.763,160.134,0.00089819,0.000894343,0.000967228,96.5347,-1065.46,194.208,-0.00368049,0.00399155,0.000671552,-887.74,-883.712,141.497,0.00525612,0.0178889,1.17501,679.39,1252.93,462.419
724,0,-0.0168052,0.00377512,0.00416393,920.94,-1222.09,244.305,0.000319248,0.00104402,0.00120143,-1329.53,-54.6099,125.215,0.00553762,0.0154787,0.00296445,-1297.5,455.09,218.889,0.000124711,-0.00365871,0.00163391,-1174.3,1195.63,101.381,0.00311867,-0.0004493,-0.00236786,-659.741,1901.67,116.091,-0.00137288,0.00321694,0.00338185,285.651,1890.97,185.938,0.00215163,-0.00226191,-0.00297227,951.242,1852.59,157.57,0.000673136,-5.9537e-005,0.00219906,1657.54,1145.24,127.063,-0.000924528,0.000234568,-0.000544547,1598.91,272.74,141.09,-0.000229722,0.000580941,0.000659386,1463.07,-696.796,160.222,0.000902039,0.000806219,0.00100298,96.5822,-1065.46,194.248,-0.0038401,0.00401201,0.000747774,-887.686,-883.697,141.504,0.006339,0.0175323,1.17552,681.415,1252.65,462.608
725,0,-0.0166937,0.00372999,0.00410981,920.945,-1222.09,244.305,0.000147634,0.00138668,0.00154093,-1329.53,-54.6134,125.227,0.00559606,0.0156885,0.0028288,-1297.52,455.103,218.873,-0.000344002,-0.00156402,0.00234899,-1174.13,1195.67,101.461,0.00283921,-0.00115438,-0.00229921,-659.869,1901.7,116.161,-0.00232514,0.00462641,0.00462402,285.34,1890.98,185.831,0.00128642,-0.000875907,-0.00255879,950.933,1852.51,157.603,0.00106429,0.00137342,0.00226421,1657.61,1145.18,127.01,-0.000957484,0.000311886,-0.000420436,1598.91,272.72,141.088,-7.35151e-005,0.000521741,0.00080876,1463.09,-696.796,160.187,0.000920637,0.000380874,0.000749664,96.6275,-1065.44,194.155,-0.00321506,0.00473522,0.000784328,-887.623,-883.706,141.311,0.0055161,0.0169266,1.17578,683.581,1252.19,462.713
726,0,-0.01676,0.00377465,0.00407533,920.932,-1222.09,244.297,0.00049149,0.00112737,0.00120738,-1329.54,-54.5964,125.177,0.00557736,0.0152782,0.00268606,-1297.5,455.102,218.864,-0.000309735,-0.00157529,0.00238225,-1174.14,1195.7,101.454,0.00288949,-0.0010077,-0.00214242,-659.922,1901.72,116.13,-0.00199968,0.00423964,0.00335178,285.515,1890.91,185.87,0.00147976,-0.00091509,-0.00251612,950.969,1852.51,157.588,0.00104074,0.0015007,0.0024033,1657.6,1145.19,126.963,-0.000983745,0.000340731,-0.000469756,1598.89,272.733,141.041,-5.36981e-005,0.000525822,0.000823679,1463.08,-696.794,160.157,0.000864476,0.000896195,0.000993214,96.5374,-1065.45,194.191,-0.00326034,0.00495081,0.000880643,-887.666,-883.692,141.283,0.00589821,0.0184891,1.1749,685.912,1251.77,462.61
727,0,-0.017268,0.006013,0.00435744,921.157,-1222.06,244.604,0.000339346,0.00114673,0.00117514,-1329.55,-54.5596,125.158,0.00566692,0.0154688,0.00269625,-1297.51,455.122,218.851,-0.000260111,-0.00157847,0.00228673,-1174.11,1195.72,101.467,0.00267471,-0.00112039,-0.00222746,-659.901,1901.73,116.145,-0.00135974,0.00363052,0.00489465,285.482,1891.08,185.824,0.00155799,-5.4784e-005,-0.00197328,951.13,1852.56,157.381,0.00104707,0.00140393,0.00233864,1657.62,1145.25,126.966,-0.000951159,0.000347352,-0.000415718,1598.89,272.77,141.023,-0.000147077,0.000563713,0.000807999,1463.09,-696.745,160.135,0.000845153,0.000476265,0.000815092,96.5804,-1065.42,194.089,-0.00366951,0.00422646,0.000578359,-887.758,-883.698,141.455,0.00563132,0.0181619,1.17477,688.023,1251.54,462.67
728,0,-0.0168741,0.00370057,0.00411213,920.932,-1222.09,244.314,0.000270603,0.00114414,0.00129378,-1329.54,-54.5694,125.203,0.00553032,0.0153846,0.00281663,-1297.49,455.111,218.879,-0.000129899,-0.00163158,0.00219818,-1174.13,1195.71,101.487,0.00271734,-0.00123385,-0.00226975,-659.883,1901.72,116.16,-0.00202834,0.00424614,0.00340849,285.509,1890.93,185.906,0.00157022,-0.000189678,0.000992053,951.26,1852.75,157.486,0.00102953,0.00147191,0.00233512,1657.61,1145.2,127,-0.00104446,0.000279225,-0.000612977,1598.9,272.751,141.063,0.000266844,0.000210425,0.000637799,1463.08,-696.824,160.242,0.000924289,0.000961973,0.000967755,96.5311,-1065.44,194.211,-0.0036504,0.00402017,0.000669636,-887.747,-883.685,141.506,0.00479673,0.0164454,1.17603,690.116,1251.04,462.749
