Objects
100
,,Global Angle phil_tag_0:phil_tag_0,,,,,,Global Angle phil_tag_14:phil_tag_14,,,,,,Global Angle phil_tag_16:phil_tag_16,,,,,,Global Angle phil_tag_20:phil_tag_20,,,,,,Global Angle phil_tag_24:phil_tag_24,,,,,,Global Angle phil_tag_30:phil_tag_30,,,,,,Global Angle phil_tag_32:phil_tag_32,,,,,,Global Angle phil_tag_36:phil_tag_36,,,,,,Global Angle phil_tag_40:phil_tag_40,,,,,,Global Angle phil_tag_44:phil_tag_44,,,,,,Global Angle phil_tag_4:phil_tag_4,,,,,,Global Angle phil_tag_8:phil_tag_8,,,,,,Global Angle phil_turtlebot:phil_turtlebot,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
10,0,-0.0175864,0.00633887,0.00428221,921.346,-1222.12,244.682,0.000115134,0.00160461,0.00159449,-1329.55,-54.6182,125.25,0.00557026,0.0153283,0.00274958,-1297.53,455.079,218.886,-0.000229629,-0.00157299,0.00225154,-1174.13,1195.69,101.493,0.00460362,-0.001768,-0.00125438,-659.526,1901.81,116.044,0.00374087,-0.000267352,0.00392021,286.026,1891.36,185.638,0.0012708,-0.00143508,-0.00240644,951.105,1852.5,157.652,0.000956802,0.00133334,0.00213851,1657.61,1145.18,127.029,-0.00197821,0.000268371,-0.00465764,1598.62,272.857,141.19,0.00254386,0.00277983,0.0034301,1462.85,-696.827,160.409,0.000718261,0.000973263,0.00105198,96.5404,-1065.44,194.232,-0.00304058,0.0104691,0.000541784,-886.458,-883.85,141.852,0.00740624,0.0154195,1.19923,-309.467,1384.05,446.885
11,0,-0.016867,0.00424071,0.00402795,921.155,-1222.11,244.403,0.000270513,0.00122448,0.00132179,-1329.54,-54.6028,125.219,0.00558795,0.0154317,0.00269107,-1297.5,455.09,218.872,0.000148449,-0.00366779,0.00160127,-1174.32,1195.63,101.374,0.00453718,-0.00173805,-0.000959371,-659.554,1901.82,116.01,0.00382299,-9.52047e-005,0.0040616,286.009,1891.37,185.606,0.00120824,-0.00131293,-0.00215647,951.119,1852.54,157.608,0.000357579,0.00110936,0.00243767,1657.57,1145.3,127.04,-0.00193566,0.000312296,-0.00461205,1598.59,272.861,141.152,0.00203522,0.00308235,0.00359883,1462.85,-696.715,160.268,0.000786788,0.000423576,0.000856778,96.5903,-1065.43,194.12,-0.00302432,0.0107091,0.000757959,-886.508,-883.875,141.842,0.00749789,0.0153105,1.19923,-309.482,1384.04,446.862
12,0,-0.0169083,0.00425362,0.0041395,921.148,-1222.12,244.395,0.000383979,0.00099549,0.00108906,-1329.55,-54.5833,125.176,0.00559683,0.0150774,0.00259917,-1297.49,455.115,218.859,0.000283096,-0.00361319,0.00153808,-1174.31,1195.67,101.371,0.00383565,-0.0021438,-0.00080348,-659.677,1901.87,116.111,0.00419564,-3.00324e-005,0.00532672,285.859,1891.5,185.582,0.00143064,-0.00144779,-0.00247679,951.12,1852.57,157.613,0.000353541,0.00106654,0.00250291,1657.57,1145.35,127.003,-0.00199358,0.000383057,-0.00446751,1598.59,272.91,141.113,0.00259719,0.00270918,0.00332982,1462.85,-696.721,160.306,0.000819594,0.00051389,0.000800644,96.6118,-1065.43,194.112,-0.00343245,0.00945541,0.000263906,-886.639,-883.879,141.99,0.00745216,0.0154317,1.19921,-309.477,1384.07,446.851
13,0,-0.0172335,0.00596451,0.00450488,921.157,-1222.08,244.596,0.000199922,0.00146909,0.00145886,-1329.54,-54.6105,125.226,0.00544373,0.0153197,0.00279076,-1297.51,455.086,218.883,-0.000211685,-0.00165525,0.00224893,-1174.15,1195.68,101.468,0.00470703,-0.00186101,-0.00105029,-659.516,1901.8,116.01,0.00382812,-0.000194338,0.00349693,285.996,1891.36,185.677,0.00125377,-0.00128693,-0.00214032,951.121,1852.52,157.634,0.000969114,0.00133446,0.00223002,1657.6,1145.2,126.99,-0.00210703,0.000280947,-0.00465996,1598.61,272.898,141.133,0.00246037,0.00283427,0.00345375,1462.84,-696.752,160.367,0.000911131,0.000868793,0.00102237,96.5243,-1065.47,194.206,-0.00320548,0.0105353,0.000726465,-886.478,-883.889,141.84,0.00753536,0.0153997,1.19917,-309.474,1384.05,446.871
14,0,-0.0167915,0.00367134,0.0041108,920.92,-1222.09,244.292,0.000224953,0.00140152,0.0013946,-1329.54,-54.5931,125.216,0.00556248,0.0154044,0.00283468,-1297.51,455.096,218.874,-0.000361302,-0.00165524,0.00245163,-1174.14,1195.67,101.466,0.003922,-0.00220668,-0.000559881,-659.737,1901.83,116.064,0.00403945,-0.000157563,0.00379458,285.991,1891.38,185.58,0.00143425,-0.00138482,-0.00223043,951.105,1852.52,157.608,0.000288358,0.00118161,0.0022977,1657.58,1145.31,126.984,-0.00217683,0.000284981,-0.00468637,1598.6,272.897,141.111,0.00235786,0.00302122,0.00364876,1462.84,-696.714,160.251,0.000779664,0.00104826,0.000985391,96.5214,-1065.47,194.184,-0.00309582,0.0106634,0.000601211,-886.54,-883.866,141.826,0.00750158,0.0153917,1.19915,-309.492,1384.05,446.849
15,0,-0.0171889,0.00421682,0.00407612,921.136,-1222.12,244.403,0.000360262,0.00119009,0.00101164,-1329.54,-54.5676,125.204,0.00554484,0.0151689,0.00277413,-1297.5,455.119,218.885,8.30528e-005,-0.00368511,0.00169375,-1174.29,1195.66,101.385,0.00453227,-0.00182296,-0.00105396,-659.505,1901.83,115.978,0.00397185,-8.79409e-006,0.00542369,285.87,1891.48,185.53,0.00148342,-0.00158727,-0.00251391,951.122,1852.51,157.63,0.00095456,0.0013723,0.0022214,1657.61,1145.22,126.989,-0.00200507,0.000365119,-0.00456448,1598.59,272.886,141.16,0.00228168,0.00292457,0.00351442,1462.85,-696.739,160.29,0.000832236,0.00107423,0.000959997,96.5507,-1065.45,194.22,-0.00327811,0.00944795,0.000273666,-886.644,-883.844,142.025,0.00739998,0.0152432,1.19916,-309.469,1384.08,446.868
16,0,-0.0174409,0.00636912,0.00424279,921.365,-1222.09,244.701,0.000275514,0.00139895,0.00125037,-1329.54,-54.5943,125.233,0.00551443,0.0154241,0.00271039,-1297.51,455.088,218.908,-0.000392432,-0.00163817,0.00235885,-1174.13,1195.7,101.485,0.00408615,-0.0024211,-0.00113915,-659.637,1901.86,116.156,0.00365755,-0.000239405,0.00386208,286.021,1891.36,185.664,0.00137006,-0.0015499,-0.00248553,951.126,1852.52,157.65,0.00029079,0.00100469,0.00220268,1657.59,1145.31,127.052,-0.0021335,0.000343979,-0.00461217,1598.62,272.874,141.198,0.00232488,0.00294676,0.00351012,1462.85,-696.748,160.32,0.000908011,0.000766453,0.000981553,96.5751,-1065.44,194.254,-0.0034201,0.00932844,0.000335664,-886.587,-883.856,142.062,0.00745047,0.0154473,1.19916,-309.463,1384.07,446.9
17,0,-0.0175435,0.00630193,0.00418212,921.338,-1222.11,244.68,0.00040564,0.00130055,0.00124553,-1329.55,-54.5904,125.182,0.00564744,0.0155931,0.00272606,-1297.52,455.111,218.858,-0.000146981,-0.0017702,0.00244257,-1174.15,1195.67,101.454,0.00509692,-0.00272139,-0.00114369,-659.402,1901.84,115.909,0.0038284,-9.32567e-005,0.00413113,285.981,1891.39,185.611,0.00127593,-0.00124422,-0.0022045,951.123,1852.52,157.624,0.00105482,0.0013956,0.00215981,1657.64,1145.18,126.974,-0.00222539,0.000358828,-0.00472284,1598.62,272.87,141.134,0.00229207,0.00304438,0.00356492,1462.85,-696.746,160.286,0.000876999,0.000865102,0.000963595,96.5268,-1065.44,194.204,-0.00311246,0.0105413,0.000635036,-886.514,-883.852,141.845,0.00747663,0.0153146,1.19927,-309.482,1384.05,446.853
18,0,-0.0174559,0.00635355,0.00414588,921.326,-1222.1,244.664,0.000533274,0.000952361,0.000992564,-1329.55,-54.5832,125.17,0.00569558,0.0150551,0.00262821,-1297.49,455.121,218.856,0.000320351,-0.0036979,0.00159579,-1174.29,1195.67,101.355,0.00393675,-0.00216497,-0.000633841,-659.716,1901.88,116.064,0.00403324,-0.000175494,0.00389202,285.988,1891.39,185.593,0.00162414,-0.00142285,-0.00251971,951.127,1852.56,157.563,0.000377202,0.00109039,0.00241958,1657.57,1145.34,126.952,-0.00217592,0.000378074,-0.0046033,1598.59,272.885,141.095,0.00230938,0.00287441,0.00348569,1462.84,-696.708,160.215,0.000865509,0.000504629,0.000752657,96.5636,-1065.42,194.08,-0.00348,0.00954778,0.000302162,-886.664,-883.855,142.006,0.00765867,0.0155923,1.19916,-309.476,1384.08,446.838
19,0,-0.0169166,0.00420895,0.00405546,921.155,-1222.11,244.404,0.0001496,0.00150499,0.00133315,-1329.52,-54.5747,125.226,0.00550631,0.0151883,0.00286008,-1297.48,455.112,218.903,-0.000291526,-0.00152411,0.00224042,-1174.15,1195.7,101.478,0.0045622,-0.00150428,-0.000886617,-659.545,1901.83,116.042,0.00399005,-2.23328e-005,0.00545756,285.885,1891.49,185.567,0.00117132,-0.00122778,-0.00198076,951.136,1852.5,157.649,0.000304389,0.00104727,0.00235523,1657.58,1145.3,127.024,-0.00221518,0.000378063,-0.00447414,1598.61,272.889,141.179,0.000178336,0.000415387,0.000656567,1463.09,-696.823,160.27,0.000942489,0.000932317,0.000960675,96.5608,-1065.46,194.189,-0.00304777,0.0105152,0.00069941,-886.478,-883.873,141.843,0.00734858,0.0153832,1.19925,-309.464,1384.06,446.883
20,0,-0.0169413,0.00417879,0.0041337,921.131,-1222.12,244.403,0.000254963,0.00113689,0.00141974,-1329.53,-54.6134,125.247,0.00557126,0.0155895,0.00278402,-1297.52,455.081,218.898,0.000118652,-0.00376571,0.00179732,-1174.32,1195.61,101.389,0.00529689,-0.00279697,-0.00112045,-659.405,1901.82,115.894,0.00396626,0.000113898,0.0053087,285.865,1891.48,185.544,0.00120984,-0.00129756,-0.00187789,951.102,1852.48,157.652,0.000341286,0.00104135,0.00248809,1657.58,1145.27,127.029,-0.00228056,0.000354317,-0.00464446,1598.62,272.846,141.184,0.000185411,0.000397683,0.000603071,1463.09,-696.856,160.279,0.000960147,0.000894203,0.000884329,96.5441,-1065.46,194.217,-0.00320601,0.0106593,0.000636041,-886.49,-883.878,141.848,0.00738279,0.0153003,1.1992,-309.484,1384.03,446.878
21,0,-0.0175401,0.00632678,0.00428552,921.332,-1222.11,244.686,0.000235065,0.00137737,0.00129524,-1329.51,-54.5995,125.236,0.00541816,0.0154429,0.0029407,-1297.51,455.091,218.915,0.000164088,-0.00363205,0.00172159,-1174.3,1195.64,101.391,0.00399768,-0.00228474,-0.000951475,-659.724,1901.85,116.093,0.00432996,0.000164832,0.0054109,285.841,1891.52,185.551,0.00159688,-0.00150256,-0.0025099,951.104,1852.52,157.608,0.00026048,0.000968958,0.00231064,1657.57,1145.32,127.023,-0.00224174,0.000413271,-0.00448585,1598.61,272.874,141.156,-0.000114563,0.00062182,0.000892637,1463.07,-696.772,160.181,0.000930001,0.000461782,0.000821164,96.5906,-1065.43,194.168,-0.00306605,0.0105306,0.000509091,-886.509,-883.858,141.845,0.00748088,0.0154376,1.1992,-309.487,1384.04,446.86
22,0,-0.0170909,0.00421866,0.0041129,921.158,-1222.13,244.426,0.00029248,0.00126174,0.00128854,-1329.55,-54.574,125.204,0.00562535,0.0155723,0.00255864,-1297.53,455.12,218.862,-0.000356685,-0.00144567,0.00236155,-1174.14,1195.69,101.465,0.00460559,-0.00171076,-0.00111252,-659.505,1901.84,116.008,0.00362228,-0.000183459,0.00389222,286.018,1891.37,185.656,0.00146631,-0.00156401,-0.00257497,951.135,1852.54,157.65,0.000364214,0.000930202,0.00243125,1657.58,1145.34,127.014,-0.00218216,0.000356318,-0.00439012,1598.61,272.908,141.167,0.000269474,0.000281123,0.000674111,1463.09,-696.791,160.236,0.000886409,0.000765747,0.000973107,96.574,-1065.45,194.221,-0.00314868,0.0104176,0.000759987,-886.462,-883.859,141.853,0.00746662,0.0155094,1.19922,-309.466,1384.06,446.866
23,0,-0.0170744,0.00421003,0.00409224,921.157,-1222.12,244.414,0.000420764,0.0012355,0.00121933,-1329.55,-54.5728,125.183,0.00562628,0.0153075,0.00270951,-1297.5,455.126,218.845,0.000109487,-0.00388273,0.00172997,-1174.31,1195.65,101.337,0.00389422,-0.00232488,-0.00111207,-659.685,1901.86,116.121,0.00381386,-0.00021856,0.00409345,285.982,1891.38,185.615,0.0016355,-0.00158564,-0.00257086,951.118,1852.54,157.623,0.00102319,0.00138276,0.00224916,1657.62,1145.24,126.957,-0.00226713,0.000464399,-0.00433016,1598.63,272.9,141.134,-0.000428405,0.000630577,0.000852744,1463.07,-696.71,160.081,0.000814673,0.000413137,0.00085376,96.6047,-1065.41,194.129,-0.00317309,0.0106625,0.000659066,-886.468,-883.854,141.818,0.00749129,0.0154413,1.19922,-309.463,1384.08,446.848
24,0,-0.0167302,0.00371359,0.00417397,920.922,-1222.08,244.29,0.000374938,0.0013449,0.00121338,-1329.54,-54.5898,125.197,0.00564407,0.0150117,0.00264622,-1297.5,455.119,218.86,0.000271991,-0.00346319,0.00151861,-1174.3,1195.68,101.36,0.00445731,-0.00146787,-0.000853974,-659.569,1901.83,115.961,0.00378571,-7.9838e-005,0.0036703,285.971,1891.37,185.588,0.00157381,-0.00130006,-0.00221705,951.13,1852.55,157.561,0.000400129,0.00103783,0.00239255,1657.58,1145.35,126.981,-0.00213621,0.000415732,-0.00427674,1598.6,272.912,141.124,-0.000167893,0.000476356,0.000785383,1463.07,-696.738,160.102,0.000862386,0.00100007,0.000956948,96.5197,-1065.44,194.17,-0.00290943,0.011073,0.000330489,-886.661,-883.808,141.879,0.007548,0.015493,1.19917,-309.476,1384.07,446.84
25,0,-0.0174318,0.00624955,0.00431389,921.35,-1222.1,244.681,0.000313468,0.00159153,0.00132858,-1329.54,-54.6229,125.243,0.00548707,0.0153819,0.00278867,-1297.5,455.08,218.917,-0.000464965,-0.00151362,0.0025755,-1174.15,1195.67,101.485,0.00474255,-0.00166295,-0.000887485,-659.539,1901.8,116.026,0.00369031,-0.000195738,0.0037595,286.012,1891.35,185.625,0.00105601,-0.00120582,-0.00200331,951.113,1852.48,157.668,0.000322118,0.00105676,0.00229973,1657.56,1145.29,127.058,-0.00116761,0.000192049,-0.000623979,1598.91,272.716,141.11,-0.000135885,0.00063893,0.000905662,1463.07,-696.802,160.23,0.000845785,0.000838145,0.000978209,96.5491,-1065.44,194.225,-0.00304845,0.0106055,0.000532802,-886.481,-883.885,141.832,0.00734613,0.015352,1.19919,-309.483,1384.04,446.891
26,0,-0.0173805,0.00642445,0.00426449,921.369,-1222.09,244.681,0.000192848,0.00151516,0.00148575,-1329.51,-54.6057,125.24,0.0055225,0.0154582,0.00286687,-1297.49,455.086,218.914,0.000171625,-0.00366631,0.00171572,-1174.3,1195.63,101.41,0.00404436,-0.00244481,-0.000894349,-659.666,1901.85,116.128,0.00376097,-0.000182378,0.00382921,286.046,1891.36,185.639,0.00109116,-0.00131562,-0.00227096,951.104,1852.51,157.677,0.000308351,0.00114699,0.00241303,1657.57,1145.31,127.062,-0.000943057,0.000162775,-0.00055626,1598.9,272.72,141.117,0.000174453,0.000382384,0.000634126,1463.08,-696.817,160.285,0.000867827,0.000852825,0.000982007,96.5797,-1065.44,194.224,-0.00313801,0.0105323,0.000499635,-886.456,-883.862,141.842,0.00732745,0.0153204,1.19921,-309.466,1384.05,446.895
27,0,-0.0172043,0.00584081,0.00442057,921.153,-1222.08,244.602,0.000423338,0.00115158,0.00117427,-1329.54,-54.5908,125.2,0.0056627,0.0152511,0.0027529,-1297.51,455.107,218.869,0.000280196,-0.00347876,0.00163931,-1174.3,1195.65,101.384,0.00454971,-0.00162374,-0.000872099,-659.552,1901.81,115.987,0.00381906,-0.000111548,0.00410959,285.983,1891.39,185.599,0.00142169,-0.00136621,-0.00214577,951.113,1852.52,157.63,0.000316103,0.00112108,0.00237015,1657.58,1145.3,127.015,-0.00108017,0.000318226,-0.000476609,1598.91,272.738,141.069,1.21049e-005,0.000600734,0.000881918,1463.08,-696.779,160.186,0.000867069,0.000972801,0.000920018,96.5242,-1065.44,194.201,-0.0029785,0.0107258,0.000544778,-886.514,-883.855,141.851,0.00742078,0.0152405,1.19921,-309.476,1384.05,446.853
28,0,-0.0175586,0.00633857,0.0042829,921.337,-1222.1,244.684,0.000195356,0.00138274,0.00142955,-1329.53,-54.607,125.224,0.00552286,0.0152141,0.00282816,-1297.49,455.117,218.877,-0.000207978,-0.00174789,0.00239265,-1174.14,1195.68,101.467,0.00442825,-0.0015737,-0.000876742,-659.557,1901.79,116.011,0.00429342,1.49718e-005,0.00532484,285.869,1891.5,185.574,0.00128501,-0.00133176,-0.00218722,951.109,1852.5,157.646,0.000383499,0.00105151,0.00239049,1657.57,1145.3,126.996,-0.000224126,0.000156417,-0.000716562,1598.92,272.609,141.08,-0.000516745,0.000889917,0.000948221,1463.06,-696.738,160.118,0.000911827,0.000501709,0.000827405,96.5778,-1065.42,194.137,-0.00302531,0.0108129,0.000507905,-886.5,-883.867,141.856,0.00761147,0.0154566,1.19925,-309.484,1384.05,446.871
29,0,-0.0171375,0.00599849,0.00431311,921.159,-1222.06,244.608,0.000406231,0.0010429,0.00119805,-1329.56,-54.5582,125.165,0.00564476,0.0154232,0.00263984,-1297.54,455.138,218.841,-0.000319678,-0.00149008,0.00228059,-1174.13,1195.72,101.457,0.00437954,-0.00163218,-0.000913574,-659.53,1901.82,116.012,0.00412483,3.69267e-005,0.0052506,285.876,1891.51,185.6,0.0014563,-0.00158797,-0.00256917,951.122,1852.54,157.644,0.000689893,0.00105795,0.00269923,1657.61,1145.37,126.976,-0.000990356,0.00036633,-0.000539283,1598.89,272.788,141.046,-0.000380353,0.000666202,0.000802078,1463.09,-696.717,160.097,0.000931527,0.000403354,0.000804238,96.6134,-1065.4,194.123,-0.00339795,0.00960451,0.000150731,-886.625,-883.852,142.005,0.00749571,0.015475,1.19923,-309.473,1384.08,446.864
