accelx,accely,accelz,gyrox,gyroy,gyroz,time
-0.0322266,-0.00109863,1.02032,0.15213,0.30426,-0,6.655e+06
-0.0319824,0.000610352,1.02167,-0,-0.15213,0.30426,6.655e+06
-0.0343628,-0.000366211,1.01678,-0,-0,0.15213,6.655e+06
-0.0343628,-0.000366211,1.01678,-0,-0,0.15213,6.655e+06
-0.0339355,-0.000183105,1.01923,0.30426,0.15213,0.30426,6.655e+06
-0.0333862,0.00292969,1.01587,-0,-0,-0.15213,6.655e+06
-0.0333862,0.00292969,1.01587,-0,-0,-0.15213,6.655e+06
-0.0338745,-0.000671387,1.01862,-0,-0,-0.15213,6.655e+06
-0.0299683,-0.00201416,1.02228,0.15213,0.30426,0.45639,6.655e+06
-0.0299683,-0.00201416,1.02228,0.15213,0.30426,0.45639,6.655e+06
-0.0324707,0.000915527,1.02148,0.15213,0.15213,-0,6.655e+06
-0.0324707,-0.00012207,1.01459,-0,-0,-0,6.655e+06
-0.0324707,-0.00012207,1.01459,-0,-0,-0,6.655e+06
-0.0346069,0.000915527,1.01746,-0,-0,0.15213,6.655e+06
-0.0341797,0.00152588,1.01733,0.15213,0.15213,0.15213,6.655e+06
-0.0341797,0.00152588,1.01733,0.15213,0.15213,0.15213,6.655e+06
 -0.03302,0.000427246,1.02081,0.15213,0.15213,0.30426,6.655e+06
-0.0327759,-0.000732422,1.0191,0.30426,0.15213,0.30426,6.655e+06
-0.0327759,-0.000732422,1.0191,0.30426,0.15213,0.30426,6.655e+06
-0.0355835,0.00146484,1.01886,-0.30426,-0,0.15213,6.655e+06
-0.0338135,0.000610352,1.0191,-0.15213,-0,0.15213,6.655e+06
-0.0338135,0.000610352,1.0191,-0.15213,-0,0.15213,6.655e+06
-0.0343018,0.000793457,1.01849,-0,-0.30426,-0,6.655e+06
-0.0311279,-6.10352e-05,1.01947,0.15213,0.30426,-0,6.655e+06
-0.0311279,-6.10352e-05,1.01947,0.15213,0.30426,-0,6.655e+06
-0.0307007,-0.00164795,1.02228,-0,-0,0.45639,6.655e+06
-0.0332642,0.000793457,1.0202,-0,-0,0.15213,6.655e+06
-0.0332642,0.000793457,1.0202,-0,-0,0.15213,6.655e+06
 -0.03479,-0.000976562,1.01788,-0,-0,0.15213,6.655e+06
-0.036377,-0.000671387,1.02106,0.15213,0.15213,0.15213,6.655e+06
-0.036377,-0.000671387,1.02106,0.15213,0.15213,0.15213,6.655e+06
-0.0335693,0.00274658,1.01453,0.15213,0.15213,0.15213,6.655e+06
-0.0328979,-0.00274658,1.02313,-0,-0,-0,6.655e+06
-0.0328979,-0.00274658,1.02313,-0,-0,-0,6.655e+06
-0.0339355,-0.00109863,1.01807,0.15213,0.15213,0.15213,6.655e+06
-0.0354614,-0.000427246,1.01294,0.15213,0.30426,-0,6.655e+06
-0.0354614,-0.000427246,1.01294,0.15213,0.30426,-0,6.655e+06
-0.0345459,-6.10352e-05,1.0224,0.15213,0.15213,0.30426,6.655e+06
-0.0313721,-0.000793457,1.02161,0.15213,0.30426,0.30426,6.655e+06
-0.0313721,-0.000793457,1.02161,0.15213,0.30426,0.30426,6.655e+06
-0.032959,-0.0012207,1.02014,-0.30426,-0,0.45639,6.655e+06
-0.0337524,0.00109863,1.02148,0.15213,0.15213,0.15213,6.655e+06
-0.0337524,0.00109863,1.02148,0.15213,0.15213,0.15213,6.655e+06
-0.034729,-0.000244141,1.01428,-0,-0.15213,0.30426,6.655e+06
-0.0334473,-0.000244141,1.0155,-0.30426,-0.15213,0.45639,6.655e+06
-0.0334473,-0.000244141,1.0155,-0.30426,-0.15213,0.45639,6.655e+06
-0.0354004,0.000854492,1.01831,-0.15213,-0,0.30426,6.655e+06
-0.0348511,0.000732422,1.01996,-0,-0.15213,0.15213,6.655e+06
-0.0348511,0.000732422,1.01996,-0,-0.15213,0.15213,6.655e+06
-0.0314331,-0.0010376,1.01843,0.15213,0.30426,0.15213,6.655e+06
-0.0319824,-0.00164795,1.01721,0.15213,0.15213,0.15213,6.655e+06
-0.0319824,-0.00164795,1.01721,0.15213,0.15213,0.15213,6.655e+06
-0.0317993,-0.000671387,1.01703,0.15213,0.15213,0.15213,6.655e+06
 -0.03125,-0.000793457,1.0202,-0.15213,-0,0.30426,6.655e+06
 -0.03125,-0.000793457,1.0202,-0.15213,-0,0.30426,6.655e+06
-0.0332642,-0.00012207,1.02191,0.15213,0.30426,0.30426,6.655e+06
-0.032959,0.00177002,1.02655,-0,0.15213,-0,6.655e+06
-0.032959,0.00177002,1.02655,-0,0.15213,-0,6.655e+06
-0.0335083,-6.10352e-05,1.01801,-0.15213,-0,0.30426,6.655e+06
-0.032959,-0.0012207,1.02277,0.15213,0.15213,0.30426,6.655e+06
-0.032959,-0.0012207,1.02277,0.15213,0.15213,0.30426,6.655e+06
