0,0,0,0,0,0,0,0,0,0.001,0.001,1e-06,1e-08,1e-08,1e-08,1e-07,1e-07,1e-08,-0.00244346
0,0,-2.44323e-07,0,0,0,0,0,0,0.001,0.001,9.99904e-07,0,0,0,9.99001e-08,9.99001e-08,0,-0.00244346
0,0,-2.44298e-07,0,0,0,0,0,0,0.001,0.001,9.99804e-07,0,0,0,9.98004e-08,9.98004e-08,0,0
0,0,-2.44274e-07,0,0,0,0,0,0,0.001,0.001,9.99704e-07,0,0,0,9.97009e-08,9.97009e-08,0,0
0,0,-2.44249e-07,0,0,0,0,0,0,0.001,0.001,9.99604e-07,0,0,0,9.96016e-08,9.96016e-08,0,0
0,0,-2.44225e-07,0,0,0,0,0,0,0.001,0.001,9.99504e-07,0,0,0,9.95025e-08,9.95025e-08,0,0
0,0,-2.44201e-07,0,0,0,0,0,0,0.001,0.001,9.99404e-07,0,0,0,9.94036e-08,9.94036e-08,0,0
0,0,-2.44176e-07,0,0,0,0,0,0,0.001,0.001,9.99304e-07,0,0,0,9.93049e-08,9.93049e-08,0,0
0,0,-2.44152e-07,0,0,0,0,0,0,0.001,0.001,9.99205e-07,0,0,0,9.92063e-08,9.92063e-08,0,0
0,0,-2.44127e-07,0,0,0,0,0,0,0.001,0.001,9.99105e-07,0,0,0,9.9108e-08,9.9108e-08,0,0
0,0,-2.44103e-07,0,0,0,0,0,0,0.001,0.001,9.99005e-07,0,0,0,9.90099e-08,9.90099e-08,0,0
0,0,-2.44079e-07,0,0,0,0,0,0,0.001,0.001,9.98905e-07,0,0,0,9.8912e-08,9.8912e-08,0,0
0,0,-2.44054e-07,0,0,0,0,0,0,0.001,0.001,9.98805e-07,0,0,0,9.88142e-08,9.88142e-08,0,0
0,0,-2.4403e-07,0,0,0,0,0,0,0.001,0.001,9.98706e-07,0,0,0,9.87167e-08,9.87167e-08,0,0
0,0,-2.44005e-07,0,0,0,0,0,0,0.001,0.001,9.98606e-07,0,0,0,9.86193e-08,9.86193e-08,0,0
0,0,-2.43981e-07,0,0,0,0,0,0,0.001,0.001,9.98506e-07,0,0,0,9.85222e-08,9.85222e-08,0,0
0,0,-2.43957e-07,0,0,0,0,0,0,0.001,0.001,9.98407e-07,0,0,0,9.84252e-08,9.84252e-08,0,0
0,0,-2.43932e-07,0,0,0,0,0,0,0.001,0.001,9.98307e-07,0,0,0,9.83284e-08,9.83284e-08,0,0
0,0,-2.43908e-07,0,0,0,0,0,0,0.001,0.001,9.98207e-07,0,0,0,9.82318e-08,9.82318e-08,0,0
0,0,-2.43884e-07,0,0,0,0,0,0,0.001,0.001,9.98108e-07,0,0,0,9.81354e-08,9.81354e-08,0,0
0,0,-2.43859e-07,0,0,0,0,0,0,0.001,0.001,9.98008e-07,0,0,0,9.80392e-08,9.80392e-08,0,0
0,0,-2.43835e-07,0,0,0,0,0,0,0.001,0.001,9.97908e-07,0,0,0,9.79432e-08,9.79432e-08,0,0
0,0,-2.43811e-07,0,0,0,0,0,0,0.001,0.001,9.97809e-07,0,0,0,9.78474e-08,9.78474e-08,0,0
0,0,-2.43786e-07,0,0,0,0,0,0,0.001,0.001,9.97709e-07,0,0,0,9.77517e-08,9.77517e-08,0,0
0,0,-2.43762e-07,0,0,0,0,0,0,0.001,0.001,9.9761e-07,0,0,0,9.76563e-08,9.76563e-08,0,0
0,0,-2.43738e-07,0,0,0,0,0,0,0.001,0.001,9.9751e-07,0,0,0,9.7561e-08,9.7561e-08,0,0
0,0,-2.43713e-07,0,0,0,0,0,0,0.001,0.001,9.97411e-07,0,0,0,9.74659e-08,9.74659e-08,0,0
0,0,-2.43689e-07,0,0,0,0,0,0,0.001,0.001,9.97311e-07,0,0,0,9.7371e-08,9.7371e-08,0,0
0,0,-2.43665e-07,0,0,0,0,0,0,0.001,0.001,9.97212e-07,0,0,0,9.72763e-08,9.72763e-08,0,0
0,0,-2.43641e-07,0,0,0,0,0,0,0.001,0.001,9.97112e-07,0,0,0,9.71817e-08,9.71817e-08,0,0
0,0,-2.43616e-07,0,0,0,0,0,0,0.001,0.001,9.97013e-07,0,0,0,9.70874e-08,9.70874e-08,0,0
0,0,-2.43592e-07,0,0,0,0,0,0,0.001,0.001,9.96914e-07,0,0,0,9.69932e-08,9.69932e-08,0,0
0,0,-2.43568e-07,0,0,0,0,0,0,0.001,0.001,9.96814e-07,0,0,0,9.68992e-08,9.68992e-08,0,0
0,0,-2.43543e-07,0,0,0,0,0,0,0.001,0.001,9.96715e-07,0,0,0,9.68054e-08,9.68054e-08,0,0
0,0,-2.43519e-07,0,0,0,0,0,0,0.001,0.001,9.96615e-07,0,0,0,9.67118e-08,9.67118e-08,0,0
0,0,-2.43495e-07,0,0,0,0,0,0,0.001,0.001,9.96516e-07,0,0,0,9.66184e-08,9.66184e-08,0,0
0,0,-2.43471e-07,0,0,0,0,0,0,0.001,0.001,9.96417e-07,0,0,0,9.65251e-08,9.65251e-08,0,0
0,0,-2.43446e-07,0,0,0,0,0,0,0.001,0.001,9.96318e-07,0,0,0,9.6432e-08,9.6432e-08,0,0
0,0,-2.43422e-07,0,0,0,0,0,0,0.001,0.001,9.96218e-07,0,0,0,9.63391e-08,9.63391e-08,0,0
0,0,-2.43398e-07,0,0,0,0,0,0,0.001,0.001,9.96119e-07,0,0,0,9.62464e-08,9.62464e-08,0,0
0,0,-2.43374e-07,0,0,0,0,0,0,0.001,0.001,9.9602e-07,0,0,0,9.61538e-08,9.61538e-08,0,0
