1518963448951440,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963448951440,35,0.652395,0.174479,2.31139,-2.1595,-0.0174801,2.2737
1518963449019439,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963449019439,35,0.6468,0.173747,2.29077,-2.169,-0.0145582,2.27536
1518963449087535,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963449087535,35,0.645439,0.173232,2.28626,-2.16629,-0.0118045,2.27918
1518963449151466,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963449151466,35,0.645437,0.17325,2.28627,-2.1663,-0.0118064,2.27917
1518963449219497,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963449219497,35,0.645379,0.173298,2.28629,-2.16628,-0.0117917,2.27915
1518963449287433,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963449287433,35,0.64627,0.1736,2.28883,-2.17021,-0.0139917,2.27547
1518963449351504,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963449351504,35,0.64621,0.173528,2.28885,-2.1702,-0.0139809,2.27545
1518963449419435,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963449419435,35,0.646443,0.174612,2.28463,-2.15358,-0.000183897,2.28926
1518963449615435,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963449683435,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963449683435,35,0.651048,0.176615,2.29677,-2.15734,0.00128611,2.29443
1518963449751434,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963449751434,35,0.648171,0.17537,2.2914,-2.1575,-0.00696747,2.28937
1518963449819432,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963449819432,35,0.646353,0.174345,2.28803,-2.16664,-0.00987911,2.27986
1518963449887430,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963449887430,35,0.646196,0.173719,2.28796,-2.16656,-0.0100503,2.27996
1518963449951439,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963449951439,35,0.64592,0.17376,2.28804,-2.16645,-0.0100007,2.27994
1518963450019438,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963450019438,35,0.646322,0.17404,2.28789,-2.1665,-0.0102127,2.28001
1518963450087433,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963450087433,35,0.646124,0.173888,2.28794,-2.16651,-0.0101625,2.28002
1518963450151437,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963450151437,35,0.645993,0.173895,2.28792,-2.16652,-0.010051,2.2799
1518963450219435,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963450219435,35,0.647422,0.174338,2.29224,-2.16966,-0.0143383,2.27579
1518963450287460,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963450287460,35,0.647437,0.174312,2.29223,-2.16965,-0.0143362,2.27579
1518963450387562,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963450387562,35,0.64744,0.174318,2.29223,-2.16965,-0.014332,2.2758
1518963450488232,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963450488232,35,0.644573,0.173306,2.28289,-2.16193,-0.00808806,2.28339
1518963450551514,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963450551514,35,0.646022,0.173993,2.28764,-2.16803,-0.0122946,2.27586
1518963450619509,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963450619509,35,0.644589,0.173357,2.28305,-2.16329,-0.00643981,2.28107
1518963450687462,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963450687462,35,0.644693,0.17356,2.28302,-2.16334,-0.00651087,2.28112
1518963450751469,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963450751469,35,0.644684,0.173541,2.28302,-2.16334,-0.00651993,2.28111
1518963450819441,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963450819441,35,0.645249,0.173597,2.28457,-2.16555,-0.0108684,2.28038
1518963450887433,22,-999999,-999999,-999999,-999999,-999999,-999999
1518963450887433,35,0.645093,0.173497,2.28461,-2.16544,-0.0108042,2.28043
1518963450951443,22,-999999,-999999,-999999,-999999,-999999,-999999
