accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,left_encoder_rate,right_encoder_rate,t0,t1
0.0721436,-0.280396,0.825256,-5.62881,8.36716,-18.8641,1346.65
0.0721436,-0.280396,0.825256,-5.62881,8.36716,-18.8641,1346.66
0.122925,-0.211853,0.619263,23.5802,-7.75864,-20.2333,1346.68
-0.321045,-0.174561,0.903748,-8.67142,1.5213,-21.1461,1346.7
-0.14386,-0.110779,1.06903,19.4727,7.15012,-23.428,1346.72
0.0548096,-0.153992,0.980591,-2.28195,4.25964,-21.6025,1346.74
0.0506592,-0.144104,0.711426,15.9737,-3.49899,-23.1238,1346.76
-0.304626,-0.178955,0.93457,-4.10751,1.36917,-21.2982,1346.78
0.602783,-0.118408,1.28326,-4.5639,-5.93307,-19.7769,1346.8
-0.391113,0.0161743,0.827942,10.8012,2.12982,-22.6674,1346.82
0.0878906,-0.0908203,0.881531,3.95538,-4.10751,-24.9493,1346.84
0.181641,-0.121155,0.877625,-0.760651,-5.17242,-20.5376,1346.86
0.0581665,-0.0314331,1.3158,3.95538,-4.86816,-21.7546,1346.88
0.267212,-0.0481567,0.848389,13.3875,-1.36917,-17.7992,1346.9
-0.239502,-0.14917,0.786743,5.32455,8.21503,-18.712,1346.92
-0.0170288,0.0529175,0.877808,2.73834,-9.5842,-17.1907,1346.94
0.292725,0.0973511,1.19598,-12.4747,-0.45639,-16.2779,1346.96
0.0919189,0.0613403,1.18365,-11.8661,-7.15012,-15.0609,1346.98
-0.0240479,-0.0820923,0.786316,16.8864,6.5416,-15.6694,1347
-0.245117,-0.057373,0.931885,0.912781,-3.65112,-14.7566,1347.02
-0.0942383,0.0144043,0.827515,-4.71603,0.912781,-14.6045,1347.04
-0.233093,0.248474,1.07379,-1.06491,0.608521,-9.43207,1347.06
-0.0455933,0.00830078,1.09839,-2.43408,-4.41177,-4.86816,1347.08
-0.0415039,-0.024231,0.858826,2.89047,-1.82556,-4.25964,1347.1
-0.198547,0.19812,1.086,-6.99799,-6.08521,-5.47668,1347.12
0.343201,-0.0664673,1.08051,1.97769,1.06491,-3.65112,1347.14
-0.095459,0.0372925,0.686646,7.15012,2.43408,-6.99799,1347.16
-0.207275,0.0436401,1.02087,3.80325,1.97769,-4.71603,1347.18
0.208313,0.0344238,0.989563,-2.43408,-4.10751,-6.5416,1347.2
-0.0488892,0.161255,1.04913,-9.27994,-5.47668,-5.78094,1347.22
