Reading from keyboard
---------------------------
Forward/back arrows : linear velocity incr/decr.
Right/left arrows : angular velocity incr/decr.
Spacebar : reset linear/angular velocities.
q : quit.
22990, 6980, 118465
22990, 6980, 27718
22990, 6980, 30518
22990, 6980, 147168
22990, 6980, 31144
22990, 6980, 210455
22990, 6980, 32721
22990, 6980, 31809
22990, 6980, 146468
22990, 6980, 30212
22990, 6980, 49204
22990, 6980, 162085
22990, 6980, 38059
22990, 6980, 233355
22990, 6980, 29440
22990, 6980, 157169
22990, 6980, 51854
22990, 6980, 166789
22990, 6980, 188711
22990, 6980, 46772
22990, 6980, 117387
22990, 6980, 34270
22990, 6980, 126187
22990, 6980, 35773
22990, 6980, 190402
22990, 6980, 32652
22990, 6980, 38157
22990, 6980, 130991
22990, 6980, 122595
22990, 6980, 22313
22990, 6980, 95562
22990, 6980, 46283
22990, 6980, 230002
22990, 6980, 88527
22990, 6980, 108715
22990, 6980, 49792
22990, 6980, 48315
22990, 6980, 113778
22990, 6980, 28644
22990, 6980, 193316
22990, 6980, 36837
22990, 6980, 102268
22990, 6980, 46489
22990, 6980, 154789
22990, 6980, 39455
22990, 6980, 175481
22990, 6980, 20399
22990, 6980, 134585
22990, 6980, 47532
22990, 6980, 154823
22990, 6980, 250672
22990, 6980, 27531
22990, 6980, 116892
22990, 6980, 52734
22990, 6980, 49285
22990, 6980, 97040
22990, 6980, 20617
22990, 6980, 186434
22990, 6980, 50732
22990, 6980, 90058
22990, 6980, 112187
22990, 6980, 175025
22990, 6980, 26981
22990, 6980, 95565
22990, 6980, 34233
22990, 6980, 25695
22990, 6980, 80195
22990, 6980, 173039
22990, 6980, 27295
22990, 6980, 28430
22990, 6980, 78400
22990, 6980, 124577
22990, 6980, 222599
22990, 6980, 28351
22990, 6980, 94209
22990, 6980, 27092
22990, 6980, 182155
22990, 6980, 225227
22990, 6980, 27118
22990, 6980, 113006
22990, 6980, 123068
22990, 6980, 219406
22990, 6980, 47381
22990, 6980, 100010
22990, 6980, 60296
22990, 6980, 88685
22990, 6980, 243784
22990, 6980, 27893
22990, 6980, 98489
22990, 6980, 48428
22990, 6980, 90279
22990, 6980, 28205
22990, 6980, 132562
22990, 6980, 24118
22990, 6980, 212295
22990, 6980, 43357
22990, 6980, 97365
22990, 6980, 114090
22990, 6980, 173765
22990, 6980, 26791
22990, 6980, 107712
22990, 6980, 28706
22990, 6980, 104079
22990, 6980, 228569
22990, 6980, 125638
22990, 6980, 26874
22990, 6980, 118081
22990, 6980, 29719
22990, 6980, 102939
22990, 6980, 205250
22990, 6980, 25004
22990, 6980, 71903
22990, 6980, 110418
22990, 6980, 21555
22990, 6980, 125612
22990, 6980, 220154
22990, 6980, 102433
22990, 6980, 156413
22990, 6980, 44335
22990, 6980, 80433
22990, 6980, 237691
22990, 6980, 30114
22990, 6980, 104926
22990, 6980, 33044
22990, 6980, 102203
22990, 6980, 248880
22990, 6980, 107696
22990, 6980, 125151
22990, 6980, 36645
22990, 6980, 72274
22990, 6980, 220077
22990, 6980, 140757
22990, 6980, 26270
22990, 6980, 30443
22990, 6980, 104021
22990, 6980, 221844
22990, 6980, 25087
22990, 6980, 110813
22990, 6980, 114040
22990, 6980, 189356
22990, 6980, 47379
22990, 6980, 37583
22990, 6980, 132264
22990, 6980, 73592
22990, 6980, 86862
22990, 6980, 145617
22990, 6980, 284133
22990, 6980, 29795
22990, 6980, 75033
22990, 6980, 120944
22990, 6980, 151656
22990, 6980, 54312
22990, 6980, 229532
22990, 6980, 52266
22990, 6980, 106014
22990, 6980, 126503
22990, 6980, 225632
22990, 6980, 39388
22990, 6980, 80930
22990, 6980, 47092
22990, 6980, 32381
22990, 6980, 80508
22990, 6980, 205120
22990, 6980, 81667
23007, 6999, 115450
23007, 6999, 43941
23012, 7003, 102844
23012, 7003, 20980
23012, 7003, 124043
23012, 7003, 179791
23041, 7029, 95422
23041, 7029, 34634
23041, 7029, 148161
23041, 7029, 25453
23041, 7029, 56216
23041, 7029, 214143
23079, 7066, 98232
23094, 7081, 133960
23094, 7081, 36664
23094, 7081, 112078
23094, 7081, 204131
23147, 7132, 112413
23147, 7132, 111429
23147, 7132, 28240
23147, 7132, 185352
23147, 7132, 20146
23203, 7185, 105516
23203, 7185, 26860
23225, 7208, 98600
23225, 7208, 25994
23225, 7208, 31201
23225, 7208, 88316
23225, 7208, 22295
23225, 7208, 308270
23225, 7208, 25341
23295, 7274, 65527
23295, 7274, 28821
23318, 7297, 113937
23318, 7297, 58458
23318, 7297, 153988
23318, 7297, 30885
23318, 7297, 259691
23318, 7297, 20501
23416, 7390, 90666
23416, 7390, 26560
23416, 7390, 168022
23416, 7390, 257526
23416, 7390, 27275
23514, 7487, 67948
23514, 7487, 65459
23514, 7487, 163394
23514, 7487, 236891
23625, 7598, 115561
23625, 7598, 92165
23625, 7598, 225665
23625, 7598, 68479
23729, 7701, 112071
23729, 7701, 29423
23729, 7701, 91163
23729, 7701, 26332
23729, 7701, 280115
23729, 7701, 31235
23729, 7701, 29581
23839, 7808, 138060
23839, 7808, 34479
23839, 7808, 135367
23839, 7808, 267174
23839, 7808, 46556
23944, 7911, 110946
23944, 7911, 27941
23944, 7911, 24265
23944, 7911, 56590
23944, 7911, 267947
23944, 7911, 32559
24051, 8018, 137461
24051, 8018, 106856
24051, 8018, 42145
24051, 8018, 161628
24051, 8018, 35922
24156, 8122, 86159
24156, 8122, 26421
24156, 8122, 140131
24156, 8122, 165995
24156, 8122, 25543
24264, 8228, 134865
24264, 8228, 114172
24264, 8228, 265592
24264, 8228, 33413
24373, 8335, 156993
24373, 8335, 26223
24373, 8335, 80721
24373, 8335, 27087
24373, 8335, 131153
24373, 8335, 21670
24484, 8445, 89044
24484, 8445, 30234
24484, 8445, 93145
24484, 8445, 240837
24484, 8445, 23901
24591, 8549, 139621
24591, 8549, 115634
24591, 8549, 43730
24591, 8549, 234323
24591, 8549, 33627
24702, 8658, 53489
24702, 8658, 43266
24738, 8694, 101451
24738, 8694, 43060
24738, 8694, 115700
24738, 8694, 179251
24738, 8694, 25129
24848, 8800, 77087
24848, 8800, 28951
24848, 8800, 85894
24848, 8800, 60287
24848, 8800, 247042
24961, 8908, 88805
24961, 8908, 32134
24997, 8944, 90437
24997, 8944, 109916
24997, 8944, 176709
24997, 8944, 27967
24997, 8944, 26873
25105, 9052, 101435
25105, 9052, 34862
25105, 9052, 95266
25105, 9052, 198327
25216, 9160, 76245
25216, 9160, 24559
25253, 9196, 105821
25253, 9196, 37365
25253, 9196, 171964
25253, 9196, 39584
25253, 9196, 162062
25253, 9196, 44135
25366, 9306, 63926
25366, 9306, 26645
