Objects
100
,,Global Angle phil_robot:phil_robot,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
62,0,-0.0293123,-0.000834856,-0.0451604,-1148.55,1223.95,282.338
63,0,-0.0297147,-0.000935582,-0.045213,-1148.54,1223.95,282.332
64,0,-0.0296046,-0.0008926,-0.0453135,-1148.54,1223.95,282.335
65,0,-0.0292426,-0.000994386,-0.0451553,-1148.54,1223.96,282.348
66,0,-0.029177,-0.000934343,-0.0453443,-1148.54,1223.96,282.352
67,0,-0.0295804,-0.000738936,-0.0451238,-1148.54,1223.94,282.346
68,0,-0.0294333,-0.000991665,-0.0452464,-1148.56,1223.94,282.334
69,0,-0.0293881,-0.00101527,-0.0453179,-1148.53,1223.96,282.338
70,0,-0.0296351,-0.000949154,-0.0453895,-1148.51,1223.92,282.34
71,0,-0.0293578,-0.000810155,-0.0451948,-1148.57,1223.95,282.356
72,0,-0.0294324,-0.000860112,-0.0452511,-1148.52,1223.97,282.341
73,0,-0.0294762,-0.000966388,-0.0452791,-1148.54,1223.93,282.343
74,0,-0.0296018,-0.00091586,-0.045276,-1148.56,1223.95,282.366
75,0,-0.029144,-0.000913745,-0.0453491,-1148.54,1223.98,282.349
76,0,-0.0295904,-0.00102131,-0.0452808,-1148.53,1223.94,282.333
77,0,-0.0295741,-0.000772258,-0.0452933,-1148.53,1223.95,282.372
78,0,-0.0294363,-0.000867315,-0.0452332,-1148.54,1223.93,282.336
79,0,-0.0294793,-0.000989656,-0.0452455,-1148.54,1223.96,282.343
80,0,-0.0297223,-0.00102901,-0.0452663,-1148.55,1223.96,282.347
81,0,-0.0294508,-0.000977994,-0.0452101,-1148.53,1223.94,282.34
82,0,-0.0293221,-0.000911249,-0.0452863,-1148.54,1223.95,282.358
83,0,-0.0294424,-0.00100041,-0.0451344,-1148.56,1223.96,282.344
84,0,-0.0290115,-0.00085525,-0.0452127,-1148.55,1223.92,282.345
85,0,-0.0294439,-0.00098152,-0.0453683,-1148.54,1223.96,282.34
86,0,-0.029654,-0.000864217,-0.0453026,-1148.54,1223.96,282.329
87,0,-0.0294431,-0.000979613,-0.0452775,-1148.54,1223.94,282.344
88,0,-0.0293344,-0.000907797,-0.0453833,-1148.53,1223.94,282.359
89,0,-0.0296419,-0.000884351,-0.0453601,-1148.54,1223.94,282.331
90,0,-0.029374,-0.00080719,-0.0452344,-1148.53,1223.95,282.327
91,0,-0.0291827,-0.000848442,-0.0452574,-1148.52,1223.95,282.33
92,0,-0.0297313,-0.00098436,-0.0453127,-1148.57,1223.95,282.371
93,0,-0.0292707,-0.000792369,-0.045236,-1148.55,1223.97,282.344
94,0,-0.0294589,-0.00114461,-0.0452007,-1148.53,1223.93,282.349
95,0,-0.0294748,-0.0010082,-0.0453399,-1148.55,1223.94,282.351
96,0,-0.0293546,-0.00105899,-0.045128,-1148.52,1223.99,282.329
97,0,-0.0290965,-0.000897813,-0.0451505,-1148.53,1223.94,282.339
98,0,-0.0292729,-0.00086447,-0.04527,-1148.56,1223.93,282.374
99,0,-0.0292568,-0.000905004,-0.0453335,-1148.52,1223.96,282.339
100,0,-0.0292543,-0.000861409,-0.0453204,-1148.55,1223.95,282.346
101,0,-0.029464,-0.00096192,-0.0453811,-1148.56,1223.94,282.376
102,0,-0.0294561,-0.000963368,-0.0452964,-1148.52,1223.96,282.339
103,0,-0.0291384,-0.000894964,-0.0452101,-1148.53,1223.95,282.345
104,0,-0.0291729,-0.000895528,-0.0453396,-1148.55,1223.92,282.347
105,0,-0.029315,-0.000895781,-0.0452435,-1148.5,1223.95,282.329
106,0,-0.0297754,-0.00102769,-0.0451793,-1148.55,1223.97,282.368
107,0,-0.0294714,-0.00072594,-0.0451574,-1148.55,1223.95,282.343
108,0,-0.029564,-0.000777109,-0.0452325,-1148.52,1223.95,282.345
109,0,-0.0293739,-0.0010576,-0.0453612,-1148.55,1223.95,282.355
110,0,-0.0292206,-0.000914798,-0.0452794,-1148.55,1223.94,282.344
111,0,-0.0293406,-0.000866841,-0.0453088,-1148.54,1223.97,282.335
112,0,-0.0295391,-0.00099295,-0.0453082,-1148.53,1223.96,282.36
113,0,-0.0289489,-0.00091964,-0.0452789,-1148.54,1223.92,282.337
114,0,-0.0289716,-0.000969708,-0.045244,-1148.53,1223.96,282.342
115,0,-0.0293265,-0.000857691,-0.0454475,-1148.54,1223.93,282.366
116,0,-0.029708,-0.000893337,-0.0450338,-1148.56,1223.96,282.338
117,0,-0.0293948,-0.000892307,-0.0452833,-1148.51,1223.96,282.327
118,0,-0.0293637,-0.00089486,-0.0451778,-1148.54,1223.94,282.357
119,0,-0.0293482,-0.0008909,-0.0452748,-1148.54,1223.93,282.375
120,0,-0.0292578,-0.000804749,-0.0452438,-1148.54,1223.96,282.344
121,0,-0.0291062,-0.000919654,-0.0452301,-1148.53,1223.94,282.338
122,0,-0.0297114,-0.000853273,-0.0451525,-1148.53,1223.94,282.346
123,0,-0.0293966,-0.000804497,-0.0451484,-1148.52,1223.96,282.35
124,0,-0.0291773,-0.000970305,-0.045233,-1148.53,1223.96,282.356
125,0,-0.0291339,-0.000970248,-0.0452906,-1148.54,1223.93,282.346
126,0,-0.0295331,-0.000854657,-0.0451086,-1148.53,1223.95,282.343
127,0,-0.0297819,-0.000875603,-0.0453555,-1148.52,1223.93,282.347
128,0,-0.0292561,-0.000806034,-0.0452641,-1148.56,1223.95,282.371
129,0,-0.029243,-0.000826551,-0.045176,-1148.53,1223.96,282.34
130,0,-0.029362,-0.000979231,-0.0452834,-1148.52,1223.96,282.325
131,0,-0.0292651,-0.000865592,-0.0453043,-1148.54,1223.92,282.342
132,0,-0.0297248,-0.000975316,-0.0452109,-1148.53,1223.96,282.354
133,0,-0.029281,-0.000738219,-0.0453047,-1148.55,1223.97,282.365
134,0,-0.0294443,-0.000886941,-0.0451683,-1148.55,1223.93,282.358
135,0,-0.0296312,-0.000855501,-0.0452856,-1148.52,1223.93,282.332
136,0,-0.0293539,-0.000957921,-0.0453057,-1148.52,1223.95,282.354
137,0,-0.0292019,-0.00100351,-0.0451564,-1148.56,1223.94,282.354
138,0,-0.0293789,-0.000868196,-0.0453236,-1148.51,1223.95,282.333
139,0,-0.029358,-0.000972928,-0.0452027,-1148.51,1223.94,282.355
140,0,-0.0293983,-0.000798279,-0.0452341,-1148.56,1223.92,282.335
141,0,-0.0294692,-0.000821141,-0.0452428,-1148.52,1223.95,282.338
142,0,-0.029116,-0.000906079,-0.0452723,-1148.54,1223.96,282.35
143,0,-0.0291412,-0.000856132,-0.0453103,-1148.55,1223.93,282.367
144,0,-0.0294825,-0.000937422,-0.0453554,-1148.53,1223.98,282.328
145,0,-0.0295918,-0.000795076,-0.0453568,-1148.54,1223.96,282.355
146,0,-0.0295119,-0.000871949,-0.0452995,-1148.54,1223.92,282.359
147,0,-0.029172,-0.000825626,-0.0451943,-1148.51,1223.95,282.333
148,0,-0.029546,-0.000918597,-0.0453062,-1148.53,1223.97,282.347
149,0,-0.0294596,-0.00072922,-0.0452449,-1148.55,1223.93,282.359
150,0,-0.0293554,-0.000894543,-0.0453427,-1148.52,1223.94,282.334
151,0,-0.0292957,-0.000834408,-0.0451787,-1148.54,1223.96,282.355
152,0,-0.0296358,-0.00100089,-0.0452594,-1148.55,1223.92,282.371
153,0,-0.0293935,-0.00103909,-0.0453347,-1148.52,1223.94,282.332
154,0,-0.0294856,-0.000862554,-0.0452229,-1148.53,1223.96,282.353
155,0,-0.0292611,-0.000842062,-0.0453345,-1148.54,1223.91,282.336
156,0,-0.029641,-0.0010079,-0.0453442,-1148.51,1223.95,282.337
157,0,-0.0291862,-0.000837002,-0.0453181,-1148.54,1223.97,282.35
158,0,-0.0294518,-0.000824679,-0.0453011,-1148.54,1223.94,282.345
159,0,-0.0293394,-0.000842996,-0.0452266,-1148.53,1223.95,282.342
160,0,-0.0292501,-0.000813192,-0.0451742,-1148.53,1223.94,282.357
161,0,-0.0293853,-0.000860984,-0.0453255,-1148.56,1223.92,282.346
162,0,-0.0296427,-0.000997513,-0.0452066,-1148.52,1223.96,282.345
163,0,-0.0292069,-0.000984005,-0.0453417,-1148.53,1223.95,282.343
164,0,-0.0292268,-0.000925314,-0.0453036,-1148.54,1223.91,282.338
165,0,-0.0296587,-0.000920385,-0.045288,-1148.53,1223.97,282.34
166,0,-0.029261,-0.000864249,-0.0451971,-1148.52,1223.92,282.334
167,0,-0.0291656,-0.000809795,-0.0452273,-1148.57,1223.93,282.358
168,0,-0.0295087,-0.000853432,-0.0452186,-1148.51,1223.98,282.353
169,0,-0.0289451,-0.000780241,-0.0452159,-1148.52,1223.94,282.362
170,0,-0.0293889,-0.000942436,-0.0453801,-1148.54,1223.91,282.357
171,0,-0.0291262,-0.000820619,-0.0454072,-1148.52,1223.96,282.329
172,0,-0.02966,-0.000752443,-0.0453342,-1148.52,1223.95,282.338
173,0,-0.0291527,-0.00102968,-0.0451168,-1148.54,1223.89,282.356
174,0,-0.0293715,-0.0009206,-0.0452616,-1148.52,1223.97,282.357
175,0,-0.0295336,-0.000964953,-0.0451587,-1148.53,1223.95,282.346
176,0,-0.0293266,-0.000820529,-0.0452037,-1148.55,1223.93,282.365
177,0,-0.0294104,-0.000886303,-0.0450747,-1148.51,1223.95,282.339
178,0,-0.0296852,-0.00083366,-0.0452021,-1148.54,1223.97,282.342
179,0,-0.0292199,-0.00100008,-0.0451284,-1148.54,1223.94,282.368
180,0,-0.0297373,-0.00109964,-0.0451759,-1148.53,1223.93,282.359
181,0,-0.0290771,-0.000752742,-0.0452732,-1148.54,1223.94,282.359
182,0,-0.0293906,-0.000802179,-0.045251,-1148.53,1223.93,282.337
183,0,-0.0292536,-0.000841754,-0.0451307,-1148.51,1223.94,282.351
184,0,-0.0292447,-0.00101272,-0.0453289,-1148.52,1223.94,282.35
185,0,-0.0294281,-0.000889,-0.0452579,-1148.53,1223.95,282.363
186,0,-0.0292557,-0.000914885,-0.0452396,-1148.53,1223.93,282.362
187,0,-0.0297899,-0.000903818,-0.0453107,-1148.53,1223.93,282.345
188,0,-0.0292505,-0.00076095,-0.0452336,-1148.52,1223.94,282.327
189,0,-0.029659,-0.000896763,-0.0453721,-1148.54,1223.97,282.365
190,0,-0.0294036,-0.000872209,-0.0452519,-1148.53,1223.93,282.35
191,0,-0.0294889,-0.000830411,-0.0450229,-1148.53,1223.93,282.352
192,0,-0.0292407,-0.000954782,-0.0451885,-1148.53,1223.94,282.345
193,0,-0.0293268,-0.000840995,-0.0451437,-1148.55,1223.92,282.34
194,0,-0.029462,-0.000858671,-0.0452051,-1148.53,1223.94,282.353
195,0,-0.0288922,-0.000803101,-0.0453291,-1148.55,1223.97,282.37
196,0,-0.0291362,-0.000863235,-0.0452493,-1148.55,1223.94,282.355
197,0,-0.0292871,-0.000927042,-0.0451678,-1148.52,1223.91,282.337
198,0,-0.0291953,-0.00100789,-0.0454602,-1148.53,1223.96,282.351
199,0,-0.0294298,-0.000922702,-0.0453743,-1148.54,1223.96,282.361
200,0,-0.0295535,-0.00082299,-0.0451873,-1148.52,1223.93,282.36
201,0,-0.029364,-0.000924702,-0.0453174,-1148.54,1223.94,282.35
202,0,-0.0292675,-0.00095039,-0.0453061,-1148.54,1223.95,282.339
203,0,-0.0292476,-0.000946754,-0.0453186,-1148.51,1223.92,282.35
204,0,-0.0294134,-0.000843246,-0.0452283,-1148.53,1223.92,282.346
205,0,-0.0291343,-0.000919775,-0.0453218,-1148.53,1223.96,282.381
206,0,-0.0293688,-0.00095694,-0.0452306,-1148.53,1223.93,282.354
207,0,-0.0295668,-0.000852139,-0.0449917,-1148.53,1223.92,282.342
208,0,-0.0292409,-0.000882107,-0.0450219,-1148.53,1223.95,282.359
209,0,-0.0293143,-0.000767913,-0.0451582,-1148.52,1223.95,282.36
210,0,-0.0292794,-0.000963328,-0.0452676,-1148.52,1223.92,282.35
211,0,-0.0293965,-0.000670416,-0.045194,-1148.53,1223.95,282.36
212,0,-0.0296168,-0.00092757,-0.0451865,-1148.52,1223.94,282.34
213,0,-0.0294173,-0.000923529,-0.045278,-1148.53,1223.93,282.345
214,0,-0.0292016,-0.000885629,-0.0451988,-1148.53,1223.94,282.363
215,0,-0.0295583,-0.000918132,-0.0452389,-1148.52,1223.94,282.346
216,0,-0.0295056,-0.000936087,-0.0453536,-1148.53,1223.94,282.342
217,0,-0.0293998,-0.000968551,-0.0452805,-1148.52,1223.94,282.349
218,0,-0.0295086,-0.000857688,-0.0453109,-1148.52,1223.92,282.332
219,0,-0.0296055,-0.00082825,-0.0453136,-1148.53,1223.98,282.361
220,0,-0.0293587,-0.00079228,-0.0452551,-1148.53,1223.94,282.358
221,0,-0.0296287,-0.00091568,-0.0451067,-1148.53,1223.91,282.336
222,0,-0.0295969,-0.000881289,-0.0452058,-1148.52,1223.97,282.342
223,0,-0.0292598,-0.000786958,-0.0452568,-1148.55,1223.95,282.366
224,0,-0.0296173,-0.000863055,-0.0452148,-1148.53,1223.92,282.358
225,0,-0.0290964,-0.000857753,-0.0452137,-1148.52,1223.95,282.344
226,0,-0.0297673,-0.0010168,-0.0451713,-1148.54,1223.94,282.345
227,0,-0.0292362,-0.000754899,-0.045134,-1148.53,1223.92,282.376
228,0,-0.0292603,-0.000964003,-0.0451233,-1148.54,1223.95,282.363
229,0,-0.0293284,-0.00083413,-0.0452381,-1148.53,1223.95,282.359
230,0,-0.0296277,-0.000934236,-0.0452231,-1148.51,1223.92,282.327
231,0,-0.0291499,-0.000761641,-0.045206,-1148.53,1223.93,282.335
232,0,-0.0296308,-0.00086834,-0.0453399,-1148.53,1223.97,282.374
233,0,-0.0291658,-0.000764978,-0.0451904,-1148.55,1223.92,282.358
234,0,-0.0296573,-0.000865736,-0.0451127,-1148.52,1223.94,282.35
235,0,-0.0291675,-0.000931951,-0.045428,-1148.52,1223.94,282.338
236,0,-0.0293461,-0.000844561,-0.045193,-1148.53,1223.95,282.344
237,0,-0.0294781,-0.000929393,-0.0453766,-1148.53,1223.94,282.352
238,0,-0.0293202,-0.00087983,-0.0451596,-1148.53,1223.95,282.353
239,0,-0.0296895,-0.000825036,-0.0453061,-1148.53,1223.92,282.343
240,0,-0.0294884,-0.000742159,-0.0453224,-1148.53,1223.95,282.342
241,0,-0.0296955,-0.0008683,-0.0453163,-1148.53,1223.93,282.353
242,0,-0.0292928,-0.000776319,-0.0452958,-1148.55,1223.93,282.357
243,0,-0.0293638,-0.000798882,-0.0452897,-1148.52,1223.95,282.341
244,0,-0.0292649,-0.00103044,-0.0451352,-1148.52,1223.93,282.346
245,0,-0.0294612,-0.000902806,-0.0452686,-1148.54,1223.91,282.343
246,0,-0.02929,-0.000841778,-0.0452851,-1148.52,1223.96,282.349
247,0,-0.0298034,-0.00098302,-0.0452041,-1148.54,1223.96,282.364
248,0,-0.0295904,-0.000887002,-0.04513,-1148.52,1223.9,282.355
249,0,-0.0291024,-0.000855222,-0.0452701,-1148.52,1223.95,282.351
250,0,-0.0296551,-0.000869934,-0.0452909,-1148.53,1223.95,282.348
251,0,-0.0292945,-0.000886305,-0.0452379,-1148.53,1223.95,282.358
252,0,-0.0293849,-0.000953527,-0.0451421,-1148.53,1223.95,282.348
253,0,-0.0291342,-0.000826965,-0.0452345,-1148.54,1223.95,282.348
254,0,-0.029339,-0.000900338,-0.0452844,-1148.51,1223.94,282.357
255,0,-0.0294381,-0.000928922,-0.0452517,-1148.53,1223.94,282.344
256,0,-0.0295706,-0.00100401,-0.0452396,-1148.55,1223.95,282.341
257,0,-0.0291249,-0.00082545,-0.0452652,-1148.53,1223.95,282.358
258,0,-0.0291774,-0.000888003,-0.045348,-1148.53,1223.93,282.359
259,0,-0.0296437,-0.000953025,-0.0452321,-1148.53,1223.9,282.329
260,0,-0.0293444,-0.000864372,-0.0453218,-1148.51,1223.97,282.362
261,0,-0.0293985,-0.000844537,-0.0453735,-1148.53,1223.95,282.333
262,0,-0.0293445,-0.000800336,-0.0452123,-1148.55,1223.94,282.37
263,0,-0.029382,-0.00078167,-0.0452341,-1148.52,1223.96,282.352
264,0,-0.029444,-0.000828462,-0.0451555,-1148.53,1223.92,282.332
265,0,-0.0292085,-0.000812546,-0.0450688,-1148.54,1223.92,282.362
266,0,-0.0295705,-0.000991038,-0.0452568,-1148.51,1223.96,282.358
267,0,-0.029478,-0.000892345,-0.045253,-1148.54,1223.95,282.354
268,0,-0.0295632,-0.00090272,-0.0452631,-1148.54,1223.92,282.358
269,0,-0.0296843,-0.000901914,-0.0453517,-1148.51,1223.94,282.352
270,0,-0.0289814,-0.000833247,-0.0452265,-1148.55,1223.93,282.35
271,0,-0.0292753,-0.000837523,-0.0451405,-1148.53,1223.94,282.35
272,0,-0.0292761,-0.000830452,-0.0452032,-1148.49,1223.93,282.341
273,0,-0.0295097,-0.000826935,-0.0453857,-1148.56,1223.93,282.344
274,0,-0.0295119,-0.000947379,-0.0452256,-1148.51,1223.95,282.35
275,0,-0.029273,-0.000959162,-0.04533,-1148.52,1223.93,282.341
276,0,-0.0296103,-0.000877788,-0.0451955,-1148.57,1223.91,282.373
277,0,-0.0295075,-0.000894914,-0.0452337,-1148.52,1223.98,282.354
278,0,-0.0294565,-0.000843492,-0.0452593,-1148.51,1223.96,282.341
279,0,-0.029877,-0.00078444,-0.0452528,-1148.56,1223.91,282.351
280,0,-0.0291146,-0.000636528,-0.0453338,-1148.53,1223.99,282.344
281,0,-0.0293626,-0.00071989,-0.0453171,-1148.53,1223.95,282.361
282,0,-0.0291896,-0.000846968,-0.0452114,-1148.55,1223.88,282.361
283,0,-0.0294346,-0.000918588,-0.0453132,-1148.51,1223.98,282.335
284,0,-0.0290936,-0.00086703,-0.0454399,-1148.52,1223.95,282.325
285,0,-0.0295597,-0.000775413,-0.0452451,-1148.56,1223.92,282.366
286,0,-0.0294902,-0.00075366,-0.0451918,-1148.49,1223.95,282.342
287,0,-0.0292659,-0.000914866,-0.0452074,-1148.54,1223.95,282.345
288,0,-0.0288272,-0.000729246,-0.045069,-1148.55,1223.93,282.349
289,0,-0.0291742,-0.000757009,-0.045241,-1148.52,1223.96,282.34
290,0,-0.0293347,-0.000952261,-0.0451884,-1148.54,1223.96,282.369
291,0,-0.0291295,-0.000756914,-0.0451328,-1148.55,1223.95,282.357
292,0,-0.0297998,-0.000737757,-0.0452483,-1148.51,1223.93,282.313
293,0,-0.0291581,-0.000935354,-0.0452764,-1148.54,1223.94,282.355
294,0,-0.0293644,-0.000881944,-0.0452213,-1148.54,1223.97,282.371
295,0,-0.0292648,-0.000828169,-0.0452879,-1148.52,1223.92,282.357
296,0,-0.029476,-0.00091981,-0.0453258,-1148.55,1223.92,282.352
297,0,-0.0294562,-0.000735424,-0.0452634,-1148.53,1223.96,282.352
298,0,-0.0292431,-0.000881229,-0.0453457,-1148.5,1223.94,282.332
299,0,-0.0294801,-0.000851747,-0.0453108,-1148.54,1223.93,282.36
300,0,-0.0293701,-0.000802636,-0.0453001,-1148.53,1223.97,282.364
301,0,-0.0290271,-0.000770479,-0.0452255,-1148.52,1223.94,282.327
302,0,-0.0291473,-0.000804794,-0.0452571,-1148.54,1223.93,282.363
303,0,-0.0292399,-0.000774538,-0.0451831,-1148.52,1223.94,282.362
304,0,-0.0293048,-0.00103698,-0.045128,-1148.56,1223.97,282.366
305,0,-0.0289967,-0.000776024,-0.0453158,-1148.53,1223.93,282.359
306,0,-0.0292265,-0.000761553,-0.0451093,-1148.51,1223.91,282.327
307,0,-0.0292219,-0.000781845,-0.0452744,-1148.54,1223.97,282.329
308,0,-0.0295064,-0.000711367,-0.0451929,-1148.52,1223.95,282.353
309,0,-0.0294492,-0.000889451,-0.0452042,-1148.53,1223.92,282.352
310,0,-0.0295538,-0.000982325,-0.0451807,-1148.53,1223.93,282.357
311,0,-0.0295769,-0.000918214,-0.0452345,-1148.53,1223.93,282.326
312,0,-0.0290451,-0.000757054,-0.0452864,-1148.51,1223.92,282.324
313,0,-0.0292816,-0.000919978,-0.0453105,-1148.53,1223.96,282.36
314,0,-0.0289569,-0.00080056,-0.0453542,-1148.53,1223.96,282.36
315,0,-0.029056,-0.000769022,-0.045245,-1148.51,1223.91,282.339
316,0,-0.029494,-0.000792494,-0.0452276,-1148.53,1223.94,282.35
317,0,-0.0291045,-0.000764385,-0.0452432,-1148.53,1223.94,282.362
318,0,-0.0293635,-0.000857727,-0.0454007,-1148.54,1223.97,282.362
319,0,-0.0294464,-0.000984941,-0.0453209,-1148.52,1223.93,282.342
320,0,-0.0292656,-0.000833033,-0.0452108,-1148.53,1223.93,282.337
321,0,-0.0289632,-0.000754726,-0.0452535,-1148.52,1223.95,282.337
322,0,-0.029359,-0.000996779,-0.0451998,-1148.53,1223.92,282.351
323,0,-0.0290556,-0.000820697,-0.0452695,-1148.53,1223.94,282.368
324,0,-0.0296101,-0.000816891,-0.0452006,-1148.52,1223.96,282.33
325,0,-0.0294562,-0.00069746,-0.0452545,-1148.52,1223.93,282.355
326,0,-0.0293531,-0.000792364,-0.045261,-1148.5,1223.9,282.34
327,0,-0.0291887,-0.000976609,-0.0452435,-1148.52,1223.95,282.348
328,0,-0.0291012,-0.000901003,-0.0452783,-1148.54,1223.94,282.361
329,0,-0.0289886,-0.0007233,-0.0452299,-1148.5,1223.93,282.342
330,0,-0.0293133,-0.00106099,-0.045264,-1148.52,1223.93,282.351
331,0,-0.0294439,-0.000936932,-0.0451903,-1148.54,1223.95,282.381
332,0,-0.0295069,-0.000805721,-0.0452612,-1148.51,1223.93,282.348
333,0,-0.0292143,-0.000699942,-0.0452258,-1148.51,1223.92,282.334
334,0,-0.0291571,-0.000842131,-0.0451992,-1148.52,1223.95,282.358
335,0,-0.0290129,-0.000833744,-0.0454372,-1148.5,1223.95,282.352
336,0,-0.0290047,-0.000846427,-0.0451821,-1148.54,1223.92,282.359
337,0,-0.0293659,-0.000782154,-0.0450909,-1148.55,1223.94,282.368
338,0,-0.0294071,-0.000883655,-0.0452763,-1148.52,1223.95,282.351
339,0,-0.0291563,-0.000837441,-0.0451399,-1148.53,1223.91,282.348
340,0,-0.0292818,-0.000996011,-0.0452371,-1148.52,1223.94,282.354
341,0,-0.0294049,-0.000876354,-0.0453021,-1148.5,1223.95,282.354
342,0,-0.0292586,-0.000716028,-0.045362,-1148.52,1223.92,282.355
343,0,-0.0294107,-0.000826325,-0.0452925,-1148.51,1223.93,282.349
344,0,-0.029154,-0.000913361,-0.0451972,-1148.52,1223.94,282.352
345,0,-0.0291539,-0.000786306,-0.0452273,-1148.53,1223.93,282.372
346,0,-0.0292031,-0.000865891,-0.0452202,-1148.53,1223.94,282.348
347,0,-0.0294222,-0.000910376,-0.0454151,-1148.5,1223.95,282.332
348,0,-0.0297152,-0.00086432,-0.0453349,-1148.52,1223.93,282.345
