raw_accel_x,raw_accel_y,raw_accel_z,world_accel_x,world_accel_y,yaw,left_encoder_rate,right_encoder_rate,fpga time,navx time
0.026001,-0.0020752,1.01392,0,0.002,-45.61,0,0,156.212,8389398,
0.0261841,-0.00524902,1.01361,0.001,0,-45.61,0,0,156.232,8389428,
0.0274048,-0.00146484,1.01233,0,0.003,-45.61,0,0,156.252,8389443,
0.0266724,-0.00384521,1.01843,0,0.001,-45.61,0,0,156.272,8389458,
0.024292,-0.00616455,1.01385,0,-0.001,-45.61,0,0,156.292,8389488,
0.0241699,-0.0022583,1.01495,-0.001,0,-45.61,0,0,156.313,8389503,
0.0250244,-0.00280762,1.00952,0,0,-45.61,0,0,156.332,8389518,
0.0238037,-0.00390625,1.01038,0,0,-45.61,0,0,156.353,8389548,
0.0244751,-0.00500488,1.01801,0,-0.001,-45.61,0,0,156.372,8389563,
0.0204468,-0.0032959,1.01141,-0.003,-0.002,-45.61,0,0,156.392,8389578,
0.0249634,-0.00408936,1.01251,0,0,-45.61,0,0,156.413,8389608,
0.0274048,-0.00299072,1.01172,0,0.002,-45.61,0,0,156.433,8389623,
0.0275269,-0.00634766,1.01581,0.003,0,-45.61,0,0,156.452,8389638,
0.0258789,-0.00683594,1.01385,0.002,-0.001,-45.61,0,0,156.472,8389668,
0.0247192,-0.003479,1.01324,0,0,-45.61,0,0,156.492,8389683,
0.0231934,-0.00341797,1.00989,-0.001,0,-45.61,0,0,156.515,8389713,
0.0252075,-0.00274658,1.01721,0,0.001,-45.61,0,0,156.533,8389728,
0.0246582,-0.00506592,1.0127,0,0,-45.61,0,0,156.553,8389743,
0.0256348,-0.00445557,1.01288,0,0,-45.61,0,0,156.573,8389758,
0.0252686,-0.00305176,1.01331,0,0,-45.61,0,0,156.593,8389788,
0.0228882,-0.00231934,1.01526,-0.002,0,-45.61,0,0,156.618,8389804,
0.0240479,-0.00457764,1.01196,0,0,-45.61,0,0,156.653,8389848,
0.0281372,-0.00317383,1.01929,0.001,0.002,-45.61,0,0,156.673,8389864,
0.0241699,-0.00695801,1.0119,0.001,-0.002,-45.6,0,0,156.712,8389908,
0.0250244,-0.00286865,1.01398,0,0,-45.6,0,0,156.732,8389924,
0.0232544,-0.00646973,1.01093,0,-0.002,-45.6,0,0,156.772,8389968,
0.0257568,-0.0067749,1.01392,0.002,-0.001,-45.6,0,0,156.812,8389998,
0.0261841,-0.00549316,1.01105,0.001,0,-45.6,0,0,156.834,8390028,
0.0195312,-0.00146484,1.01874,-0.005,-0.002,-45.6,0,0,156.872,8390058,
0.0386353,0.0129395,1.01587,-0.002,0.021,-45.6,82.5086,0,156.894,8390088,
-0.178528,0.0839844,1.04749,-0.202,-0.085,-45.55,229.503,-0.596047,156.933,8390118,
-0.0748901,0.114441,0.948242,-0.145,0.011,-45.37,270.849,-45.5767,156.972,8390164,
-0.020874,0.0769653,1.00073,-0.077,0.022,-45.07,365.197,-72.205,157.013,8390208,
-0.0904541,0.140259,1.07239,-0.17,0.017,-44.95,476.735,-87.8762,157.032,8390224,
-0.0253296,0.130798,0.959595,-0.112,0.058,-44.49,530.645,-117.97,157.072,8390268,
0.0958252,0.0945435,0.953125,0.001,0.118,-44.3,691.898,-128.056,157.093,8390284,
-0.036499,0.0802612,1.09741,-0.08,0.012,-43.5,590.005,-179.308,157.158,8390344,
-0.142883,0.139282,1.00775,-0.197,-0.015,-43.28,722.752,-130.013,157.172,8390358,
-0.0617065,0.0278931,0.813171,-0.06,-0.037,-42.79,578.352,-158.448,157.194,8390388,
0.108154,0.0866089,1.11786,0.028,0.114,-42.27,740.001,-185.477,157.232,8390419,
-0.0685425,0.0791626,0.969971,-0.096,-0.007,-41.43,584.249,-212.395,157.272,8390464,
-0.203796,0.143311,1.0921,-0.237,-0.05,-41.12,597.961,-233.263,157.293,8390479,
0.0548706,0.151245,1.16376,-0.043,0.123,-40.15,518.82,-263.498,157.333,8390524,
-0.106201,0.168762,1.10791,-0.178,0.033,-39.5,668.986,-247.347,157.355,8390554,
0.0284424,0.0681763,1.02393,-0.008,0.042,-38.82,617.494,-270.468,157.393,8390584,
-0.185181,0.00390625,0.652283,-0.14,-0.129,-37.79,716.076,-273.587,157.435,8390629,
0.190735,0.132507,1.4845,0.089,0.178,-37.44,760.746,-337.941,157.453,8390644,
0.175232,0.180054,1.16779,0.048,0.212,-36.41,629.307,-299.634,157.493,8390689,
0.175415,0.136902,0.855835,0.073,0.186,-35.71,641.169,-320.95,157.532,8390719,
0.0477295,0.133301,0.979431,-0.025,0.103,-34.99,739.864,-380.156,157.553,8390749,
0.0673828,0.147278,1.0025,-0.013,0.125,-33.86,494.572,-364.206,157.595,8390794,
0.0673828,0.147278,1.0025,-0.013,0.125,-33.86,650.132,-351.735,157.632,8390794,
0.0673828,0.147278,1.0025,-0.013,0.125,-33.86,786.102,-405.104,157.654,8390794,
0.250732,0.0440674,0.949524,0.2,0.131,-31.29,771.516,-392.249,157.707,8390899,
-0.0950928,0.0100098,0.836304,-0.078,-0.072,-30.93,754.091,-412.142,157.717,8390914,
0.140076,0.0629883,0.979309,0.098,0.086,-30.2,799.041,-412.677,157.759,8390944,
-0.0118408,0.0585327,1.12585,-0.028,0,-29.12,699.913,-428.798,157.792,8390989,
0.112366,-0.0256958,0.865601,0.118,-0.003,-28.78,759.936,-445.563,157.814,8391004,
0.0717773,-0.0458374,1.24774,0.092,-0.06,-27.73,784.683,-514.073,157.852,8391049,
0.010376,0.166199,0.826782,-0.062,0.117,-27.06,574.3,-514.496,157.892,8391079,
-0.00524902,0.0888062,0.536438,-0.042,0.054,-26.39,723.72,-459.263,157.912,8391109,
0.124756,0.0994873,1.05646,0.073,0.096,-25.41,597.354,-509.736,157.961,8391154,
0.141418,-0.104492,0.9953,0.173,-0.079,-24.79,761.354,-460.119,157.992,8391184,
0.163757,0.081543,1.14728,0.115,0.09,-24.49,783.361,-485.296,158.012,8391199,
0.277832,0.0748901,0.933411,0.222,0.137,-23.63,884.095,-428.064,158.052,8391244,
0.220642,0.0402832,1.0943,0.184,0.074,-23.35,834.585,-545.241,158.073,8391259,
-0.114014,0.0253296,1.23254,-0.121,-0.079,-22.58,654.001,-552.425,158.113,8391304,
0.262878,0.162476,0.994202,0.178,0.2,-21.83,746.018,-539.622,158.153,8391349,
0.0227661,0.135071,1.30304,-0.035,0.07,-21.59,742.39,-570.662,158.176,8391365,
0.342285,0.109741,0.997925,0.272,0.175,-20.93,789.328,-625.763,158.212,8391409,
0.0688477,0.192993,1.35107,-0.014,0.136,-20.33,849.149,-610.668,158.256,8391454,
-0.419983,-0.0439453,0.705383,-0.387,-0.221,-20.16,825.491,-709.32,158.273,8391469,
-0.0362549,0.0878296,0.692139,-0.072,0.034,-19.81,707.239,-643.894,158.313,8391499,
0.236877,-0.0108032,0.936584,0.214,0.019,-19.49,699.252,-635.789,158.335,8391529,
0.0830688,-0.0792236,0.868469,0.092,-0.093,-19.22,714.031,-623.947,158.373,8391559,
-0.430969,-0.1698,1.10138,-0.375,-0.358,-18.84,630.338,-675.973,158.423,8391619,
0.103699,-0.18634,0.88855,0.139,-0.189,-18.81,564.988,-730.647,158.436,8391634,
-0.164368,-0.0734863,0.99176,-0.158,-0.169,-18.91,606.116,-501.278,158.473,8391665,
-0.0712891,-0.0821533,1.06927,-0.066,-0.146,-19,568.23,-638.855,158.512,8391709,
0.130859,-0.0350952,1.22516,0.106,-0.041,-18.99,614.119,-533.035,158.532,8391725,
0.0504761,-0.133118,0.998901,0.065,-0.147,-19,550.01,-490.858,158.572,8391769,
-0.0144653,-0.163818,0.841431,0.018,-0.189,-18.98,414.25,-591.593,158.612,8391799,
-0.312744,-0.120239,0.835205,-0.278,-0.242,-18.98,477.852,-396.416,158.633,8391829,
-0.234253,-0.224915,0.838379,-0.17,-0.313,-18.94,431.462,-100.682,158.673,8391859,
0.14978,-0.194641,0.916992,0.18,-0.157,-18.78,397.986,446.987,158.713,8391905,
-0.0253906,-0.11853,1.02197,-0.012,-0.141,-18.71,314.728,641.684,158.734,8391919,
0.0380249,-0.141541,0.909851,0.057,-0.134,-18.39,236.2,954.016,158.773,8391965,
-0.291443,-0.257263,1.46692,-0.232,-0.341,-17.82,200.648,884.291,158.812,8392010,
0.0473633,-0.30603,0.872864,0.118,-0.279,-17.57,209.945,978.521,158.832,8392025,
-0.0636597,-0.27832,1.25671,-0.006,-0.275,-16.64,152.113,1085.89,158.872,8392070,
0.149048,-0.221313,1.02325,0.185,-0.16,-16.29,139.15,1090.45,158.892,8392085,
0.0459595,-0.19342,1.45911,0.068,-0.153,-15.08,69.2008,1263.1,158.932,8392130,
-0.127808,-0.140686,0.624878,-0.1,-0.156,-14.19,46.4999,1215.14,158.974,8392160,
-0.269287,-0.0964355,0.885498,-0.258,-0.134,-12.77,0,1386.67,159.012,8392205,
-0.270386,-0.0733643,0.923889,-0.269,-0.085,-8.35,-102.567,1271.54,159.133,8392325,
0.0835571,-0.156921,0.762634,0.093,-0.122,-6.31,-129.693,1153.74,159.176,8392370,
-0.159729,-0.158203,1.04224,-0.153,-0.135,-4.74,-165.261,1207.44,159.212,8392400,
-0.201477,-0.0231323,1.13611,-0.205,0.006,-3.07,-176.114,1132.76,159.234,8392430,
-0.14032,0.00946045,0.869263,-0.143,0.036,-1.37,-185.83,1205.76,159.275,8392460,
0.139404,-0.0648193,0.720093,0.137,-0.043,1.21,-175.194,1475.8,159.315,8392505,
-0.292786,-0.00286865,0.770813,-0.293,0.041,3.82,-212.355,1371.74,159.354,8392550,
0.0922241,-0.0146484,0.878967,0.09,0.002,5.55,-212.19,1321,159.393,8392580,
-0.0854492,0.0378418,1.11987,-0.078,0.079,7.33,-182.438,1185.61,159.413,8392610,
-0.0435791,0.111084,0.928711,-0.024,0.14,9.11,-280.391,773.844,159.452,8392640,
0.117126,0.20459,1.21387,0.155,0.204,11.67,-269.005,672.608,159.492,8392685,
-0.122131,0.0990601,0.901917,-0.1,0.143,13.99,-345.56,607.497,159.532,8392730,
0.17218,0.0722656,0.709839,0.179,0.035,15.44,-193.998,600.294,159.565,8392760,
0.0155029,0.0543213,0.899597,0.013,0.051,21.17,-140.209,384.054,159.716,8392910,
0.0583496,0.146973,0.930969,0.086,0.119,22.05,-146.873,384.084,159.741,8392940,
0.0124512,0.0914307,1.02087,0.019,0.083,22.86,-141.117,325.929,159.773,8392970,
0.188599,0.150269,1.03931,0.203,0.066,23.23,-132.395,333.389,159.795,8392986,
0.17981,0.0675049,1.00922,0.159,-0.011,24.23,-104.566,285.673,159.835,8393030,
0.23114,0.0769653,1.01202,0.207,-0.026,24.78,-103.853,233.921,159.872,8393060,
0.183167,0.079895,1.09534,0.157,-0.006,25.43,-104.864,179.192,159.916,8393106,
0.133972,0.0949707,0.978943,0.12,0.026,25.86,-96.0361,155.975,159.954,8393150,
0.122375,0.0614624,1.07928,0.089,0,25.95,-101.279,117.107,159.975,8393166,
-0.0274048,0.0670776,1.01935,-0.044,0.07,26.04,-69.0546,67.3677,160.033,8393226,
0.031311,0.0755005,1.00647,0.012,0.05,26.04,-57.6389,52.804,160.073,8393270,
0.0043335,0.0640869,0.994263,-0.015,0.051,26.04,-47.5881,47.927,160.099,8393286,
0.0112305,0.0975952,1.00104,0.004,0.077,26.03,-37.522,33.0195,160.133,8393330,
0.0273438,0.11145,1.01093,0.024,0.08,26.03,-27.7385,33.0195,160.172,8393360,
0.0276489,0.0372925,1.02197,-0.008,0.012,26.03,-27.7385,33.0195,160.212,8393406,
0.0112305,-0.00732422,1.04321,-0.043,-0.02,26.03,-4.53808,33.0195,160.252,8393450,
0.0189209,-0.00378418,0.997375,-0.032,-0.02,26.04,-4.53808,33.0195,160.274,8393466,
0.0439453,0.0105591,1.02264,-0.003,-0.017,26.04,-4.53808,33.0195,160.313,8393510,
0.0251465,0.0288696,1.01636,-0.011,0.006,26.04,-4.53808,33.0195,160.353,8393541,
0.0305176,0.010498,1.01599,-0.014,-0.012,26.04,-4.53808,33.0195,160.392,8393586,
0.0239258,0.0230713,1.01379,-0.014,0.002,26.04,-4.53808,33.0195,160.452,8393646,
0.0583496,0.0593872,1.03522,0.034,0.021,26.02,-32.5137,0,160.572,8393766,
0.0593262,-0.175598,1.0528,-0.069,-0.188,26.01,-49.5845,206.183,160.633,8393826,
0.0476074,-0.177795,1.09961,-0.078,-0.179,26.06,-105.764,206.492,160.672,8393871,
0.012146,-0.185059,1.16388,-0.114,-0.168,26.09,-117.024,318.39,160.694,8393886,
-0.00256348,-0.108032,0.932434,-0.082,-0.088,26.15,-180.574,567.054,160.732,8393931,
-0.0565186,-0.0394897,1.17365,-0.106,0.001,26.23,-242.515,1015.69,160.772,8393961,
-0.0887451,-0.115784,1.05029,-0.162,-0.052,26.38,-238.214,1048.22,160.793,8393991,
0.0922852,-0.159302,0.748291,-0.009,-0.173,26.57,-381.388,1100.72,160.832,8394021,
0.0119629,-0.0609741,1.08905,-0.04,-0.04,27.12,-390.183,1268.31,160.893,8394081,
-0.327332,-0.188232,1.18036,-0.396,0.006,27.55,-398.129,1192.25,160.913,8394111,
-0.23645,-0.246155,1.01984,-0.335,-0.083,28.09,-456.319,1019.06,160.954,8394141,
0.0180054,-0.194092,0.904541,-0.082,-0.155,29.09,-418.927,1022.29,160.992,8394186,
0.0700684,-0.0914917,1.0965,0.012,-0.085,30.25,-653.573,798.945,161.033,8394231,
0.0663452,0.0917969,0.885254,0.102,0.069,30.98,-512.939,664.209,161.072,8394261,
0.16394,0.0206909,1.03333,0.146,-0.038,31.29,-404.539,532.666,161.092,8394276,
-0.0252686,0.138245,0.952942,0.04,0.159,31.93,-530.771,402.812,161.132,8394321,
0.381531,0.103271,1.08875,0.355,-0.082,32.12,-610.24,387.619,161.172,8394366,
-0.0761108,0.108093,0.905457,-0.028,0.158,32.12,-465.582,399.154,161.192,8394381,
-0.0993652,0.245544,1.02972,0.019,0.285,32.07,-413.685,484.707,161.232,8394426,
0.189087,0.148865,1.04742,0.21,0.047,32.09,-407.407,390.594,161.272,8394456,
0.122375,0.136719,1.13965,0.141,0.069,32.07,-370.083,315.891,161.392,8394591,
0.0218506,0.117004,0.99469,0.049,0.1,32.08,-257.112,282.087,161.452,8394651,
-0.0852051,-0.00201416,1.10248,-0.108,0.057,32.08,-325.33,292.278,161.473,8394667,
-0.0166626,0.0831299,1.02228,-0.004,0.09,32.09,-261.103,273.441,161.514,8394711,
0.00738525,0.114075,0.991882,0.033,0.102,32.09,-246.169,239.203,161.553,8394741,
0.0199585,0.114075,1.03778,0.04,0.092,32.08,-206.562,196.119,161.623,8394816,
0.012207,0.103882,0.972656,0.03,0.086,32.08,-188.669,178.878,161.652,8394847,
0.217773,-0.0615234,1.09662,0.112,-0.162,32.07,-277.758,160.51,161.692,8394891,
0.0551758,-0.0135498,1.15961,-0.001,-0.031,31.98,-184.373,195.959,161.736,8394921,
0.0292969,-0.0196533,1.05023,-0.019,-0.021,31.93,-250.636,262.068,161.852,8395041,
0.0761719,-0.0612793,1.05786,0,-0.079,31.89,-262.343,254.062,161.912,8395102,
-0.0514526,-0.0575562,1.03918,-0.105,-0.009,31.87,-285.132,310.511,161.933,8395132,
0.0551758,-0.0629272,1.09509,-0.018,-0.069,31.86,-272.717,279.119,161.972,8395162,
0.123779,-0.00195312,1.05078,0.074,-0.053,31.84,-270.42,308.552,162.013,8395207,
-0.0568848,0.0196533,0.98999,-0.064,0.059,31.82,-315.169,296.34,162.052,8395252,
0.00994873,-0.00244141,1.10425,-0.022,0.007,31.81,-267.444,273.976,162.073,8395267,
0.0245361,-0.0430298,1.03149,-0.028,-0.035,31.8,-349.107,303.108,162.112,8395312,
0.0465088,0.00372314,1.14929,0.012,-0.005,31.78,-338.576,300.652,162.152,8395342,
-0.000183105,-0.050293,1.18738,-0.055,-0.025,31.78,-269.694,354.371,162.173,8395372,
0.00500488,-0.00946045,1.06555,-0.026,0.005,31.75,-360.373,343.312,162.213,8395402,
-0.0264282,-0.0266113,1.05957,-0.062,0.007,31.74,-320,344.952,162.235,8395432,
0.043396,0.0244141,1.06317,0.024,0.014,31.73,-274.559,349.803,162.273,8395462,
-0.0383911,-0.0022583,1.03485,-0.057,0.034,31.71,-351.735,329.066,162.313,8395507,
-0.0400391,-0.0134888,1.03937,-0.064,0.026,31.69,-386.668,300.811,162.352,8395552,
-0.0588379,-0.0115967,0.947144,-0.077,0.035,31.68,-317.733,393.453,162.375,8395567,
-0.0731201,-0.0222168,1.10455,-0.098,0.037,31.66,-421.603,351.661,162.412,8395612,
0.121643,0.0269775,1.12421,0.092,-0.023,31.65,-438.299,344.388,162.455,8395642,
-0.130371,-0.00280762,1.12433,-0.137,0.085,31.63,-345.722,346.159,162.477,8395672,
0.0119019,-0.0305176,1.0235,-0.028,-0.014,31.61,-371.851,384.682,162.532,8395717,
0.0526123,-0.00531006,1.14618,0.017,-0.013,31.56,-412.099,378.996,162.636,8395822,
-0.0211182,0.0865479,1.18152,0,0.105,31.51,-370.089,386.862,162.752,8395942,
-0.05896,-0.0088501,0.937622,-0.076,0.038,31.49,-449.681,343.548,162.772,8395972,
0.0598145,-0.00994873,1.00092,0.023,-0.022,31.49,-382.409,335.779,162.792,8395987,
0.0718384,-0.0632324,0.95105,0.006,-0.075,31.48,-390.633,387.349,162.832,8396032,
0.0314331,0.0405884,1.09637,0.022,0.035,31.47,-351.964,379.463,162.872,8396062,
0.175842,-0.0251465,0.977478,0.112,-0.099,31.44,-385.423,340.57,162.993,8396182,
0.0359497,0.101562,1.03595,0.055,0.077,31.46,-288.218,279.31,163.092,8396288,
0.0289917,0.145752,0.88916,0.075,0.113,31.49,-277.162,261.907,163.132,8396332,
0.0859375,0.0565796,1.08936,0.071,0.007,31.48,-218.443,259.68,163.172,8396362,
0.0509644,0.0325317,1.0329,0.028,0.004,31.48,-232.767,228.024,163.193,8396392,
0.135376,0.0065918,0.967896,0.088,-0.063,31.5,-216.165,187.475,163.233,8396422,
0.191711,0.19342,0.992676,0.232,0.064,31.48,-179.297,122.88,163.274,8396468,
0.0365601,0.17688,1.13678,0.083,0.125,31.45,-127.091,56.739,163.314,8396512,
-0.00109863,0.217224,0.996643,0.075,0.176,31.42,-65.1784,56.739,163.353,8396542,
0.0598145,0.212769,0.978333,0.123,0.138,31.41,-39.826,56.739,163.376,8396572,
0.0269775,0.12793,0.968933,0.049,0.08,31.4,-24.7596,5.18116,163.412,8396602,
0.143921,0.098999,1.04724,0.129,-0.007,31.39,0,-72.9145,163.453,8396648,
0.0631714,0.0540161,1.02466,0.036,-0.003,31.32,49.4917,-141.831,163.492,8396678,
0.0881348,-0.00817871,0.98291,0.025,-0.066,31.01,26.1734,-153.824,163.543,8396738,
0.0509644,0.0101318,0.974609,0.002,-0.029,30.73,26.1734,-203.656,163.572,8396768,
0.0813599,0.0198975,0.980774,0.033,-0.035,30.23,26.1734,-253.765,163.613,8396813,
0.144714,0.0166016,1.0567,0.082,-0.07,29.84,26.1734,-378.15,163.652,8396843,
0.101379,-0.00866699,1.03833,0.032,-0.069,29.4,26.1734,-335.813,163.673,8396873,
0.0940552,0.0309448,1.01239,0.045,-0.029,28.66,26.1734,-437.225,163.732,8396918,
0.0350342,0.0370483,0.936646,0,0.006,28.09,1.93709,-403.039,163.753,8396948,
0.150818,0.0256348,0.934814,0.095,-0.055,27.14,-1.88206,-480.042,163.792,8396993,
0.0802612,-0.0422974,0.979126,0,-0.083,26.42,-21.4971,-516.596,163.832,8397023,
0.071106,0.0525513,0.921875,0.035,0.008,25.23,-37.0125,-588.928,163.873,8397068,
0.120422,0.0366821,1.09058,0.061,-0.025,23.93,-47.2564,-542.918,163.914,8397113,
0.0298462,-0.026062,0.974121,-0.04,-0.044,22.97,-68.6695,-596.552,163.952,8397143,
-0.00701904,-0.0476074,0.796326,-0.071,-0.048,21.39,-72.7434,-697.958,163.992,8397188,
0.10968,0.0124512,1.12622,0.039,-0.036,20.86,-65.7847,-660.939,164.013,8397203,
0.334717,0.102905,1.20447,0.276,-0.022,19.2,-76.5298,-752.842,164.052,8397248,
-0.127319,0.0825806,1.06561,-0.16,0.109,18.05,-49.3114,-861.623,164.092,8397278,
0.000549316,0.0368042,0.94635,-0.047,0.028,16.85,-61.9226,-639.775,164.113,8397308,
0.110779,0.0648193,0.961121,0.061,0.027,14.26,-97.3283,-685.096,164.173,8397368,
0.155273,0.020752,0.796936,0.104,-0.023,13.57,-131.535,-770.743,164.198,8397383,
-0.0492554,-0.0012207,0.893372,-0.107,0,11.4,-136.348,-714.082,164.234,8397428,
-0.254761,0.0135498,0.621399,-0.291,0.043,8.32,-111.876,-593.718,164.298,8397488,
0.098938,0.0241089,0.873352,0.04,0.001,6.72,-120.373,-657.808,164.334,8397518,
0.0686035,0.0811768,1.14673,-0.006,0.059,4.22,-135.126,-813.603,164.372,8397563,
0.0187378,0.0518188,1.12311,-0.057,0.033,1.6,-167.76,-602.192,164.412,8397609,
0.156982,0.0723267,1.05731,0.082,0.054,-0.18,-134.622,-688.705,164.452,8397638,
0.0975952,0.0148315,0.766663,0.043,0.004,-2.91,-152.637,-618.697,164.492,8397683,
0.0908203,0.0363159,1.10706,0.01,0.019,-4.76,-164.218,-657.938,164.517,8397713,
0.0342407,0.112122,1.1347,-0.061,0.086,-9.53,-148.49,-720.202,164.592,8397789,
0.0480957,-0.0522461,1.12909,-0.018,-0.072,-11.45,-169.893,-711.263,164.619,8397818,
0.108032,0.109802,1.18866,0,0.097,-13.41,-156.732,-783.699,164.661,8397849,
-0.0303345,0.0762329,0.892212,-0.111,0.034,-17.42,-164.045,-846.024,164.719,8397909,
0.0801392,0.118713,0.948425,-0.037,0.103,-25.7,-171.299,-692.905,164.838,8398029,
0.079834,0.189148,1.20593,-0.107,0.142,-34.29,-186.378,-573.46,164.952,8398149,
0.0778198,0.079895,1.01172,-0.037,0.06,-35.38,-203.436,-457.634,164.974,8398163,
0.117676,0.0848999,0.98175,-0.008,0.089,-36.48,-232.296,-388.342,164.993,8398179,
0.00866699,-0.0805054,1.03351,0.006,-0.107,-39.69,-223.135,-302.847,165.036,8398224,
-0.136902,-0.0616455,1.01233,-0.105,-0.185,-42.72,-255.686,-316.967,165.072,8398269,
-0.00775146,-0.0067749,1.00232,-0.043,-0.054,-45.53,-255.196,-221.857,165.116,8398314,
-0.0759277,0.0282593,0.9776,-0.111,-0.076,-47.28,-235.076,-175.342,165.152,8398344,
-0.0103149,-0.0088501,1.10156,-0.041,-0.056,-48.89,-258.742,-158.193,165.182,8398374,
-0.102051,0.00799561,1.04846,-0.103,-0.109,-51.75,-254.495,-82.8449,165.235,8398434,
-0.0759888,0.00732422,1.12952,-0.087,-0.091,-52.4,-319.836,-65.1946,165.257,8398449,
-0.251526,-0.0280762,1.01062,-0.152,-0.247,-54.09,-283.306,-42.5208,165.298,8398494,
-0.114624,0.0217285,1.25159,-0.115,-0.112,-55.1,-253.997,-32.4302,165.334,8398524,
0.00170898,0.0356445,0.987793,-0.049,0.001,-57.91,-160.971,37.3061,165.439,8398629,
-0.0505371,-0.0123291,1.20264,-0.038,-0.071,-58.58,-192.092,56.6579,165.459,8398659,
-0.0505371,-0.0123291,1.20264,-0.038,-0.071,-58.58,-209.181,65.2778,165.472,8398659,
-0.0575562,0.034729,1.06244,-0.077,-0.05,-59.15,-211.242,74.0086,165.492,8398689,
-0.0821533,0.00939941,1.05341,-0.065,-0.082,-59.65,-233.716,77.6413,165.532,8398719,
-0.0144653,0.0455322,0.949707,-0.059,-0.002,-60.07,-201.937,95.2327,165.553,8398749,
-0.13324,0.0384521,0.964539,-0.109,-0.107,-60.5,-187.748,109.376,165.595,8398794,
0.0657349,0.0914917,0.982117,-0.052,0.092,-61.03,-104.237,101.026,165.992,8399184,
0.0427856,0.0786133,1.04828,-0.052,0.064,-61.03,-87.7205,89.4095,166.012,8399199,
0.0632935,0.0454102,1.02832,-0.012,0.065,-61.02,-292.082,81.1823,166.032,8399230,
-0.00750732,-0.00439453,0.94281,-0.002,-0.019,-61.02,-252.076,79.0798,166.052,8399244,
