accl_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,time
0,0,0,0,0,0,0
-0.977661,-0.00793457,0.207397,0.0610352,0.244141,-0.12207,0
-0.97821,-0.00872803,0.216248,0,0.0610352,-0.0610352,0
-0.975647,-0.00567627,0.215149,0,0,-0.12207,0
-0.975647,-0.00567627,0.215149,0,0,-0.12207,0
-0.976562,-0.00762939,0.215576,0.0610352,-0.12207,-0.12207,0
-0.974121,-0.00970459,0.213684,0.0610352,-0.183105,-0.12207,0
-0.974121,-0.00970459,0.213684,0.0610352,-0.183105,-0.12207,0
-0.978882,-0.00848389,0.217957,-0.0610352,-0.305176,-0.183105,0
-0.975708,-0.00830078,0.218933,-0.0610352,-0.12207,-0.183105,0
-0.975708,-0.00830078,0.218933,-0.0610352,-0.12207,-0.183105,0
-0.971619,-0.00799561,0.213623,0.12207,-0.12207,-0.244141,0
-0.976257,-0.00823975,0.216797,-0.0610352,-0.244141,-0.183105,0
-0.976257,-0.00823975,0.216797,-0.0610352,-0.244141,-0.183105,0
-0.976013,-0.00842285,0.211182,0.12207,0.0610352,0,0
-0.977783,-0.00823975,0.210388,0,0.12207,-0.0610352,0
-0.977783,-0.00823975,0.210388,0,0.12207,-0.0610352,0
-0.97644,-0.0057373,0.210938,0,0.12207,-0.0610352,0
-0.977783,-0.00714111,0.204712,0,0.12207,0,0
-0.977783,-0.00714111,0.204712,0,0.12207,0,0
-0.978821,-0.00567627,0.207825,0,0.12207,0,0
-0.979736,-0.00787354,0.210327,-0.0610352,0,-0.183105,0
-0.979736,-0.00787354,0.210327,-0.0610352,0,-0.183105,0
-0.976929,-0.00695801,0.216797,0.0610352,0.0610352,-0.0610352,0
-0.9776,-0.00787354,0.215759,0,-0.0610352,-0.12207,0
-0.976257,-0.00860596,0.21405,-0.0610352,-0.244141,0,0
-0.976257,-0.00860596,0.21405,-0.0610352,-0.244141,0,0
-0.978516,-0.00628662,0.213623,-0.0610352,-0.12207,-0.183105,0
-0.977905,-0.0067749,0.213562,0,0,0.0610352,0
-0.977905,-0.0067749,0.213562,0,0,0.0610352,0
-0.975769,-0.00799561,0.213562,0,0.0610352,0,0
-0.978027,-0.00830078,0.210693,0.0610352,0.0610352,-0.0610352,0
-0.978027,-0.00830078,0.210693,0.0610352,0.0610352,-0.0610352,0
-0.979309,-0.00970459,0.213867,-0.0610352,-0.12207,0,0
-0.97876,-0.00946045,0.210876,0.12207,0,-0.12207,0
-0.97876,-0.00946045,0.210876,0.12207,0,-0.12207,0
-0.97876,-0.00726318,0.211182,-0.0610352,-0.12207,0,0
-0.976624,-0.00646973,0.211975,0,0.0610352,-0.12207,0
-0.976624,-0.00646973,0.211975,0,0.0610352,-0.12207,0
-0.977661,-0.00817871,0.213745,-0.0610352,0,0,0
-0.979065,-0.0107422,0.208252,0,0.12207,-0.0610352,0
-0.979065,-0.0107422,0.208252,0,0.12207,-0.0610352,0
-0.977478,-0.00909424,0.21106,0,0.183105,-0.183105,0
-0.979675,-0.0090332,0.212891,0.0610352,0,0,0
-0.979675,-0.0090332,0.212891,0.0610352,0,0,0
-0.977295,-0.0078125,0.213013,0.0610352,0.12207,-0.12207,0
-0.977966,-0.00762939,0.213989,-0.12207,-0.0610352,-0.0610352,0
-0.977966,-0.00762939,0.213989,-0.12207,-0.0610352,-0.0610352,0
-0.97644,-0.00756836,0.213257,0,0,0,0
-0.978088,-0.00964355,0.214172,0.0610352,0.12207,0,0
-0.978088,-0.00964355,0.214172,0.0610352,0.12207,0,0
-0.978394,-0.00872803,0.213196,-0.0610352,-0.183105,0.12207,0
-0.976501,-0.00976562,0.212646,-0.0610352,-0.12207,0,0
-0.976501,-0.00976562,0.212646,-0.0610352,-0.12207,0,0
-0.975769,-0.0106812,0.213013,0,0.0610352,-0.12207,0
-0.976318,-0.00646973,0.2146,0,0.0610352,0,0
-0.977051,-0.00653076,0.215942,0,0,0,0
-0.977051,-0.00653076,0.215942,0,0,0,0
-0.980713,-0.00756836,0.20813,0,0.0610352,-0.12207,0
-0.977783,-0.00830078,0.210693,0.0610352,0,-0.183105,0
-0.977783,-0.00830078,0.210693,0.0610352,0,-0.183105,0
-0.979675,-0.00512695,0.206177,0,-0.244141,-0.244141,0
-0.980286,-0.00769043,0.203552,0,0.0610352,-0.12207,0
-0.980286,-0.00769043,0.203552,0,0.0610352,-0.12207,0
-0.979492,-0.00866699,0.201294,0,0.244141,-0.12207,0
-0.977783,-0.00878906,0.20874,0,0.0610352,-0.0610352,0
-0.977783,-0.00878906,0.20874,0,0.0610352,-0.0610352,0
-0.977356,-0.00848389,0.213623,0,0,-0.0610352,0
-0.97699,-0.00830078,0.223877,0.0610352,-0.12207,-0.0610352,0
-0.97699,-0.00830078,0.223877,0.0610352,-0.12207,-0.0610352,0
-0.973938,-0.00830078,0.222412,-0.0610352,-0.12207,-0.0610352,0
-0.976624,-0.00811768,0.218872,0.0610352,0,-0.12207,0
-0.976624,-0.00811768,0.218872,0.0610352,0,-0.12207,0
-0.979065,-0.00653076,0.214966,0,-0.0610352,0,0
-0.976562,-0.00823975,0.216614,-0.0610352,-0.12207,-0.0610352,0
-0.976562,-0.00823975,0.216614,-0.0610352,-0.12207,-0.0610352,0
-0.980286,-0.0078125,0.209961,-0.0610352,-0.0610352,0,0
-0.977478,-0.00738525,0.211243,0,-0.12207,-0.0610352,0
-0.977478,-0.00738525,0.211243,0,-0.12207,-0.0610352,0
-0.978149,-0.00915527,0.208069,-0.0610352,-0.0610352,-0.0610352,0
-0.979126,-0.00787354,0.216125,0,0.0610352,-0.0610352,0
-0.979126,-0.00787354,0.216125,0,0.0610352,-0.0610352,0
-0.979492,-0.00866699,0.212219,0.0610352,0.0610352,-0.12207,0
-0.976807,-0.00720215,0.214539,0,0,0.0610352,0
-0.974365,-0.00494385,0.212646,-0.0610352,-0.0610352,0.0610352,0
-0.974365,-0.00494385,0.212646,-0.0610352,-0.0610352,0.0610352,0
-0.979553,-0.00488281,0.213379,-0.0610352,0.0610352,-0.12207,0
-0.977966,-0.00634766,0.210327,0,0.12207,-0.0610352,0
-0.977966,-0.00634766,0.210327,0,0.12207,-0.0610352,0
-0.980286,-0.00756836,0.213501,-0.0610352,-0.244141,-0.183105,0
-0.977966,-0.0123901,0.209534,-0.0610352,-0.12207,-0.0610352,0
-0.977966,-0.0123901,0.209534,-0.0610352,-0.12207,-0.0610352,0
-0.978882,-0.00769043,0.207764,-0.12207,-0.0610352,-0.12207,0
-0.979187,-0.0102539,0.217041,0.12207,-0.12207,0,0
-0.979187,-0.0102539,0.217041,0.12207,-0.12207,0,0
-0.980896,-0.00622559,0.209778,0,0,-0.12207,0
-0.977417,-0.00769043,0.214355,0,0.12207,-0.0610352,0
-0.977417,-0.00769043,0.214355,0,0.12207,-0.0610352,0
-0.976318,-0.0057373,0.213745,-0.12207,-0.12207,-0.0610352,0
-0.979248,-0.00616455,0.210999,-0.0610352,-0.0610352,0,0
-0.979248,-0.00616455,0.210999,-0.0610352,-0.0610352,0,0
-0.97699,-0.00775146,0.212463,0,0,-0.183105,0
-0.981445,-0.00701904,0.210205,-0.0610352,0,-0.0610352,0
-0.981445,-0.00701904,0.210205,-0.0610352,0,-0.0610352,0
-0.978577,-0.00994873,0.209167,-0.12207,-0.12207,-0.0610352,0
-0.977417,-0.00952148,0.214111,-0.183105,-0.183105,-0.0610352,0
-0.977417,-0.00952148,0.214111,-0.183105,-0.183105,-0.0610352,0
-0.979919,-0.0100098,0.210571,-0.0610352,-0.0610352,-0.0610352,0
-0.979187,-0.00823975,0.210083,0.0610352,0.0610352,-0.12207,0
-0.979858,-0.00811768,0.211975,0.0610352,0.12207,-0.0610352,0
-0.979858,-0.00811768,0.211975,0.0610352,0.12207,-0.0610352,0
-0.975769,-0.00811768,0.211121,0,0,0,0
-0.981506,-0.0078125,0.214111,0.0610352,-0.12207,0,0
-0.981506,-0.0078125,0.214111,0.0610352,-0.12207,0,0
-0.977417,-0.00738525,0.2146,0,-0.12207,0,0
-0.975891,-0.00634766,0.214294,0,0.0610352,-0.12207,0
-0.975891,-0.00634766,0.214294,0,0.0610352,-0.12207,0
-0.979553,-0.0101318,0.206909,0.0610352,0.0610352,-0.12207,0
-0.976318,-0.010376,0.213318,0.12207,0.0610352,0,0
-0.976318,-0.010376,0.213318,0.12207,0.0610352,0,0
-0.97583,-0.00762939,0.213806,0.0610352,0,0.0610352,0
-0.977417,-0.00891113,0.214844,0.0610352,0.0610352,-0.0610352,0
-0.977417,-0.00891113,0.214844,0.0610352,0.0610352,-0.0610352,0
-0.978027,-0.00775146,0.212585,0,0,-0.0610352,0
-0.979614,-0.00860596,0.210632,-0.12207,-0.0610352,-0.12207,0
-0.979614,-0.00860596,0.210632,-0.12207,-0.0610352,-0.12207,0
-0.976562,-0.00915527,0.210693,0,0,0,0
-0.978699,-0.00701904,0.210938,-0.0610352,-0.0610352,-0.183105,0
-0.978699,-0.00701904,0.210938,-0.0610352,-0.0610352,-0.183105,0
-0.97876,-0.00799561,0.210754,-0.0610352,-0.12207,-0.12207,0
-0.979065,-0.00622559,0.209412,-0.12207,0.12207,0.0610352,0
-0.979065,-0.00622559,0.209412,-0.12207,0.12207,0.0610352,0
-0.977295,-0.00775146,0.209656,-0.0610352,0,0,0
-0.978455,-0.00653076,0.21698,0,0,-0.12207,0
-0.976318,-0.00787354,0.219482,-0.0610352,-0.0610352,0,0
-0.976318,-0.00787354,0.219482,-0.0610352,-0.0610352,0,0
-0.9776,-0.0090332,0.211975,0,-0.183105,-0.12207,0
-0.978088,-0.0100708,0.213684,-0.12207,-0.183105,-0.12207,0
-0.978088,-0.0100708,0.213684,-0.12207,-0.183105,-0.12207,0
-0.977173,-0.0101318,0.212646,-0.0610352,-0.244141,-0.0610352,0
-0.977478,-0.00738525,0.209106,-0.12207,-0.12207,-0.244141,0
-0.977478,-0.00738525,0.209106,-0.12207,-0.12207,-0.244141,0
-0.977295,-0.00830078,0.21228,0,0,0.0610352,0
-0.97998,-0.00756836,0.208557,0,0.0610352,0.0610352,0
-0.97998,-0.00756836,0.208557,0,0.0610352,0.0610352,0
-0.980408,-0.00762939,0.207275,-0.12207,-0.0610352,-0.0610352,0
-0.977112,-0.00622559,0.212646,-0.0610352,0.12207,-0.0610352,0
-0.977112,-0.00622559,0.212646,-0.0610352,0.12207,-0.0610352,0
-0.978699,-0.00952148,0.210632,0,0,0,0
-0.979004,-0.010498,0.212036,0.0610352,0,-0.12207,0
-0.979004,-0.010498,0.212036,0.0610352,0,-0.12207,0
-0.9776,-0.00939941,0.211304,-0.0610352,-0.183105,-0.0610352,0
-0.977295,-0.00750732,0.214417,0,0,-0.183105,0
-0.977295,-0.00750732,0.214417,0,0,-0.183105,0
-0.973877,-0.00457764,0.210632,0,0.0610352,0,0
-0.979065,-0.0117188,0.212585,-0.12207,-0.0610352,0,0
-0.978333,-0.00842285,0.216797,-0.12207,0.0610352,0,0
-0.978333,-0.00842285,0.216797,-0.12207,0.0610352,0,0
-0.978149,-0.00805664,0.207825,-0.0610352,-0.0610352,-0.0610352,0
-0.978516,-0.00744629,0.210632,-0.0610352,-0.12207,0.0610352,0
-0.978516,-0.00744629,0.210632,-0.0610352,-0.12207,0.0610352,0
-0.978943,-0.0109253,0.213623,-0.0610352,-0.0610352,-0.0610352,0
-0.975281,-0.00799561,0.213379,-0.0610352,-0.0610352,-0.12207,0
-0.975281,-0.00799561,0.213379,-0.0610352,-0.0610352,-0.12207,0
-0.977112,-0.00750732,0.207092,0.0610352,0.0610352,-0.0610352,0
-0.976746,-0.00592041,0.212769,0,0.0610352,0.0610352,0
-0.976746,-0.00592041,0.212769,0,0.0610352,0.0610352,0
-0.982727,-0.00744629,0.211304,0,0.0610352,-0.12207,0
-0.980469,-0.00830078,0.211304,0,0,-0.0610352,0
-0.980469,-0.00830078,0.211304,0,0,-0.0610352,0
-0.977295,-0.00897217,0.21228,0.0610352,0,0,0
-0.976562,-0.00769043,0.214539,0,-0.0610352,-0.0610352,0
-0.976562,-0.00769043,0.214539,0,-0.0610352,-0.0610352,0
-0.978394,-0.00946045,0.216003,0,-0.0610352,-0.0610352,0
-0.978699,-0.00756836,0.20929,0.12207,-0.12207,-0.0610352,0
-0.978699,-0.00756836,0.20929,0.12207,-0.12207,-0.0610352,0
-0.978088,-0.00622559,0.211853,0,-0.244141,-0.12207,0
-0.980835,-0.00860596,0.208923,-0.12207,-0.0610352,-0.0610352,0
-0.980835,-0.00860596,0.208923,-0.12207,-0.0610352,-0.0610352,0
-0.979736,-0.00738525,0.209534,0,-0.0610352,0.0610352,0
-0.978882,-0.00750732,0.209778,0,0.12207,-0.0610352,0
-0.978882,-0.00750732,0.209778,0,0.12207,-0.0610352,0
-0.976562,-0.0090332,0.209106,-0.0610352,-0.0610352,0,0
-0.979492,-0.00872803,0.207642,0,0,-0.12207,0
-0.979492,-0.00872803,0.207642,0,0,-0.12207,0
-0.978088,-0.0078125,0.21344,0,0.12207,-0.0610352,0
-0.978394,-0.00946045,0.213196,0.0610352,0,-0.12207,0
-0.975281,-0.0057373,0.206543,0,0.0610352,0,0
-0.975281,-0.0057373,0.206543,0,0.0610352,0,0
-0.977234,-0.0101929,0.214417,-0.12207,0.0610352,0,0
-0.974121,-0.010498,0.217346,-0.0610352,-0.183105,-0.12207,0
-0.974121,-0.010498,0.217346,-0.0610352,-0.183105,-0.12207,0
-0.977478,-0.0116577,0.216125,-0.0610352,-0.244141,-0.0610352,0
-0.980164,-0.0088501,0.20929,-0.12207,-0.183105,-0.12207,0
-0.980164,-0.0088501,0.20929,-0.12207,-0.183105,-0.12207,0
-0.978516,-0.0065918,0.214905,0,0,-0.12207,0
-0.977966,-0.0100708,0.2146,-0.12207,-0.0610352,-0.12207,0
-0.977966,-0.0100708,0.2146,-0.12207,-0.0610352,-0.12207,0
-0.980042,-0.00927734,0.220825,-0.0610352,-0.0610352,-0.12207,0
-0.977844,-0.00567627,0.213074,-0.0610352,0,-0.0610352,0
-0.977844,-0.00567627,0.213074,-0.0610352,0,-0.0610352,0
-0.979736,-0.00756836,0.210938,0,-0.12207,-0.0610352,0
-0.978333,-0.00683594,0.209229,0.0610352,-0.0610352,0,0
-0.978333,-0.00683594,0.209229,0.0610352,-0.0610352,0,0
-0.979431,-0.00811768,0.21051,-0.0610352,-0.12207,-0.183105,0
-0.980469,-0.00640869,0.207092,-0.0610352,-0.183105,-0.0610352,0
-0.980469,-0.00640869,0.207092,-0.0610352,-0.183105,-0.0610352,0
-0.978394,-0.00549316,0.209412,0.0610352,0,-0.12207,0
-0.979004,-0.00622559,0.212158,-0.0610352,-0.12207,-0.12207,0
-0.979004,-0.00622559,0.212158,-0.0610352,-0.12207,-0.12207,0
-0.97876,-0.00842285,0.20813,0,0,-0.12207,0
-0.977356,-0.00738525,0.215332,0,0.12207,0,0
-0.977356,-0.00738525,0.215332,0,0.12207,0,0
-0.980164,-0.00927734,0.208008,-0.0610352,-0.12207,0,0
-0.978699,-0.00805664,0.214844,-0.0610352,0,0,0
-0.978699,-0.00805664,0.214844,-0.0610352,0,0,0
-0.979919,-0.00769043,0.210144,0,0.12207,-0.0610352,0
-0.979858,-0.00817871,0.202393,-0.0610352,-0.0610352,-0.12207,0
