accl_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,time
0,0,0,0,0,0,0
0.0787964,-0.036499,1.02637,-0.0610352,-0.0610352,-0.0610352,0
0.0822144,-0.0360718,1.02875,-0.12207,-0.244141,-0.0610352,0
0.0822144,-0.0360718,1.02875,-0.12207,-0.244141,-0.0610352,0
0.0822754,-0.0335693,1.02679,0,0.12207,-0.0610352,0
0.0810547,-0.0332642,1.03198,0,0,-0.12207,0
0.0810547,-0.0332642,1.03198,0,0,-0.12207,0
0.0821533,-0.0338135,1.03198,-0.0610352,-0.0610352,-0.12207,0
0.0788574,-0.0333862,1.03229,0,0,-0.12207,0
0.0788574,-0.0333862,1.03229,0,0,-0.12207,0
0.0817261,-0.0350952,1.03162,0,0,0,0
0.0807495,-0.0350952,1.02802,-0.0610352,-0.0610352,0.0610352,0
0.0807495,-0.0350952,1.02802,-0.0610352,-0.0610352,0.0610352,0
0.0834961,-0.034729,1.03687,0,-0.0610352,0.0610352,0
0.0818481,-0.0365601,1.03021,-0.183105,-0.12207,-0.0610352,0
0.0825195,-0.0361328,1.03082,-0.12207,-0.0610352,-0.12207,0
0.0825195,-0.0361328,1.03082,-0.12207,-0.0610352,-0.12207,0
0.0825195,-0.0356445,1.03375,-0.0610352,-0.12207,-0.0610352,0
0.0828857,-0.0349731,1.03229,0,0.0610352,0.0610352,0
0.0828857,-0.0349731,1.03229,0,0.0610352,0.0610352,0
0.0791016,-0.0340576,1.0329,0.183105,0,0,0
0.0770264,-0.0350952,1.02802,0,0,0,0
0.0770264,-0.0350952,1.02802,0,0,0,0
0.0765381,-0.036499,1.02881,-0.0610352,-0.0610352,0,0
0.0771484,-0.0379639,1.03143,0,0,-0.12207,0
0.0771484,-0.0379639,1.03143,0,0,-0.12207,0
0.0817871,-0.034729,1.02844,-0.0610352,-0.0610352,-0.0610352,0
0.0803833,-0.0389404,1.03229,0,0,-0.12207,0
0.0803833,-0.0389404,1.03229,0,0,-0.12207,0
0.0811768,-0.0339966,1.03021,0.0610352,-0.0610352,-0.12207,0
0.0824585,-0.0356445,1.0329,0.12207,0.0610352,-0.12207,0
0.0824585,-0.0356445,1.0329,0.12207,0.0610352,-0.12207,0
0.0810547,-0.0340576,1.03809,-0.0610352,-0.12207,0,0
0.0853882,-0.0339355,1.026,0.0610352,0,0,0
0.0853882,-0.0339355,1.026,0.0610352,0,0,0
0.0844727,-0.0343018,1.03271,-0.12207,-0.183105,-0.0610352,0
0.0812378,-0.0355225,1.02893,-0.0610352,-0.0610352,0,0
0.0812378,-0.0355225,1.02893,-0.0610352,-0.0610352,0,0
0.0809937,-0.0388184,1.03009,-0.0610352,-0.0610352,-0.0610352,0
0.0789185,-0.0372925,1.03137,0,0,-0.12207,0
0.0789185,-0.0372925,1.03137,0,0,-0.12207,0
0.078125,-0.0338745,1.03259,0,0.0610352,-0.0610352,0
0.0804443,-0.0333252,1.03003,0,0.0610352,-0.12207,0
0.0814209,-0.0341797,1.03229,-0.0610352,-0.12207,-0.12207,0
0.0814209,-0.0341797,1.03229,-0.0610352,-0.12207,-0.12207,0
0.0835571,-0.0357666,1.02759,-0.12207,-0.12207,-0.0610352,0
0.0819702,-0.036438,1.02832,-0.12207,-0.12207,-0.0610352,0
0.0819702,-0.036438,1.02832,-0.12207,-0.12207,-0.0610352,0
0.0797729,-0.0383911,1.02698,-0.0610352,-0.0610352,-0.0610352,0
0.081665,-0.0390625,1.03265,-0.12207,-0.0610352,-0.0610352,0
0.081665,-0.0390625,1.03265,-0.12207,-0.0610352,-0.0610352,0
0.0809326,-0.0366821,1.02722,-0.12207,-0.0610352,-0.183105,0
0.0808716,-0.0386353,1.03326,0,0,-0.12207,0
0.0808716,-0.0386353,1.03326,0,0,-0.12207,0
0.0825195,-0.03479,1.03094,0.0610352,0,-0.12207,0
0.0812988,-0.032959,1.0307,0,-0.12207,-0.0610352,0
0.0812988,-0.032959,1.0307,0,-0.12207,-0.0610352,0
0.081543,-0.0335693,1.0307,-0.12207,0,0,0
0.0853882,-0.0339966,1.02966,-0.0610352,-0.0610352,-0.183105,0
0.0853882,-0.0339966,1.02966,-0.0610352,-0.0610352,-0.183105,0
0.0817871,-0.03479,1.03406,0,-0.0610352,0.0610352,0
0.0843506,-0.0358276,1.03473,0,0.12207,-0.0610352,0
0.0843506,-0.0358276,1.03473,0,0.12207,-0.0610352,0
0.0839844,-0.0327148,1.03235,0,0,-0.12207,0
0.0793457,-0.0361938,1.03186,0.0610352,0.0610352,-0.0610352,0
0.0793457,-0.0361938,1.03186,0.0610352,0.0610352,-0.0610352,0
0.078064,-0.0358276,1.02911,0,0,0,0
0.0804443,-0.0366821,1.02948,-0.12207,-0.0610352,0,0
0.0795898,-0.0362549,1.02649,-0.12207,-0.12207,-0.0610352,0
0.0795898,-0.0362549,1.02649,-0.12207,-0.12207,-0.0610352,0
0.0786743,-0.0411377,1.02875,-0.0610352,-0.0610352,-0.12207,0
0.078064,-0.0331421,1.02924,0.0610352,-0.0610352,0,0
0.078064,-0.0331421,1.02924,0.0610352,-0.0610352,0,0
0.0806885,-0.038147,1.0307,-0.0610352,-0.0610352,-0.12207,0
0.0791016,-0.0358887,1.02838,0.12207,0.12207,-0.0610352,0
0.0791016,-0.0358887,1.02838,0.12207,0.12207,-0.0610352,0
0.0845947,-0.0318604,1.0271,0.0610352,-0.0610352,0,0
0.081604,-0.0339355,1.03101,-0.0610352,-0.0610352,-0.0610352,0
0.081604,-0.0339355,1.03101,-0.0610352,-0.0610352,-0.0610352,0
0.0839844,-0.0324707,1.03375,0.0610352,0.0610352,0,0
0.0824585,-0.0360107,1.03088,0.0610352,0,-0.0610352,0
0.0824585,-0.0360107,1.03088,0.0610352,0,-0.0610352,0
0.0810547,-0.0380859,1.03058,-0.0610352,-0.12207,0.0610352,0
0.0828247,-0.0386963,1.0329,-0.0610352,-0.0610352,0,0
0.0828247,-0.0386963,1.0329,-0.0610352,-0.0610352,0,0
0.0791626,-0.0371704,1.03143,0,0,-0.183105,0
0.0814819,-0.0336914,1.02905,-0.0610352,-0.0610352,-0.0610352,0
0.0814819,-0.0336914,1.02905,-0.0610352,-0.0610352,-0.0610352,0
0.0806274,-0.0352173,1.03137,-0.0610352,-0.0610352,-0.0610352,0
0.0811157,-0.0336304,1.03448,-0.0610352,-0.12207,0,0
0.0776978,-0.0350952,1.03296,0,0,-0.0610352,0
0.0776978,-0.0350952,1.03296,0,0,-0.0610352,0
0.078064,-0.0380859,1.02765,-0.0610352,-0.12207,0.12207,0
0.078064,-0.0380859,1.02765,-0.0610352,-0.12207,0.12207,0
0.0802002,-0.0400391,1.02606,-0.0610352,-0.12207,0,0
0.0809326,-0.0369873,1.02899,0,-0.0610352,-0.12207,0
0.0834961,-0.0392456,1.03137,0.12207,0.0610352,-0.12207,0
0.0834961,-0.0392456,1.03137,0.12207,0.0610352,-0.12207,0
0.0835571,-0.034729,1.0285,-0.0610352,-0.0610352,-0.12207,0
0.0848999,-0.0342407,1.02832,0,-0.0610352,-0.12207,0
0.0848999,-0.0342407,1.02832,0,-0.0610352,-0.12207,0
0.083252,-0.0344238,1.02942,-0.0610352,-0.12207,0,0
0.083374,-0.0346069,1.02979,-0.0610352,-0.0610352,0.12207,0
0.083374,-0.0346069,1.02979,-0.0610352,-0.0610352,0.12207,0
0.0820312,-0.0317993,1.03339,0.0610352,0,0,0
0.0812988,-0.0350952,1.03552,0,0,0,0
0.0812988,-0.0350952,1.03552,0,0,0,0
0.0794678,-0.03479,1.02655,-0.0610352,-0.183105,-0.0610352,0
0.076355,-0.0333252,1.03229,-0.183105,-0.12207,-0.0610352,0
0.076355,-0.0333252,1.03229,-0.183105,-0.12207,-0.0610352,0
0.0809326,-0.034729,1.02856,-0.12207,-0.183105,-0.0610352,0
0.0770874,-0.0369873,1.03369,0.0610352,0,-0.0610352,0
0.0770874,-0.0369873,1.03369,0.0610352,0,-0.0610352,0
0.0819092,-0.0377808,1.03522,0,0,-0.0610352,0
0.0812378,-0.0374146,1.03186,-0.0610352,-0.12207,0,0
0.0812378,-0.0374146,1.03186,-0.0610352,-0.12207,0,0
0.0803833,-0.0355225,1.0285,0,0.0610352,-0.12207,0
0.0776978,-0.0352783,1.03229,0.0610352,0,0.12207,0
0.0776978,-0.0352783,1.03229,0.0610352,0,0.12207,0
0.0777588,-0.0344238,1.03564,-0.12207,-0.244141,-0.0610352,0
0.0799561,-0.0342407,1.02924,-0.0610352,-0.244141,-0.0610352,0
0.0809937,-0.0332642,1.03162,-0.0610352,-0.0610352,-0.0610352,0
0.0809937,-0.0332642,1.03162,-0.0610352,-0.0610352,-0.0610352,0
0.0802612,-0.0359497,1.02979,0,0,0,0
0.0814819,-0.0338745,1.03693,-0.0610352,-0.305176,0,0
0.0814819,-0.0338745,1.03693,-0.0610352,-0.305176,0,0
0.0831909,-0.0338135,1.03333,-0.12207,-0.0610352,0,0
0.0813599,-0.0343018,1.02997,0,0.12207,0,0
0.0813599,-0.0343018,1.02997,0,0.12207,0,0
0.0797729,-0.0344849,1.02588,0,0.0610352,-0.0610352,0
0.0797119,-0.034729,1.02997,0,0,0,0
0.0797119,-0.034729,1.02997,0,0,0,0
0.0806885,-0.0351562,1.0329,0,0,0.0610352,0
0.0796509,-0.0367432,1.02948,0,0,-0.0610352,0
0.0796509,-0.0367432,1.02948,0,0,-0.0610352,0
0.0802002,-0.0352173,1.02826,-0.12207,-0.12207,0,0
0.081543,-0.0349121,1.0304,0.0610352,0.0610352,0,0
0.081543,-0.0349121,1.0304,0.0610352,0.0610352,0,0
0.078125,-0.0340576,1.03247,0,0,0.0610352,0
0.0772095,-0.0396118,1.03027,-0.12207,-0.12207,-0.12207,0
0.0772095,-0.0396118,1.03027,-0.12207,-0.12207,-0.12207,0
0.0822144,-0.0385742,1.0296,-0.0610352,-0.0610352,-0.12207,0
0.0792847,-0.0344849,1.02905,-0.0610352,-0.12207,-0.12207,0
0.0828857,-0.0334473,1.03235,0,0.12207,-0.0610352,0
0.0828857,-0.0334473,1.03235,0,0.12207,-0.0610352,0
0.0841675,-0.0344849,1.02954,-0.0610352,-0.0610352,-0.0610352,0
0.0841675,-0.0344849,1.02954,-0.0610352,-0.0610352,-0.0610352,0
0.0821533,-0.0336304,1.03339,-0.0610352,-0.0610352,-0.0610352,0
0.0864868,-0.0336304,1.02649,0.0610352,0,0,0
0.0839233,-0.0339966,1.02734,-0.0610352,-0.12207,-0.0610352,0
0.0839233,-0.0339966,1.02734,-0.0610352,-0.12207,-0.0610352,0
0.0821533,-0.0356445,1.02618,0.0610352,0.12207,0,0
0.0809326,-0.0368652,1.03131,-0.0610352,-0.0610352,-0.12207,0
0.0809326,-0.0368652,1.03131,-0.0610352,-0.0610352,-0.12207,0
0.0767822,-0.0379639,1.03693,0,0.12207,-0.12207,0
0.0792847,-0.0385132,1.03656,-0.0610352,-0.0610352,-0.12207,0
0.0792847,-0.0385132,1.03656,-0.0610352,-0.0610352,-0.12207,0
0.0804443,-0.0346069,1.03278,-0.0610352,-0.0610352,-0.12207,0
0.0819092,-0.0324097,1.03107,-0.0610352,-0.0610352,0,0
0.0819092,-0.0324097,1.03107,-0.0610352,-0.0610352,0,0
