accl_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,time
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0157471,0.00598145,0.954041,-0.0610352,-0.12207,-0.12207,0
0.0157471,0.00598145,0.954041,-0.0610352,-0.12207,-0.12207,0
0.0157471,0.00598145,0.954041,-0.0610352,-0.12207,-0.12207,0
0.0157471,0.00598145,0.954041,-0.0610352,-0.12207,-0.12207,0
0.0157471,0.00598145,0.954041,-0.0610352,-0.12207,-0.12207,0
0.0157471,0.00598145,0.954041,-0.0610352,-0.12207,-0.12207,0
0.0157471,0.00598145,0.954041,-0.0610352,-0.12207,-0.12207,0
0.0157471,0.00598145,0.954041,-0.0610352,-0.12207,-0.12207,0
0.0157471,0.00598145,0.954041,-0.0610352,-0.12207,-0.12207,0
0.0157471,0.00598145,0.954041,-0.0610352,-0.12207,-0.12207,0
0.0157471,0.00598145,0.954041,-0.0610352,-0.12207,-0.12207,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0152588,0.00726318,0.952515,-0.0610352,-0.12207,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
0.0153198,0.00695801,0.952271,-0.0610352,-0.0610352,0.0610352,0
