1,-710.888,525.585,447.057,-0.0314258,0.0543492,2.63428
2,-710.881,525.608,447.021,-0.0313956,0.0544737,2.63428
3,-710.873,525.589,447.055,-0.0314376,0.054362,2.63438
4,-710.882,525.579,447.081,-0.031408,0.0545128,2.63428
5,-710.889,525.579,447.051,-0.0314719,0.0546119,2.63416
6,-710.886,525.59,447.059,-0.0314216,0.0540048,2.63432
7,-710.885,525.596,447.051,-0.0314535,0.0544618,2.63427
8,-710.893,525.593,447.022,-0.0315081,0.0543037,2.63421
9,-710.907,525.578,447.079,-0.031627,0.0541552,2.63415
10,-710.879,525.564,447.083,-0.0316099,0.0546463,2.63423
11,-710.9,525.586,447.051,-0.0315355,0.0544886,2.63422
12,-710.91,525.588,447.032,-0.0314665,0.0541963,2.63422
13,-710.892,525.586,447.047,-0.0314791,0.0542352,2.63426
14,-710.894,525.588,447.056,-0.0315198,0.0544127,2.63418
15,-710.907,525.56,447.073,-0.0314897,0.0542881,2.63427
16,-710.899,525.58,447.064,-0.031449,0.0546678,2.63431
17,-710.885,525.597,447.042,-0.0315225,0.0543338,2.63425
18,-710.897,525.585,447.047,-0.0314868,0.0542104,2.63428
19,-710.893,525.591,447.043,-0.031583,0.0543906,2.63424
20,-710.874,525.589,447.073,-0.03157,0.0544616,2.6343
21,-710.884,525.568,447.083,-0.0313487,0.0548663,2.63423
22,-710.906,525.588,447.024,-0.0315047,0.0544366,2.63423
23,-710.893,525.592,447.031,-0.0314447,0.0544681,2.63428
24,-710.875,525.58,447.069,-0.0314805,0.0544101,2.63427
25,-710.896,525.572,447.054,-0.0315109,0.0544166,2.63423
26,-710.899,525.587,447.067,-0.0314649,0.0541798,2.63426
27,-710.879,525.591,447.07,-0.0314779,0.0545273,2.63433
28,-710.9,525.589,447.033,-0.0314845,0.0541948,2.63427
29,-710.916,525.589,447.044,-0.0315093,0.0540481,2.6341
30,-710.882,525.574,447.08,-0.0315207,0.0545938,2.6342
31,-710.885,525.583,447.059,-0.0315338,0.0546689,2.63424
32,-710.912,525.582,447.035,-0.03144,0.0541459,2.6342
33,-710.894,525.595,447.044,-0.0313079,0.0545524,2.63419
34,-710.899,525.586,447.047,-0.0314754,0.0545667,2.63428
35,-710.91,525.565,447.056,-0.0314351,0.0541916,2.63419
36,-710.897,525.586,447.066,-0.0315511,0.0546153,2.63424
37,-710.892,525.581,447.062,-0.0315572,0.0545635,2.63424
38,-710.9,525.59,447.042,-0.0315114,0.0542572,2.63425
39,-710.902,525.599,447.025,-0.0314594,0.0543073,2.63423
40,-710.888,525.58,447.074,-0.0315027,0.0544556,2.63426
41,-710.895,525.58,447.072,-0.0314935,0.0543335,2.63429
42,-710.906,525.571,447.043,-0.031385,0.0542445,2.63418
43,-710.902,525.577,447.044,-0.0314304,0.0543472,2.63427
44,-710.887,525.591,447.04,-0.0315185,0.0545,2.63416
45,-710.913,525.56,447.045,-0.0315153,0.0544854,2.63404
46,-710.903,525.57,447.063,-0.0315615,0.0543188,2.63423
47,-710.878,525.572,447.053,-0.0315269,0.0543435,2.63427
48,-710.916,525.576,447.043,-0.031545,0.0542868,2.63424
49,-710.913,525.578,447.055,-0.0315692,0.0545069,2.63428
50,-710.901,525.593,447.034,-0.0314949,0.0544097,2.63425
51,-710.896,525.585,447.082,-0.0315775,0.0548517,2.63413
52,-710.901,525.571,447.067,-0.0315655,0.0546094,2.63426
53,-710.9,525.609,447.032,-0.0314997,0.0544264,2.63416
54,-710.883,525.592,447.053,-0.0314526,0.0544155,2.63435
55,-710.897,525.581,447.055,-0.031462,0.0541996,2.6343
56,-710.902,525.583,447.046,-0.0316601,0.0547499,2.63419
57,-710.878,525.58,447.078,-0.0315502,0.0541878,2.63422
58,-710.89,525.581,447.056,-0.0313473,0.0545748,2.63416
59,-710.887,525.605,447.019,-0.0314064,0.0541238,2.63428
60,-710.888,525.605,447.054,-0.0315379,0.0543505,2.63425
61,-710.883,525.576,447.077,-0.0315041,0.0545837,2.63431
62,-710.893,525.588,447.053,-0.0314274,0.0544818,2.6342
63,-710.892,525.592,447.063,-0.0313674,0.0540469,2.63423
64,-710.872,525.587,447.056,-0.0314734,0.0546945,2.63415
65,-710.891,525.609,447.027,-0.0314799,0.0543768,2.63417
66,-710.889,525.586,447.059,-0.0315685,0.054503,2.63415
67,-710.868,525.597,447.07,-0.031483,0.0546256,2.63432
68,-710.88,525.61,447.056,-0.0315395,0.0544461,2.63422
69,-710.886,525.596,447.041,-0.0314379,0.0541865,2.63428
70,-710.88,525.613,447.044,-0.0314566,0.0542297,2.63429
71,-710.868,525.605,447.061,-0.0314734,0.0541685,2.63425
72,-710.89,525.585,447.068,-0.0315572,0.0544399,2.63424
73,-710.884,525.596,447.054,-0.0313612,0.0545009,2.63423
74,-710.878,525.605,447.034,-0.031472,0.0544492,2.63425
75,-710.889,525.584,447.043,-0.0314287,0.0545551,2.6342
76,-710.91,525.579,447.06,-0.0315413,0.0544313,2.63428
77,-710.896,525.577,447.061,-0.0315643,0.0542792,2.63419
78,-710.9,525.577,447.06,-0.0314081,0.0542602,2.63429
79,-710.917,525.58,447.038,-0.0314218,0.0543211,2.63418
80,-710.908,525.573,447.034,-0.0313373,0.0539886,2.63414
81,-710.902,525.572,447.053,-0.031508,0.0544275,2.63417
82,-710.921,525.541,447.068,-0.0315692,0.0548323,2.63414
83,-710.913,525.551,447.049,-0.0315544,0.0541124,2.63412
84,-710.922,525.572,447.037,-0.0315633,0.0544956,2.63417
85,-710.907,525.561,447.047,-0.0315693,0.0545946,2.63424
86,-710.902,525.566,447.042,-0.0315198,0.0542709,2.63422
87,-710.898,525.582,447.048,-0.0313904,0.0542858,2.63424
88,-710.898,525.569,447.086,-0.0315473,0.0547235,2.63424
89,-710.907,525.586,447.035,-0.0313681,0.0541207,2.63423
90,-710.901,525.601,447.037,-0.0313252,0.0540321,2.63427
91,-710.88,525.585,447.081,-0.0315389,0.0545207,2.63427
92,-710.896,525.571,447.057,-0.0314115,0.0541348,2.63429
93,-710.899,525.597,447.056,-0.0315248,0.0545011,2.63424
94,-710.887,525.59,447.063,-0.0315296,0.0547729,2.6342
95,-710.897,525.587,447.032,-0.0314567,0.0544461,2.63419
96,-710.903,525.578,447.04,-0.0314996,0.0545673,2.63415
97,-710.902,525.558,447.087,-0.0316869,0.054876,2.63424
98,-710.902,525.566,447.061,-0.031619,0.0546869,2.63418
99,-710.911,525.584,447.034,-0.0315753,0.0544431,2.63426
100,-710.907,525.579,447.046,-0.0315606,0.0543865,2.63419
101,-710.9,525.583,447.043,-0.0313809,0.0545114,2.63417
102,-710.899,525.576,447.058,-0.0315007,0.0544377,2.6342
103,-710.901,525.546,447.082,-0.0315307,0.0542636,2.63421
104,-710.914,525.576,447.04,-0.0314783,0.0545578,2.63428
105,-710.891,525.595,447.034,-0.0314609,0.0545389,2.63418
106,-710.889,525.574,447.042,-0.0315482,0.0543229,2.63422
107,-710.897,525.582,447.057,-0.0314785,0.0546499,2.63424
108,-710.877,525.581,447.08,-0.0314902,0.0545806,2.63421
109,-710.893,525.572,447.057,-0.031523,0.0544889,2.6343
110,-710.892,525.602,447.03,-0.0314421,0.0544198,2.63419
111,-710.866,525.615,447.044,-0.0314795,0.0542336,2.63427
112,-710.878,525.593,447.064,-0.0316241,0.0545274,2.63423
113,-710.886,525.592,447.069,-0.0314095,0.0544245,2.63421
114,-710.877,525.605,447.069,-0.0315817,0.0546071,2.63435
115,-710.888,525.599,447.043,-0.0315327,0.0545801,2.63429
116,-710.896,525.595,447.035,-0.0314997,0.0543477,2.63419
117,-710.892,525.594,447.047,-0.0314409,0.0544323,2.63425
118,-710.888,525.571,447.079,-0.0315692,0.0548579,2.63426
119,-710.891,525.586,447.075,-0.0315358,0.0544003,2.63425
120,-710.897,525.598,447.041,-0.0314362,0.0545074,2.63418
121,-710.903,525.594,447.036,-0.0314021,0.054244,2.63419
122,-710.883,525.587,447.056,-0.0315317,0.0544833,2.63422
123,-710.892,525.574,447.055,-0.0314727,0.0544226,2.6342
124,-710.895,525.575,447.069,-0.0314815,0.0542121,2.63419
125,-710.876,525.597,447.068,-0.0314448,0.0544222,2.63425
126,-710.889,525.603,447.014,-0.0314761,0.0543392,2.63425
127,-710.887,525.609,447.044,-0.0313728,0.0541406,2.63427
128,-710.877,525.591,447.081,-0.0314987,0.0547397,2.63427
129,-710.878,525.593,447.056,-0.0314974,0.0542562,2.63419
130,-710.89,525.596,447.061,-0.0313866,0.0544044,2.63416
131,-710.882,525.606,447.048,-0.0313044,0.0540346,2.63421
132,-710.883,525.617,447.033,-0.0314755,0.0544734,2.63419
133,-710.888,525.583,447.061,-0.0314219,0.0541364,2.63425
134,-710.871,525.596,447.078,-0.0314351,0.0546484,2.63427
135,-710.89,525.595,447.049,-0.031468,0.054571,2.63419
136,-710.888,525.595,447.051,-0.0315268,0.0544773,2.63425
137,-710.881,525.606,447.041,-0.031362,0.0544011,2.63426
138,-710.89,525.6,447.037,-0.0314724,0.054421,2.63423
139,-710.881,525.597,447.078,-0.0315292,0.0545974,2.63422
140,-710.874,525.587,447.067,-0.0314134,0.0543561,2.6343
141,-710.901,525.607,447.029,-0.0313518,0.0540344,2.6342
142,-710.877,525.594,447.068,-0.0314954,0.0543095,2.6342
143,-710.889,525.587,447.046,-0.0314617,0.0543744,2.63425
144,-710.903,525.601,447.054,-0.0314623,0.0542324,2.63418
145,-710.875,525.576,447.081,-0.0315836,0.0546683,2.63423
146,-710.9,525.588,447.038,-0.0314598,0.0543069,2.63422
147,-710.913,525.591,447.028,-0.0313927,0.0541031,2.63421
148,-710.893,525.573,447.063,-0.0315866,0.0543759,2.63426
149,-710.895,525.566,447.068,-0.0314892,0.0544364,2.63415
150,-710.904,525.574,447.051,-0.0313811,0.0545654,2.63421
151,-710.895,525.587,447.057,-0.0315273,0.0544695,2.63416
