accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,x,y,z,left_encoder_rate,right_encoder_rate,time
0.0230103,0.00927734,0.950562,-0,-0,-0,0,0,0,0,0,206.381
0.0263672,0.00909424,0.947266,0.15213,0.15213,0.30426,0,0,0,0,0,206.396
0.0265503,0.00732422,0.948914,0.15213,0.15213,-0,0,0,0,0,0,206.416
0.0264893,0.0103149,0.950867,0.15213,0.30426,-0.15213,0,0,0,0,0,206.436
0.0275879,0.00793457,0.946899,0.15213,0.15213,-0.15213,0,0,0,0,0,206.456
0.0267334,0.0090332,0.942139,0.15213,0.15213,-0,0,0,0,0,0,206.476
0.0234985,0.0090332,0.950317,-0.15213,-0,0.30426,0,0,0,0,0,206.496
0.0270386,0.00665283,0.944641,0.15213,0.15213,0.15213,0,0,0,0,0,206.516
0.0291138,0.00976562,0.945312,0.15213,0.15213,-0,0,0,0,0,0,206.536
0.0266113,0.00714111,0.947449,0.15213,0.45639,0.15213,0,0,0,0,0,206.555
0.0263672,0.00653076,0.947754,0.30426,0.15213,0.15213,0,0,0,0,0,206.575
0.024353,0.00976562,0.948486,-0.15213,0.30426,-0,0,0,0,0,0,206.597
0.0251465,0.00543213,0.947815,0.15213,0.15213,0.30426,0,0,0,0,0,206.615
0.0266113,0.00744629,0.943298,-0,-0.15213,0.15213,0,0,0,0,0,206.635
0.0256348,0.0109253,0.952698,-0.30426,-0,0.30426,0,0,0,0,0,206.655
0.0258789,0.00915527,0.947449,0.30426,0.15213,0.15213,0,0,0,0,0,206.676
0.0291748,0.00531006,0.952209,0.15213,0.15213,-0,0,0,0,0,0,206.697
0.0281982,0.00982666,0.950745,0.15213,-0,0.15213,0,0,0,0,0,206.716
0.026001,0.00830078,0.94519,-0,-0,0.15213,0,0,0,0,0,206.737
0.0267334,0.00836182,0.94696,-0.30426,-0,-0.15213,0,0,0,0,0,206.755
0.0288696,0.00695801,0.946594,0.15213,0.30426,0.15213,0,0,0,0,0,206.775
0.0264282,0.00860596,0.944092,0.15213,0.15213,-0.15213,0,0,0,0,0,206.796
0.0307617,0.00915527,0.945984,0.15213,0.30426,0.30426,0,0,0,0,0,206.816
0.0249634,0.00958252,0.946167,0.15213,0.15213,-0.15213,0,0,0,0,0,206.836
0.0269775,0.00732422,0.947144,-0,-0,0.30426,0,0,0,0,0,206.856
0.0276489,0.00683594,0.953186,-0.15213,0.15213,0.30426,0,0,0,0,0,206.876
0.0287476,0.0098877,0.952454,0.15213,0.15213,0.15213,0,0,0,0,0,206.896
0.0285034,0.00872803,0.949768,-0,-0,0.45639,0,0,0,0,0,206.916
0.0286865,0.00823975,0.945496,-0.15213,-0,-0,0,0,0,0,0,206.936
0.0278931,0.00891113,0.946655,0.15213,0.30426,0.15213,0,0,0,0,0,206.956
0.0290527,0.00878906,0.944946,0.15213,-0,-0,0,0,0,0,0,206.976
0.0261841,0.00842285,0.949646,0.15213,0.15213,0.15213,0,0,0,0,0,206.996
0.024231,0.00726318,0.944824,0.15213,0.15213,0.15213,0,0,0,0,0,207.016
0.0289307,0.00720215,0.945068,0.15213,-0,0.15213,0,0,0,0,0,207.036
0.0258179,0.00866699,0.949402,0.15213,0.45639,-0,0,0,0,0,0,207.056
0.0267334,0.00610352,0.94635,-0,0.15213,0.15213,0,0,0,0,0,207.076
0.0291748,0.00628662,0.946106,0.15213,0.45639,0.15213,0,0,0,0,0,207.096
0.0264893,0.00891113,0.945984,-0.15213,-0,0.15213,0,0,0,0,0,207.116
