raw_accel_x,raw_accel_y,raw_accel_z,raw_gyro_x,raw_gyro_y,raw_gyro_z,world_accel_x,world_accel_y,yaw,x,y,z,left_encoder_rate,right_encoder_rate,left_motor,right_motor,temp,fpga time,navx time
-0.00408936,-0.00750732,1.01587,-0.12207,-0.0610352,0.0610352,0.002,0.002,-88.61,-0.0787506,0.126526,0,0,0,0,0,40.74,986.008,2217609
-0.00518799,-0.00598145,1.01849,0,0,0.12207,0.001,0.001,-88.61,-0.0787506,0.126526,0,0,0,0,0,40.74,986.015,2217624
-0.00524902,-0.00219727,1.01282,0,0.0610352,0.12207,0.001,0.002,0,0,0,0,0,0,0,0,40.74,986.033,2217639
-0.00732422,-0.00506592,1.01465,-0.12207,0.0610352,0.183105,0,0,0,0,0,0,0,0,0,0,40.74,986.053,2217654
-0.00744629,-0.00469971,1.01251,0,0,0.0610352,0,0,0,0,0,0,0,0,0,0,40.74,986.072,2217669
-0.0109253,-0.00561523,1.0083,-0.0610352,-0.0610352,0.0610352,-0.004,-0.001,-0.01,0,0,0,0,0,0,0,40.74,986.092,2217699
-0.0110474,-0.00372314,1.01483,0,0,0,-0.004,0,-0.01,0,0,0,0,0,0,0,40.74,986.113,2217714
-0.00756836,-0.00823975,1.01514,-0.12207,-0.305176,-0.12207,0,-0.003,0,0,0,0,0,0,0,0,40.74,986.132,2217744
-0.00634766,-0.00653076,1.01416,-0.12207,-0.244141,-0.0610352,0,-0.001,0,0,0,0,0,0,0,0,40.74,986.152,2217759
-0.00299072,-0.00531006,1.00977,-0.0610352,-0.183105,-0.12207,0.003,0,0,0,0,0,0,0,0,0,40.74,986.172,2217774
-0.00299072,-0.00701904,1.02063,0,-0.0610352,0,0.003,-0.002,0,0,0,0,0,0,0,0,40.74,986.193,2217805
-0.00762939,-0.00158691,1.01532,0,0,-0.0610352,0,0.003,0,0,0,0,0,0,0,0,40.74,986.212,2217819
-0.00622559,-0.00610352,1.01385,0,0,0,0,-0.001,0,0,0,0,0,0,0,0,40.74,986.232,2217834
-0.0109253,-0.00402832,1.00995,-0.0610352,-0.0610352,-0.12207,-0.004,0,0,0,0,0,0,0,0,0,40.74,986.252,2217865
-0.00939941,-0.00286865,1.01416,0,0.0610352,-0.0610352,-0.002,0.001,0,0,0,0,0,0,0,0,40.74,986.272,2217879
-0.00823975,-0.0012207,1.01709,-0.0610352,-0.244141,-0.244141,-0.001,0.003,0,0,0,0,0,0,0,0,40.74,986.293,2217894
-0.00732422,-0.00469971,1.01422,-0.12207,-0.0610352,-0.183105,0,0,0,0,0,0,0,0,0,0,40.74,986.312,2217925
-0.00488281,-0.00213623,1.01221,0,-0.183105,-0.244141,0.001,0.002,0,0,0,0,0,0,0,0,40.74,986.333,2217939
-0.00390625,-0.0065918,1.01428,-0.0610352,0.0610352,-0.244141,0.002,-0.002,0,0,0,0,0,0,0,0,40.74,986.353,2217954
-0.00823975,-0.00354004,1.01501,0,0,-0.12207,-0.001,0,0,0,0,0,0,0,0,0,40.74,986.373,2217985
-0.00482178,-0.00396729,1.01251,0,0.0610352,0,0.001,0,0,0,0,0,0,0,0,0,40.76,986.393,2217999
