9466928954376316,43
9466928956052962,43
9466928957370379,43
9466928958373517,43
9466928958373517,55
9466928959730867,43
9466928961729746,43
9466928962731681,43
9466928964047138,43
9466928964047138,55
9466928965052714,43
9466928966371366,43
9466928966371366,55
9466928967730860,43
9466928969055812,43
9466928970371264,43
9466928972370215,43
9466928973373416,43
9466928974729570,43
9466928975731647,43
9466928977049130,43
9466928978371160,43
9466928978371160,55
9466928980369968,43
9466928981373235,43
9466928982729401,43
9466928982729401,55
9466928983731363,15
9466928983731363,43
9466928985049113,43
9466928997049192,27
9466928997049192,31
9466928998051220,27
9466928998051220,31
9466928999372851,27
9466928999372851,31
9466929000729093,31
9466929002051243,31
9466929004046590,31
9466929005051248,31
9466929006369523,31
9466929007372926,31
9466929008730818,31
9466929010050329,31
9466929011049017,31
9466929011730264,31
9466929012733406,31
9466929014050565,31
9466929015370638,31
9466929016730746,31
9466929018048724,31
9466929019048451,31
9466929070730093,3
9466929076730944,7
9466929079368876,7
9466929130367553,47
9466929133046743,47
9466929135370889,47
9466929137055063,39
9466929137055063,47
9466929138368294,39
9466929138368294,47
9466929152369189,12
9466929152369189,15
9466929153368294,12
9466929153368294,15
9466929154045180,12
9466929154045180,15
9466929155049635,12
9466929155049635,15
9466929156370606,12
9466929156370606,15
9466929158047935,15
9466929159369119,15
9466929160369455,15
9466929161048706,15
9466929195369856,3
9466929196690460,3
9466929199368668,59
9466929201380147,43
9466929201380147,55
9466929201380147,59
9466929208049015,43
9466929208049015,55
9466929209367131,43
9466929209367131,55
9466929210367499,43
9466929210367499,51
9466929210367499,55
9466929211688690,43
9466929211688690,55
9466929213047294,43
9466929214369703,43
9466929217369498,43
9466929217369498,55
9466929218690114,55
9466929220048980,55
9466929222367352,55
9466929223367317,55
9466929226048203,59
9466929231049077,59
9466929232367411,59
9466929233366170,59
9466929234369285,59
9466929235369663,59
9466929236687504,59
9466929237687511,59
9466929238689505,59
9466929239690567,59
9466929241048990,59
9466929242048711,59
9466929243690643,59
9466929257048835,51
9466929258048474,23
9466929258048474,59
9466929259369209,23
9466929259369209,51
9466929261046960,23
9466929264048261,19
9466929264048261,63
9466929265368853,19
9466929265368853,23
9466929265368853,63
9466929266688372,19
9466929266688372,23
9466929266688372,27
9466929266688372,63
9466929267687225,19
9466929267687225,23
9466929267687225,63
9466929268368693,19
9466929268368693,23
9466929268368693,63
9466929270048145,19
9466929270048145,23
9466929271366877,19
9466929271366877,23
9466929272045972,19
9466929272045972,23
9466929273048167,23
9466929274369006,19
9466929274369006,23
9466929275686252,19
9466929275686252,23
9466929276686561,19
9466929276686561,23
9466929277689344,23
9466929279048185,19
9466929279048185,23
9466929280366418,19
9466929280366418,23
9466929281048528,19
9466929281048528,23
9466929282048127,19
9466929282048127,23
9466929283367727,19
9466929283367727,23
9466929284366508,19
9466929284366508,23
9466929285045383,19
9466929285045383,23
9466929286048097,19
9466929286048097,23
9466929287368707,19
9466929288686538,19
9466929339045695,28
9466929382367513,79
9466929383374150,79
9466929386005872,79
9466929387006040,79
9466929388009137,79
9466929389367670,79
9466929392007065,79
9466929404365410,3
9466929405367420,7
9466929405367420,11
9466929406687004,3
9466929408005181,11
9466929410365418,3
9466929410365418,7
9466929410365418,11
9466929411374326,3
9466929411374326,11
9466929413365468,3
9466929413365468,7
9466929415685791,7
9466929418006813,3
9466929419367068,7
9466929421365293,7
9466929422366521,7
9466929424365342,7
9466929425367217,7
9466929426685390,7
9466929427685735,7
9466929428685347,7
9466929429685540,7
9466929430685719,7
9466929431687597,7
9466929433685367,7
9466929455366614,55
9466929455366614,59
9466929456686251,55
9466929456686251,59
9466929457686781,59
9466929466008121,55
9466929467366671,55
9466929478002662,55
9466929491366536,19
9466929491366536,63
9466929492366317,23
9466929493684622,23
9466929493684622,63
9466929494683586,23
9466929495366452,19
9466929495366452,23
9466929495366452,27
9466929495366452,63
9466929496366211,23
9466929496366211,63
9466929497685954,23
9466929497685954,63
9466929498684896,19
9466929498684896,23
9466929498684896,63
9466929499366560,23
9466929499366560,63
9466929500366272,19
9466929500366272,23
9466929500366272,27
9466929501687094,19
9466929501687094,23
9466929503003393,19
9466929503003393,23
9466929504004412,23
9466929505004289,23
9466929505686704,19
9466929506366501,23
9466929507366012,23
9466929507366012,27
9466929508684832,19
9466929508684832,23
9466929508684832,27
9466929509695495,19
9466929509695495,23
9466929509695495,27
9466929511007350,19
9466929511007350,23
9466929511007350,27
9466929512366070,23
9466929513684827,23
9466929520007013,27
9466929520007013,31
9466929521365965,27
9466929521365965,31
9466929522684770,27
9466929522684770,31
9466929523684347,27
9466929523684347,31
9466929524684393,15
9466929524684393,27
9466929524684393,31
9466929525685919,27
9466929525685919,31
9466929526366366,27
9466929526366366,31
9466929527365791,27
9466929527365791,31
9466929529004361,27
9466929530365662,27
9466929531686567,27
9466929540686325,19
9466929542007288,19
9466929543365155,19
9466929544685511,19
9466929555365263,28
9466929556689284,28
9466929558005507,28
9466929559365146,28
9466929560689845,28
9466929563007067,28
9466929564363918,28
9466929565363847,28
9466929566365576,28
9466929567683378,28
9466929568683787,28
9466929569694619,28
9466929571005935,28
9466929572007050,28
9466929573363713,28
9466929574685208,28
9466929576005291,28
9466929577367544,28
