x,y,z
-1007.34,-1006.89,153.26,,,,
-1128.2,-878.16,293.64,,,,
Objects,,,,,,,
100,,,,,,,
,,Global Angle MQP_OBJ_01:MQP_OBJ_01,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
374,0,-0.0113354,0.00100353,-0.203049,-227.364,187.526,269.895
375,0,-0.0128379,0.00236562,-0.21146,-230.54,177.093,270.004
376,0,-0.0103524,-0.00376388,-0.219395,-234.065,166.618,270.522
377,0,-0.0129754,0.00249631,-0.227701,-237.498,156.266,270.267
378,0,-0.0138709,0.000432914,-0.237088,-241.1,145.745,270.329
379,0,-0.0128758,0.00256308,-0.244855,-244.967,135.284,270.334
380,0,-0.0134828,0.00526577,-0.2527,-248.757,125.026,270.184
381,0,-0.0138963,0.00525677,-0.259889,-252.819,114.884,270.372
382,0,-0.0140672,0.00284895,-0.266913,-256.777,104.908,270.525
383,0,-0.0141796,0.00325742,-0.274163,-260.863,95.0595,270.511
384,0,-0.0149932,0.00155948,-0.280479,-265.041,85.478,270.592
385,0,-0.0142595,0.00278532,-0.286582,-268.989,76.0417,270.509
386,0,-0.0146103,0.00387167,-0.292916,-273.04,66.7967,270.511
387,0,-0.0134988,0.00388821,-0.298728,-276.897,57.6172,270.498
388,0,-0.0140007,0.00359338,-0.30396,-280.78,48.6686,270.634
389,0,-0.0151138,0.0039554,-0.307937,-284.385,39.9531,270.624
390,0,-0.0156427,0.00240042,-0.312399,-287.919,31.5605,270.728
391,0,-0.0146239,0.00424998,-0.316732,-291.269,23.3793,270.727
392,0,-0.0151834,0.0043467,-0.319628,-294.401,15.3733,270.777
393,0,-0.0153616,0.00336321,-0.323234,-297.431,7.54345,270.803
394,0,-0.01524,0.00359628,-0.326378,-300.349,-0.210284,270.955
395,0,-0.0156705,0.0021025,-0.328529,-303.164,-7.93498,271.008
396,0,-0.0148576,0.00346753,-0.330912,-305.888,-15.4492,270.989
397,0,-0.0152479,0.00207587,-0.333259,-308.524,-22.8242,270.954
398,0,-0.0155289,0.00342258,-0.334715,-311.091,-30.0361,271.069
399,0,-0.015174,0.00318056,-0.335469,-313.462,-37.2138,271.11
400,0,-0.0162954,0.00115002,-0.337387,-315.697,-44.1781,271.296
401,0,-0.0156312,0.00239004,-0.337593,-317.921,-51.2067,271.384
402,0,-0.0160155,0.00310604,-0.338363,-320.058,-58.017,271.349
403,0,-0.0162301,0.00144343,-0.339264,-321.976,-64.7153,271.48
404,0,-0.0158954,0.00325197,-0.339082,-323.875,-71.3391,271.577
405,0,-0.0160613,0.00250299,-0.338797,-325.667,-77.8786,271.5
406,0,-0.0159177,0.00294428,-0.339454,-327.329,-84.4127,271.537
407,0,-0.0156463,0.00222887,-0.338579,-329.106,-90.8251,271.742
408,0,-0.0159282,0.00463251,-0.338858,-330.881,-97.2089,271.639
409,0,-0.0161855,0.00211688,-0.338966,-332.586,-103.488,271.754
410,0,-0.0149859,0.0028783,-0.33883,-334.35,-109.691,271.876
411,0,-0.0166905,0.00389609,-0.339452,-336.084,-115.812,271.901
412,0,-0.0163114,0.00264993,-0.339275,-337.689,-121.907,271.985
413,0,-0.0159971,0.00226624,-0.339098,-339.436,-127.932,272.187
414,0,-0.0172677,0.00288395,-0.339429,-341.187,-133.858,272.151
415,0,-0.0158394,0.00179978,-0.339351,-342.8,-139.747,272.158
416,0,-0.0161187,0.00233891,-0.339153,-344.345,-145.566,272.267
417,0,-0.0158476,0.00238113,-0.338849,-346.037,-151.32,272.166
418,0,-0.0163888,0.00231042,-0.339073,-347.537,-156.874,272.287
419,0,-0.0160933,0.00242879,-0.339292,-349.053,-162.317,272.416
420,0,-0.0163074,0.00221518,-0.339063,-350.588,-167.687,272.43
421,0,-0.0154492,0.00141893,-0.338759,-352.171,-173.08,272.495
422,0,-0.0162004,0.00196804,-0.338867,-353.6,-178.369,272.489
423,0,-0.0165998,0.00151991,-0.339132,-355.065,-183.551,272.619
424,0,-0.0159437,0.0018912,-0.339247,-356.556,-188.668,272.76
425,0,-0.0160466,0.00249493,-0.339116,-358.052,-193.751,272.831
426,0,-0.0167074,0.00100693,-0.339695,-359.482,-198.733,272.963
427,0,-0.0169445,0.000688311,-0.339161,-360.96,-203.675,272.947
428,0,-0.0167881,0.00076165,-0.338932,-362.32,-208.566,273.081
429,0,-0.0159967,0.00193615,-0.339618,-363.73,-213.397,273.161
430,0,-0.0165554,0.000744723,-0.339804,-365.092,-218.117,273.21
431,0,-0.0156092,0.000289991,-0.338933,-366.303,-222.687,273.253
432,0,-0.0163139,0.000506204,-0.339008,-367.553,-227.271,273.371
433,0,-0.016156,-0.000229338,-0.339633,-368.831,-231.695,273.452
434,0,-0.0162491,1.01E-05,-0.339106,-370.066,-236.143,273.469
435,0,-0.0159501,-0.000586794,-0.339633,-371.318,-240.447,273.445
436,0,-0.015768,-0.000691442,-0.339953,-372.473,-244.627,273.542
437,0,-0.0160101,8.39E-05,-0.339291,-373.558,-248.776,273.629
438,0,-0.0162977,-0.000278144,-0.33942,-374.717,-252.819,273.699
439,0,-0.0155702,-0.0006419,-0.339665,-375.877,-256.865,273.743
440,0,-0.0156367,0.000236346,-0.33905,-376.993,-260.8,273.711
441,0,-0.0167027,-2.58E-05,-0.339492,-378.268,-264.697,273.818
442,0,-0.0166419,-0.00061761,-0.33912,-379.302,-268.557,273.919
443,0,-0.01619,-0.000756244,-0.339039,-380.408,-272.421,274.014
444,0,-0.0160638,-0.00199177,-0.339728,-381.456,-276.257,274.095
445,0,-0.0162847,-0.00148889,-0.339561,-382.509,-280.041,274.173
446,0,-0.0164125,-0.00147331,-0.339422,-383.557,-283.752,274.256
447,0,-0.0160788,-0.00189276,-0.338949,-384.617,-287.452,274.332
448,0,-0.0157805,-0.0014253,-0.338779,-385.745,-291.132,274.299
449,0,-0.0156733,4.03E-05,-0.339357,-386.739,-294.818,274.381
450,0,-0.0158973,-0.000332961,-0.338838,-387.723,-298.441,274.489
451,0,-0.0150514,-0.00262069,-0.338209,-388.668,-301.873,274.493
452,0,-0.0150147,-0.00189956,-0.337255,-389.432,-305.233,274.621
453,0,-0.0148604,-0.00144261,-0.336134,-390.155,-308.584,274.716
454,0,-0.0158903,-0.000450033,-0.334109,-390.716,-311.901,274.73
455,0,-0.0153486,-0.000135789,-0.331474,-391.103,-315.258,274.814
456,0,-0.015274,-0.00152062,-0.328391,-391.353,-318.613,274.83
457,0,-0.0149849,-0.000837889,-0.324951,-391.593,-321.963,274.858
458,0,-0.0145777,-0.00111974,-0.321273,-391.651,-325.414,274.891
459,0,-0.0150504,-0.00121914,-0.317686,-391.527,-328.931,274.922
460,0,-0.0149737,-0.000548773,-0.31333,-391.254,-332.464,274.995
461,0,-0.0146237,-0.000596653,-0.308285,-390.84,-335.996,274.986
462,0,-0.0146726,-0.000966326,-0.302411,-390.335,-339.58,274.906
463,0,-0.0146417,-0.000587387,-0.297289,-389.689,-343.31,275.007
464,0,-0.0147953,0.000393219,-0.2909,-388.943,-346.99,275.051
465,0,-0.0142947,-0.000993794,-0.284619,-388.122,-350.778,275.078
466,0,-0.0142646,0.00120642,-0.277067,-387.075,-354.699,275.095
467,0,-0.0133352,0.000363006,-0.270401,-386.062,-358.544,275.057
468,0,-0.0130673,-0.00070661,-0.26314,-384.816,-362.469,275.034
469,0,-0.0129016,0.00139752,-0.254667,-383.476,-366.443,274.959
470,0,-0.0128859,0.00165987,-0.247566,-382.174,-370.27,275.038
471,0,-0.012239,0.000976583,-0.239225,-380.711,-374.066,274.993
472,0,-0.0126525,0.00249021,-0.22976,-379.264,-377.865,275.056
473,0,-0.011603,0.00189566,-0.220543,-377.72,-381.623,275.126
474,0,-0.0119014,0.00123,-0.211198,-376.08,-385.292,275.081
475,0,-0.0118247,0.00244098,-0.201597,-374.472,-388.994,275.177
476,0,-0.0118331,0.00123692,-0.191211,-372.812,-392.604,275.19
477,0,-0.0116358,0.000986271,-0.180747,-371.039,-396.233,275.261
478,0,-0.0118276,0.00089464,-0.170205,-369.168,-399.902,275.354
479,0,-0.0118317,0.00136297,-0.15896,-367.35,-403.468,275.383
480,0,-0.0110205,0.00123479,-0.148065,-365.352,-407.136,275.336
481,0,-0.0106741,0.00134586,-0.136608,-363.382,-410.758,275.275
482,0,-0.00994022,-0.00106124,-0.125293,-361.232,-414.369,275.356
483,0,-0.0103926,0.000268256,-0.11361,-358.967,-418.02,275.318
484,0,-0.00960269,0.00016779,-0.101778,-356.654,-421.69,275.395
485,0,-0.00974712,0.000483651,-0.0899312,-354.108,-425.442,275.427
486,0,-0.00954919,0.000147769,-0.0780201,-351.569,-429.193,275.37
487,0,-0.00925021,0.000466679,-0.0657882,-348.846,-432.826,275.437
488,0,-0.00935042,-0.000582347,-0.0539353,-345.999,-436.445,275.496
489,0,-0.00885788,-4.74E-05,-0.0426014,-343.093,-440.178,275.446
490,0,-0.00951414,-0.00133214,-0.0301912,-340.089,-443.865,275.468
491,0,-0.00906042,0.000299769,-0.0184143,-336.812,-447.613,275.507
492,0,-0.00939145,-0.000186443,-0.00681497,-333.585,-451.354,275.544
493,0,-0.0090552,0.000223174,0.00527783,-330.105,-455.118,275.469
494,0,-0.00888459,0.000305799,0.0166453,-326.702,-458.807,275.517
495,0,-0.0074977,-0.000322152,0.0288559,-323.193,-462.429,275.397
496,0,-0.00767744,0.000218163,0.0416515,-319.499,-466.104,275.193
497,0,-0.0061033,-0.000211443,0.054383,-315.704,-469.708,275.2
498,0,-0.00742644,-0.000951743,0.0666047,-311.884,-473.193,275.171
499,0,-0.00638717,0.000331164,0.0787149,-307.904,-476.488,275.088
500,0,-0.00719861,-0.000564113,0.0914067,-303.895,-479.857,275.106
501,0,-0.00607147,0.000621602,0.103877,-299.842,-483.064,275.12
502,0,-0.00676139,0.000162756,0.116772,-295.684,-486.25,275.112
503,0,-0.00560656,0.00191529,0.129635,-291.438,-489.341,275.038
504,0,-0.00595445,0.000804064,0.143011,-287.33,-492.343,274.916
505,0,-0.00447992,0.000725748,0.156158,-283.112,-495.286,274.823
506,0,-0.00523071,0.00199301,0.169512,-278.737,-498.017,274.824
507,0,-0.00441608,0.00147803,0.183751,-274.378,-500.729,274.789
508,0,-0.00432058,0.00148383,0.197303,-270.088,-503.218,274.708
509,0,-0.00373026,0.00014723,0.21147,-265.822,-505.626,274.624
510,0,-0.00433769,0.000854238,0.225248,-261.62,-507.834,274.428
511,0,-0.00248271,0.0017576,0.239749,-257.457,-509.966,274.435
512,0,-0.00360741,0.000653372,0.254691,-253.034,-511.959,274.402
513,0,-0.00271506,0.000520656,0.269257,-248.763,-513.722,274.35
514,0,-0.00299311,0.00253137,0.284619,-244.493,-515.345,274.327
515,0,-0.002286,0.000635183,0.299402,-240.242,-516.866,274.192
516,0,-0.00141786,0.00185889,0.314836,-235.989,-518.251,274.089
517,0,-0.00118743,-0.000217379,0.329456,-231.736,-519.541,274.046
518,0,-0.00129816,0.00189531,0.343413,-227.381,-520.843,273.987
519,0,-0.000635543,0.000495112,0.357959,-223.044,-522.136,273.844
520,0,-0.000363019,0.000963573,0.371431,-218.645,-523.412,273.774
521,0,4.34E-05,0.00112452,0.384524,-214.131,-524.705,273.643
522,0,0.000615995,0.00117213,0.39768,-209.503,-525.986,273.569
523,0,0.000842271,0.000893307,0.410072,-204.827,-527.219,273.395
524,0,0.0010807,0.000189082,0.421185,-200.056,-528.552,273.303
525,0,0.00180918,-0.000818718,0.433495,-195.12,-529.762,273.151
526,0,0.00133838,0.000400264,0.44466,-190.12,-531.029,273.083
527,0,0.00214269,0.000165565,0.456317,-185.038,-532.287,272.961
528,0,0.0021534,0.000827943,0.467149,-179.906,-533.598,272.917
529,0,0.00202923,0.00144477,0.477963,-174.767,-534.929,272.763
530,0,0.00253861,0.00108842,0.487977,-169.685,-536.313,272.654
531,0,0.00232248,0.00191115,0.498887,-164.563,-537.748,272.544
532,0,0.00325652,0.00160185,0.509321,-159.488,-539.212,272.387
533,0,0.00345361,0.00134488,0.51974,-154.435,-540.776,272.337
534,0,0.00349522,0.00279632,0.530729,-149.345,-542.26,272.196
535,0,0.00366358,0.00126559,0.540467,-144.327,-543.81,272.13
536,0,0.00315794,0.00308877,0.550299,-139.253,-545.286,272.047
537,0,0.00364456,0.00189811,0.560357,-134.205,-546.81,271.953
538,0,0.00369776,0.00240394,0.570593,-129.026,-548.398,271.955
539,0,0.00394611,0.00104337,0.580022,-123.852,-550.013,271.83
540,0,0.00369347,0.00247592,0.589434,-118.641,-551.644,271.776
541,0,0.00344838,0.000751431,0.598317,-113.488,-553.413,271.675
542,0,0.00342999,0.00340093,0.607237,-108.341,-555.031,271.521
543,0,0.00267742,0.00268059,0.61661,-103.121,-556.864,271.531
544,0,0.00394974,0.00204927,0.625938,-97.9209,-558.536,271.439
545,0,0.00338318,0.00122003,0.63455,-92.6956,-560.262,271.309
546,0,0.00376931,0.00199389,0.643521,-87.3211,-562.123,271.242
547,0,0.00393736,0.000586247,0.652171,-82.1004,-563.902,271.14
548,0,0.00289496,0.00363843,0.660316,-76.7916,-565.715,271.051
549,0,0.00385025,0.00246777,0.668462,-71.5293,-567.676,270.996
550,0,0.00322702,0.00218589,0.676445,-66.2402,-569.628,270.934
551,0,0.00367216,0.00161193,0.684985,-60.9502,-571.557,270.856
552,0,0.00349446,0.00108023,0.693039,-55.5465,-573.575,270.778
553,0,0.00375337,0.00366278,0.700746,-50.0244,-575.638,270.653
554,0,0.00398763,0.00206493,0.708113,-44.5895,-577.747,270.604
555,0,0.00315446,0.00278199,0.715463,-38.9952,-579.845,270.581
556,0,0.00302449,0.00189471,0.723293,-33.4942,-581.986,270.478
557,0,0.00389788,0.00184842,0.730193,-27.9573,-584.169,270.466
558,0,0.00305516,0.00361521,0.737849,-22.3422,-586.363,270.383
559,0,0.00301694,0.00163191,0.745275,-16.7467,-588.566,270.309
560,0,0.00338513,0.00161478,0.751969,-11.1076,-590.813,270.285
561,0,0.00281822,0.00277924,0.759184,-5.35731,-593.122,270.2
562,0,0.00363216,0.00134691,0.766372,0.478649,-595.455,270.247
563,0,0.00387595,0.00168781,0.773297,6.37585,-597.804,270.134
564,0,0.00288872,0.00309033,0.780174,12.2922,-600.229,269.973
565,0,0.0040484,0.00154898,0.786806,18.2106,-602.562,270.016
566,0,0.00407891,0.0024046,0.793497,24.1284,-604.986,269.94
567,0,0.00289727,0.00251633,0.800049,30.1112,-607.412,269.883
568,0,0.00442269,0.00258034,0.806101,36.0971,-609.872,269.797
569,0,0.00364255,0.00149423,0.812763,42.0428,-612.278,269.738
570,0,0.00387552,0.00280687,0.818638,48.1189,-614.784,269.682
571,0,0.00423071,0.000832701,0.824648,54.1547,-617.321,269.61
572,0,0.00291329,0.00269771,0.830305,60.1485,-619.837,269.527
573,0,0.00336007,0.00233407,0.835308,66.2334,-622.289,269.538
574,0,0.00462563,-0.00063238,0.840315,72.044,-624.934,269.477
575,0,0.00207963,0.00268668,0.844928,77.9455,-627.53,269.407
576,0,0.00376415,0.000797605,0.849496,83.7799,-630.154,269.529
577,0,0.00402825,0.00143645,0.853126,89.355,-632.895,269.259
578,0,0.0021908,0.00238472,0.857085,95.0071,-635.618,269.208
579,0,0.00284514,0.00230536,0.859518,100.498,-638.353,269.245
580,0,0.00358797,0.00132384,0.861805,105.817,-641.252,269.125
581,0,0.00373279,0.002534,0.863429,110.848,-644.16,269.08
582,0,0.00302236,0.00272608,0.866078,115.76,-647.148,269.049
583,0,0.00330121,0.000720394,0.866126,120.5,-650.212,269.01
584,0,0.00357575,0.00230514,0.867122,125.113,-653.207,268.973
585,0,0.00321381,0.003138,0.868171,129.364,-656.184,268.933
586,0,0.00290377,0.00182024,0.86845,133.44,-659.142,269
587,0,0.00337348,0.00118966,0.868419,137.469,-662.111,268.997
588,0,0.00357983,0.00221052,0.868581,141.44,-665.072,268.89
589,0,0.00310441,0.00206998,0.868606,145.275,-667.829,268.88
590,0,0.00332602,0.000913804,0.868294,149.036,-670.499,268.946
591,0,0.00312417,0.00210464,0.868235,152.676,-673.181,268.862
592,0,0.00323591,0.00183351,0.868487,156.095,-675.745,268.892
593,0,0.00359541,0.00176193,0.868252,159.445,-678.155,268.9
594,0,0.00357305,0.00156989,0.86859,162.637,-680.6,268.806
595,0,0.00467443,0.00123835,0.868693,165.731,-682.907,268.794
596,0,0.00442035,0.0014727,0.86882,168.82,-685.15,268.876
597,0,0.00435825,0.000848975,0.868809,171.814,-687.278,268.895
598,0,0.00403918,0.00218094,0.868652,174.699,-689.441,268.881
599,0,0.00472282,0.00104285,0.868839,177.411,-691.515,268.928
600,0,0.00374506,0.00285253,0.869321,180.114,-693.467,268.839
601,0,0.00496197,0.00131021,0.869667,182.738,-695.395,268.925
602,0,0.00480131,0.000508016,0.869102,185.24,-697.317,268.907
603,0,0.0052948,0.000208525,0.868798,187.726,-699.154,268.951
604,0,0.00463054,0.00142859,0.868961,190.181,-700.962,268.984
605,0,0.00511314,0.000872119,0.868907,192.407,-702.691,268.924
606,0,0.00347529,0.00157206,0.86941,194.644,-704.192,268.984
607,0,0.00465126,9.51E-05,0.868895,196.842,-705.814,268.982
608,0,0.00530226,8.42E-05,0.868819,198.856,-707.381,268.995
609,0,0.00420603,0.0013411,0.869584,200.851,-708.785,268.967
610,0,0.00504504,0.000995418,0.868883,202.806,-710.32,268.982
611,0,0.00482393,0.00084811,0.869622,204.677,-711.694,268.939
612,0,0.0039966,0.00098844,0.86923,206.514,-712.984,268.935
613,0,0.00529116,7.27E-05,0.86894,208.339,-714.367,268.962
614,0,0.00477289,0.000274645,0.868947,210.098,-715.546,268.915
615,0,0.00474341,-0.0003869,0.868815,211.738,-716.793,268.907
616,0,0.00464838,0.00120703,0.869052,213.334,-717.977,268.871
617,0,0.00524981,0.000566008,0.868517,214.918,-719.147,268.867
618,0,0.0047428,0.000425481,0.86904,216.427,-720.208,268.859
619,0,0.00414226,0.00113357,0.869133,217.988,-721.398,268.853
620,0,0.00521158,0.000784757,0.868753,219.497,-722.392,268.761
621,0,0.00533397,0.000700861,0.868547,220.981,-723.434,268.791
622,0,0.00503744,0.000685026,0.868875,222.364,-724.404,268.779
623,0,0.0044396,0.000692968,0.868529,223.729,-725.452,268.775
624,0,0.00498229,0.00203913,0.868754,225.077,-726.476,268.702
625,0,0.0052799,0.00119491,0.868529,226.364,-727.429,268.761
626,0,0.00514815,0.00109542,0.868987,227.701,-728.361,268.723
627,0,0.00510398,0.00153174,0.869016,229.004,-729.241,268.661
628,0,0.00456102,0.00153613,0.868722,230.277,-730.218,268.702
629,0,0.00533034,0.00168544,0.868941,231.535,-731.065,268.699
630,0,0.00611224,0.000181598,0.868974,232.743,-731.919,268.658
631,0,0.00529169,0.000355147,0.868734,233.949,-732.87,268.667
632,0,0.00488569,0.00154754,0.868895,235.143,-733.689,268.56
633,0,0.00542054,0.00153425,0.86869,236.34,-734.64,268.546
634,0,0.00570537,0.000979379,0.868877,237.707,-735.579,268.616
635,0,0.00527419,0.0014756,0.869203,239.068,-736.541,268.502
636,0,0.00489599,0.00177169,0.868891,240.404,-737.505,268.522
637,0,0.00541487,0.00244808,0.869095,241.771,-738.289,268.475
638,0,0.00576657,0.00196034,0.86875,243.037,-739.233,268.46
639,0,0.00630042,0.000819524,0.86908,244.262,-740.257,268.461
640,0,0.00535853,0.00223959,0.869139,245.496,-741.148,268.448
641,0,0.00539506,0.00271012,0.868998,246.744,-742.095,268.39
642,0,0.00569259,0.0022581,0.868934,248.006,-742.998,268.341
643,0,0.00593446,0.0029222,0.86896,249.411,-743.905,268.366
644,0,0.00566032,0.00200651,0.86912,250.711,-744.826,268.371
645,0,0.0055793,0.00302825,0.868694,252.091,-745.849,268.283
646,0,0.00560676,0.0033386,0.869494,253.524,-746.924,268.325
647,0,0.00672786,0.00152572,0.869191,254.96,-747.951,268.287
648,0,0.00575642,0.00238485,0.869632,256.507,-749.116,268.279
649,0,0.00598195,0.00191163,0.869255,258.087,-750.221,268.303
650,0,0.00635147,0.00207869,0.86935,259.813,-751.422,268.218
651,0,0.00525767,0.00133626,0.868994,261.645,-752.709,268.176
652,0,0.00394239,0.00203933,0.869407,263.783,-754.166,268.139
653,0,0.00420261,0.00232378,0.869632,266.347,-755.979,268.143
654,0,0.00452139,0.000748212,0.869581,269.272,-758.19,268.145
655,0,0.00368157,0.0024838,0.868926,272.503,-760.555,268.076
656,0,0.00397551,0.00213701,0.868846,276.227,-763.145,268.093
657,0,0.00443787,0.00180867,0.868761,280.321,-766.147,268.007
658,0,0.00372932,0.00226091,0.868303,284.7,-769.308,267.811
659,0,0.0045255,0.00130583,0.867835,289.648,-772.823,267.787
660,0,0.00413908,0.00279188,0.868372,294.929,-776.672,267.654
661,0,0.00459623,0.00257128,0.86801,300.6,-780.713,267.716
662,0,0.00481425,0.00156453,0.86755,306.585,-785.069,267.783
663,0,0.00302098,0.00269655,0.867483,312.873,-789.688,267.752
664,0,0.00312452,0.00230984,0.867307,319.475,-794.472,267.782
665,0,0.00376441,0.00202732,0.866879,326.294,-799.595,267.73
666,0,0.00394959,0.00210804,0.866604,333.44,-804.807,267.686
667,0,0.00253465,0.00253427,0.866343,340.837,-810.125,267.602
668,0,0.00348395,0.00210085,0.866331,348.465,-815.752,267.543
669,0,0.00382108,0.0032313,0.866129,356.316,-821.412,267.386
670,0,0.00325766,0.00276924,0.866097,364.395,-827.355,267.273
671,0,0.0041106,0.00373918,0.866001,372.703,-833.423,267.128
672,0,0.00389871,0.003536,0.866158,381.156,-839.507,266.807
673,0,0.00587073,0.00402103,0.866771,389.592,-845.8,266.537
674,0,0.00427947,0.00158293,0.867428,398.152,-851.893,266.721
675,0,0.00530603,0.00703508,0.868951,406.696,-858.034,266.339
676,0,0.00405536,0.00104155,0.869084,415.261,-864.246,266.378
677,0,0.00576874,0.00559851,0.870313,424.025,-870.246,266.572
678,0,0.00191908,0.00341384,0.872144,432.493,-876.322,266.38
679,0,0.00389667,0.00448183,0.87396,441.003,-882.188,266.334
680,0,0.00185893,0.00229544,0.876298,449.438,-887.98,266.619
681,0,0.00293515,0.00330249,0.878771,457.865,-893.82,266.441
682,0,0.00201862,0.00185353,0.880561,466.26,-899.782,266.175
683,0,0.00299852,0.00135302,0.883147,475.119,-905.522,266.196
684,0,0.00203438,0.00346589,0.885482,484.081,-911.18,266.25
685,0,0.0021878,0.000892932,0.88783,492.912,-916.995,266.139
686,0,0.0022184,0.00258685,0.890223,501.861,-922.74,266.065
687,0,0.00182885,0.00179891,0.891848,510.912,-928.363,266.083
688,0,0.00119412,0.00144581,0.893389,519.755,-933.986,266.13
689,0,0.00185894,0.00301261,0.895362,528.829,-939.567,265.965
690,0,0.00207536,0.00134396,0.897704,537.78,-945.035,266.018
691,0,0.00138052,0.00281009,0.899721,546.692,-950.484,265.927
692,0,0.001789,0.00108261,0.902634,555.49,-955.886,265.768
693,0,0.00147986,0.00285794,0.905855,564.331,-961.008,265.875
694,0,0.0012406,0.00169353,0.908857,572.987,-966.075,265.753
695,0,0.00372678,0.000501984,0.912113,581.601,-971.183,265.645
696,0,0.00139211,0.000630497,0.91542,590.204,-975.844,265.69
697,0,0.00207689,0.00123671,0.918392,598.757,-980.478,265.659
698,0,0.00153275,0.00132565,0.921971,607.171,-985.043,265.473
699,0,0.00231812,0.00078453,0.924951,615.677,-989.436,265.417
700,0,0.00125802,0.000291476,0.928583,623.951,-993.669,265.245
701,0,0.00246831,-0.000517291,0.931873,632.244,-997.861,265.082
702,0,0.000519628,-0.000241501,0.935447,640.345,-1001.71,265.046
703,0,0.000987743,0.00170381,0.938444,648.399,-1005.55,264.86
704,0,0.00176176,-0.000196175,0.941906,656.202,-1009.32,264.841
705,0,0.00238026,0.000835526,0.944948,663.98,-1012.87,264.62
706,0,0.00109746,0.00205189,0.948483,671.511,-1016.35,264.528
707,0,0.00300643,0.000182004,0.950847,678.684,-1019.64,264.427
708,0,0.00217768,0.000809379,0.952171,685.569,-1022.73,264.337
709,0,0.0035055,0.000110202,0.954267,692.197,-1025.83,264.329
710,0,0.00284122,-0.000624819,0.955579,698.434,-1028.78,264.267
711,0,0.00249718,0.0011582,0.957358,704.447,-1031.64,264.135
712,0,0.00288998,-0.000730394,0.959978,710.209,-1034.3,264.112
713,0,0.00256853,0.00090984,0.962581,715.76,-1037,264.085
714,0,0.00237563,0.00130799,0.965225,721.245,-1039.51,263.878
715,0,0.00304768,0.000434028,0.967332,726.522,-1041.88,263.817
716,0,0.00242602,0.00150246,0.969972,731.854,-1044.08,263.72
717,0,0.0047859,-0.000296409,0.972839,737.016,-1046.21,263.594
718,0,0.00324004,0.000649424,0.975482,742.038,-1048.17,263.469
719,0,0.00378363,0.000548024,0.977368,746.835,-1050.15,263.474
720,0,0.00281071,0.000917882,0.97993,751.577,-1051.9,263.343
721,0,0.00406076,0.000639028,0.983347,756.112,-1053.54,263.334
722,0,0.00292962,-7.50E-05,0.98639,760.478,-1055.09,263.356
723,0,0.003387,0.000926891,0.989653,764.763,-1056.43,263.341
724,0,0.00388191,-0.000735044,0.992501,768.927,-1057.72,263.245
725,0,0.00481682,0.00093393,0.996023,773.031,-1058.88,263.146
726,0,0.00387205,0.000990639,0.999291,776.933,-1059.88,263.16
727,0,0.00546072,0.00128006,1.00245,780.733,-1060.76,263.018
728,0,0.00345663,8.11E-05,1.00612,784.291,-1061.48,263.096
729,0,0.00453878,0.00060153,1.00971,787.842,-1062.02,263.157
730,0,0.00459613,-0.00131349,1.01292,791.05,-1062.56,263.148
731,0,0.00569598,0.000699471,1.01688,794.289,-1062.87,263.079
732,0,0.00510668,-0.000140377,1.02153,797.286,-1063.12,263.02
733,0,0.00502569,0.000676184,1.02497,800.265,-1063.18,263.01
734,0,0.0041971,0.00203561,1.02904,802.963,-1063.22,262.874
735,0,0.00473506,8.13E-06,1.03329,805.501,-1063.12,262.847
736,0,0.0048039,0.0013691,1.03789,807.872,-1062.87,262.85
737,0,0.00383145,0.000868319,1.04199,810.11,-1062.46,262.863
738,0,0.00556938,0.00104343,1.04601,812.219,-1061.93,262.789
739,0,0.00516416,-0.00020675,1.05061,814.182,-1061.29,262.778
740,0,0.00347132,0.00266782,1.05437,816.036,-1060.51,262.736
741,0,0.00588,-0.000264674,1.05927,817.573,-1059.69,262.685
742,0,0.00591743,0.000376492,1.06424,819.137,-1058.67,262.591
743,0,0.0052529,0.00167937,1.06894,820.441,-1057.56,262.54
744,0,0.00646792,0.00031636,1.07381,821.535,-1056.41,262.486
745,0,0.00472141,0.0014248,1.07899,822.537,-1054.97,262.541
746,0,0.00656897,0.00146993,1.08371,823.322,-1053.76,262.45
747,0,0.00629321,-7.16E-05,1.08811,823.935,-1052.21,262.47
748,0,0.00670647,0.000548717,1.09355,824.499,-1050.65,262.413
749,0,0.00679496,0.00119887,1.09848,824.833,-1049.09,262.28
750,0,0.00756511,0.00163132,1.104,825.085,-1047.29,262.275
751,0,0.00662614,0.00110493,1.10927,825.096,-1045.49,262.237
752,0,0.0083007,0.0013827,1.11402,824.966,-1043.59,262.23
753,0,0.00676937,0.00191521,1.11894,824.585,-1041.62,262.143
754,0,0.00739764,0.00256982,1.1241,824.137,-1039.56,262.245
755,0,0.00660029,0.00164021,1.13043,823.382,-1037.48,262.144
756,0,0.00880134,0.00186898,1.1351,822.771,-1035.17,262.171
757,0,0.00676549,0.00231274,1.14087,821.757,-1032.92,262.013
758,0,0.00866137,0.0027132,1.14592,820.671,-1030.57,261.88
759,0,0.00666852,0.00294836,1.15136,819.321,-1028.15,261.949
760,0,0.00803359,0.00307107,1.15674,817.895,-1025.6,261.863
761,0,0.00603304,0.00240454,1.16245,816.236,-1023.11,261.846
762,0,0.00785291,0.00329636,1.16743,814.404,-1020.51,262.073
