     0,0,0,0,0,0,7202.96,7202.96,
     0,0,0,0,0,0,7202.97,7202.97,
     0,0,0,0,0,0,7202.98,7202.98,
     0,0,0,0,0,0,7202.99,7202.99,
     0,0,0,0,0,0,7203,7203,
     0,0,0,0,0,0,7203.01,7203.01,
     0,0,0,0,0,0,7203.02,7203.02,
     0,0,0,0,0,0,7203.03,7203.03,
     0,0,0,0,0,0,7203.04,7203.04,
     0,0,0,0,0,0,7203.05,7203.05,
     0,0,0,0,0,0,7203.06,7203.06,
     0,0,0,0,0,0,7203.07,7203.07,
     0,0,0,0,0,0,7203.08,7203.08,
     0,0,0,0,0,0,7203.09,7203.09,
     0,0,0,0,0,0,7203.1,7203.1,
     0,0,0,0,0,0,7203.11,7203.11,
-0.00512695,0.00146484,1.00916,0.15213,0.15213,0.15213,7203.12,7203.12,
-0.00616455,0.00762939,1.00848,-0,-0,0.30426,7203.13,7203.13,
-0.0065918,0.00830078,1.00897,0.45639,0.30426,0.15213,7203.14,7203.14,
-0.0065918,0.00830078,1.00897,0.45639,0.30426,0.15213,7203.15,7203.15,
-0.0123901,0.00543213,1.00867,0.30426,0.760651,-0.15213,7203.16,7203.16,
-0.0123901,0.00543213,1.00867,0.30426,0.760651,-0.15213,7203.17,7203.17,
-0.00878906,0.010376,1.01233,0.15213,-0.15213,0.30426,7203.18,7203.18,
-0.0109863,0.00408936,1.01331,0.30426,0.15213,0.15213,7203.19,7203.19,
-0.0109863,0.00408936,1.01331,0.30426,0.15213,0.15213,7203.2,7203.2,
-0.00799561,0.00689697,1.01257,-0.30426,-0,0.45639,7203.21,7203.21,
-0.0020752,0.00927734,1.01532,-0,-0,-0.30426,7203.22,7203.22,
-0.0055542,0.00476074,1.01471,-0.30426,-0.30426,-0.30426,7203.23,7203.23,
-0.0055542,0.00476074,1.01471,-0.30426,-0.30426,-0.30426,7203.24,7203.24,
-0.010498,0.00976562,1.01001,-0.45639,-0.608521,-0.45639,7203.25,7203.25,
-0.010498,0.00976562,1.01001,-0.45639,-0.608521,-0.45639,7203.26,7203.26,
-0.00939941,0.00933838,1.00922,-0,-0.15213,-0.760651,7203.27,7203.27,
-0.0119629,0.0119019,1.01215,-0,-0.30426,-0.45639,7203.28,7203.28,
-0.0114746,0.0128174,1.01196,-0,-0,-0,7203.29,7203.29,
-0.0114746,0.0128174,1.01196,-0,-0,-0,7203.3,7203.3,
-0.00964355,0.0106201,1.01654,0.30426,-0.15213,0.15213,7203.31,7203.31,
-0.00964355,0.0106201,1.01654,0.30426,-0.15213,0.15213,7203.32,7203.32,
-0.0100098,0.00891113,1.00958,0.15213,0.30426,0.30426,7203.33,7203.33,
-0.010437,0.00823975,1.01239,0.30426,0.30426,0.30426,7203.34,7203.34,
-0.00976562,0.00640869,1.01355,0.45639,-0,0.608521,7203.35,7203.35,
-0.00976562,0.00640869,1.01355,0.45639,-0,0.608521,7203.36,7203.36,
-0.00946045,0.00512695,1.00854,0.760651,0.15213,0.30426,7203.37,7203.37,
-0.00946045,0.00512695,1.00854,0.760651,0.15213,0.30426,7203.38,7203.38,
-0.00732422,0.00286865,1.01117,0.15213,0.30426,0.45639,7203.39,7203.39,
-0.00982666,0.00549316,1.01294,0.30426,0.760651,0.30426,7203.4,7203.4,
-0.00958252,0.00482178,1.00977,0.30426,0.760651,-0.30426,7203.41,7203.41,
-0.00958252,0.00482178,1.00977,0.30426,0.760651,-0.30426,7203.42,7203.42,
-0.0098877,0.00701904,1.01074,0.15213,0.45639,-0,7203.43,7203.43,
-0.00482178,0.00708008,1.01074,0.15213,0.45639,-0.30426,7203.44,7203.44,
-0.00482178,0.00708008,1.01074,0.15213,0.45639,-0.30426,7203.45,7203.45,
-0.00457764,0.00701904,1.01398,-0,-0.15213,-0.30426,7203.46,7203.46,
-0.00457764,0.00701904,1.01398,-0,-0.15213,-0.30426,7203.47,7203.47,
-0.00744629,0.0122681,1.01233,-0,-0.30426,-0.45639,7203.48,7203.48,
-0.00750732,0.00720215,1.01282,0.30426,-0.15213,0.30426,7203.49,7203.49,
-0.0112305,0.00604248,1.01501,-0,-0.45639,0.30426,7203.5,7203.5,
-0.0112305,0.00604248,1.01501,-0,-0.45639,0.30426,7203.51,7203.51,
-0.0192261,0.0215454,1.00061,0.912781,-0.15213,0.15213,7203.52,7203.52,
-0.0192261,0.0215454,1.00061,0.912781,-0.15213,0.15213,7203.53,7203.53,
-0.00616455,-0.00543213,1.01428,0.15213,0.30426,-0,7203.54,7203.54,
-0.0067749,0.0166016,1.01105,-0.30426,-0.912781,0.45639,7203.55,7203.55,
-0.00476074,-0.000793457,1.01379,0.45639,-0.608521,0.30426,7203.56,7203.56,
-0.00476074,-0.000793457,1.01379,0.45639,-0.608521,0.30426,7203.57,7203.57,
-0.00958252,0.00512695,1.00983,-0.45639,-0.15213,0.15213,7203.58,7203.58,
-0.00958252,0.00512695,1.00983,-0.45639,-0.15213,0.15213,7203.59,7203.59,
-0.012146,0.0100708,1.00854,-0.15213,-0.45639,-0.45639,7203.6,7203.6,
-0.0189209,0.0010376,1.01251,-0.45639,0.608521,-0.30426,7203.61,7203.61,
-0.0117798,0.0136719,1.01221,-0.15213,0.608521,-0.30426,7203.62,7203.62,
-0.0117798,0.0136719,1.01221,-0.15213,0.608521,-0.30426,7203.63,7203.63,
-0.0078125,0.00512695,1.01471,0.608521,0.45639,-0.30426,7203.64,7203.64,
-0.0078125,0.00512695,1.01471,0.608521,0.45639,-0.30426,7203.65,7203.65,
-0.00231934,0.00854492,1.01038,-0.30426,0.15213,0.760651,7203.66,7203.66,
-0.0100708,0.0127563,1.01318,0.15213,0.30426,-0.15213,7203.67,7203.67,
-0.0100708,0.0127563,1.01318,0.15213,0.30426,-0.15213,7203.68,7203.68,
-0.00787354,0.00244141,1.01404,0.15213,0.608521,-0.15213,7203.69,7203.69,
-0.0101929,0.0203857,1.0144,-0,0.15213,-0.30426,7203.7,7203.7,
-0.0101929,0.0203857,1.0144,-0,0.15213,-0.30426,7203.71,7203.71,
-0.00946045,0.00164795,1.0141,0.760651,0.912781,-0.608521,7203.72,7203.72,
-0.00799561,0.0119629,1.01044,0.45639,0.608521,0.608521,7203.73,7203.73,
-0.00799561,0.0119629,1.01044,0.45639,0.608521,0.608521,7203.74,7203.74,
-0.00653076,0.0122681,1.01135,0.30426,-0,0.45639,7203.75,7203.75,
-0.00219727,-0.000671387,1.0108,0.15213,0.15213,0.760651,7203.76,7203.76,
-0.00524902,0.0090332,1.01239,-0.30426,-0.30426,0.30426,7203.77,7203.77,
-0.00524902,0.0090332,1.01239,-0.30426,-0.30426,0.30426,7203.78,7203.78,
-0.00756836,0.0057373,1.01617,0.30426,-0.30426,-0.608521,7203.79,7203.79,
-0.00756836,0.0057373,1.01617,0.30426,-0.30426,-0.608521,7203.8,7203.8,
-0.0133667,0.00854492,1.01215,-0.30426,-0.15213,-0.45639,7203.81,7203.81,
-0.0176392,0.0115356,1.01025,0.15213,0.30426,-0.30426,7203.82,7203.82,
-0.0120239,0.00323486,1.01111,0.30426,0.30426,0.15213,7203.83,7203.83,
-0.0120239,0.00323486,1.01111,0.30426,0.30426,0.15213,7203.84,7203.84,
-0.00585938,0.0147095,1.00854,0.15213,0.15213,0.45639,7203.85,7203.85,
-0.00585938,0.0147095,1.00854,0.15213,0.15213,0.45639,7203.86,7203.86,
-0.00750732,0.00726318,1.01337,0.608521,0.15213,-0,7203.87,7203.87,
-0.0100098,0.00653076,1.01636,0.15213,0.45639,0.15213,7203.88,7203.88,
-0.0157471,0.0112305,1.0177,0.15213,0.30426,-0,7203.89,7203.89,
-0.0157471,0.0112305,1.0177,0.15213,0.30426,-0,7203.9,7203.9,
-0.00134277,0.0112915,1.01202,0.45639,0.760651,-0.30426,7203.91,7203.91,
-0.00134277,0.0112915,1.01202,0.45639,0.760651,-0.30426,7203.92,7203.92,
-0.0181885,0.00921631,1.01019,0.45639,-0,-0.15213,7203.93,7203.93,
-0.0125122,0.00598145,1.01392,0.608521,0.45639,0.30426,7203.94,7203.94,
-0.0148926,0.00939941,1.0174,0.15213,0.760651,0.45639,7203.95,7203.95,
-0.0148926,0.00939941,1.0174,0.15213,0.760651,0.45639,7203.96,7203.96,
-0.0161743,0.00238037,1.01025,0.15213,0.30426,0.45639,7203.97,7203.97,
-0.0161743,0.00238037,1.01025,0.15213,0.30426,0.45639,7203.98,7203.98,
-0.00854492,6.10352e-05,1.01184,-0.15213,0.45639,0.30426,7203.99,7203.99,
-0.00201416,0.00250244,1.01288,-0,0.760651,-0.608521,7204,7204,
-0.00622559,0.00506592,1.01556,-0.45639,-0,-0.760651,7204.01,7204.01,
-0.00622559,0.00506592,1.01556,-0.45639,-0,-0.760651,7204.02,7204.02,
