1,-747.341,625.034,445.559,-0.034536,0.056736,2.74433
2,-747.342,625.041,445.55,-0.0344534,0.0568077,2.74424
3,-747.359,625.051,445.513,-0.034584,0.0570708,2.74425
4,-747.361,625.069,445.528,-0.0345863,0.0569077,2.74432
5,-747.344,625.041,445.558,-0.034446,0.0563579,2.7443
6,-747.35,625.022,445.569,-0.0345142,0.0567355,2.74424
7,-747.357,625.041,445.545,-0.0347033,0.0569114,2.74426
8,-747.354,625.05,445.519,-0.0345662,0.0565794,2.74429
9,-747.359,625.06,445.533,-0.0346575,0.0567392,2.74429
10,-747.366,625.042,445.536,-0.0345989,0.0566232,2.74431
11,-747.352,625.024,445.566,-0.0343985,0.0563112,2.74426
12,-747.347,625.047,445.558,-0.0345031,0.0567434,2.74421
13,-747.363,625.048,445.533,-0.0346536,0.0568189,2.74431
14,-747.371,625.05,445.535,-0.0347187,0.0569991,2.74428
15,-747.36,625.043,445.54,-0.0346228,0.0566861,2.74433
16,-747.354,625.021,445.559,-0.034571,0.056803,2.74422
17,-747.362,625.021,445.561,-0.0346777,0.0571463,2.74428
18,-747.365,625.037,445.534,-0.0345476,0.0566837,2.74427
19,-747.377,625.035,445.52,-0.0344894,0.056381,2.74435
20,-747.371,625.015,445.541,-0.0345185,0.0566206,2.74429
21,-747.367,625.019,445.543,-0.0345539,0.0566683,2.7443
22,-747.364,625.016,445.554,-0.0344563,0.056617,2.74433
23,-747.353,625.025,445.564,-0.0344828,0.0563853,2.74428
24,-747.373,625.049,445.512,-0.0347459,0.056895,2.74432
25,-747.372,625.052,445.52,-0.0346116,0.057109,2.74437
26,-747.351,625.026,445.573,-0.0345777,0.0566232,2.74426
27,-747.369,625.03,445.552,-0.034596,0.0569315,2.74424
28,-747.363,625.044,445.539,-0.0344626,0.0566287,2.74425
29,-747.345,625.047,445.541,-0.0346024,0.0570916,2.74427
30,-747.374,625.047,445.527,-0.0345,0.0569077,2.74433
31,-747.374,625.048,445.539,-0.034556,0.056849,2.74431
32,-747.348,625.038,445.572,-0.0345555,0.0564234,2.74436
33,-747.355,625.026,445.551,-0.0345929,0.0568541,2.74429
34,-747.376,625.054,445.519,-0.0346934,0.0570373,2.74429
35,-747.36,625.047,445.54,-0.0345487,0.0566875,2.74432
36,-747.355,625.038,445.557,-0.0345345,0.0566281,2.7443
37,-747.365,625.038,445.555,-0.0343643,0.0564252,2.74424
38,-747.37,625.026,445.553,-0.0343786,0.0565619,2.74432
39,-747.353,625.037,445.536,-0.0343927,0.0566284,2.74428
40,-747.357,625.05,445.529,-0.034522,0.0566773,2.74427
41,-747.371,625.019,445.545,-0.0345955,0.0571246,2.74434
42,-747.355,625.031,445.555,-0.0344734,0.0566274,2.74426
43,-747.342,625.031,445.553,-0.0344918,0.0564429,2.74432
44,-747.356,625.035,445.542,-0.0344759,0.056962,2.74428
45,-747.35,625.056,445.526,-0.0345947,0.0570026,2.74433
46,-747.344,625.054,445.543,-0.0345537,0.0567917,2.74432
47,-747.346,625.027,445.566,-0.0345493,0.0567461,2.74431
48,-747.363,625.044,445.544,-0.034459,0.0568223,2.74437
49,-747.349,625.057,445.544,-0.0344802,0.0566965,2.74417
50,-747.346,625.051,445.541,-0.0344777,0.0565798,2.74437
51,-747.365,625.05,445.53,-0.0345537,0.0569655,2.74423
52,-747.338,625.062,445.536,-0.0344565,0.0567293,2.74422
53,-747.341,625.039,445.578,-0.0344159,0.0568075,2.74426
54,-747.357,625.052,445.543,-0.0346273,0.0568904,2.74423
55,-747.371,625.066,445.508,-0.034604,0.0572516,2.74424
56,-747.334,625.059,445.555,-0.0346098,0.056581,2.74425
57,-747.342,625.044,445.568,-0.0345072,0.0569013,2.74434
58,-747.369,625.05,445.532,-0.0346551,0.057015,2.7443
59,-747.334,625.051,445.558,-0.0343776,0.0567125,2.74425
60,-747.342,625.04,445.536,-0.0344926,0.0564523,2.74438
61,-747.373,625.046,445.511,-0.034764,0.0567914,2.7444
62,-747.361,625.024,445.554,-0.0345215,0.0566459,2.74428
63,-747.335,625.027,445.57,-0.0343953,0.0565477,2.74428
64,-747.366,625.043,445.523,-0.0346626,0.0569759,2.74436
65,-747.368,625.046,445.538,-0.0345607,0.0567984,2.74431
66,-747.331,625.061,445.548,-0.0345432,0.0563841,2.74437
67,-747.361,625.04,445.54,-0.0345275,0.0566592,2.74421
68,-747.373,625.029,445.557,-0.0346338,0.0566004,2.74436
69,-747.348,625.042,445.557,-0.0344382,0.0567223,2.74431
70,-747.362,625.038,445.534,-0.0344595,0.0566913,2.74436
71,-747.373,625.034,445.536,-0.0344825,0.0568287,2.74432
72,-747.356,625.027,445.533,-0.0345044,0.0568155,2.74425
73,-747.351,625.035,445.549,-0.0345748,0.056711,2.74423
74,-747.363,625.029,445.549,-0.0345732,0.0566283,2.74433
75,-747.36,625.039,445.524,-0.0344969,0.0568844,2.74431
76,-747.358,625.057,445.539,-0.0345476,0.0567046,2.74431
77,-747.357,625.028,445.552,-0.0345532,0.0567136,2.74426
78,-747.377,625.015,445.551,-0.0344742,0.0565883,2.74436
79,-747.354,625.049,445.545,-0.0344397,0.0564478,2.7443
80,-747.341,625.043,445.555,-0.034522,0.0565788,2.74434
81,-747.383,625.02,445.534,-0.0345089,0.0568577,2.74437
82,-747.372,625.04,445.527,-0.0344924,0.0565858,2.74435
83,-747.343,625.026,445.565,-0.034578,0.0566096,2.74427
84,-747.373,625.007,445.543,-0.0345191,0.05658,2.74438
85,-747.373,625.045,445.519,-0.0346222,0.057005,2.74427
