left_ticks,right_ticks,time_s,time_ns
22329,15557,1521301113,805702948
22329,15557,1521301113,825783714
22329,15557,1521301113,849698719
22439,15665,1521301113,873715193
22439,15665,1521301113,901743778
22548,15774,1521301113,929700563
22586,15811,1521301113,953696506
22586,15811,1521301113,977681666
22699,15925,1521301114,1710656
22738,15962,1521301114,25729791
22738,15962,1521301114,53712030
22851,16074,1521301114,73739415
22887,16108,1521301114,101695281
22887,16108,1521301114,125691403
22995,16217,1521301114,157693738
22995,16217,1521301114,185700577
23106,16326,1521301114,213723754
23144,16362,1521301114,237697282
23144,16362,1521301114,261701438
23144,16362,1521301114,285714636
23252,16471,1521301114,309707870
23290,16507,1521301114,333684176
23290,16507,1521301114,357744453
23419,16600,1521301114,381719694
23419,16600,1521301114,405716222
23419,16600,1521301114,425736626
23554,16683,1521301114,449699485
23554,16683,1521301114,473714991
23711,16748,1521301114,497740601
23711,16748,1521301114,521715144
23711,16748,1521301114,545709869
23887,16794,1521301114,569707290
23887,16794,1521301114,593723488
24079,16821,1521301114,617720003
24079,16821,1521301114,641683304
24079,16821,1521301114,665680805
24278,16842,1521301114,697671161
24278,16842,1521301114,729690852
24479,16859,1521301114,749762092
24479,16859,1521301114,773737996
24680,16877,1521301114,797784326
24680,16877,1521301114,825782293
24680,16877,1521301114,849699028
24882,16896,1521301114,873701075
24882,16896,1521301114,901699565
25083,16911,1521301114,929678318
25150,16915,1521301114,953712304
25150,16915,1521301114,981704094
25351,16932,1521301115,5733278
25351,16932,1521301115,33750963
25553,16949,1521301115,57702402
25553,16949,1521301115,81725860
25553,16949,1521301115,105720076
25755,16967,1521301115,129728510
25755,16967,1521301115,150773821
25959,16986,1521301115,177763178
25959,16986,1521301115,201709653
25959,16986,1521301115,225758299
26154,17009,1521301115,253702999
26154,17009,1521301115,273729832
26346,17039,1521301115,297710035
26346,17039,1521301115,321703926
26346,17039,1521301115,345709061
26591,17089,1521301115,373711217
26591,17089,1521301115,397718943
26591,17089,1521301115,425709950
26758,17147,1521301115,449697130
26758,17147,1521301115,475186611
26927,17206,1521301115,497703884
26927,17206,1521301115,521721001
26927,17206,1521301115,545710293
27138,17293,1521301115,573723920
27138,17293,1521301115,597712394
27138,17293,1521301115,621710498
27300,17363,1521301115,645713637
27353,17385,1521301115,673700826
27353,17385,1521301115,697752463
27515,17448,1521301115,721728151
27515,17448,1521301115,745709226
27679,17509,1521301115,773704420
27734,17531,1521301115,797702943
27734,17531,1521301115,821698186
27734,17531,1521301115,845739214
27895,17597,1521301115,869694699
27948,17618,1521301115,893720359
27948,17618,1521301115,921692189
28111,17684,1521301115,949720678
28164,17705,1521301115,977719831
28164,17705,1521301116,1706825
28328,17769,1521301116,25772404
28328,17769,1521301116,49699667
28491,17835,1521301116,73715583
28491,17835,1521301116,97729284
28491,17835,1521301116,121743722
28654,17902,1521301116,145766368
28654,17902,1521301116,169745011
28816,17968,1521301116,197670752
28816,17968,1521301116,229691772
28982,18034,1521301116,249700061
28982,18034,1521301116,273726095
28982,18034,1521301116,297711555
29148,18100,1521301116,321714897
29203,18123,1521301116,345709847
29203,18123,1521301116,369720583
29366,18190,1521301116,393750519
29366,18190,1521301116,417696928
29366,18190,1521301116,441698529
29532,18257,1521301116,465718624
29532,18257,1521301116,493710107
29698,18328,1521301116,517738578
29698,18328,1521301116,541707980
29698,18328,1521301116,565738966
29862,18397,1521301116,593724547
29862,18397,1521301116,617736571
30029,18468,1521301116,641696532
30029,18468,1521301116,661722061
30029,18468,1521301116,685716496
30195,18537,1521301116,709682443
30195,18537,1521301116,733737489
30361,18603,1521301116,757718908
30361,18603,1521301116,781678230
30361,18603,1521301116,805710033
30525,18672,1521301116,829773546
30525,18672,1521301116,853711334
30692,18741,1521301116,881684670
30692,18741,1521301116,905714621
30858,18807,1521301116,929715877
30858,18807,1521301116,953723495
30858,18807,1521301116,981710880
31026,18876,1521301117,5717235
31026,18876,1521301117,29708551
31194,18943,1521301117,53722332
31194,18943,1521301117,77714468
31194,18943,1521301117,101709137
31360,19011,1521301117,121725426
31360,19011,1521301117,145715466
31531,19083,1521301117,173716201
31586,19106,1521301117,197711127
31586,19106,1521301117,221711544
31757,19175,1521301117,245705839
31814,19199,1521301117,269706595
31814,19199,1521301117,297710252
31814,19199,1521301117,325705133
31975,19265,1521301117,349759609
31975,19265,1521301117,373710219
32137,19329,1521301117,397721806
32194,19349,1521301117,421711957
32194,19349,1521301117,445708037
32363,19417,1521301117,469722453
32420,19441,1521301117,493709780
32420,19441,1521301117,517723280
32420,19441,1521301117,541709155
32590,19511,1521301117,565711893
32645,19533,1521301117,589725804
32645,19533,1521301117,613710390
32814,19599,1521301117,637717427
32814,19599,1521301117,669736536
32983,19669,1521301117,697681278
32983,19669,1521301117,721700584
33152,19739,1521301117,745709474
33207,19763,1521301117,769726834
33207,19763,1521301117,793723134
33207,19763,1521301117,817703830
33372,19834,1521301117,841701251
33372,19834,1521301117,865738608
33541,19905,1521301117,889723118
33541,19905,1521301117,913719766
33541,19905,1521301117,937705119
33711,19979,1521301117,961725145
33768,20003,1521301117,985701215
33768,20003,1521301118,9704714
33936,20075,1521301118,37763018
33936,20075,1521301118,61714332
34107,20144,1521301118,89708735
34107,20144,1521301118,117710407
34107,20144,1521301118,145714236
34276,20211,1521301118,169714917
34276,20211,1521301118,193715204
34449,20285,1521301118,217713602
34449,20285,1521301118,241699060
34449,20285,1521301118,261716264
34619,20353,1521301118,285714384
34619,20353,1521301118,309708773
34788,20426,1521301118,333707935
34788,20426,1521301118,361715249
34788,20426,1521301118,385709422
34962,20500,1521301118,409704343
34962,20500,1521301118,433724382
35133,20572,1521301118,457742323
35133,20572,1521301118,481703608
35133,20572,1521301118,505725350
35303,20647,1521301118,529714393
35303,20647,1521301118,553714826
35471,20727,1521301118,577714863
35471,20727,1521301118,601715430
35471,20727,1521301118,625725349
35633,20815,1521301118,649695390
35633,20815,1521301118,673699976
35779,20918,1521301118,697706341
35779,20918,1521301118,721767040
35906,21030,1521301118,745693607
35906,21030,1521301118,769729494
35906,21030,1521301118,793713306
36040,21155,1521301118,817708464
36040,21155,1521301118,841696956
36167,21276,1521301118,865722675
36211,21316,1521301118,889713017
36211,21316,1521301118,913711262
36211,21316,1521301118,937716039
36325,21446,1521301118,961709186
36325,21446,1521301118,985712560
36435,21587,1521301119,5727654
36435,21587,1521301119,33756283
36435,21587,1521301119,57729461
36552,21793,1521301119,85716076
36552,21793,1521301119,109714863
36552,21793,1521301119,133703054
36622,21968,1521301119,157718816
36622,21968,1521301119,181700355
36689,22147,1521301119,205700255
36689,22147,1521301119,229701997
36689,22147,1521301119,253695840
36747,22330,1521301119,281712020
36767,22392,1521301119,305735222
36767,22392,1521301119,329722774
36823,22574,1521301119,353714318
36839,22635,1521301119,381702849
36839,22635,1521301119,405692829
36901,22821,1521301119,429723319
36920,22881,1521301119,457699790
36920,22881,1521301119,477711721
36920,22881,1521301119,501707652
36997,23128,1521301119,525699882
36997,23128,1521301119,549706565
36997,23128,1521301119,573707532
37053,23309,1521301119,601677319
37072,23373,1521301119,625702070
37072,23373,1521301119,649696417
37135,23557,1521301119,673697743
37156,23621,1521301119,697720617
37156,23621,1521301119,721699767
37218,23810,1521301119,745696473
37218,23810,1521301119,773693554
37218,23810,1521301119,797760658
37275,23993,1521301119,821743207
37294,24054,1521301119,845718118
37294,24054,1521301119,869693164
37354,24241,1521301119,897734585
37372,24299,1521301119,921713853
37372,24299,1521301119,945713896
37433,24487,1521301119,969696059
37433,24487,1521301120,1712951
37492,24671,1521301120,29706612
37512,24735,1521301120,53702649
37512,24735,1521301120,77678041
37512,24735,1521301120,101710205
37591,24983,1521301120,125696248
37591,24983,1521301120,149724251
37630,25107,1521301120,173723246
37630,25107,1521301120,197744867
37630,25107,1521301120,221712417
37691,25295,1521301120,245676951
37691,25295,1521301120,269708691
37754,25485,1521301120,293724481
37754,25485,1521301120,321717027
37813,25674,1521301120,345710535
37813,25674,1521301120,369711205
37813,25674,1521301120,393724765
37875,25860,1521301120,417708348
37875,25860,1521301120,441719583
37928,26041,1521301120,469742160
37928,26041,1521301120,493709498
37928,26041,1521301120,517706182
37995,26237,1521301120,541700958
37995,26237,1521301120,565696957
38051,26428,1521301120,589715242
38051,26428,1521301120,613714467
38051,26428,1521301120,637730143
38111,26620,1521301120,661710173
38111,26620,1521301120,685718166
38170,26814,1521301120,709720463
38170,26814,1521301120,733721602
38170,26814,1521301120,757709889
38228,27005,1521301120,781721709
38228,27005,1521301120,805708205
38286,27191,1521301120,829708435
38286,27191,1521301120,853701720
38286,27191,1521301120,877702396
38346,27377,1521301120,905735126
38346,27377,1521301120,929714798
38346,27377,1521301120,953710882
38346,27377,1521301120,977727030
38443,27696,1521301121,1697727
38443,27696,1521301121,25734298
38501,27887,1521301121,53714041
38501,27887,1521301121,77751321
38560,28077,1521301121,101743799
38560,28077,1521301121,125710374
38560,28077,1521301121,149710400
38619,28272,1521301121,173700891
38639,28337,1521301121,197715533
38639,28337,1521301121,221763667
38695,28529,1521301121,245711983
38695,28529,1521301121,273698844
38695,28529,1521301121,297710788
38774,28783,1521301121,321718982
38774,28783,1521301121,345727207
38774,28783,1521301121,373702226
38835,28979,1521301121,397723984
38856,29045,1521301121,421711374
38856,29045,1521301121,445722408
38911,29236,1521301121,469713659
38931,29303,1521301121,493726034
38931,29303,1521301121,521732594
38989,29496,1521301121,545726280
38989,29496,1521301121,569695920
38989,29496,1521301121,593721327
39047,29689,1521301121,621707737
39047,29689,1521301121,645703290
39107,29881,1521301121,669696320
39127,29947,1521301121,693698592
39127,29947,1521301121,717705146
39187,30140,1521301121,745709429
39187,30140,1521301121,769670794
39187,30140,1521301121,793694363
39247,30334,1521301121,817709833
39247,30334,1521301121,841723511
39305,30526,1521301121,873737661
39305,30526,1521301121,905700388
39367,30723,1521301121,929675373
39367,30723,1521301121,953696394
39367,30723,1521301121,977699800
39423,30919,1521301122,1715074
39423,30919,1521301122,29685969
39483,31115,1521301122,53694559
39483,31115,1521301122,77710730
39541,31307,1521301122,101713878
39541,31307,1521301122,125709422
39541,31307,1521301122,149725992
39603,31503,1521301122,177715861
39603,31503,1521301122,201768561
39659,31699,1521301122,225779885
39659,31699,1521301122,249746338
39659,31699,1521301122,277723089
39722,31895,1521301122,301708704
39722,31895,1521301122,325705939
39779,32093,1521301122,345720963
39779,32093,1521301122,369716471
39779,32093,1521301122,393707995
39838,32287,1521301122,417708528
39838,32287,1521301122,441702547
39898,32483,1521301122,465711312
39898,32483,1521301122,489722883
39956,32676,1521301122,521710574
39975,32744,1521301122,545708723
39975,32744,1521301122,569714241
39975,32744,1521301122,593701154
40037,32942,1521301122,617712001
40055,33007,1521301122,641746709
40055,33007,1521301122,665703504
40115,33204,1521301122,689728411
40115,33204,1521301122,717712152
40171,33398,1521301122,741679507
40191,33463,1521301122,765778520
40191,33463,1521301122,789739959
40191,33463,1521301122,813710106
40252,33664,1521301122,837710594
40271,33727,1521301122,861712359
40271,33727,1521301122,885743450
40332,33928,1521301122,909701111
40352,33993,1521301122,933708404
40352,33993,1521301122,957709911
40411,34187,1521301122,981741686
40411,34187,1521301123,9710030
40411,34187,1521301123,33756754
40475,34387,1521301123,57702312
40475,34387,1521301123,81726648
40533,34587,1521301123,105728723
40553,34654,1521301123,129696120
40553,34654,1521301123,153712552
40610,34851,1521301123,177682576
40610,34851,1521301123,201701564
40610,34851,1521301123,225765257
40668,35050,1521301123,249696828
40668,35050,1521301123,273699555
40725,35245,1521301123,297709133
40745,35315,1521301123,321721497
40745,35315,1521301123,345866599
40745,35315,1521301123,369725324
40803,35514,1521301123,401721051
40803,35514,1521301123,421737953
40863,35715,1521301123,453691330
40863,35715,1521301123,481700472
40923,35916,1521301123,505698027
40923,35916,1521301123,533696255
40983,36114,1521301123,557723065
40983,36114,1521301123,581697649
40983,36114,1521301123,609714213
41041,36315,1521301123,637711575
41041,36315,1521301123,661703032
41100,36520,1521301123,685710829
41100,36520,1521301123,709674895
41100,36520,1521301123,733705977
41159,36721,1521301123,757695809
41159,36721,1521301123,781710785
