1521299414261564,7,-999999,-999999,-999999,-999999,-999999,-999999
1521299414261564,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414293566,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414293566,7,-999999,-999999,-999999,-999999,-999999,-999999
1521299414293566,10,-999999,-999999,-999999,-999999,-999999,-999999
1521299414293566,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414329555,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414329555,7,-999999,-999999,-999999,-999999,-999999,-999999
1521299414329555,9,-999999,-999999,-999999,-999999,-999999,-999999
1521299414329555,10,-999999,-999999,-999999,-999999,-999999,-999999
1521299414329555,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414361560,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414361560,7,-999999,-999999,-999999,-999999,-999999,-999999
1521299414361560,9,-999999,-999999,-999999,-999999,-999999,-999999
1521299414361560,10,-999999,-999999,-999999,-999999,-999999,-999999
1521299414361560,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414393561,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414393561,7,-999999,-999999,-999999,-999999,-999999,-999999
1521299414393561,9,-999999,-999999,-999999,-999999,-999999,-999999
1521299414393561,10,-999999,-999999,-999999,-999999,-999999,-999999
1521299414393561,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414429576,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414429576,8,-999999,-999999,-999999,-999999,-999999,-999999
1521299414429576,9,-999999,-999999,-999999,-999999,-999999,-999999
1521299414429576,10,-999999,-999999,-999999,-999999,-999999,-999999
1521299414429576,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414461559,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414461559,8,-999999,-999999,-999999,-999999,-999999,-999999
1521299414461559,9,-999999,-999999,-999999,-999999,-999999,-999999
1521299414461559,10,-999999,-999999,-999999,-999999,-999999,-999999
1521299414461559,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414493564,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414493564,7,-999999,-999999,-999999,-999999,-999999,-999999
1521299414493564,8,-999999,-999999,-999999,-999999,-999999,-999999
1521299414493564,9,-999999,-999999,-999999,-999999,-999999,-999999
1521299414493564,10,-999999,-999999,-999999,-999999,-999999,-999999
1521299414493564,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414529555,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414529555,8,-999999,-999999,-999999,-999999,-999999,-999999
1521299414529555,9,-999999,-999999,-999999,-999999,-999999,-999999
1521299414529555,10,-999999,-999999,-999999,-999999,-999999,-999999
1521299414529555,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414561560,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414561560,8,-999999,-999999,-999999,-999999,-999999,-999999
1521299414561560,9,-999999,-999999,-999999,-999999,-999999,-999999
1521299414561560,10,-999999,-999999,-999999,-999999,-999999,-999999
1521299414561560,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414593560,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414593560,8,-999999,-999999,-999999,-999999,-999999,-999999
1521299414593560,9,-999999,-999999,-999999,-999999,-999999,-999999
1521299414593560,10,-999999,-999999,-999999,-999999,-999999,-999999
1521299414593560,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414629563,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414629563,8,-999999,-999999,-999999,-999999,-999999,-999999
1521299414629563,9,-999999,-999999,-999999,-999999,-999999,-999999
1521299414629563,10,-999999,-999999,-999999,-999999,-999999,-999999
1521299414629563,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414661559,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414661559,8,-999999,-999999,-999999,-999999,-999999,-999999
1521299414661559,9,-999999,-999999,-999999,-999999,-999999,-999999
1521299414661559,10,-999999,-999999,-999999,-999999,-999999,-999999
1521299414661559,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414693561,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414693561,8,-999999,-999999,-999999,-999999,-999999,-999999
1521299414693561,9,-999999,-999999,-999999,-999999,-999999,-999999
1521299414693561,10,-999999,-999999,-999999,-999999,-999999,-999999
1521299414693561,11,-999999,-999999,-999999,-999999,-999999,-999999
1521299414729556,6,-999999,-999999,-999999,-999999,-999999,-999999
1521299414729556,8,-999999,-999999,-999999,-999999,-999999,-999999
