raw_accel_x,raw_accel_y,raw_accel_z,raw_gyro_x,raw_gyro_y,raw_gyro_z,world_accel_x,world_accel_y,yaw,x,y,z,left_encoder_rate,right_encoder_rate,left_motor,right_motor,temp,fpga time,navx time
-0.00592041,-0.0130615,1.0127,0,0,-0.0610352,0.001,0,73.6,0.104462,0.00143433,0,0,0,0,0,41.45,265.574,3256145
-0.00592041,-0.0130615,1.0127,0,0,-0.0610352,0.001,0,73.6,0.104462,0.00143433,0,0,0,0,0,41.45,265.58,3256145
-0.00427246,-0.0150757,1.00818,0,0.0610352,0.0610352,0.002,0,0,0,0,0,0,0,0,0,41.45,265.598,3256175
-0.0057373,-0.0114746,1.01276,-0.12207,-0.183105,0.0610352,0,0.002,0,0,0,0,0,0,0,0,41.45,265.618,3256191
-0.00750732,-0.0139771,1.01459,0,0,0,-0.001,0,0,0,0,0,0,0,0,0,41.45,265.638,3256205
-0.00524902,-0.0177612,1.00946,-0.183105,-0.12207,-0.0610352,0.001,-0.003,0,0,0,0,0,0,0,0,41.45,265.658,3256235
-0.00598145,-0.015564,1.01562,-0.0610352,-0.12207,0.0610352,0,-0.001,0,0,0,0,0,0,0,0,41.45,265.68,3256251
-0.00653076,-0.0167847,1.01923,-0.0610352,-0.12207,-0.0610352,0,-0.002,0,0,0,0,0,0,0,0,41.45,265.697,3256265
-0.00469971,-0.0145264,1.01379,0.0610352,0.0610352,-0.0610352,0.001,0,0,0,0,0,0,0,0,0,41.45,265.718,3256295
-0.00549316,-0.0129395,1.00891,0.12207,0,-0.0610352,0,0.001,0,0,0,0,0,0,0,0,41.45,265.738,3256311
-0.00378418,-0.0164795,1.01404,0.12207,0.0610352,0,0.002,-0.002,0,0,0,0,0,0,0,0,41.45,265.758,3256325
-0.00531006,-0.015564,1.01691,0.12207,0,-0.0610352,0.001,-0.001,0,0,0,0,0,0,0,0,41.45,265.778,3256340
-0.00506592,-0.0140991,1.01459,0.0610352,0,0,0.001,0,0,0,0,0,0,0,0,0,41.45,265.798,3256371
-0.00537109,-0.0136719,1.01392,0,-0.0610352,-0.12207,0,0,0,0,0,0,0,0,0,0,41.45,265.819,3256386
-0.0045166,-0.0131836,1.01282,-0.0610352,-0.12207,-0.12207,0.001,0.001,0,0,0,0,0,0,0,0,41.45,265.839,3256416
-0.00598145,-0.0158081,1.01074,-0.12207,0,0,0,-0.001,0,0,0,0,0,0,0,0,41.45,265.858,3256431
-0.00720215,-0.015686,1.01544,-0.0610352,-0.12207,-0.0610352,0,-0.001,0,0,0,0,0,0,0,0,41.45,265.879,3256446
-0.00628662,-0.0146484,1.0119,0.0610352,0.0610352,0.12207,0,0,0,0,0,0,0,0,0,0,41.45,265.899,3256476
-0.00848389,-0.0159912,1.01593,0.0610352,0.0610352,-0.12207,-0.002,-0.001,0,0,0,0,0,0,0,0,41.45,265.918,3256491
-0.00439453,-0.0115967,1.0116,-0.0610352,-0.0610352,-0.183105,0.001,0.002,0,0,0,0,0,0,0,0,41.43,265.941,3256506
-0.0090332,-0.0133667,1.02234,0,0,-0.0610352,-0.002,0.001,0,0,0,0,0,0,0,0,41.43,265.973,3256536
-0.00585938,-0.0151978,1.01245,-0.12207,-0.183105,0,0,0,0,0,0,0,0,0,0,0,41.43,265.981,3256551
-0.00695801,-0.013855,1.01385,-0.0610352,-0.305176,-0.0610352,0,0,0,0,0,0,0,0,0,0,41.43,266,3256566
-0.00604248,-0.0136719,1.01471,0,0,-0.0610352,0,0,0,0,0,0,0,0,0,0,41.43,266.021,3256596
-0.00787354,-0.0159912,1.01257,0,0.0610352,-0.0610352,-0.001,-0.001,0,0,0,0,0,0,0,0,41.43,266.042,3256611
-0.0067749,-0.0130615,1.01447,0.0610352,-0.0610352,-0.0610352,0,0.001,0,0,0,0,0,0,0,0,41.43,266.059,3256626
-0.00537109,-0.0149536,1.01025,-0.12207,-0.0610352,0,0,0,0,0,0,0,0,0,0,0,41.43,266.08,3256656
-0.00299072,-0.0130615,1.01459,-0.0610352,-0.12207,-0.0610352,0.003,0.001,0,0,0,0,0,0,0,0,41.43,266.098,3256671
-0.00769043,-0.0183105,1.01862,0,-0.0610352,0,-0.001,-0.003,0,0,0,0,0,0,0,0,41.43,266.117,3256686
-0.0067749,-0.0119629,1.008,-0.0610352,-0.12207,-0.0610352,0,0.002,0,0,0,0,0,0,0,0,41.43,266.138,3256716
-0.00756836,-0.0139771,1.01434,-0.0610352,-0.0610352,-0.0610352,-0.001,0,0,0,0,0,0,0,0,0,41.43,266.158,3256731
-0.00561523,-0.0150757,1.0177,0.0610352,0.0610352,-0.12207,0,0,0,0,0,0,0,0,0,0,41.43,266.18,3256746
-0.00769043,-0.0130005,1.01385,-0.0610352,-0.12207,-0.183105,-0.001,0.001,0,0,0,0,0,0,0,0,41.43,266.197,3256761
-0.00488281,-0.013855,1.01031,0,0.0610352,-0.0610352,0.001,0,0,0,0,0,0,0,0,0,41.43,266.22,3256791
-0.00866699,-0.0130005,1.01245,-0.0610352,0,0,-0.002,0.001,0,0,0,0,0,0,0,0,41.43,266.239,3256806
-0.00775146,-0.0134277,1.00958,0.0610352,0,-0.0610352,-0.001,0,0,0,0,0,0,0,0,0,41.43,266.258,3256821
-0.0065918,-0.0136719,1.0105,0.0610352,0,-0.12207,0,0,0,0,0,0,0,0,0,0,41.43,266.278,3256851
-0.0055542,-0.0148926,1.01105,-0.0610352,-0.12207,0,0,0,0,0,0,0,0,0,0,0,41.43,266.298,3256866
-0.00671387,-0.0134277,1.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,41.43,266.318,3256881
-0.00610352,-0.0181885,1.01245,0.12207,0.0610352,0.0610352,0,-0.003,0,0,0,0,0,0,0,0,41.43,266.342,3256911
-0.00482178,-0.0137939,1.01086,0,-0.0610352,0,0.001,0,0,0,0,0,0,0,0,0,41.43,266.358,3256926
-0.00689697,-0.0142212,1.01495,-0.12207,-0.183105,0,0,0,0,0,0,0,0,0,0,0,41.43,266.381,3256956
-0.00708008,-0.0150757,1.01154,0,-0.183105,0,0,0,0,0,0,0,0,0,0,0,41.43,266.398,3256971
-0.00622559,-0.0159912,1.01526,0,0,0.0610352,0,-0.001,0,0,0,0,0,0,0,0,41.45,266.443,3257016
-0.00701904,-0.015625,1.01337,0.12207,-0.0610352,0.0610352,0,-0.001,0,0,0,0,0,0,0,0,41.45,266.458,3257031
-0.0022583,-0.0125122,1.01306,0.12207,-0.0610352,-0.0610352,0.003,0.001,0,0,0,0,0,0,0,0,41.45,266.478,3257046
-0.00512695,-0.0159302,1.01447,-0.0610352,-0.183105,0,0.001,-0.001,0,0,0,0,0,0,0,0,41.45,266.499,3257076
-0.00921631,-0.0118408,1.01801,0.0610352,0.0610352,0.0610352,-0.002,0.002,0,0,0,0,0,0,0,0,41.45,266.518,3257091
-0.00787354,-0.0125122,1.013,-0.0610352,-0.0610352,-0.0610352,-0.001,0.001,0,0,0,0,0,0,0,0,41.45,266.538,3257106
-0.00817871,-0.0126953,1.01221,-0.0610352,-0.12207,-0.0610352,-0.001,0.001,0,0,0,0,0,0,0,0,41.45,266.558,3257136
-0.00817871,-0.0169067,1.0163,0,0,0.0610352,-0.001,-0.002,-0.01,0,0,0,0,0,0,0,41.45,266.587,3257151
-0.00476074,-0.012207,1.013,-0.12207,-0.244141,-0.0610352,0.001,0.001,-0.01,0,0,0,0,0,0,0,41.45,266.598,3257166
-0.00653076,-0.0136108,1.01349,-0.0610352,-0.0610352,0,0,0,-0.01,0,0,0,0,0,0,0,41.45,266.618,3257181
-0.00628662,-0.0161743,1.0141,-0.183105,-0.183105,0,0,-0.002,-0.01,0,0,0,0,0,0,0,41.45,266.639,3257211
-0.00708008,-0.0150757,1.01593,-0.12207,-0.244141,-0.0610352,0,0,-0.01,0,0,0,0,0,0,0,41.45,266.659,3257226
-0.00701904,-0.0178833,1.01062,0.12207,0,0.0610352,0,-0.003,-0.01,0,0,0,0,0,0,0,41.45,266.681,3257256
-0.00622559,-0.0145874,1.00879,0,-0.0610352,-0.0610352,0,0,-0.01,0,0,0,0,0,0,0,41.45,266.698,3257272
-0.00500488,-0.0151978,1.01428,0.0610352,0.0610352,0,0.001,-0.001,-0.01,0,0,0,0,0,0,0,41.45,266.718,3257286
-0.00408936,-0.0150146,1.01111,-0.0610352,-0.183105,-0.0610352,0.002,0,-0.01,0,0,0,0,0,0,0,41.45,266.738,3257316
-0.0067749,-0.0144653,1.0116,0,0.0610352,-0.0610352,0,0,-0.01,0,0,0,0,0,0,0,41.45,266.758,3257332
-0.00878906,-0.0141602,1.01483,-0.0610352,-0.12207,0,-0.002,0,-0.01,0,0,0,0,0,0,0,41.45,266.778,3257346
-0.00830078,-0.0177002,1.01428,-0.12207,-0.0610352,-0.0610352,-0.002,-0.003,-0.01,0,0,0,0,0,0,0,41.45,266.798,3257376
-0.00585938,-0.0152588,1.01617,0,0.0610352,-0.0610352,0,-0.001,-0.01,0,0,0,0,0,0,0,41.45,266.818,3257392
-0.00549316,-0.0166016,1.01385,0.12207,0.0610352,-0.0610352,0,-0.002,-0.01,0,0,0,0,0,0,0,41.45,266.839,3257406
-0.00482178,-0.015625,1.01312,0,-0.0610352,0.0610352,0.001,-0.001,-0.01,0,0,0,0,0,0,0,41.45,266.86,3257436
-0.00714111,-0.0139771,1.01123,0.0610352,-0.12207,0.0610352,0,0,-0.01,0,0,0,0,0,0,0,41.45,266.878,3257452
-0.00720215,-0.0142212,1.01648,0.12207,0,0,0,0,-0.01,0,0,0,0,0,0,0,41.45,266.898,3257466
-0.00775146,-0.012146,1.01373,0.0610352,-0.0610352,-0.0610352,-0.001,0.001,-0.01,0,0,0,0,0,0,0,41.45,266.918,3257481
-0.00872803,-0.0147705,1.01532,0.0610352,-0.12207,-0.183105,-0.002,0,-0.01,0,0,0,0,0,0,0,41.45,266.939,3257512
-0.00531006,-0.0154419,1.01855,0,0,-0.0610352,0,-0.001,-0.01,0,0,0,0,0,0,0,41.49,266.958,3257526
-0.0055542,-0.0131226,1.00897,0,0,-0.0610352,0,0,-0.01,0,0,0,0,0,0,0,41.49,266.978,3257556
-0.00408936,-0.0171509,1.01288,0,0,-0.183105,0.002,-0.003,-0.01,0,0,0,0,0,0,0,41.49,267,3257572
-0.00842285,-0.0144043,1.01416,0.0610352,0.12207,-0.12207,-0.002,0,-0.01,0,0,0,0,0,0,0,41.49,267.018,3257586
