59231,43988,1521300499,881787855
59231,43988,1521300499,909792810
59231,43988,1521300499,933806401
59231,43988,1521300499,957795877
59231,43988,1521300499,981792554
59231,43988,1521300500,5702595
59231,43988,1521300500,29697308
59231,43988,1521300500,53698174
59231,43988,1521300500,77699385
59231,43988,1521300500,101698491
59231,43988,1521300500,125701738
59231,43988,1521300500,149699267
59231,43988,1521300500,169714005
59231,43988,1521300500,201698219
59231,43988,1521300500,229668366
59231,43988,1521300500,257676338
59231,43988,1521300500,281676728
59231,43988,1521300500,305725771
59231,43988,1521300500,329675505
59231,43988,1521300500,353696670
59231,43988,1521300500,377700141
59231,43988,1521300500,401703600
59231,43988,1521300500,425695881
59231,43988,1521300500,449705031
59231,43988,1521300500,477677300
59231,43988,1521300500,501706435
59231,43988,1521300500,529676980
59231,43988,1521300500,557701106
59231,43988,1521300500,577723687
59231,43988,1521300500,601724414
59231,43988,1521300500,625708911
59231,43988,1521300500,653700355
59231,43988,1521300500,677677592
59231,43988,1521300500,701705207
59231,43988,1521300500,721736502
59231,43988,1521300500,749720254
59231,43988,1521300500,773706341
59231,43988,1521300500,801709156
59231,43988,1521300500,825710442
59231,43988,1521300500,849746338
59231,43988,1521300500,877746657
59231,43988,1521300500,901705655
59231,43988,1521300500,925707218
59231,43988,1521300500,949679487
59231,43988,1521300500,981676420
59231,43988,1521300501,1756561
59231,43988,1521300501,25726714
59231,43988,1521300501,49710259
59231,43988,1521300501,73743057
59231,43988,1521300501,97723776
59231,43988,1521300501,121709821
59231,43988,1521300501,145710511
59231,43988,1521300501,169717313
59231,43988,1521300501,193708433
59231,43988,1521300501,217709025
59231,43988,1521300501,241709055
59231,43988,1521300501,265721005
59231,43988,1521300501,289715960
59231,43988,1521300501,313710202
59231,43988,1521300501,337741779
59231,43988,1521300501,361712959
59231,43988,1521300501,385746207
59231,43988,1521300501,409736523
59231,43988,1521300501,433717512
59231,43988,1521300501,457719242
59231,43988,1521300501,481719228
59231,43988,1521300501,501755884
59231,43988,1521300501,529726882
59231,43988,1521300501,558108146
59231,43988,1521300501,581741015
59234,43990,1521300501,605683161
59234,43990,1521300501,629784354
59252,44010,1521300501,653729680
59252,44010,1521300501,677716219
59252,44010,1521300501,701727972
59271,44029,1521300501,725708872
59283,44042,1521300501,749718109
59283,44042,1521300501,773687983
59319,44078,1521300501,797704235
59319,44078,1521300501,821724875
59369,44127,1521300501,845713322
59383,44143,1521300501,869722554
59383,44143,1521300501,893726762
59383,44143,1521300501,917714543
59449,44207,1521300501,941735684
59473,44229,1521300501,965701731
59473,44229,1521300501,989725394
59540,44295,1521300502,13700180
59540,44295,1521300502,37688931
59540,44295,1521300502,61722797
59623,44375,1521300502,85722021
59646,44399,1521300502,109721121
59646,44399,1521300502,137679696
59720,44472,1521300502,161721007
59720,44472,1521300502,185710441
59802,44553,1521300502,209742640
59802,44553,1521300502,237700277
59802,44553,1521300502,261715675
59877,44626,1521300502,285700504
59877,44626,1521300502,309696383
59950,44700,1521300502,333705539
59950,44700,1521300502,353728296
59950,44700,1521300502,381729524
60027,44777,1521300502,413721273
60027,44777,1521300502,441700234
60104,44852,1521300502,465723276
60104,44852,1521300502,493669214
60183,44931,1521300502,517696752
60183,44931,1521300502,541699732
60259,45007,1521300502,565700652
60259,45007,1521300502,589695679
60259,45007,1521300502,613722579
60337,45085,1521300502,637683845
60337,45085,1521300502,657716196
60337,45085,1521300502,681760704
60414,45159,1521300502,705682369
60414,45159,1521300502,729746162
60494,45239,1521300502,757732928
60494,45239,1521300502,781743287
60573,45317,1521300502,805722997
60573,45317,1521300502,829715896
60573,45317,1521300502,853698918
60653,45396,1521300502,877702956
60653,45396,1521300502,901714917
60731,45473,1521300502,929780603
60757,45500,1521300502,953682702
60757,45500,1521300502,973701003
60757,45500,1521300502,997708664
60835,45577,1521300503,21690299
60860,45603,1521300503,45714556
60860,45603,1521300503,69713954
60943,45683,1521300503,93744322
60943,45683,1521300503,121704980
61028,45765,1521300503,149717040
61052,45788,1521300503,173696971
61052,45788,1521300503,197711325
61052,45788,1521300503,221802029
61158,45895,1521300503,245697942
61158,45895,1521300503,269710603
61158,45895,1521300503,293698995
61239,45974,1521300503,317702108
61266,45999,1521300503,349706184
61266,45999,1521300503,373692982
61348,46080,1521300503,397709709
61348,46080,1521300503,421739051
61430,46160,1521300503,445706742
61430,46160,1521300503,469728338
61430,46160,1521300503,493721103
61512,46239,1521300503,517727416
61540,46267,1521300503,545717600
61540,46267,1521300503,569722307
61620,46346,1521300503,593701830
61620,46346,1521300503,621699290
61702,46426,1521300503,645713492
61702,46426,1521300503,669727567
61702,46426,1521300503,693706382
61787,46508,1521300503,717701558
61814,46535,1521300503,741698778
61814,46535,1521300503,765704010
61898,46617,1521300503,789714373
61898,46617,1521300503,813709957
61898,46617,1521300503,837695764
61979,46699,1521300503,861722901
61979,46699,1521300503,885786050
62059,46777,1521300503,909712124
62059,46777,1521300503,933706139
62059,46777,1521300503,957740674
62149,46862,1521300503,981704997
62149,46862,1521300504,5695428
62232,46943,1521300504,37698522
62232,46943,1521300504,65691800
62316,47027,1521300504,89741739
62316,47027,1521300504,113746720
62316,47027,1521300504,141724541
62398,47108,1521300504,169813518
62398,47108,1521300504,193713742
62483,47191,1521300504,217712459
62483,47191,1521300504,245696785
62567,47274,1521300504,269703658
62567,47274,1521300504,293727000
62567,47274,1521300504,321698904
62653,47359,1521300504,345713182
62653,47359,1521300504,369710221
62736,47442,1521300504,397701359
62736,47442,1521300504,425691422
62821,47528,1521300504,449724541
62821,47528,1521300504,477715895
62907,47610,1521300504,501686120
62907,47610,1521300504,525704523
62907,47610,1521300504,549723906
62993,47694,1521300504,573723183
63020,47722,1521300504,597703251
63020,47722,1521300504,621726120
63109,47809,1521300504,649704627
63109,47809,1521300504,673693396
63109,47809,1521300504,697696752
63194,47893,1521300504,721719885
63194,47893,1521300504,745710738
63276,47976,1521300504,769840431
63276,47976,1521300504,793726919
63276,47976,1521300504,817712743
63395,48095,1521300504,845723456
63395,48095,1521300504,869682342
63395,48095,1521300504,893717695
63481,48179,1521300504,925710068
63481,48179,1521300504,949713216
63568,48263,1521300504,977747017
63596,48292,1521300505,1702862
63596,48292,1521300505,29714981
63686,48380,1521300505,57741455
63686,48380,1521300505,81747612
63774,48466,1521300505,105711394
63803,48494,1521300505,129716690
63803,48494,1521300505,157711538
63889,48579,1521300505,181724718
63917,48607,1521300505,205701158
63917,48607,1521300505,229708860
63917,48607,1521300505,257742575
64006,48695,1521300505,285710555
64006,48695,1521300505,309722967
64096,48780,1521300505,333715047
64127,48809,1521300505,361715254
64127,48809,1521300505,385712540
64215,48895,1521300505,409711218
64215,48895,1521300505,433706157
64215,48895,1521300505,457709675
64303,48979,1521300505,481716284
64303,48979,1521300505,501740721
64391,49066,1521300505,525715367
64391,49066,1521300505,549716055
64391,49066,1521300505,573720918
64474,49152,1521300505,601711585
64474,49152,1521300505,625763276
64568,49245,1521300505,649701959
64568,49245,1521300505,677692128
64657,49329,1521300505,701725563
64657,49329,1521300505,725697164
64657,49329,1521300505,745715281
64747,49416,1521300505,771566254
64747,49416,1521300505,793729679
64747,49416,1521300505,817711478
64835,49506,1521300505,841709682
64835,49506,1521300505,865713393
64926,49594,1521300505,889704662
64926,49594,1521300505,913741067
64926,49594,1521300505,937731292
65016,49683,1521300505,961712079
65016,49683,1521300505,985702461
65104,49770,1521300506,9699914
65104,49770,1521300506,33729674
65104,49770,1521300506,57720128
65196,49859,1521300506,81727944
65196,49859,1521300506,105677461
65285,49947,1521300506,129710672
65285,49947,1521300506,153710081
65285,49947,1521300506,177723321
65375,50039,1521300506,201727687
65375,50039,1521300506,225714437
65466,50130,1521300506,257711323
65497,50159,1521300506,281732164
65497,50159,1521300506,305683695
48,50247,1521300506,329701841
48,50247,1521300506,349764648
48,50247,1521300506,373700086
139,50338,1521300506,397713763
139,50338,1521300506,421680430
232,50431,1521300506,445739028
261,50459,1521300506,471254133
261,50459,1521300506,493710424
328,50527,1521300506,517739051
351,50551,1521300506,545785923
351,50551,1521300506,569699909
351,50551,1521300506,593700980
415,50611,1521300506,617700047
415,50611,1521300506,641713677
479,50674,1521300506,665709523
501,50695,1521300506,693697696
501,50695,1521300506,717696533
566,50759,1521300506,741700836
589,50781,1521300506,765709096
589,50781,1521300506,789702880
629,50819,1521300506,817701125
641,50830,1521300506,841684582
641,50830,1521300506,865725423
641,50830,1521300506,889709465
672,50865,1521300506,913693759
672,50865,1521300506,937726571
705,50900,1521300506,961723734
718,50908,1521300506,985682701
718,50908,1521300507,9742589
718,50908,1521300507,33707001
750,50943,1521300507,61668991
750,50943,1521300507,85688928
789,50979,1521300507,109710543
789,50979,1521300507,133710910
824,51012,1521300507,157704114
824,51012,1521300507,185687603
824,51012,1521300507,213693515
856,51043,1521300507,237719546
856,51043,1521300507,261716333
881,51068,1521300507,281754389
881,51068,1521300507,305701663
881,51068,1521300507,333709327
916,51105,1521300507,357711041
916,51105,1521300507,381711947
951,51136,1521300507,405707554
951,51136,1521300507,429708712
951,51136,1521300507,453706322
988,51173,1521300507,481737525
988,51173,1521300507,505695113
1021,51206,1521300507,529702087
1021,51206,1521300507,553718528
1046,51228,1521300507,581691601
1046,51228,1521300507,609711670
1046,51228,1521300507,633710608
1050,51233,1521300507,661724700
1050,51233,1521300507,689703536
1050,51233,1521300507,717724795
1050,51233,1521300507,741702490
1050,51233,1521300507,769699223
1050,51233,1521300507,793704501
1050,51233,1521300507,817693434
1050,51233,1521300507,841722941
1050,51233,1521300507,865706599
1050,51233,1521300507,889708333
1050,51233,1521300507,913710785
1050,51233,1521300507,937676236
1050,51233,1521300507,961710290
1050,51233,1521300507,989707654
1050,51233,1521300508,13709342
1050,51233,1521300508,41743685
1050,51233,1521300508,65700557
1050,51233,1521300508,93726434
1050,51233,1521300508,117712018
1050,51233,1521300508,145718753
1050,51233,1521300508,169714032
1050,51233,1521300508,193704029
1050,51233,1521300508,217745615
1050,51233,1521300508,241701478
1050,51233,1521300508,265697209
1050,51233,1521300508,289709687
1050,51233,1521300508,313708882
1050,51233,1521300508,337699268
1050,51233,1521300508,361714814
1050,51233,1521300508,385687973
1050,51231,1521300508,409703756
1050,51231,1521300508,433709770
1050,51231,1521300508,457706113
1050,51231,1521300508,481701878
1050,51231,1521300508,505700295
1050,51231,1521300508,529701666
1050,51231,1521300508,553739569
1050,51231,1521300508,581729128
1050,51231,1521300508,609689148
