raw_accel_x,raw_accel_y,raw_accel_z,raw_gyro_x,raw_gyro_y,raw_gyro_z,world_accel_x,world_accel_y,yaw,x,y,z,left_encoder_rate,right_encoder_rate,left_motor,right_motor,temp,fpga time,navx time
0.00775146,0.00665283,1.01251,-0.0610352,-0.12207,0.0610352,0.001,-0.004,-0.16,-6.10352e-05,-1.52588e-05,0,0,0,0,0,41.75,107.714,1727826
0.00775146,0.00665283,1.01251,-0.0610352,-0.12207,0.0610352,0.001,-0.004,-0.16,-6.10352e-05,-1.52588e-05,0,0,0,0,0,41.75,107.724,1727826
0.0098877,0.0111084,1.01501,0.0610352,-0.0610352,-0.0610352,0.003,0,0,0,0,0,0,0,0,0,41.75,107.739,1727840
0.00756836,0.0111084,1.01074,-0.0610352,-0.0610352,0.0610352,0,0,0,0,0,0,0,0,0,0,41.75,107.76,1727870
0.0088501,0.0110474,1.00922,0.12207,0,0,0.002,0,0,0,0,0,0,0,0,0,41.75,107.779,1727886
0.00793457,0.0133057,1.00934,0,0.12207,0.0610352,0.001,0.001,0,0,0,0,0,0,0,0,41.75,107.799,1727901
0.00439453,0.0131226,1.01111,-0.12207,-0.12207,0.0610352,-0.002,0.001,0,0,0,0,0,0,0,0,41.75,107.818,1727930
0.00750732,0.0109863,1.01965,-0.0610352,-0.0610352,0.0610352,0,0,0,0,0,0,0,0,0,0,41.75,107.838,1727946
0.00823975,0.00946045,1.0155,0,-0.0610352,-0.0610352,0.001,-0.002,0,0,0,0,0,0,0,0,41.75,107.864,1727975
0.00616455,0.00878906,1.01428,-0.0610352,-0.12207,-0.0610352,0,-0.002,0,0,0,0,0,0,0,0,41.75,107.879,1727990
0.00531006,0.0101318,1.01093,-0.0610352,-0.0610352,0.0610352,-0.001,-0.001,0,0,0,0,0,0,0,0,41.75,107.899,1728006
0.00848389,0.00909424,1.01038,0,0.0610352,0.12207,0.001,-0.002,0,0,0,0,0,0,0,0,41.75,107.919,1728020
0.00579834,0.0124512,1.01093,0,0,0,0,0.001,0,0,0,0,0,0,0,0,41.75,107.939,1728050
0.00964355,0.0140991,1.01251,0.0610352,0,-0.0610352,0.002,0.002,0,0,0,0,0,0,0,0,41.75,107.959,1728066
0.00622559,0.0101929,1.01453,-0.0610352,-0.0610352,-0.0610352,0,-0.001,0,0,0,0,0,0,0,0,41.75,107.979,1728080
0.00689697,0.0142822,1.01245,0.0610352,0.12207,0,0,0.002,0,0,0,0,0,0,0,0,41.75,107.998,1728110
0.00457764,0.00982666,1.005,-0.0610352,0,-0.12207,-0.002,-0.001,0,0,0,0,0,0,0,0,41.75,108.019,1728126
0.00695801,0.0148315,1.01514,0,0.0610352,-0.0610352,0,0.003,0,0,0,0,0,0,0,0,41.75,108.039,1728140
0.00561523,0.010376,1.01288,0,0.0610352,0,-0.001,-0.001,0,0,0,0,0,0,0,0,41.75,108.058,1728170
0.00579834,0.00793457,1.00745,-0.0610352,-0.12207,-0.0610352,0,-0.003,0,0,0,0,0,0,0,0,41.75,108.079,1728186
0.0078125,0.0113525,1.01526,0,0,0.0610352,0.001,0,0,0,0,0,0,0,0,0,41.75,108.1,1728201
0.00714111,0.0100708,1.00891,-0.0610352,-0.12207,-0.0610352,0,-0.001,0,0,0,0,0,0,0,0,41.75,108.118,1728216
0.00799561,0.0125122,1.01715,0.0610352,0,0,0.001,0.001,0,0,0,0,0,0,0,0,41.75,108.139,1728246
0.0065918,0.0128174,1.01343,0.0610352,0.0610352,0,0,0.001,0,0,0,0,0,0,0,0,41.75,108.159,1728261
0.00769043,0.0119629,1.01038,-0.0610352,-0.12207,0,0,0,0,0,0,0,0,0,0,0,41.75,108.178,1728291
0.00476074,0.0122681,1.01056,0.0610352,0,-0.0610352,-0.001,0,0,0,0,0,0,0,0,0,41.76,108.199,1728306
0.00836182,0.0118408,1.01239,0.12207,0,0,0.001,0,0,0,0,0,0,0,0,0,41.76,108.229,1728336
0.00506592,0.0120239,1.01123,0.12207,0,0,-0.001,0,0,0,0,0,0,0,0,0,41.76,108.241,1728351
0.00909424,0.0119629,1.01404,0,-0.0610352,0,0.002,0,0,0,0,0,0,0,0,0,41.76,108.258,1728366
0.00524902,0.0100098,1.01025,-0.0610352,-0.0610352,0,-0.001,-0.001,0,0,0,0,0,0,0,0,41.76,108.278,1728381
0.00494385,0.0112915,1.01117,0,-0.0610352,0,-0.001,0,0,0,0,0,0,0,0,0,41.76,108.298,1728411
0.00689697,0.00878906,1.00958,-0.0610352,-0.0610352,0,0,-0.002,0,0,0,0,0,0,0,0,41.76,108.318,1728426
0.00994873,0.0123901,1.01398,0,-0.12207,-0.0610352,0.003,0,0,0,0,0,0,0,0,0,41.76,108.338,1728441
0.00640869,0.0101318,1.008,-0.12207,-0.12207,0,0,-0.001,0,0,0,0,0,0,0,0,41.76,108.358,1728471
0.00592041,0.0149536,1.00995,-0.0610352,-0.12207,-0.0610352,0,0.003,0,0,0,0,0,0,0,0,41.76,108.378,1728486
0.00738525,0.0112305,1.01044,0.0610352,-0.12207,0,0,0,0,0,0,0,0,0,0,0,41.76,108.398,1728501
0.00726318,0.012085,1.00745,0,0,0,0,0,0,0,0,0,0,0,0,0,41.76,108.419,1728531
0.00799561,0.0113525,1.01422,-0.0610352,-0.12207,0,0.001,0,0,0,0,0,0,0,0,0,41.76,108.439,1728546
0.00598145,0.00689697,1.00928,0,0.0610352,-0.12207,0,-0.004,0,0,0,0,0,0,0,0,41.76,108.459,1728561
0.00634766,0.00732422,1.01324,0,-0.0610352,-0.0610352,0,-0.004,0,0,0,0,0,0,0,0,41.76,108.479,1728591
0.00872803,0.0151367,1.01288,0,0,-0.12207,0.001,0.003,0,0,0,0,0,0,0,0,41.76,108.498,1728606
0.00396729,0.010498,1.01044,0,-0.0610352,0,-0.002,0,0,0,0,0,0,0,0,0,41.76,108.518,1728621
0.00494385,0.0123901,1.01233,-0.12207,-0.0610352,-0.0610352,-0.001,0,0,0,0,0,0,0,0,0,41.76,108.54,1728651
0.00775146,0.00848389,1.01624,0,0,-0.0610352,0,-0.002,0,0,0,0,0,0,0,0,41.76,108.559,1728666
0.00592041,0.0124512,1.01648,0,0,0.0610352,0,0,0,0,0,0,0,0,0,0,41.76,108.579,1728681
0.00714111,0.0128784,1.01044,0,0,-0.0610352,0,0.001,0,0,0,0,0,0,0,0,41.76,108.599,1728711
0.00695801,0.00964355,1.01154,0,0.12207,0,0,-0.001,0,0,0,0,0,0,0,0,41.76,108.619,1728726
0.00976562,0.0140991,1.00824,0.0610352,0,-0.0610352,0.003,0.002,0,0,0,0,0,0,0,0,41.76,108.639,1728742
