raw_accel_x,raw_accel_y,raw_accel_z,raw_gyro_x,raw_gyro_y,raw_gyro_z,world_accel_x,world_accel_y,yaw,x,y,z,left_encoder_rate,right_encoder_rate,left_motor,right_motor,temp,fpga time,navx time
-0.0136108,-0.0181885,1.01221,-0.12207,-0.183105,-0.0610352,-0.002,0,-1.42,0.0470428,-0.0399475,0,0,0,0,0,40.01,702.006,728680
-0.0102539,-0.0157471,1.01288,-0.0610352,-0.0610352,0,0,0.002,-1.42,0.0470428,-0.0399475,0,0,0,0,0,40.01,702.017,728695
-0.010437,-0.0192871,1.01404,-0.12207,-0.0610352,0,0,0,0,0,0,0,0,0,0,0,40.01,702.036,728710
-0.0100708,-0.0216675,1.01233,-0.0610352,-0.0610352,0,0.001,-0.003,0,0,0,0,0,0,0,0,40.01,702.056,728740
-0.00805664,-0.0177002,1.01556,0,-0.0610352,-0.0610352,0.003,0,0,0,0,0,0,0,0,0,40.01,702.078,728755
-0.0132446,-0.015686,1.01746,0.0610352,0,-0.12207,-0.002,0.002,0,0,0,0,0,0,0,0,40.01,702.096,728770
-0.0129395,-0.019043,1.01721,-0.0610352,-0.0610352,0,-0.001,0,0,0,0,0,0,0,0,0,40.01,702.117,728800
-0.0145874,-0.0175781,1.0152,-0.0610352,-0.12207,-0.0610352,-0.003,0,0,0,0,0,0,0,0,0,40.01,702.136,728815
-0.0127563,-0.0206299,1.01392,0,0.0610352,-0.0610352,-0.001,-0.002,-0.01,0,0,0,0,0,0,0,40.01,702.156,728830
-0.0107422,-0.0202026,1.01709,-0.0610352,-0.12207,-0.12207,0,-0.001,0,0,0,0,0,0,0,0,40.01,702.176,728860
-0.010376,-0.0184937,1.01654,0,0,-0.0610352,0,0,0,0,0,0,0,0,0,0,40.01,702.198,728875
-0.0115967,-0.0176392,1.0127,0.0610352,0,-0.0610352,0,0,0,0,0,0,0,0,0,0,40.01,702.215,728891
-0.00946045,-0.0197754,1.01624,-0.0610352,-0.0610352,-0.12207,0.001,-0.001,-0.01,0,0,0,0,0,0,0,40.01,702.236,728920
-0.0101929,-0.0176392,1.0163,-0.0610352,-0.0610352,0,0,0,-0.01,0,0,0,0,0,0,0,40.01,702.256,728935
-0.010376,-0.0181274,1.00964,0.0610352,0.0610352,-0.0610352,0,0,0,0,0,0,0,0,0,0,40.01,702.276,728951
-0.0130615,-0.0195312,1.0174,-0.0610352,-0.0610352,-0.0610352,-0.001,-0.001,0,0,0,0,0,0,0,0,40.01,702.296,728980
-0.00921631,-0.0189209,1.01587,0,-0.0610352,0,0.001,0,0,0,0,0,0,0,0,0,40.01,702.318,728995
-0.0100098,-0.0174561,1.00897,-0.0610352,-0.12207,0,0.001,0,-0.01,0,0,0,0,0,0,0,40.05,702.336,729011
-0.0100098,-0.0172729,1.01648,0,-0.0610352,-0.0610352,0.001,0,0,0,0,0,0,0,0,0,40.05,702.356,729040
-0.0118408,-0.0206909,1.00781,-0.0610352,-0.183105,-0.0610352,0,-0.002,0,0,0,0,0,0,0,0,40.05,702.381,729055
-0.0119629,-0.0182495,1.01379,0.0610352,0.0610352,-0.0610352,0,0,0,0,0,0,0,0,0,0,40.05,702.396,729071
-0.0120239,-0.0172729,1.01965,-0.0610352,-0.244141,-0.0610352,0,0.001,0,0,0,0,0,0,0,0,40.05,702.425,729100
